91
657, 708, 0, 259, 537, 895, 0, 711, 0, 973, -1, 667, 0, 713, 0, 0, 0, 268, 0, 833, 725, 0, 281, 721, 0, 0, 546, 743, 0, 0, 335, 585, 0, 696, 214, 792, 251, 0, 168, 0, 0, 84, 0, 660, 0, 690, 843, 0, 783, 835, 0, 669, 7, 525, 0, 0, 0, 0, 0, 934, 429, 741, 277, 721, 91, 171, 172, 0, 0, 0, 0, 0, 773, 0, 0, 0, 781, 97, 0, 0, 104, 131, 0, 0, 495, 142, 186, 39, 0, 0, 697, 
741, 163, 0, 113, 0, 562, 0, 315, 822, 0, 667, -1, 0, 163, 87, 0, 0, 978, 0, 0, 23, 0, 0, 0, 240, 0, 218, 0, 930, 660, 0, 0, 754, 0, 640, 0, 854, 368, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 480, 0, 0, 0, 685, 0, 426, 0, 0, 839, 230, 0, 0, 425, 891, 940, 846, 0, 0, 585, 856, 377, 369, 0, 929, 0, 371, 937, 537, 848, 828, 0, 828, 779, 0, 469, 0, 0, 385, 0, 367, 0, 0, 
438, 0, 207, 423, 0, 0, 733, 121, 0, 0, 0, 0, -1, 853, 0, 699, 892, 0, 942, 333, 59, 0, 610, 971, 0, 397, 0, 691, 0, 759, 727, 6, 23, 653, 450, 818, 473, 472, 730, 654, 188, 478, 575, 0, 0, 78, 311, 0, 540, 0, 476, 397, 0, 790, 813, 0, 379, 695, 447, 0, 239, 0, 518, 735, 304, 618, 0, 0, 0, 795, 512, 0, 0, 781, 0, 0, 0, 0, 944, 0, 76, 0, 405, 249, 135, 0, 44, 504, 382, 0, 865, 
0, 884, 729, 443, 920, 447, 0, 0, 0, 0, 713, 163, 853, -1, 0, 655, 572, 48, 0, 0, 462, 161, 874, 0, 181, 333, 0, 677, 811, 15, 0, 895, 579, 0, 0, 198, 0, 0, 0, 0, 156, 0, 208, 78, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 456, 0, 0, 0, 0, 697, 771, 0, 154, 0, 443, 0, 723, 615, 0, 352, 0, 756, 0, 0, 0, 353, 0, 505, 672, 0, 0, 46, 0, 0, 0, 770, 0, 686, 0, 
680, 0, 681, 0, 76, 0, 0, 950, 93, 0, 0, 87, 0, 0, -1, 0, 948, 489, 0, 0, 0, 363, 122, 0, 0, 45, 978, 0, 0, 0, 734, 269, 0, 277, 501, 214, 0, 331, 0, 0, 0, 0, 303, 985, 484, 0, 742, 907, 0, 86, 0, 411, 355, 0, 763, 0, 647, 0, 114, 150, 0, 337, 223, 0, 497, 276, 292, 333, 565, 470, 139, 950, 116, 588, 0, 0, 0, 192, 0, 680, 188, 0, 0, 0, 0, 0, 539, 892, 0, 0, 611, 
0, 0, 977, 942, 0, 0, 0, 0, 0, 0, 0, 0, 699, 655, 0, -1, 353, 0, 904, 0, 0, 406, 187, 723, 0, 696, 611, 0, 0, 899, 0, 0, 0, 0, 0, 547, 304, 0, 912, 134, 203, 0, 0, 0, 665, 48, 828, 0, 97, 957, 0, 0, 0, 143, 0, 0, 0, 408, 0, 0, 0, 701, 0, 807, 778, 0, 272, 0, 353, 0, 0, 0, 0, 0, 0, 655, 32, 398, 517, 0, 646, 429, 430, 743, 0, 658, 901, 918, 0, 495, 14, 
841, 0, 400, 748, 0, 894, 0, 967, 884, 280, 0, 0, 892, 572, 948, 353, -1, 0, 0, 747, 0, 945, 636, 0, 0, 0, 769, 661, 0, 669, 577, 957, 0, 0, 171, 0, 0, 502, 0, 992, 536, 502, 0, 0, 0, 226, 631, 0, 478, 0, 0, 0, 368, 0, 2, 0, 0, 674, 0, 0, 0, 0, 299, 481, 0, 0, 287, 0, 70, 361, 165, 151, 932, 0, 318, 0, 357, 168, 0, 0, 0, 261, 0, 567, 943, 0, 0, 400, 0, 827, 948, 
0, 93, 351, 145, 0, 0, 0, 0, 969, 367, 268, 978, 0, 48, 489, 0, 0, -1, 376, 0, 0, 0, 91, 0, 117, 136, 783, 0, 0, 62, 0, 0, 0, 0, 703, 0, 0, 688, 0, 0, 0, 0, 871, 375, 0, 629, 0, 7, 110, 656, 223, 313, 0, 0, 519, 0, 0, 295, 877, 179, 275, 0, 708, 844, 743, 0, 0, 0, 2, 909, 456, 0, 662, 0, 572, 0, 257, 27, 0, 0, 564, 0, 782, 303, 0, 0, 272, 0, 972, 0, 0, 
776, 622, 0, 693, 198, 65, 0, 549, 128, 0, 0, 0, 942, 0, 0, 904, 0, 376, -1, 0, 0, 0, 0, 156, 0, 195, 697, 0, 0, 632, 660, 952, 240, 0, 0, 145, 0, 0, 0, 358, 0, 0, 0, 0, 0, 612, 0, 0, 772, 0, 0, 596, 374, 142, 818, 0, 36, 316, 236, 0, 824, 47, 0, 0, 0, 253, 0, 789, 0, 734, 0, 262, 538, 94, 32, 614, 771, 596, 409, 0, 169, 0, 35, 17, 0, 276, 0, 214, 0, 0, 283, 
525, 957, 447, 232, 0, 241, 589, 624, 0, 0, 833, 0, 333, 0, 0, 0, 747, 0, 0, -1, 0, 0, 127, 671, 0, 447, 0, 288, 0, 877, 0, 0, 83, 925, 106, 322, 780, 0, 0, 204, 0, 0, 0, 0, 0, 0, 582, 660, 50, 168, 317, 43, 735, 954, 108, 0, 510, 595, 821, 0, 0, 256, 0, 952, 122, 0, 231, 9, 825, 579, 774, 0, 359, 892, 688, 0, 114, 0, 0, 209, 503, 0, 0, 0, 384, 0, 0, 0, 0, 0, 89, 
76, 0, 219, 609, 602, 0, 847, 0, 0, 0, 725, 23, 59, 462, 0, 0, 0, 0, 0, 0, -1, 0, 0, 328, 246, 0, 0, 0, 960, 0, 127, 613, 0, 624, 0, 377, 0, 262, 763, 604, 0, 995, 928, 0, 301, 0, 0, 0, 0, 582, 0, 289, 552, 0, 0, 84, 0, 705, 930, 649, 0, 901, 405, 330, 117, 464, 0, 86, 0, 0, 726, 618, 441, 0, 0, 0, 0, 237, 548, 0, 213, 0, 0, 135, 0, 700, 827, 605, 0, 0, 531, 
908, 323, 209, 0, 0, 0, 343, 0, 135, 338, 0, 0, 0, 161, 363, 406, 945, 0, 0, 0, 0, -1, 337, 0, 743, 719, 0, 974, 0, 0, 0, 0, 0, 862, 0, 0, 0, 103, 0, 0, 0, 876, 930, 129, 842, 504, 27, 85, 284, 562, 855, 180, 730, 969, 0, 598, 205, 324, 292, 0, 70, 0, 0, 623, 978, 0, 0, 437, 0, 0, 0, 528, 366, 710, 519, 0, 212, 0, 0, 890, 0, 298, 0, 234, 319, 0, 415, 0, 499, 0, 0, 
0, 91, 803, 0, 0, 0, 0, 0, 0, 0, 281, 0, 610, 874, 122, 187, 636, 91, 0, 127, 0, 337, -1, 482, 296, 0, 0, 752, 742, 831, 0, 0, 352, 283, 0, 363, 0, 976, 295, 483, 401, 0, 873, 555, 839, 562, 0, 397, 0, 0, 0, 784, 0, 714, 0, 971, 422, 32, 990, 683, 332, 0, 0, 12, 0, 0, 0, 0, 0, 0, 841, 0, 0, 0, 182, 0, 375, 0, 0, 0, 689, 0, 725, 593, 0, 138, 986, 138, 0, 0, 0, 
671, 0, 0, 800, 635, 790, 503, 0, 0, 842, 721, 0, 971, 0, 0, 723, 0, 0, 156, 671, 328, 0, 482, -1, 0, 315, 664, 58, 156, 0, 0, 0, 369, 0, 103, 0, 101, 0, 957, 617, 0, 43, 104, 266, 276, 111, 217, 0, 0, 0, 106, 130, 384, 982, 0, 795, 0, 0, 0, 0, 774, 0, 566, 0, 0, 556, 0, 421, 228, 712, 335, 0, 0, 267, 782, 0, 0, 0, 704, 0, 963, 0, 0, 0, 395, 0, 0, 887, 471, 65, 326, 
0, 453, 539, 574, 0, 514, 788, 236, 710, 0, 0, 240, 0, 181, 0, 0, 0, 117, 0, 0, 246, 743, 296, 0, -1, 755, 560, 217, 0, 914, 217, 0, 181, 91, 522, 490, 0, 0, 180, 0, 692, 0, 0, 30, 72, 324, 0, 306, 671, 685, 0, 897, 0, 841, 735, 179, 4, 513, 931, 0, 0, 0, 0, 0, 870, 625, 0, 0, 950, 181, 634, 0, 0, 307, 650, 818, 19, 293, 922, 530, 0, 490, 68, 893, 832, 342, 0, 589, 0, 0, 0, 
735, 0, 0, 393, 442, 0, 808, 0, 0, 761, 0, 0, 397, 333, 45, 696, 0, 136, 195, 447, 0, 719, 0, 315, 755, -1, 952, 430, 208, 0, 0, 0, 0, 989, 58, 746, 160, 0, 0, 757, 172, 535, 15, 0, 0, 0, 0, 910, 733, 0, 0, 111, 160, 976, 0, 0, 0, 640, 0, 676, 30, 0, 808, 0, 0, 0, 0, 392, 0, 107, 402, 872, 568, 0, 0, 0, 752, 548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 468, 0, 0, 0, 
87, 0, 0, 232, 0, 86, 835, 706, 826, 0, 546, 218, 0, 0, 978, 611, 769, 783, 697, 0, 0, 0, 0, 664, 560, 952, -1, 0, 452, 0, 0, 664, 278, 0, 0, 0, 0, 0, 915, 0, 0, 0, 20, 294, 0, 271, 66, 0, 0, 712, 344, 905, 233, 0, 0, 82, 16, 215, 241, 0, 664, 377, 259, 0, 645, 0, 170, 512, 23, 324, 0, 480, 0, 0, 766, 0, 403, 0, 635, 962, 0, 0, 805, 0, 787, 849, 128, 0, 0, 801, 0, 
0, 0, 0, 759, 856, 0, 121, 870, 469, 433, 743, 0, 691, 677, 0, 0, 661, 0, 0, 288, 0, 974, 752, 58, 217, 430, 0, -1, 795, 0, 539, 0, 0, 0, 0, 0, 824, 0, 116, 708, 0, 0, 0, 0, 0, 810, 0, 598, 735, 0, 182, 996, 0, 228, 87, 436, 907, 346, 698, 833, 194, 364, 0, 0, 0, 317, 246, 825, 0, 0, 0, 199, 310, 0, 0, 0, 0, 723, 0, 0, 888, 0, 825, 0, 0, 375, 365, 570, 108, 0, 0, 
0, 616, 0, 544, 0, 27, 0, 0, 0, 0, 0, 930, 0, 811, 0, 0, 0, 0, 0, 0, 960, 0, 742, 156, 0, 208, 452, 795, -1, 666, 878, 638, 0, 435, 0, 0, 346, 0, 0, 30, 0, 0, 0, 54, 312, 0, 833, 818, 177, 0, 0, 0, 0, 0, 0, 605, 883, 0, 0, 0, 892, 0, 846, 0, 0, 568, 0, 710, 943, 67, 822, 0, 0, 967, 0, 0, 0, 0, 0, 159, 0, 44, 287, 795, 763, 0, 194, 399, 0, 0, 812, 
0, 0, 0, 948, 222, 0, 0, 591, 48, 737, 0, 660, 759, 15, 0, 899, 669, 62, 632, 877, 0, 0, 831, 0, 914, 0, 0, 0, 666, -1, 147, 880, 464, 0, 20, 0, 0, 483, 0, 0, 0, 860, 0, 0, 50, 0, 0, 179, 0, 0, 0, 413, 0, 191, 874, 0, 529, 0, 660, 307, 0, 813, 0, 747, 0, 414, 742, 0, 324, 0, 0, 526, 0, 0, 0, 518, 657, 144, 894, 0, 513, 0, 472, 0, 0, 0, 701, 0, 0, 0, 617, 
810, 0, 0, 143, 547, 0, 0, 480, 0, 574, 335, 0, 727, 0, 734, 0, 577, 0, 660, 0, 127, 0, 0, 0, 217, 0, 0, 539, 878, 147, -1, 112, 0, 475, 0, 0, 0, 0, 0, 103, 905, 0, 384, 449, 0, 0, 0, 0, 0, 586, 916, 953, 41, 792, 0, 0, 0, 247, 0, 537, 972, 0, 26, 0, 0, 0, 0, 0, 924, 0, 875, 641, 0, 0, 0, 302, 788, 0, 0, 446, 2, 0, 267, 403, 866, 67, 862, 0, 0, 0, 0, 
0, 0, 137, 0, 250, 621, 0, 255, 291, 228, 585, 0, 6, 895, 269, 0, 957, 0, 952, 0, 613, 0, 0, 0, 0, 0, 664, 0, 638, 880, 112, -1, 0, 465, 0, 0, 839, 232, 993, 0, 853, 0, 0, 0, 363, 164, 0, 402, 220, 0, 0, 0, 77, 0, 270, 115, 0, 572, 969, 387, 171, 732, 0, 809, 551, 983, 215, 0, 340, 0, 519, 0, 0, 0, 0, 0, 0, 876, 0, 0, 0, 701, 744, 0, 0, 213, 17, 369, 0, 0, 0, 
28, 0, 0, 0, 441, 32, 7, 261, 0, 0, 0, 754, 23, 579, 0, 0, 0, 0, 240, 83, 0, 0, 352, 369, 181, 0, 278, 0, 0, 464, 0, 0, -1, 0, 389, 711, 419, 953, 0, 606, 0, 0, 0, 541, 718, 103, 838, 0, 0, 0, 235, 780, 559, 0, 0, 0, 0, 0, 674, 527, 0, 0, 644, 0, 0, 970, 628, 808, 969, 0, 330, 455, 526, 0, 171, 0, 0, 0, 0, 0, 82, 790, 901, 0, 800, 0, 0, 0, 0, 144, 0, 
323, 78, 0, 0, 0, 63, 0, 0, 0, 39, 696, 0, 653, 0, 277, 0, 0, 0, 0, 925, 624, 862, 283, 0, 91, 989, 0, 0, 435, 0, 475, 465, 0, -1, 0, 0, 0, 0, 567, 0, 470, 0, 547, 252, 184, 576, 0, 0, 862, 0, 0, 0, 0, 814, 0, 0, 337, 0, 0, 342, 0, 961, 0, 719, 0, 516, 0, 554, 220, 0, 436, 61, 991, 0, 463, 0, 503, 0, 592, 282, 122, 805, 341, 0, 0, 50, 0, 616, 0, 0, 374, 
366, 0, 0, 759, 0, 732, 585, 325, 539, 0, 214, 640, 450, 0, 501, 0, 171, 703, 0, 106, 0, 0, 0, 103, 522, 58, 0, 0, 0, 20, 0, 0, 389, 0, -1, 559, 822, 591, 530, 792, 724, 176, 0, 394, 0, 327, 0, 0, 154, 0, 157, 646, 187, 273, 0, 0, 380, 813, 657, 56, 75, 65, 560, 246, 0, 0, 0, 887, 0, 207, 0, 0, 0, 577, 0, 0, 0, 490, 0, 890, 0, 0, 673, 819, 0, 349, 0, 900, 0, 569, 549, 
0, 0, 0, 318, 0, 0, 0, 778, 976, 0, 792, 0, 818, 198, 214, 547, 0, 0, 145, 322, 377, 0, 363, 0, 490, 746, 0, 0, 0, 0, 0, 0, 711, 0, 559, -1, 0, 360, 432, 0, 0, 0, 759, 920, 0, 405, 0, 0, 744, 93, 480, 206, 628, 0, 248, 914, 0, 0, 145, 811, 0, 0, 97, 716, 337, 637, 0, 969, 282, 0, 914, 0, 0, 520, 152, 0, 384, 956, 0, 0, 335, 0, 957, 34, 137, 55, 934, 267, 349, 0, 314, 
0, 519, 578, 0, 0, 435, 0, 0, 298, 251, 251, 854, 473, 0, 0, 304, 0, 0, 0, 780, 0, 0, 0, 101, 0, 160, 0, 824, 346, 0, 0, 839, 419, 0, 822, 0, -1, 0, 0, 2, 0, 0, 488, 0, 98, 0, 0, 0, 293, 86, 0, 0, 44, 0, 0, 817, 0, 0, 0, 691, 228, 298, 970, 0, 548, 999, 518, 266, 0, 0, 403, 211, 0, 0, 525, 27, 708, 0, 736, 0, 824, 460, 191, 0, 0, 596, 0, 0, 876, 250, 0, 
267, 705, 0, 80, 0, 164, 0, 330, 299, 443, 0, 368, 472, 0, 331, 0, 502, 688, 0, 0, 262, 103, 976, 0, 0, 0, 0, 0, 0, 483, 0, 232, 953, 0, 591, 360, 0, -1, 0, 597, 0, 0, 0, 630, 0, 0, 0, 0, 0, 539, 0, 697, 696, 0, 0, 388, 829, 826, 590, 858, 307, 656, 935, 0, 88, 0, 0, 689, 593, 0, 173, 0, 696, 20, 899, 0, 512, 0, 372, 0, 0, 804, 0, 447, 0, 0, 680, 799, 0, 0, 269, 
0, 0, 814, 73, 0, 337, 388, 250, 711, 113, 168, 0, 730, 0, 0, 912, 0, 0, 0, 0, 763, 0, 295, 957, 180, 0, 915, 116, 0, 0, 0, 993, 0, 567, 530, 432, 0, 0, -1, 415, 743, 19, 120, 0, 0, 347, 0, 845, 767, 35, 293, 0, 0, 0, 0, 0, 993, 0, 0, 0, 480, 0, 823, 426, 0, 486, 331, 0, 0, 0, 841, 41, 0, 0, 0, 429, 61, 0, 0, 0, 35, 922, 0, 0, 0, 0, 1000, 0, 0, 0, 566, 
21, 26, 860, 146, 0, 410, 0, 0, 0, 0, 0, 0, 654, 0, 0, 134, 992, 0, 358, 204, 604, 0, 483, 617, 0, 757, 0, 708, 30, 0, 103, 0, 606, 0, 792, 0, 2, 597, 415, -1, 387, 606, 0, 0, 0, 0, 0, 395, 0, 15, 14, 0, 137, 646, 0, 237, 155, 0, 570, 747, 587, 915, 795, 913, 0, 0, 33, 0, 0, 0, 0, 0, 494, 823, 0, 295, 582, 149, 0, 440, 120, 10, 0, 468, 522, 474, 662, 971, 0, 0, 0, 
265, 26, 994, 0, 666, 4, 0, 0, 335, 759, 0, 0, 188, 156, 0, 203, 536, 0, 0, 0, 0, 0, 401, 0, 692, 172, 0, 0, 0, 0, 905, 853, 0, 470, 724, 0, 0, 0, 743, 387, -1, 530, 0, 267, 0, 0, 0, 0, 0, 856, 0, 0, 673, 626, 0, 490, 808, 0, 748, 728, 515, 673, 0, 0, 0, 0, 0, 0, 0, 0, 740, 0, 0, 0, 599, 0, 0, 0, 0, 0, 0, 713, 0, 0, 797, 163, 926, 978, 74, 874, 1, 
0, 0, 767, 939, 0, 858, 0, 360, 974, 51, 84, 0, 478, 0, 0, 0, 502, 0, 0, 0, 995, 876, 0, 43, 0, 535, 0, 0, 0, 860, 0, 0, 0, 0, 176, 0, 0, 0, 19, 606, 530, -1, 884, 0, 106, 0, 0, 0, 0, 0, 55, 0, 0, 790, 0, 0, 0, 0, 239, 134, 0, 0, 0, 169, 516, 0, 0, 0, 0, 583, 0, 789, 77, 365, 0, 639, 0, 28, 436, 188, 544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3, 205, 184, 198, 641, 0, 0, 564, 236, 812, 0, 0, 575, 208, 303, 0, 0, 871, 0, 0, 928, 930, 873, 104, 0, 15, 20, 0, 0, 0, 384, 0, 0, 547, 0, 759, 488, 0, 120, 0, 0, 884, -1, 521, 916, 800, 885, 920, 0, 394, 2, 0, 0, 484, 984, 0, 123, 0, 94, 860, 136, 568, 0, 0, 0, 0, 0, 0, 0, 221, 631, 0, 538, 0, 11, 0, 258, 0, 575, 0, 141, 798, 678, 192, 0, 627, 0, 837, 785, 0, 923, 
0, 316, 0, 0, 0, 0, 0, 0, 620, 0, 660, 0, 0, 78, 985, 0, 0, 375, 0, 0, 0, 129, 555, 266, 30, 0, 294, 0, 54, 0, 449, 0, 541, 252, 394, 920, 0, 630, 0, 0, 267, 0, 521, -1, 824, 574, 0, 0, 0, 0, 0, 0, 0, 303, 0, 148, 219, 56, 0, 967, 0, 0, 0, 0, 165, 0, 0, 0, 0, 0, 708, 0, 103, 0, 0, 0, 512, 796, 0, 536, 698, 0, 85, 974, 0, 547, 242, 488, 0, 884, 0, 
360, 895, 0, 520, 0, 0, 0, 0, 0, 636, 0, 72, 0, 14, 484, 665, 0, 0, 0, 0, 301, 842, 839, 276, 72, 0, 0, 0, 312, 50, 0, 363, 718, 184, 0, 0, 98, 0, 0, 0, 0, 106, 916, 824, -1, 0, 0, 0, 549, 0, 64, 187, 149, 0, 0, 0, 0, 0, 592, 0, 844, 0, 56, 615, 0, 0, 0, 0, 798, 169, 0, 858, 171, 537, 318, 0, 0, 668, 0, 0, 577, 0, 0, 0, 0, 805, 256, 0, 953, 496, 0, 
176, 0, 162, 544, 0, 0, 0, 0, 255, 0, 690, 0, 78, 0, 0, 48, 226, 629, 612, 0, 0, 504, 562, 111, 324, 0, 271, 810, 0, 0, 0, 164, 103, 576, 327, 405, 0, 0, 347, 0, 0, 0, 800, 574, 0, -1, 805, 836, 0, 0, 609, 0, 0, 0, 0, 0, 0, 0, 456, 0, 76, 0, 0, 0, 758, 0, 243, 0, 0, 0, 0, 906, 0, 765, 0, 0, 0, 584, 0, 903, 745, 663, 876, 106, 563, 0, 0, 0, 213, 0, 0, 
184, 830, 0, 75, 0, 905, 313, 0, 494, 100, 843, 0, 311, 0, 742, 828, 631, 0, 0, 582, 0, 27, 0, 217, 0, 0, 66, 0, 833, 0, 0, 0, 838, 0, 0, 0, 0, 0, 0, 0, 0, 0, 885, 0, 0, 805, -1, 293, 527, 0, 0, 699, 229, 805, 922, 0, 0, 0, 0, 0, 0, 0, 0, 295, 0, 0, 967, 0, 806, 494, 0, 0, 178, 273, 0, 0, 0, 0, 363, 242, 0, 0, 0, 0, 747, 698, 263, 0, 493, 0, 779, 
962, 655, 243, 247, 727, 0, 0, 900, 257, 0, 0, 0, 0, 0, 907, 0, 0, 7, 0, 660, 0, 85, 397, 0, 306, 910, 0, 598, 818, 179, 0, 402, 0, 0, 0, 0, 0, 0, 845, 395, 0, 0, 920, 0, 0, 836, 293, -1, 0, 0, 837, 0, 479, 0, 426, 0, 0, 0, 0, 0, 31, 393, 0, 0, 967, 0, 710, 0, 60, 0, 150, 0, 454, 0, 816, 720, 562, 0, 0, 512, 61, 0, 0, 0, 0, 184, 30, 902, 565, 0, 0, 
0, 827, 0, 135, 0, 948, 0, 309, 511, 848, 783, 480, 540, 0, 0, 97, 478, 110, 772, 50, 0, 284, 0, 0, 671, 733, 0, 735, 177, 0, 0, 220, 0, 862, 154, 744, 293, 0, 767, 0, 0, 0, 0, 0, 549, 0, 527, 0, -1, 0, 993, 796, 152, 41, 0, 289, 0, 0, 731, 546, 0, 0, 0, 208, 0, 54, 0, 39, 504, 0, 0, 0, 810, 20, 886, 0, 498, 0, 9, 0, 0, 608, 923, 128, 0, 0, 337, 887, 376, 111, 702, 
0, 344, 151, 370, 0, 0, 0, 0, 0, 0, 835, 0, 0, 0, 86, 957, 0, 656, 0, 168, 582, 562, 0, 0, 685, 0, 712, 0, 0, 0, 586, 0, 0, 0, 0, 93, 86, 539, 35, 15, 856, 0, 394, 0, 0, 0, 0, 0, 0, -1, 881, 520, 0, 0, 84, 774, 0, 936, 0, 86, 0, 0, 0, 0, 91, 374, 417, 0, 0, 0, 0, 854, 475, 0, 352, 0, 0, 314, 0, 601, 942, 68, 0, 566, 0, 299, 350, 0, 973, 0, 0, 
988, 0, 41, 616, 0, 0, 0, 434, 0, 933, 0, 0, 476, 0, 0, 0, 0, 223, 0, 317, 0, 855, 0, 106, 0, 0, 344, 182, 0, 0, 916, 0, 235, 0, 157, 480, 0, 0, 293, 14, 0, 55, 2, 0, 64, 609, 0, 837, 993, 881, -1, 970, 728, 960, 0, 0, 66, 0, 798, 199, 0, 0, 0, 752, 951, 0, 211, 0, 0, 0, 234, 944, 986, 0, 580, 0, 0, 581, 0, 904, 0, 0, 0, 493, 0, 0, 0, 345, 0, 0, 596, 
