46
0, 0, 0, 0, 0, 0, 0, 38, 0, 25, -1, 4, 49, 29, 18, 0, 0, 44, 0, 0, 57, 0, 79, 43, 39, 41, 0, 0, 31, 0, 57, 4, 78, 0, 7, 36, 0, 59, 0, 42, 0, 0, 1, 0, 99, 0, 
99, 0, 17, 83, 54, 0, 0, 0, 0, 93, 4, -1, 0, 45, 10, 40, 0, 63, 42, 46, 0, 1, 0, 0, 13, 0, 0, 34, 17, 12, 0, 14, 0, 0, 36, 0, 0, 0, 0, 18, 79, 59, 0, 73, 34, 64, 
88, 76, 36, 0, 85, 84, 0, 30, 0, 29, 49, 0, -1, 28, 52, 87, 0, 28, 36, 89, 84, 56, 10, 0, 0, 0, 0, 0, 0, 0, 5, 0, 28, 0, 0, 39, 94, 0, 0, 54, 75, 5, 34, 69, 0, 0, 
13, 62, 0, 37, 37, 81, 95, 66, 0, 24, 29, 45, 28, -1, 0, 0, 0, 52, 8, 0, 0, 0, 13, 0, 0, 70, 0, 0, 0, 0, 37, 29, 99, 27, 93, 0, 0, 43, 0, 0, 32, 0, 0, 70, 0, 7, 
61, 0, 53, 62, 85, 0, 0, 0, 0, 50, 18, 10, 52, 0, -1, 27, 26, 87, 20, 54, 0, 0, 40, 69, 45, 22, 0, 0, 5, 0, 0, 0, 0, 0, 90, 0, 52, 0, 2, 16, 0, 0, 0, 39, 0, 0, 
61, 64, 0, 50, 0, 0, 0, 0, 0, 58, 0, 40, 87, 0, 27, -1, 0, 0, 97, 23, 0, 81, 37, 49, 0, 23, 0, 18, 18, 0, 16, 0, 0, 45, 20, 0, 0, 82, 92, 3, 26, 0, 69, 0, 16, 57, 
21, 0, 71, 0, 21, 42, 0, 25, 86, 2, 0, 0, 0, 0, 26, 0, -1, 39, 0, 74, 0, 17, 0, 0, 0, 0, 81, 0, 14, 9, 61, 75, 62, 100, 0, 0, 42, 96, 6, 57, 72, 12, 0, 0, 0, 31, 
19, 83, 11, 0, 0, 0, 82, 0, 0, 57, 44, 63, 28, 52, 87, 0, 39, -1, 34, 44, 1, 0, 77, 0, 0, 22, 0, 87, 0, 0, 0, 0, 0, 0, 0, 81, 0, 12, 0, 0, 93, 2, 0, 85, 0, 46, 
65, 0, 80, 0, 0, 0, 0, 0, 21, 10, 0, 42, 36, 8, 20, 97, 0, 34, -1, 10, 96, 20, 0, 97, 0, 0, 24, 0, 0, 24, 0, 18, 82, 71, 0, 24, 0, 52, 0, 0, 23, 7, 82, 0, 0, 0, 
67, 21, 0, 0, 89, 0, 56, 53, 34, 19, 0, 46, 89, 0, 54, 23, 74, 44, 10, -1, 33, 13, 0, 42, 0, 18, 0, 0, 23, 7, 46, 97, 3, 0, 0, 53, 86, 78, 0, 47, 2, 0, 0, 0, 0, 0, 
98, 38, 0, 0, 0, 16, 28, 21, 85, 0, 57, 0, 84, 0, 0, 0, 0, 1, 96, 33, -1, 0, 62, 14, 0, 40, 0, 11, 0, 0, 0, 74, 75, 15, 0, 0, 0, 0, 19, 0, 70, 0, 91, 0, 0, 57, 
69, 62, 0, 0, 0, 1, 0, 76, 0, 78, 0, 1, 56, 0, 0, 81, 17, 0, 20, 13, 0, -1, 40, 17, 90, 40, 0, 32, 49, 90, 0, 38, 0, 69, 0, 88, 0, 0, 0, 0, 20, 0, 14, 0, 0, 0, 
0, 0, 76, 86, 0, 93, 96, 0, 8, 0, 79, 0, 10, 13, 40, 37, 0, 77, 0, 0, 62, 40, -1, 59, 27, 0, 0, 0, 34, 8, 0, 0, 0, 16, 48, 0, 0, 0, 93, 13, 90, 0, 0, 43, 0, 38, 
55, 0, 0, 0, 0, 0, 0, 0, 29, 82, 43, 0, 0, 0, 69, 49, 0, 0, 97, 42, 14, 17, 59, -1, 37, 0, 0, 16, 0, 72, 27, 0, 13, 0, 96, 26, 56, 91, 0, 62, 0, 77, 0, 49, 33, 0, 
97, 40, 0, 73, 2, 79, 0, 0, 91, 17, 39, 13, 0, 0, 45, 0, 0, 0, 0, 0, 0, 90, 27, 37, -1, 0, 0, 0, 0, 30, 73, 95, 0, 50, 89, 0, 10, 71, 62, 0, 58, 48, 21, 52, 0, 24, 
0, 80, 0, 0, 87, 67, 11, 0, 21, 27, 41, 0, 0, 70, 22, 23, 0, 22, 0, 18, 40, 40, 0, 0, 0, -1, 0, 0, 78, 0, 0, 97, 0, 12, 0, 0, 84, 75, 0, 72, 12, 0, 0, 87, 0, 0, 
0, 10, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 24, 0, 0, 0, 0, 0, 0, 0, -1, 61, 4, 67, 0, 55, 43, 0, 41, 93, 73, 70, 48, 0, 0, 0, 40, 15, 0, 16, 
10, 0, 90, 13, 82, 34, 0, 19, 80, 0, 0, 34, 0, 0, 0, 18, 0, 87, 0, 0, 11, 32, 0, 16, 0, 0, 61, -1, 32, 0, 10, 39, 0, 13, 0, 27, 22, 0, 100, 11, 0, 13, 0, 0, 41, 30, 
0, 60, 67, 0, 0, 12, 0, 82, 100, 15, 31, 17, 0, 0, 5, 18, 14, 0, 0, 23, 0, 49, 34, 0, 0, 78, 4, 32, -1, 0, 12, 0, 77, 0, 0, 0, 6, 0, 46, 28, 29, 0, 0, 41, 67, 0, 
0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 12, 0, 0, 0, 0, 9, 0, 24, 7, 0, 90, 8, 72, 30, 0, 67, 0, 0, -1, 54, 0, 0, 53, 28, 0, 0, 11, 81, 47, 100, 75, 0, 0, 0, 0, 
47, 0, 0, 17, 0, 0, 34, 26, 14, 26, 57, 0, 5, 37, 0, 16, 61, 0, 0, 46, 0, 0, 0, 27, 73, 0, 0, 10, 12, 54, -1, 9, 50, 14, 0, 0, 55, 73, 81, 0, 31, 32, 88, 0, 0, 0, 
72, 81, 0, 15, 0, 0, 0, 35, 8, 0, 4, 14, 0, 29, 0, 0, 75, 0, 18, 97, 74, 38, 0, 0, 95, 97, 55, 39, 0, 0, 9, -1, 0, 17, 65, 61, 0, 94, 39, 0, 0, 58, 0, 0, 41, 0, 
34, 17, 23, 2, 2, 89, 63, 49, 0, 0, 78, 0, 28, 99, 0, 0, 62, 0, 82, 3, 75, 0, 0, 13, 0, 0, 43, 0, 77, 0, 50, 0, -1, 22, 0, 5, 0, 96, 7, 0, 0, 74, 0, 0, 0, 0, 
79, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 45, 100, 0, 71, 0, 15, 69, 16, 0, 50, 12, 0, 13, 0, 53, 14, 17, 22, -1, 76, 0, 0, 0, 49, 50, 0, 71, 0, 4, 0, 33, 
15, 32, 56, 19, 67, 55, 20, 20, 60, 0, 7, 36, 0, 93, 90, 20, 0, 0, 0, 0, 0, 0, 48, 96, 89, 0, 41, 0, 0, 28, 0, 65, 0, 76, -1, 1, 99, 0, 0, 53, 53, 0, 27, 0, 85, 12, 
0, 0, 14, 5, 71, 38, 89, 36, 0, 0, 36, 0, 39, 0, 0, 0, 0, 81, 24, 53, 0, 88, 0, 26, 0, 0, 93, 27, 0, 0, 0, 61, 5, 0, 1, -1, 49, 0, 100, 72, 0, 0, 51, 42, 0, 51, 
0, 73, 0, 69, 56, 36, 0, 89, 45, 0, 0, 0, 94, 0, 52, 0, 42, 0, 0, 86, 0, 0, 0, 56, 10, 84, 73, 22, 6, 0, 55, 0, 0, 0, 99, 49, -1, 87, 43, 78, 79, 0, 74, 0, 22, 0, 
0, 91, 79, 0, 0, 97, 0, 0, 26, 85, 59, 0, 0, 43, 0, 82, 96, 12, 52, 78, 0, 0, 0, 91, 71, 75, 70, 0, 0, 11, 73, 94, 96, 0, 0, 0, 87, -1, 69, 54, 41, 67, 0, 0, 0, 0, 
0, 0, 3, 26, 53, 24, 0, 29, 83, 34, 0, 0, 0, 0, 2, 92, 6, 0, 0, 0, 19, 0, 93, 0, 62, 0, 48, 100, 46, 81, 81, 39, 7, 49, 0, 100, 43, 69, -1, 98, 30, 70, 0, 29, 0, 71, 
0, 56, 81, 0, 0, 0, 2, 17, 4, 0, 42, 18, 54, 0, 16, 3, 57, 0, 0, 47, 0, 0, 13, 62, 0, 72, 0, 11, 28, 47, 0, 0, 0, 50, 53, 72, 78, 54, 98, -1, 42, 15, 98, 82, 0, 0, 
0, 0, 0, 87, 0, 40, 0, 0, 70, 86, 0, 79, 75, 32, 0, 26, 72, 93, 23, 2, 70, 20, 90, 0, 58, 12, 0, 0, 29, 100, 31, 0, 0, 0, 53, 0, 79, 41, 30, 42, -1, 0, 0, 0, 87, 0, 
87, 94, 36, 0, 14, 4, 0, 0, 21, 0, 0, 59, 5, 0, 0, 0, 12, 2, 7, 0, 0, 0, 0, 77, 48, 0, 0, 13, 0, 75, 32, 58, 74, 71, 0, 0, 0, 67, 70, 15, 0, -1, 0, 0, 0, 0, 
0, 0, 20, 37, 0, 10, 60, 59, 83, 0, 1, 0, 34, 0, 0, 69, 0, 0, 82, 0, 91, 14, 0, 0, 21, 0, 40, 0, 0, 0, 88, 0, 0, 0, 27, 51, 74, 0, 0, 98, 0, 0, -1, 14, 36, 0, 
46, 0, 86, 0, 0, 0, 0, 15, 0, 65, 0, 73, 69, 70, 39, 0, 0, 85, 0, 0, 0, 0, 43, 49, 52, 87, 15, 0, 41, 0, 0, 0, 0, 4, 0, 42, 0, 0, 29, 82, 0, 0, 14, -1, 54, 66, 
0, 35, 69, 0, 53, 12, 0, 0, 60, 0, 99, 34, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 41, 67, 0, 0, 41, 0, 0, 85, 0, 22, 0, 0, 0, 87, 0, 36, 54, -1, 0, 
52, 40, 0, 18, 73, 96, 0, 0, 0, 0, 0, 64, 0, 7, 0, 57, 31, 46, 0, 0, 57, 0, 38, 0, 24, 0, 16, 30, 0, 0, 0, 0, 0, 33, 12, 51, 0, 0, 71, 0, 0, 0, 0, 66, 0, -1]
