51
0, 594, 0, 0, 543, 0, 698, 0, 0, 0, 519, 0, 0, 470, 0, 0, 0, 543, 0, 304, 0, 73, 0, 0, 327, 924, 801, 0, 130, 0, 0, 0, 434, 0, -1, 792, 45, 439, 0, 0, 47, 592, 517, 894, 664, 0, 412, 0, 391, 0, 856, 
762, 0, 207, 812, 418, 0, 699, 0, 0, 570, 740, 0, 0, 0, 0, 568, 523, 0, 0, 372, 0, 0, 0, 0, 0, 134, 263, 0, 0, 406, 158, 505, 820, 888, 792, -1, 882, 0, 0, 37, 0, 0, 158, 983, 81, 0, 0, 141, 0, 0, 123, 
0, 378, 14, 0, 0, 706, 0, 0, 751, 0, 0, 0, 0, 555, 0, 744, 0, 0, 0, 24, 526, 0, 0, 255, 0, 0, 0, 565, 952, 0, 0, 0, 0, 0, 45, 882, -1, 832, 574, 639, 925, 738, 815, 0, 218, 599, 0, 915, 698, 127, 268, 
0, 0, 0, 930, 0, 681, 0, 0, 0, 0, 0, 0, 548, 385, 0, 0, 0, 0, 0, 0, 127, 334, 673, 0, 0, 102, 284, 75, 0, 540, 34, 1, 898, 121, 439, 0, 832, -1, 73, 952, 0, 423, 0, 0, 707, 637, 13, 0, 563, 83, 0, 
838, 0, 724, 0, 419, 130, 102, 0, 844, 867, 0, 17, 0, 45, 857, 651, 0, 0, 0, 0, 178, 0, 0, 0, 0, 0, 62, 255, 43, 0, 0, 0, 0, 0, 0, 0, 574, 73, -1, 0, 21, 217, 0, 204, 0, 805, 470, 0, 483, 0, 841, 
8, 178, 0, 0, 0, 948, 0, 612, 892, 0, 0, 0, 0, 189, 414, 0, 0, 392, 0, 0, 8, 601, 625, 826, 581, 674, 604, 559, 0, 0, 0, 705, 0, 0, 0, 37, 639, 952, 0, -1, 0, 162, 172, 116, 136, 334, 0, 0, 713, 851, 0, 
410, 0, 197, 0, 0, 516, 221, 0, 783, 573, 100, 652, 396, 498, 872, 611, 501, 824, 0, 400, 55, 0, 0, 0, 0, 0, 0, 0, 920, 576, 0, 0, 0, 689, 47, 0, 925, 0, 21, 0, -1, 601, 0, 0, 343, 126, 195, 205, 0, 725, 685, 
0, 157, 927, 736, 0, 0, 942, 0, 794, 53, 326, 575, 224, 0, 0, 0, 0, 225, 758, 0, 864, 0, 0, 0, 102, 0, 818, 928, 617, 0, 0, 582, 0, 0, 592, 0, 738, 423, 217, 162, 601, -1, 0, 451, 0, 0, 0, 122, 717, 0, 391, 
929, 0, 112, 486, 704, 659, 960, 0, 768, 0, 907, 0, 0, 0, 0, 884, 0, 0, 159, 0, 0, 0, 0, 0, 97, 0, 0, 396, 0, 0, 0, 0, 398, 0, 517, 158, 815, 0, 0, 172, 0, 0, -1, 0, 0, 0, 573, 161, 106, 0, 158, 
0, 0, 993, 0, 154, 0, 0, 507, 959, 93, 822, 58, 206, 0, 0, 0, 328, 468, 0, 0, 210, 0, 844, 0, 0, 700, 0, 355, 0, 0, 0, 440, 744, 707, 894, 983, 0, 0, 204, 116, 0, 451, 0, -1, 183, 0, 0, 438, 534, 0, 0, 
886, 390, 792, 531, 0, 0, 0, 264, 867, 0, 559, 548, 873, 0, 0, 919, 0, 419, 0, 206, 526, 715, 39, 28, 0, 736, 0, 188, 63, 882, 447, 0, 62, 0, 664, 81, 218, 707, 0, 136, 343, 0, 0, 183, -1, 89, 0, 0, 0, 498, 0, 
0, 999, 972, 494, 0, 162, 13, 228, 852, 793, 979, 873, 0, 149, 77, 0, 994, 492, 0, 230, 11, 672, 0, 94, 0, 0, 189, 0, 0, 755, 0, 551, 0, 490, 0, 0, 599, 637, 805, 334, 126, 0, 0, 0, 89, -1, 880, 916, 569, 526, 170, 
145, 137, 165, 21, 564, 980, 140, 0, 773, 0, 850, 0, 0, 0, 704, 929, 626, 935, 661, 0, 650, 729, 524, 661, 0, 0, 0, 963, 937, 114, 0, 0, 152, 514, 412, 0, 0, 13, 470, 0, 195, 0, 573, 0, 0, 880, -1, 0, 653, 0, 0, 
650, 0, 0, 189, 321, 0, 0, 0, 0, 89, 0, 0, 0, 686, 398, 0, 135, 672, 514, 43, 0, 335, 722, 0, 0, 0, 769, 555, 0, 0, 231, 0, 0, 0, 0, 141, 915, 0, 0, 0, 205, 122, 161, 438, 0, 916, 0, -1, 840, 496, 891, 
0, 192, 0, 776, 0, 5, 498, 0, 0, 627, 729, 0, 770, 986, 0, 0, 0, 845, 888, 486, 0, 0, 729, 0, 827, 331, 0, 945, 0, 956, 725, 0, 531, 228, 391, 0, 698, 563, 483, 713, 0, 717, 106, 534, 0, 569, 653, 840, -1, 0, 0, 
472, 207, 182, 213, 883, 0, 0, 0, 0, 0, 575, 686, 0, 0, 0, 0, 0, 0, 951, 0, 778, 0, 0, 0, 0, 234, 0, 581, 0, 0, 780, 0, 0, 524, 0, 0, 127, 83, 0, 851, 725, 0, 0, 0, 498, 526, 0, 496, 0, -1, 582, 
0, 0, 591, 0, 88, 281, 0, 808, 38, 556, 945, 0, 316, 0, 201, 573, 0, 393, 0, 0, 843, 0, 0, 645, 422, 256, 0, 0, 0, 0, 166, 14, 760, 0, 856, 123, 268, 0, 841, 0, 685, 391, 158, 0, 0, 170, 0, 891, 0, 582, -1]
