79
206, 0, 0, 0, 656, 105, 0, 162, 0, 339, -1, 0, 318, 679, 297, 310, 0, 0, 0, 479, 117, 164, 0, 0, 148, 166, 892, 847, 498, 0, 607, 0, 0, 287, 589, 0, 0, 291, 0, 694, 0, 0, 0, 0, 0, 245, 0, 885, 0, 52, 697, 905, 0, 330, 888, 646, 93, 0, 0, 44, 801, 0, 665, 0, 175, 0, 944, 103, 0, 203, 249, 509, 0, 358, 0, 0, 0, 0, 0, 
614, 278, 0, 442, 290, 0, 0, 472, 0, 0, 0, -1, 0, 0, 0, 265, 926, 417, 702, 0, 0, 0, 0, 561, 0, 0, 905, 0, 492, 0, 0, 833, 0, 37, 0, 0, 308, 487, 0, 0, 228, 0, 532, 866, 0, 518, 713, 0, 496, 806, 0, 0, 0, 408, 468, 0, 0, 0, 0, 0, 565, 0, 0, 331, 0, 568, 991, 0, 0, 631, 434, 0, 0, 880, 0, 0, 351, 451, 17, 
712, 28, 201, 148, 297, 0, 0, 0, 561, 933, 318, 0, -1, 113, 790, 90, 702, 214, 576, 0, 543, 721, 0, 0, 0, 528, 3, 497, 0, 308, 857, 0, 127, 305, 0, 0, 710, 82, 404, 0, 0, 0, 893, 411, 977, 0, 0, 0, 0, 828, 0, 0, 0, 0, 0, 453, 0, 0, 0, 778, 0, 649, 0, 686, 0, 277, 166, 737, 0, 0, 409, 0, 0, 588, 953, 0, 32, 0, 0, 
966, 255, 86, 574, 69, 0, 0, 197, 0, 0, 679, 0, 113, -1, 205, 0, 562, 0, 292, 0, 174, 0, 500, 500, 0, 0, 0, 613, 638, 0, 430, 0, 375, 957, 74, 0, 0, 0, 0, 274, 0, 0, 0, 0, 0, 0, 651, 420, 0, 0, 0, 115, 364, 0, 303, 0, 0, 0, 0, 816, 650, 128, 261, 820, 0, 0, 667, 462, 200, 713, 0, 0, 391, 739, 0, 0, 286, 503, 0, 
158, 353, 0, 882, 0, 160, 0, 813, 238, 0, 297, 0, 790, 205, -1, 316, 0, 377, 0, 0, 0, 350, 0, 287, 885, 720, 0, 0, 392, 0, 0, 5, 0, 351, 0, 0, 0, 0, 240, 0, 743, 0, 0, 0, 165, 0, 0, 115, 0, 906, 640, 150, 0, 0, 0, 0, 0, 0, 886, 0, 952, 0, 0, 0, 0, 0, 242, 0, 987, 202, 0, 0, 0, 33, 395, 482, 784, 812, 0, 
0, 476, 0, 572, 0, 571, 390, 0, 101, 0, 310, 265, 90, 0, 316, -1, 0, 719, 651, 299, 536, 263, 678, 0, 748, 644, 0, 0, 501, 285, 910, 701, 0, 858, 0, 740, 307, 439, 0, 0, 719, 871, 154, 0, 0, 186, 143, 0, 663, 366, 826, 264, 0, 0, 0, 681, 0, 47, 0, 0, 290, 0, 0, 0, 0, 278, 0, 0, 0, 0, 0, 0, 57, 938, 958, 205, 199, 0, 691, 
196, 0, 0, 0, 0, 0, 0, 69, 358, 353, 0, 926, 702, 562, 0, 0, -1, 284, 146, 550, 5, 986, 0, 755, 0, 0, 0, 387, 573, 0, 0, 407, 0, 0, 0, 317, 104, 430, 7, 457, 0, 77, 0, 0, 557, 881, 676, 0, 826, 399, 0, 34, 0, 521, 0, 768, 0, 839, 371, 0, 632, 423, 85, 0, 559, 0, 900, 0, 0, 0, 237, 0, 203, 0, 338, 0, 0, 0, 0, 
338, 0, 0, 0, 522, 640, 0, 167, 0, 221, 0, 417, 214, 0, 377, 719, 284, -1, 225, 0, 0, 0, 0, 43, 0, 343, 755, 0, 0, 118, 29, 522, 0, 0, 257, 0, 46, 0, 0, 0, 196, 0, 250, 174, 423, 0, 60, 590, 0, 0, 713, 805, 296, 0, 221, 124, 0, 897, 0, 0, 401, 0, 58, 0, 841, 0, 0, 0, 778, 64, 0, 987, 530, 167, 860, 0, 0, 988, 0, 
0, 584, 0, 483, 0, 0, 546, 532, 362, 175, 0, 702, 576, 292, 0, 651, 146, 225, -1, 753, 0, 301, 0, 0, 32, 483, 0, 707, 0, 355, 0, 0, 912, 0, 561, 0, 421, 0, 0, 0, 392, 211, 0, 0, 0, 0, 0, 0, 785, 0, 987, 827, 379, 0, 594, 694, 868, 105, 0, 0, 33, 0, 0, 575, 454, 0, 459, 0, 0, 0, 988, 125, 980, 0, 192, 237, 729, 0, 0, 
276, 868, 920, 0, 0, 0, 0, 0, 0, 641, 479, 0, 0, 0, 0, 299, 550, 0, 753, -1, 474, 0, 614, 234, 455, 0, 144, 0, 430, 291, 0, 291, 844, 962, 662, 0, 0, 433, 988, 0, 0, 71, 0, 653, 127, 0, 889, 0, 0, 0, 505, 93, 259, 0, 757, 0, 686, 0, 212, 491, 0, 431, 342, 727, 0, 0, 0, 0, 0, 0, 623, 0, 44, 695, 725, 211, 403, 0, 0, 
0, 0, 888, 0, 0, 0, 0, 0, 430, 0, 117, 0, 543, 174, 0, 536, 5, 0, 0, 474, -1, 0, 938, 0, 574, 440, 325, 0, 0, 115, 0, 0, 658, 0, 583, 831, 0, 829, 0, 0, 0, 882, 609, 0, 252, 0, 0, 834, 0, 0, 0, 185, 106, 131, 928, 777, 801, 0, 0, 0, 310, 0, 0, 0, 427, 0, 96, 876, 0, 0, 451, 596, 0, 0, 364, 0, 583, 0, 819, 
977, 0, 0, 0, 240, 0, 498, 532, 687, 0, 164, 0, 721, 0, 350, 263, 986, 0, 301, 0, 0, -1, 0, 277, 0, 0, 0, 149, 0, 645, 997, 0, 761, 631, 490, 0, 0, 0, 0, 756, 0, 0, 673, 688, 0, 71, 0, 0, 330, 0, 813, 0, 703, 0, 0, 0, 0, 379, 0, 0, 0, 0, 0, 771, 608, 0, 0, 933, 14, 0, 459, 198, 435, 0, 0, 0, 0, 81, 0, 
0, 709, 0, 235, 0, 0, 626, 0, 637, 866, 0, 0, 0, 500, 0, 678, 0, 0, 0, 614, 938, 0, -1, 0, 0, 0, 0, 0, 0, 130, 0, 0, 478, 459, 56, 411, 0, 0, 338, 0, 903, 0, 895, 1000, 0, 0, 0, 0, 0, 0, 428, 0, 0, 0, 0, 302, 0, 0, 692, 0, 269, 257, 521, 58, 130, 0, 633, 759, 0, 887, 573, 957, 830, 0, 698, 0, 0, 404, 0, 
332, 737, 0, 0, 0, 871, 0, 884, 326, 169, 0, 561, 0, 500, 287, 0, 755, 43, 0, 234, 0, 277, 0, -1, 0, 0, 0, 397, 0, 0, 0, 261, 576, 238, 765, 365, 769, 261, 0, 0, 0, 977, 0, 0, 836, 0, 0, 0, 143, 283, 0, 173, 680, 507, 310, 0, 0, 883, 0, 0, 0, 772, 642, 0, 0, 451, 343, 103, 0, 649, 749, 211, 107, 14, 811, 0, 0, 896, 0, 
0, 0, 0, 348, 468, 0, 418, 0, 915, 0, 148, 0, 0, 0, 885, 748, 0, 0, 32, 455, 574, 0, 0, 0, -1, 747, 0, 167, 0, 0, 0, 0, 422, 0, 581, 769, 288, 924, 0, 0, 0, 860, 0, 293, 197, 985, 794, 420, 0, 641, 0, 0, 0, 0, 418, 0, 172, 0, 0, 449, 0, 948, 619, 879, 58, 500, 0, 982, 540, 305, 217, 38, 0, 0, 0, 508, 728, 0, 172, 
126, 0, 37, 0, 463, 0, 0, 0, 0, 0, 166, 0, 528, 0, 720, 644, 0, 343, 483, 0, 440, 0, 0, 0, 747, -1, 329, 0, 617, 745, 0, 0, 657, 0, 0, 951, 745, 0, 0, 51, 974, 354, 222, 0, 0, 0, 746, 0, 0, 0, 0, 0, 0, 0, 378, 0, 493, 0, 0, 783, 0, 0, 398, 399, 846, 0, 471, 0, 0, 0, 521, 0, 455, 735, 153, 729, 183, 0, 0, 
0, 699, 923, 918, 0, 0, 628, 0, 0, 716, 892, 905, 3, 0, 0, 0, 0, 755, 0, 144, 325, 0, 0, 0, 0, 329, -1, 200, 863, 647, 0, 0, 437, 0, 984, 405, 600, 0, 998, 788, 0, 65, 0, 183, 455, 345, 921, 0, 265, 565, 0, 0, 0, 0, 748, 0, 0, 54, 0, 493, 717, 0, 97, 0, 0, 267, 521, 93, 0, 0, 81, 0, 439, 0, 380, 0, 0, 216, 950, 
0, 400, 0, 0, 490, 763, 0, 166, 0, 749, 847, 0, 497, 613, 0, 0, 387, 0, 707, 0, 0, 149, 0, 397, 167, 0, 200, -1, 0, 0, 436, 163, 0, 0, 0, 311, 807, 0, 494, 0, 0, 902, 0, 0, 0, 0, 752, 0, 530, 0, 0, 423, 162, 21, 0, 684, 659, 40, 807, 0, 0, 946, 0, 0, 0, 787, 0, 0, 0, 21, 0, 0, 0, 352, 322, 190, 0, 632, 0, 
566, 0, 0, 599, 0, 236, 311, 0, 838, 154, 498, 492, 0, 638, 392, 501, 573, 0, 0, 430, 0, 0, 0, 0, 0, 617, 863, 0, -1, 0, 0, 639, 32, 605, 0, 0, 947, 584, 0, 962, 620, 694, 0, 0, 0, 0, 383, 0, 157, 297, 0, 27, 531, 0, 144, 992, 0, 987, 0, 412, 604, 39, 420, 0, 488, 0, 587, 923, 0, 0, 0, 617, 0, 0, 0, 0, 590, 0, 69, 
482, 0, 0, 0, 708, 460, 889, 0, 624, 0, 0, 0, 308, 0, 0, 285, 0, 118, 355, 291, 115, 645, 130, 0, 0, 745, 647, 0, 0, -1, 31, 625, 0, 617, 0, 365, 661, 0, 0, 0, 14, 899, 0, 968, 431, 0, 0, 617, 0, 410, 0, 440, 0, 0, 977, 0, 0, 240, 278, 0, 554, 0, 0, 242, 292, 443, 661, 539, 0, 0, 0, 0, 0, 847, 0, 393, 902, 640, 128, 
0, 853, 0, 0, 0, 443, 0, 212, 935, 0, 607, 0, 857, 430, 0, 910, 0, 29, 0, 0, 0, 997, 0, 0, 0, 0, 0, 436, 0, 31, -1, 0, 0, 136, 454, 85, 534, 0, 524, 0, 399, 1000, 0, 0, 0, 101, 974, 166, 279, 0, 0, 768, 858, 84, 501, 0, 915, 0, 429, 301, 441, 0, 397, 427, 751, 0, 657, 0, 0, 0, 447, 0, 815, 423, 0, 0, 0, 326, 0, 
817, 0, 933, 635, 933, 716, 36, 0, 284, 0, 0, 833, 0, 0, 5, 701, 407, 522, 0, 291, 0, 0, 0, 261, 0, 0, 0, 163, 639, 625, 0, -1, 0, 836, 759, 0, 0, 652, 694, 0, 377, 105, 404, 283, 0, 451, 55, 0, 618, 344, 35, 663, 730, 0, 0, 241, 278, 160, 0, 189, 382, 0, 0, 0, 177, 45, 259, 981, 759, 0, 0, 25, 695, 0, 954, 0, 0, 513, 386, 
317, 433, 530, 588, 0, 731, 199, 63, 0, 0, 0, 0, 127, 375, 0, 0, 0, 0, 912, 844, 658, 761, 478, 576, 422, 657, 437, 0, 32, 0, 0, 0, -1, 0, 482, 58, 82, 372, 0, 0, 1, 0, 0, 785, 0, 735, 754, 0, 0, 112, 12, 0, 517, 0, 0, 0, 77, 0, 552, 704, 0, 161, 700, 0, 0, 0, 233, 0, 11, 154, 470, 0, 619, 495, 0, 372, 0, 0, 0, 
799, 0, 0, 763, 0, 0, 763, 116, 330, 0, 287, 37, 305, 957, 351, 858, 0, 0, 0, 962, 0, 631, 459, 238, 0, 0, 0, 0, 605, 617, 136, 836, 0, -1, 0, 46, 0, 928, 526, 852, 0, 0, 890, 0, 248, 24, 0, 739, 0, 947, 0, 793, 0, 0, 0, 696, 0, 662, 363, 0, 0, 0, 0, 0, 0, 0, 282, 0, 20, 674, 0, 842, 0, 0, 699, 0, 105, 424, 0, 
567, 153, 0, 0, 302, 536, 0, 0, 101, 468, 589, 0, 0, 74, 0, 0, 0, 257, 561, 662, 583, 490, 56, 765, 581, 0, 984, 0, 0, 0, 454, 759, 482, 0, -1, 0, 0, 0, 787, 705, 449, 0, 0, 118, 0, 0, 0, 320, 494, 396, 509, 796, 900, 0, 0, 984, 0, 0, 182, 0, 102, 0, 475, 0, 0, 0, 0, 689, 0, 0, 689, 120, 0, 0, 358, 0, 600, 587, 0, 
0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 740, 317, 0, 0, 0, 831, 0, 411, 365, 769, 951, 405, 311, 0, 365, 85, 0, 58, 46, 0, -1, 774, 0, 0, 0, 111, 0, 0, 0, 495, 522, 0, 0, 632, 30, 420, 0, 0, 873, 0, 784, 0, 315, 429, 0, 834, 0, 0, 0, 611, 73, 249, 5, 553, 0, 581, 0, 746, 0, 75, 0, 869, 805, 590, 
169, 780, 0, 0, 359, 0, 0, 0, 0, 0, 0, 308, 710, 0, 0, 307, 104, 46, 421, 0, 0, 0, 0, 769, 288, 745, 600, 807, 947, 661, 534, 0, 82, 0, 0, 774, -1, 757, 0, 0, 453, 404, 214, 0, 0, 71, 0, 992, 0, 0, 0, 0, 0, 655, 0, 0, 408, 332, 0, 955, 0, 0, 506, 0, 994, 2, 0, 694, 0, 0, 1000, 89, 658, 883, 411, 703, 52, 954, 382, 
0, 208, 0, 0, 62, 0, 610, 930, 0, 0, 291, 487, 82, 0, 0, 439, 430, 0, 0, 433, 829, 0, 0, 261, 924, 0, 0, 0, 584, 0, 0, 652, 372, 928, 0, 0, 757, -1, 0, 307, 0, 0, 641, 0, 0, 0, 849, 0, 0, 398, 145, 830, 483, 855, 346, 197, 468, 0, 0, 0, 0, 0, 997, 0, 0, 879, 0, 239, 0, 0, 430, 0, 0, 0, 35, 9, 0, 924, 994, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 459, 0, 0, 404, 0, 240, 0, 7, 0, 0, 988, 0, 0, 338, 0, 0, 0, 998, 494, 0, 0, 524, 694, 0, 526, 787, 0, 0, 0, -1, 424, 0, 0, 311, 695, 0, 476, 860, 300, 334, 526, 0, 0, 0, 0, 886, 779, 870, 803, 0, 967, 0, 550, 623, 0, 25, 0, 0, 43, 485, 945, 204, 0, 163, 583, 412, 49, 0, 0, 773, 
0, 80, 53, 0, 0, 451, 0, 0, 527, 952, 694, 0, 0, 274, 0, 0, 457, 0, 0, 0, 0, 756, 0, 0, 0, 51, 788, 0, 962, 0, 0, 0, 0, 852, 705, 0, 0, 307, 424, -1, 0, 238, 0, 713, 0, 86, 0, 590, 0, 140, 0, 210, 0, 569, 0, 914, 162, 948, 0, 0, 663, 80, 815, 0, 0, 0, 177, 0, 146, 30, 802, 0, 613, 0, 0, 0, 0, 109, 458, 
0, 0, 746, 0, 0, 20, 793, 674, 0, 0, 0, 228, 0, 0, 743, 719, 0, 196, 392, 0, 0, 0, 903, 0, 0, 974, 0, 0, 620, 14, 399, 377, 1, 0, 449, 111, 453, 0, 0, 0, -1, 372, 682, 374, 0, 149, 0, 0, 0, 0, 0, 657, 843, 246, 292, 0, 207, 379, 0, 0, 0, 0, 0, 0, 252, 669, 0, 988, 0, 410, 0, 0, 770, 0, 894, 633, 0, 170, 355, 
0, 0, 850, 649, 0, 905, 0, 818, 0, 0, 0, 0, 0, 0, 0, 871, 77, 0, 211, 71, 882, 0, 0, 977, 860, 354, 65, 902, 694, 899, 1000, 105, 0, 0, 0, 0, 404, 0, 0, 238, 372, -1, 20, 0, 0, 0, 418, 0, 993, 0, 339, 0, 0, 0, 0, 440, 149, 0, 0, 0, 952, 550, 366, 131, 665, 0, 0, 854, 25, 0, 855, 0, 0, 305, 0, 350, 0, 0, 0, 
755, 0, 206, 304, 836, 0, 115, 0, 0, 383, 0, 532, 893, 0, 0, 154, 0, 250, 0, 0, 609, 673, 895, 0, 0, 222, 0, 0, 0, 0, 0, 404, 0, 890, 0, 0, 214, 641, 311, 0, 682, 20, -1, 45, 887, 0, 855, 0, 0, 537, 58, 504, 452, 0, 825, 222, 0, 899, 0, 402, 0, 0, 0, 0, 0, 0, 263, 0, 0, 0, 0, 291, 0, 0, 249, 0, 0, 0, 0, 
0, 183, 600, 0, 0, 0, 140, 711, 517, 0, 0, 866, 411, 0, 0, 0, 0, 174, 0, 653, 0, 688, 1000, 0, 293, 0, 183, 0, 0, 968, 0, 283, 785, 0, 118, 0, 0, 0, 695, 713, 374, 0, 45, -1, 186, 0, 970, 301, 0, 843, 0, 0, 0, 786, 0, 0, 977, 1000, 568, 0, 737, 165, 0, 319, 0, 126, 0, 0, 0, 0, 0, 0, 907, 154, 706, 0, 194, 674, 281, 
73, 908, 0, 0, 252, 0, 0, 0, 232, 0, 0, 0, 977, 0, 165, 0, 557, 423, 0, 127, 252, 0, 0, 836, 197, 0, 455, 0, 0, 431, 0, 0, 0, 248, 0, 495, 0, 0, 0, 0, 0, 0, 887, 186, -1, 682, 391, 9, 696, 0, 970, 0, 0, 0, 0, 0, 0, 422, 148, 832, 752, 972, 0, 0, 0, 0, 0, 0, 0, 706, 0, 0, 0, 0, 215, 665, 200, 0, 0, 
363, 555, 0, 795, 145, 352, 510, 0, 0, 0, 245, 518, 0, 0, 0, 186, 881, 0, 0, 0, 0, 71, 0, 0, 985, 0, 345, 0, 0, 0, 101, 451, 735, 24, 0, 522, 71, 0, 476, 86, 149, 0, 0, 0, 682, -1, 966, 439, 562, 0, 0, 170, 551, 581, 0, 0, 0, 835, 0, 335, 0, 0, 0, 494, 0, 95, 0, 360, 0, 0, 16, 0, 266, 198, 0, 253, 722, 0, 803, 
510, 0, 0, 399, 0, 890, 187, 0, 0, 977, 0, 713, 0, 651, 0, 143, 676, 60, 0, 889, 0, 0, 0, 0, 794, 746, 921, 752, 383, 0, 974, 55, 754, 0, 0, 0, 0, 849, 860, 0, 0, 418, 855, 970, 391, 966, -1, 0, 0, 0, 0, 743, 925, 0, 104, 0, 908, 0, 0, 130, 0, 0, 651, 0, 0, 0, 0, 0, 254, 0, 93, 0, 0, 0, 0, 311, 701, 0, 17, 
357, 0, 950, 0, 947, 937, 0, 0, 725, 0, 885, 0, 0, 420, 115, 0, 0, 590, 0, 0, 834, 0, 0, 0, 420, 0, 0, 0, 0, 617, 166, 0, 0, 739, 320, 0, 992, 0, 300, 590, 0, 0, 0, 301, 9, 439, 0, -1, 0, 169, 0, 620, 311, 982, 0, 0, 0, 942, 550, 134, 764, 0, 0, 224, 796, 365, 0, 415, 0, 566, 115, 0, 12, 915, 777, 83, 416, 936, 0, 
0, 404, 559, 461, 388, 962, 0, 0, 944, 0, 0, 496, 0, 0, 0, 663, 826, 0, 785, 0, 0, 330, 0, 143, 0, 0, 265, 530, 157, 0, 279, 618, 0, 0, 494, 632, 0, 0, 334, 0, 0, 993, 0, 0, 696, 562, 0, 0, -1, 0, 835, 856, 0, 0, 0, 676, 0, 0, 878, 712, 427, 671, 145, 686, 706, 0, 339, 0, 0, 0, 256, 0, 0, 0, 0, 707, 730, 0, 0, 
682, 456, 0, 0, 666, 424, 40, 0, 0, 12, 52, 806, 828, 0, 906, 366, 399, 0, 0, 0, 0, 0, 0, 283, 641, 0, 565, 0, 297, 410, 0, 344, 112, 947, 396, 30, 0, 398, 526, 140, 0, 0, 537, 843, 0, 0, 0, 169, 0, -1, 0, 773, 530, 879, 572, 0, 752, 794, 339, 0, 46, 0, 0, 0, 48, 0, 0, 0, 437, 605, 165, 739, 0, 356, 84, 523, 730, 0, 434, 
760, 863, 0, 0, 261, 425, 0, 463, 309, 24, 697, 0, 0, 0, 640, 826, 0, 713, 987, 505, 0, 813, 428, 0, 0, 0, 0, 0, 0, 0, 0, 35, 12, 0, 509, 420, 0, 145, 0, 0, 0, 339, 58, 0, 970, 0, 0, 0, 835, 0, -1, 174, 64, 0, 43, 0, 469, 568, 79, 0, 0, 0, 0, 0, 928, 66, 253, 615, 389, 946, 551, 37, 890, 0, 209, 302, 0, 253, 0, 
11, 0, 0, 82, 0, 358, 684, 298, 896, 0, 905, 0, 0, 115, 150, 264, 34, 805, 827, 93, 185, 0, 0, 173, 0, 0, 0, 423, 27, 440, 768, 663, 0, 793, 796, 0, 0, 830, 0, 210, 657, 0, 504, 0, 0, 170, 743, 620, 856, 773, 174, -1, 651, 0, 0, 0, 0, 741, 611, 0, 0, 0, 0, 0, 0, 515, 0, 433, 119, 0, 0, 478, 0, 0, 0, 147, 0, 0, 25, 
739, 0, 430, 953, 575, 814, 0, 0, 0, 213, 0, 0, 0, 364, 0, 0, 0, 296, 379, 259, 106, 703, 0, 680, 0, 0, 0, 162, 531, 0, 858, 730, 517, 0, 900, 0, 0, 483, 0, 0, 843, 0, 452, 0, 0, 551, 925, 311, 0, 530, 64, 651, -1, 0, 636, 862, 0, 0, 111, 0, 0, 0, 0, 0, 0, 990, 0, 0, 0, 349, 273, 0, 436, 0, 0, 0, 81, 289, 0, 
0, 0, 355, 635, 910, 0, 132, 740, 0, 879, 330, 408, 0, 0, 0, 0, 521, 0, 0, 0, 131, 0, 0, 507, 0, 0, 0, 21, 0, 0, 84, 0, 0, 0, 0, 873, 655, 855, 0, 569, 246, 0, 0, 786, 0, 581, 0, 982, 0, 879, 0, 0, 0, -1, 0, 994, 961, 318, 932, 174, 840, 480, 0, 794, 249, 529, 0, 0, 809, 120, 0, 0, 0, 0, 0, 331, 0, 0, 0, 
0, 732, 0, 0, 487, 0, 902, 253, 0, 0, 888, 468, 0, 303, 0, 0, 0, 221, 594, 757, 928, 0, 0, 310, 418, 378, 748, 0, 144, 977, 501, 0, 0, 0, 0, 0, 0, 346, 886, 0, 292, 0, 825, 0, 0, 0, 104, 0, 0, 572, 43, 0, 636, 0, -1, 831, 251, 0, 0, 387, 858, 0, 391, 158, 0, 75, 0, 0, 73, 0, 0, 0, 347, 81, 0, 308, 42, 0, 0, 
998, 420, 0, 0, 810, 0, 0, 0, 819, 0, 646, 0, 453, 0, 0, 681, 768, 124, 694, 0, 777, 0, 302, 0, 0, 0, 0, 684, 992, 0, 0, 241, 0, 696, 984, 784, 0, 197, 779, 914, 0, 440, 222, 0, 0, 0, 0, 0, 676, 0, 0, 0, 862, 994, 831, -1, 534, 0, 0, 318, 0, 768, 0, 808, 0, 138, 59, 86, 0, 0, 227, 0, 133, 0, 0, 416, 737, 0, 904, 
0, 0, 0, 0, 578, 0, 860, 423, 88, 89, 93, 0, 0, 0, 0, 0, 0, 0, 868, 686, 801, 0, 0, 0, 172, 493, 0, 659, 0, 0, 915, 278, 77, 0, 0, 0, 408, 468, 870, 162, 207, 149, 0, 977, 0, 0, 908, 0, 0, 752, 469, 0, 0, 961, 251, 534, -1, 0, 0, 202, 0, 0, 0, 0, 0, 253, 0, 0, 217, 172, 0, 0, 0, 0, 0, 595, 0, 700, 921, 
9, 424, 0, 275, 0, 0, 673, 0, 6, 0, 0, 0, 0, 0, 0, 47, 839, 897, 105, 0, 0, 379, 0, 883, 0, 0, 54, 40, 987, 240, 0, 160, 0, 662, 0, 315, 332, 0, 803, 948, 379, 0, 899, 1000, 422, 835, 0, 942, 0, 794, 568, 741, 0, 318, 0, 0, 0, -1, 677, 0, 0, 749, 0, 0, 978, 374, 0, 275, 248, 146, 0, 296, 0, 478, 0, 21, 773, 950, 468, 
