64
964, 634, 636, 1042, 400, 709, 234, 638, 466, 820, -1, 688, 766, 573, 618, 411, 266, 661, 571, 904, 997, 605, 514, 344, 534, 743, 328, 322, 807, 722, 274, 448, 648, 864, 851, 763, 752, 691, 970, 182, 412, 724, 330, 710, 234, 325, 795, 821, 482, 714, 273, 706, 208, 476, 432, 259, 552, 253, 1048, 688, 720, 551, 1099, 209, 
774, 139, 788, 828, 650, 937, 495, 792, 247, 873, 688, -1, 996, 496, 510, 1019, 660, 411, 277, 1247, 670, 461, 568, 499, 387, 760, 918, 395, 1100, 687, 849, 1059, 906, 724, 874, 1007, 580, 193, 966, 727, 842, 398, 658, 1213, 920, 523, 1189, 627, 270, 682, 590, 914, 854, 1022, 513, 694, 1018, 774, 928, 637, 741, 628, 769, 858, 
605, 872, 706, 595, 818, 890, 673, 890, 932, 643, 766, 996, -1, 504, 531, 590, 608, 752, 782, 299, 698, 1053, 475, 802, 1001, 549, 865, 799, 354, 496, 755, 591, 784, 684, 318, 94, 513, 841, 630, 615, 581, 691, 758, 561, 787, 561, 319, 522, 879, 682, 806, 418, 913, 660, 721, 662, 540, 862, 489, 1104, 397, 392, 743, 779, 
440, 377, 555, 488, 589, 806, 356, 719, 487, 563, 573, 496, 504, -1, 157, 709, 441, 357, 303, 774, 425, 647, 164, 465, 580, 416, 788, 412, 671, 304, 663, 735, 725, 463, 423, 517, 183, 341, 617, 492, 547, 226, 528, 823, 738, 261, 727, 250, 442, 488, 527, 534, 771, 729, 418, 489, 665, 682, 518, 753, 333, 188, 529, 697, 
528, 373, 709, 450, 526, 695, 416, 609, 500, 714, 618, 510, 531, 157, -1, 735, 429, 238, 398, 771, 429, 752, 312, 573, 674, 565, 776, 486, 618, 446, 755, 783, 621, 603, 370, 570, 248, 343, 751, 565, 663, 306, 646, 911, 788, 295, 789, 267, 422, 339, 628, 446, 825, 829, 345, 594, 771, 774, 516, 878, 234, 162, 502, 712, 
1034, 926, 763, 1067, 583, 710, 533, 724, 826, 884, 411, 1019, 590, 709, 735, -1, 393, 851, 853, 598, 1102, 964, 639, 673, 903, 819, 376, 675, 564, 804, 412, 114, 621, 986, 780, 594, 852, 957, 993, 341, 446, 921, 587, 459, 283, 513, 522, 902, 803, 778, 602, 577, 452, 386, 629, 464, 430, 526, 1022, 1012, 704, 594, 1180, 295, 
864, 560, 719, 851, 249, 503, 248, 440, 472, 837, 266, 660, 608, 441, 429, 393, -1, 477, 556, 742, 847, 739, 445, 473, 652, 724, 350, 395, 589, 662, 473, 470, 424, 839, 633, 636, 615, 603, 943, 282, 503, 633, 493, 739, 403, 198, 724, 664, 423, 464, 452, 453, 455, 591, 239, 396, 610, 499, 869, 850, 486, 351, 927, 288, 
717, 282, 875, 594, 454, 621, 474, 501, 411, 913, 661, 411, 752, 357, 238, 851, 477, -1, 444, 961, 549, 769, 503, 636, 678, 767, 783, 509, 763, 653, 861, 917, 580, 780, 562, 798, 446, 287, 963, 672, 824, 410, 747, 1103, 862, 392, 1003, 453, 306, 277, 696, 555, 865, 983, 276, 710, 954, 845, 707, 927, 400, 370, 603, 751, 
569, 239, 520, 713, 652, 951, 348, 829, 320, 600, 571, 277, 782, 303, 398, 853, 556, 444, -1, 1051, 561, 375, 318, 319, 313, 488, 850, 270, 953, 426, 661, 871, 890, 477, 723, 775, 396, 232, 704, 545, 602, 232, 451, 969, 776, 371, 948, 470, 347, 677, 421, 804, 742, 797, 501, 485, 771, 617, 764, 508, 622, 469, 685, 755, 
897, 1119, 948, 831, 928, 909, 875, 959, 1149, 905, 904, 1247, 299, 774, 771, 598, 742, 961, 1051, -1, 972, 1302, 749, 1027, 1244, 831, 904, 1021, 273, 791, 889, 603, 806, 978, 519, 342, 801, 1100, 893, 769, 754, 977, 963, 586, 861, 768, 331, 801, 1089, 815, 1008, 470, 1017, 758, 882, 849, 660, 1016, 724, 1350, 590, 624, 995, 847, 
293, 578, 819, 227, 948, 1090, 772, 1007, 796, 706, 997, 670, 698, 425, 429, 1102, 847, 549, 561, 972, -1, 914, 531, 834, 869, 577, 1198, 787, 886, 460, 1071, 1124, 1021, 498, 486, 717, 260, 488, 648, 913, 918, 329, 908, 1140, 1162, 682, 975, 201, 746, 680, 917, 767, 1195, 1104, 761, 893, 1007, 1088, 334, 1010, 505, 525, 134, 1118, 
862, 523, 538, 1078, 820, 1169, 494, 1043, 433, 714, 605, 461, 1053, 647, 752, 964, 739, 769, 375, 1302, 914, -1, 589, 294, 101, 672, 917, 346, 1233, 681, 629, 960, 1119, 672, 1067, 1025, 750, 557, 874, 624, 653, 591, 409, 1051, 783, 606, 1129, 832, 537, 993, 366, 1102, 684, 811, 738, 518, 839, 522, 1110, 184, 964, 787, 1044, 813, 
450, 472, 399, 597, 640, 883, 320, 804, 527, 433, 514, 568, 475, 164, 312, 639, 445, 503, 318, 749, 531, 589, -1, 379, 537, 297, 765, 378, 695, 223, 541, 643, 795, 395, 500, 460, 275, 449, 522, 397, 397, 310, 402, 693, 653, 263, 634, 357, 512, 619, 430, 597, 691, 589, 498, 366, 521, 573, 582, 662, 440, 266, 644, 652, 
769, 482, 409, 945, 611, 948, 233, 843, 369, 604, 344, 499, 802, 465, 573, 673, 473, 636, 319, 1027, 834, 294, 379, -1, 240, 538, 669, 148, 961, 535, 376, 672, 884, 611, 855, 778, 611, 519, 769, 332, 395, 518, 162, 794, 520, 353, 865, 695, 436, 802, 107, 847, 462, 558, 538, 236, 586, 304, 956, 377, 749, 558, 958, 550, 
840, 440, 552, 1024, 723, 1071, 412, 943, 334, 725, 534, 387, 1001, 580, 674, 903, 652, 678, 313, 1244, 869, 101, 537, 240, -1, 664, 839, 258, 1159, 656, 596, 909, 1023, 673, 1001, 980, 698, 484, 879, 565, 627, 541, 382, 1028, 730, 523, 1092, 778, 437, 899, 320, 1020, 633, 789, 640, 475, 817, 491, 1064, 277, 888, 712, 995, 741, 
345, 694, 280, 662, 934, 1170, 581, 1099, 769, 151, 743, 760, 549, 416, 565, 819, 724, 767, 488, 831, 577, 672, 297, 538, 664, -1, 1014, 600, 865, 130, 666, 784, 1078, 185, 635, 491, 393, 650, 238, 597, 462, 440, 515, 691, 836, 555, 639, 463, 778, 890, 587, 823, 879, 641, 795, 518, 534, 712, 592, 674, 654, 524, 694, 885, 
1201, 848, 937, 1193, 363, 532, 509, 519, 683, 1100, 328, 918, 865, 788, 776, 376, 350, 783, 850, 904, 1198, 917, 765, 669, 839, 1014, -1, 618, 769, 978, 515, 465, 491, 1147, 945, 887, 963, 911, 1230, 435, 659, 970, 651, 816, 308, 532, 882, 1013, 661, 728, 601, 685, 350, 646, 508, 560, 731, 532, 1203, 1009, 806, 694, 1276, 145, 
775, 365, 530, 893, 492, 833, 157, 717, 232, 693, 322, 395, 799, 412, 486, 675, 395, 509, 270, 1021, 787, 346, 378, 148, 258, 600, 618, -1, 916, 565, 454, 699, 776, 660, 805, 792, 573, 418, 837, 353, 484, 471, 289, 866, 540, 276, 904, 650, 289, 682, 208, 775, 481, 644, 408, 312, 668, 385, 927, 480, 676, 495, 903, 520, 
892, 966, 987, 743, 725, 656, 766, 711, 998, 973, 807, 1100, 354, 671, 618, 564, 589, 763, 953, 273, 886, 1233, 695, 961, 1159, 865, 769, 916, -1, 792, 877, 618, 557, 992, 411, 438, 722, 956, 978, 714, 782, 882, 934, 735, 811, 642, 525, 714, 919, 573, 950, 219, 949, 818, 684, 817, 748, 979, 694, 1316, 417, 489, 902, 741, 
269, 605, 377, 542, 858, 1079, 536, 1006, 707, 280, 722, 687, 496, 304, 446, 804, 662, 653, 426, 791, 460, 681, 223, 535, 656, 130, 978, 565, 792, -1, 693, 787, 989, 204, 526, 457, 263, 554, 315, 586, 501, 336, 541, 738, 837, 485, 650, 333, 699, 775, 594, 729, 881, 688, 706, 529, 584, 734, 490, 716, 538, 419, 577, 859, 
960, 802, 488, 1119, 664, 944, 394, 891, 665, 696, 274, 849, 755, 663, 755, 412, 473, 861, 661, 889, 1071, 629, 541, 376, 596, 666, 515, 454, 877, 693, -1, 373, 868, 813, 925, 721, 814, 840, 864, 203, 232, 805, 242, 523, 231, 477, 687, 892, 700, 920, 278, 834, 257, 243, 670, 183, 354, 149, 1084, 636, 840, 659, 1183, 373, 
1026, 971, 710, 1095, 677, 822, 566, 831, 874, 832, 448, 1059, 591, 735, 783, 114, 470, 917, 871, 603, 1124, 960, 643, 672, 909, 784, 465, 699, 618, 787, 373, -1, 732, 959, 816, 576, 870, 997, 946, 347, 389, 940, 564, 356, 294, 557, 468, 924, 861, 863, 598, 651, 465, 291, 709, 446, 340, 507, 1035, 988, 758, 637, 1207, 366, 
1122, 796, 1127, 956, 326, 107, 653, 187, 750, 1205, 648, 906, 784, 725, 621, 621, 424, 580, 890, 806, 1021, 1119, 795, 884, 1023, 1078, 491, 776, 557, 989, 868, 732, -1, 1177, 716, 853, 856, 835, 1272, 692, 902, 908, 917, 1029, 723, 572, 946, 863, 657, 374, 869, 403, 787, 952, 402, 818, 963, 898, 1004, 1253, 565, 577, 1052, 555, 
263, 675, 395, 633, 1021, 1263, 674, 1178, 791, 247, 864, 724, 684, 463, 603, 986, 839, 780, 477, 978, 498, 672, 395, 611, 673, 185, 1147, 660, 992, 204, 813, 959, 1177, -1, 700, 637, 389, 614, 259, 739, 628, 392, 627, 876, 987, 651, 812, 448, 803, 941, 683, 928, 1009, 816, 863, 653, 717, 835, 588, 679, 720, 609, 619, 1023, 
531, 739, 846, 334, 771, 807, 698, 788, 863, 768, 851, 874, 318, 423, 370, 780, 633, 562, 723, 519, 486, 1067, 500, 855, 1001, 635, 945, 805, 411, 526, 925, 816, 716, 700, -1, 390, 381, 693, 730, 744, 776, 571, 872, 862, 944, 560, 637, 340, 785, 484, 890, 347, 1038, 901, 634, 791, 799, 995, 304, 1158, 182, 316, 493, 884, 
585, 890, 639, 635, 860, 959, 674, 954, 944, 569, 763, 1007, 94, 517, 570, 594, 636, 798, 775, 342, 717, 1025, 460, 778, 980, 491, 887, 792, 438, 457, 721, 576, 853, 637, 390, -1, 523, 858, 561, 600, 529, 694, 721, 499, 776, 576, 264, 543, 902, 754, 780, 503, 900, 608, 763, 631, 476, 832, 516, 1061, 468, 432, 773, 790, 
280, 470, 609, 339, 756, 937, 536, 856, 634, 542, 752, 580, 513, 183, 248, 852, 615, 446, 396, 801, 260, 750, 275, 611, 698, 393, 963, 573, 722, 263, 814, 870, 856, 389, 381, 523, -1, 401, 539, 656, 664, 206, 667, 902, 905, 443, 766, 88, 590, 571, 682, 606, 946, 848, 578, 640, 759, 841, 368, 842, 361, 301, 369, 873, 
614, 95, 739, 635, 629, 880, 467, 748, 333, 780, 691, 193, 841, 341, 343, 957, 603, 287, 232, 1100, 488, 557, 449, 519, 484, 650, 911, 418, 956, 554, 840, 997, 835, 614, 693, 858, 401, -1, 845, 690, 789, 238, 657, 1128, 910, 443, 1064, 439, 301, 559, 611, 774, 881, 977, 456, 668, 947, 798, 738, 714, 573, 479, 586, 845, 
358, 903, 439, 713, 1158, 1369, 818, 1308, 1000, 194, 970, 966, 630, 617, 751, 993, 943, 963, 704, 893, 648, 874, 522, 769, 879, 238, 1230, 837, 978, 315, 864, 946, 1272, 259, 730, 561, 539, 845, -1, 813, 644, 615, 733, 772, 1039, 782, 693, 582, 1006, 1070, 814, 971, 1095, 791, 1016, 736, 662, 923, 604, 848, 800, 709, 744, 1100, 
840, 656, 503, 947, 500, 774, 236, 717, 545, 669, 182, 727, 615, 492, 565, 341, 282, 672, 545, 769, 913, 624, 397, 332, 565, 597, 435, 353, 714, 586, 203, 347, 692, 739, 744, 600, 656, 690, 813, -1, 246, 662, 263, 550, 256, 284, 626, 727, 553, 718, 268, 644, 315, 338, 483, 142, 382, 267, 926, 680, 644, 466, 1016, 296, 
768, 778, 324, 958, 737, 992, 411, 943, 709, 488, 412, 842, 581, 547, 663, 446, 503, 824, 602, 754, 918, 653, 397, 395, 627, 462, 659, 484, 782, 501, 232, 389, 902, 628, 776, 529, 664, 789, 644, 246, -1, 691, 258, 400, 408, 444, 517, 741, 730, 884, 347, 761, 477, 203, 689, 187, 190, 340, 899, 649, 729, 554, 1029, 515, 
380, 314, 593, 493, 740, 975, 490, 867, 499, 576, 724, 398, 691, 226, 306, 921, 633, 410, 232, 977, 329, 591, 310, 518, 541, 440, 970, 471, 882, 336, 805, 940, 908, 392, 571, 694, 206, 238, 615, 662, 691, -1, 615, 999, 911, 442, 913, 263, 477, 623, 609, 739, 913, 889, 559, 622, 826, 795, 556, 702, 506, 407, 455, 879, 
800, 628, 333, 998, 673, 991, 298, 907, 519, 555, 330, 658, 758, 528, 646, 587, 493, 747, 451, 963, 908, 409, 402, 162, 382, 515, 651, 289, 934, 541, 242, 564, 917, 627, 872, 721, 667, 657, 733, 263, 258, 615, -1, 654, 435, 402, 763, 753, 573, 874, 109, 854, 404, 406, 621, 127, 445, 209, 980, 426, 785, 591, 1031, 514, 
960, 1127, 626, 1110, 978, 1129, 758, 1133, 1076, 684, 710, 1213, 561, 823, 911, 459, 739, 1103, 969, 586, 1140, 1051, 693, 794, 1028, 691, 816, 866, 735, 738, 523, 356, 1029, 876, 862, 499, 902, 1128, 772, 550, 400, 999, 654, -1, 585, 743, 290, 956, 1074, 1077, 737, 824, 726, 288, 958, 569, 213, 669, 1000, 1029, 874, 761, 1224, 700, 
1092, 860, 702, 1180, 555, 791, 444, 761, 701, 888, 234, 920, 787, 738, 788, 283, 403, 862, 776, 861, 1162, 783, 653, 520, 730, 836, 308, 540, 811, 837, 231, 294, 723, 987, 944, 776, 905, 910, 1039, 256, 408, 911, 435, 585, -1, 502, 727, 972, 713, 864, 425, 768, 173, 362, 620, 346, 478, 293, 1156, 825, 838, 683, 1259, 181, 
686, 418, 577, 720, 378, 651, 143, 564, 384, 677, 325, 523, 561, 261, 295, 513, 198, 392, 371, 768, 682, 606, 263, 353, 523, 555, 532, 276, 642, 485, 477, 557, 572, 651, 560, 576, 443, 443, 782, 284, 444, 442, 402, 743, 502, -1, 711, 503, 346, 472, 372, 500, 530, 593, 261, 332, 580, 490, 742, 719, 425, 245, 777, 442, 
816, 1081, 696, 900, 960, 1053, 779, 1068, 1085, 669, 795, 1189, 319, 727, 789, 522, 724, 1003, 948, 331, 975, 1129, 634, 865, 1092, 639, 882, 904, 525, 650, 687, 468, 946, 812, 637, 264, 766, 1064, 693, 626, 517, 913, 763, 290, 727, 711, -1, 797, 1057, 941, 835, 649, 876, 503, 907, 664, 378, 826, 774, 1137, 693, 635, 1037, 782, 
286, 513, 692, 252, 792, 942, 607, 867, 692, 608, 821, 627, 522, 250, 267, 902, 664, 453, 470, 801, 201, 832, 357, 695, 778, 463, 1013, 650, 714, 333, 892, 924, 863, 448, 340, 543, 88, 439, 582, 727, 741, 263, 753, 956, 972, 503, 797, -1, 638, 557, 765, 597, 1018, 919, 611, 720, 825, 922, 303, 927, 340, 331, 292, 930, 
840, 213, 785, 841, 380, 688, 323, 545, 116, 900, 482, 270, 879, 442, 422, 803, 423, 306, 347, 1089, 746, 537, 512, 436, 437, 778, 661, 289, 919, 699, 700, 861, 657, 803, 785, 902, 590, 301, 1006, 553, 730, 477, 573, 1074, 713, 346, 1057, 638, -1, 511, 490, 729, 661, 882, 266, 567, 896, 638, 926, 709, 622, 499, 836, 619, 
840, 552, 1010, 626, 424, 422, 589, 357, 623, 1037, 714, 682, 682, 488, 339, 778, 464, 277, 677, 815, 680, 993, 619, 802, 899, 890, 728, 682, 573, 775, 920, 863, 374, 941, 484, 754, 571, 559, 1070, 718, 884, 623, 874, 1077, 864, 472, 941, 557, 511, -1, 832, 354, 910, 1005, 313, 799, 973, 938, 718, 1140, 315, 381, 698, 728, 
842, 568, 429, 1012, 600, 934, 243, 840, 428, 642, 273, 590, 806, 527, 628, 602, 452, 696, 421, 1008, 917, 366, 430, 107, 320, 587, 601, 208, 950, 594, 278, 598, 869, 683, 890, 780, 682, 611, 814, 268, 347, 609, 109, 737, 425, 372, 835, 765, 490, 832, -1, 849, 363, 482, 557, 174, 534, 198, 1012, 423, 783, 590, 1038, 476, 
826, 779, 946, 649, 551, 501, 634, 526, 818, 951, 706, 914, 418, 534, 446, 577, 453, 555, 804, 470, 767, 1102, 597, 847, 1020, 823, 685, 775, 219, 729, 834, 651, 403, 928, 347, 503, 606, 774, 971, 644, 761, 739, 854, 824, 768, 500, 649, 597, 729, 354, 849, -1, 876, 835, 489, 747, 781, 907, 651, 1209, 262, 347, 787, 666, 
1137, 819, 716, 1242, 556, 840, 431, 785, 626, 929, 208, 854, 913, 771, 825, 452, 455, 865, 742, 1017, 1195, 684, 691, 462, 633, 879, 350, 481, 949, 881, 257, 465, 787, 1009, 1038, 900, 946, 881, 1095, 315, 477, 913, 404, 726, 173, 530, 876, 1018, 661, 910, 363, 876, -1, 466, 627, 360, 589, 218, 1235, 730, 917, 749, 1300, 249, 
949, 958, 489, 1121, 818, 1042, 559, 1017, 863, 645, 476, 1022, 660, 729, 829, 386, 591, 983, 797, 758, 1104, 811, 589, 558, 789, 641, 646, 644, 818, 688, 243, 291, 952, 816, 901, 608, 848, 977, 791, 338, 203, 889, 406, 288, 362, 593, 503, 919, 882, 1005, 482, 835, 466, -1, 811, 332, 155, 386, 1049, 791, 860, 701, 1208, 510, 
854, 406, 831, 782, 189, 451, 323, 331, 361, 927, 432, 513, 721, 418, 345, 629, 239, 276, 501, 882, 761, 738, 498, 538, 640, 795, 508, 408, 684, 706, 670, 709, 402, 863, 634, 763, 578, 456, 1016, 483, 689, 559, 621, 958, 620, 261, 907, 611, 266, 313, 557, 489, 627, 811, -1, 559, 817, 658, 849, 887, 455, 364, 829, 488, 
792, 640, 380, 955, 601, 898, 253, 827, 536, 573, 259, 694, 662, 489, 594, 464, 396, 710, 485, 849, 893, 518, 366, 236, 475, 518, 560, 312, 817, 529, 183, 446, 818, 653, 791, 631, 640, 668, 736, 142, 187, 622, 127, 569, 346, 332, 664, 720, 567, 799, 174, 747, 360, 332, 559, -1, 369, 216, 931, 552, 704, 514, 1008, 419, 
833, 943, 433, 1013, 854, 1061, 577, 1037, 887, 536, 552, 1018, 540, 665, 771, 430, 610, 954, 771, 660, 1007, 839, 521, 586, 817, 534, 731, 668, 748, 584, 354, 340, 963, 717, 799, 476, 759, 947, 662, 382, 190, 826, 445, 213, 478, 580, 378, 825, 896, 973, 534, 781, 589, 155, 817, 369, -1, 490, 925, 819, 784, 638, 1106, 597, 
996, 749, 517, 1161, 649, 962, 372, 890, 583, 745, 253, 774, 862, 682, 774, 526, 499, 845, 617, 1016, 1088, 522, 573, 304, 491, 712, 532, 385, 979, 734, 149, 507, 898, 835, 995, 832, 841, 798, 923, 267, 340, 795, 209, 669, 293, 490, 826, 922, 638, 938, 198, 907, 218, 386, 658, 216, 490, -1, 1145, 539, 893, 705, 1205, 402, 
345, 813, 860, 179, 1014, 1090, 860, 1051, 987, 707, 1048, 928, 489, 518, 516, 1022, 869, 707, 764, 724, 334, 1110, 582, 956, 1064, 592, 1203, 927, 694, 490, 1084, 1035, 1004, 588, 304, 516, 368, 738, 604, 926, 899, 556, 980, 1000, 1156, 742, 774, 303, 926, 718, 1012, 651, 1235, 1049, 849, 931, 925, 1145, -1, 1182, 441, 519, 318, 1123, 
907, 691, 486, 1174, 963, 1311, 607, 1194, 609, 675, 688, 637, 1104, 753, 878, 1012, 850, 927, 508, 1350, 1010, 184, 662, 377, 277, 674, 1009, 480, 1316, 716, 636, 988, 1253, 679, 1158, 1061, 842, 714, 848, 680, 649, 702, 426, 1029, 825, 719, 1137, 927, 709, 1140, 423, 1209, 730, 791, 887, 552, 819, 539, 1182, -1, 1076, 892, 1143, 892, 
592, 603, 825, 410, 597, 652, 567, 616, 709, 797, 720, 741, 397, 333, 234, 704, 486, 400, 622, 590, 505, 964, 440, 749, 888, 654, 806, 676, 417, 538, 840, 758, 565, 720, 182, 468, 361, 573, 800, 644, 729, 506, 785, 874, 838, 425, 693, 340, 622, 315, 783, 262, 917, 860, 455, 704, 784, 893, 441, 1076, -1, 194, 533, 756, 
553, 496, 654, 505, 512, 668, 384, 609, 567, 665, 551, 628, 392, 188, 162, 594, 351, 370, 469, 624, 525, 787, 266, 558, 712, 524, 694, 495, 489, 419, 659, 637, 577, 609, 316, 432, 301, 479, 709, 466, 554, 407, 591, 761, 683, 245, 635, 331, 499, 381, 590, 347, 749, 701, 364, 514, 638, 705, 519, 892, 194, -1, 596, 619, 
388, 674, 944, 174, 1014, 1117, 878, 1043, 897, 821, 1099, 769, 743, 529, 502, 1180, 927, 603, 685, 995, 134, 1044, 644, 958, 995, 694, 1276, 903, 902, 577, 1183, 1207, 1052, 619, 493, 773, 369, 586, 744, 1016, 1029, 455, 1031, 1224, 1259, 777, 1037, 292, 836, 698, 1038, 787, 1300, 1208, 829, 1008, 1106, 1205, 318, 1143, 533, 596, -1, 1205, 
1095, 789, 795, 1125, 390, 615, 406, 585, 629, 963, 209, 858, 779, 697, 712, 295, 288, 751, 755, 847, 1118, 813, 652, 550, 741, 885, 145, 520, 741, 859, 373, 366, 555, 1023, 884, 790, 873, 845, 1100, 296, 515, 879, 514, 700, 181, 442, 782, 930, 619, 728, 476, 666, 249, 510, 488, 419, 597, 402, 1123, 892, 756, 619, 1205, -1]
