44
437, 295, 851, 860, 1046, 308, 387, 374, 864, 591, 756, 810, 781, 661, 986, 1119, 931, 676, 722, 908, 850, -1, 1075, 136, 801, 901, 776, 402, 623, 1053, 824, 724, 373, 610, 314, 512, 790, 654, 1109, 444, 1142, 730, 602, 804, 
848, 1003, 339, 457, 647, 1045, 1041, 1016, 863, 744, 950, 816, 597, 765, 272, 145, 727, 815, 877, 902, 629, 1075, -1, 1089, 950, 506, 456, 1050, 750, 759, 753, 1165, 1026, 1224, 964, 988, 1191, 719, 772, 1329, 280, 836, 778, 367, 
416, 228, 850, 899, 1126, 232, 440, 433, 928, 568, 858, 914, 777, 660, 1011, 1136, 968, 782, 770, 920, 845, 136, 1089, -1, 846, 938, 782, 416, 686, 1092, 868, 789, 475, 708, 405, 553, 922, 684, 1193, 512, 1175, 744, 554, 840, 
519, 978, 682, 1034, 1107, 746, 810, 627, 296, 1044, 1029, 833, 650, 964, 999, 1066, 1170, 562, 1206, 266, 532, 801, 950, 846, -1, 1079, 680, 658, 1006, 612, 923, 858, 503, 967, 635, 310, 777, 906, 700, 758, 1122, 229, 956, 614, 
892, 819, 622, 330, 441, 948, 970, 987, 1028, 493, 747, 724, 849, 487, 462, 468, 696, 728, 571, 1097, 804, 901, 506, 938, 1079, -1, 700, 1055, 352, 1065, 460, 1179, 933, 893, 882, 1020, 1042, 405, 927, 1156, 377, 979, 614, 572, 
486, 745, 266, 525, 795, 758, 665, 624, 588, 679, 804, 686, 156, 775, 420, 529, 625, 663, 796, 682, 539, 776, 456, 782, 680, 700, -1, 632, 732, 488, 853, 780, 726, 1113, 617, 646, 1002, 743, 707, 1061, 646, 566, 698, 254, 
342, 537, 794, 908, 1122, 490, 250, 144, 663, 809, 801, 789, 564, 917, 955, 1109, 883, 702, 870, 783, 832, 402, 1050, 416, 658, 1055, 632, -1, 850, 784, 1052, 457, 415, 933, 264, 393, 829, 900, 983, 658, 1175, 617, 812, 738, 
765, 586, 735, 424, 529, 758, 726, 766, 970, 402, 537, 601, 848, 448, 635, 734, 665, 595, 370, 1085, 865, 623, 750, 686, 1006, 352, 732, 850, -1, 1080, 491, 974, 706, 629, 643, 866, 825, 352, 950, 893, 672, 931, 563, 641, 
751, 1128, 634, 870, 976, 1070, 846, 757, 380, 1135, 942, 730, 445, 1181, 741, 839, 876, 723, 1133, 686, 773, 1053, 759, 1092, 612, 1065, 488, 784, 1080, -1, 1163, 746, 844, 1333, 787, 727, 973, 1113, 494, 1219, 928, 648, 1142, 519, 
827, 838, 703, 717, 730, 805, 1034, 984, 986, 594, 932, 861, 971, 331, 813, 797, 1058, 667, 856, 927, 665, 824, 753, 868, 923, 460, 853, 1052, 491, 1163, -1, 1275, 799, 625, 872, 880, 955, 223, 996, 907, 741, 831, 559, 677, 
739, 855, 1008, 949, 1075, 917, 363, 397, 704, 1073, 646, 651, 727, 1209, 1000, 1192, 788, 739, 887, 1051, 1131, 724, 1165, 789, 858, 1179, 780, 457, 974, 746, 1275, -1, 637, 1118, 458, 701, 745, 1147, 881, 943, 1232, 908, 1152, 863, 
431, 629, 793, 886, 970, 497, 461, 319, 561, 799, 715, 647, 726, 775, 969, 1094, 982, 413, 871, 688, 742, 373, 1026, 475, 503, 933, 726, 415, 706, 844, 799, 637, -1, 592, 251, 276, 516, 710, 838, 393, 1110, 528, 781, 683, 
875, 782, 1087, 1014, 987, 740, 882, 840, 1048, 820, 850, 869, 1178, 680, 1180, 1262, 1209, 658, 900, 1094, 1013, 610, 1224, 708, 967, 893, 1113, 933, 629, 1333, 625, 1118, 592, -1, 721, 811, 672, 602, 1153, 504, 1206, 961, 823, 991, 
401, 506, 754, 761, 911, 509, 219, 137, 609, 713, 583, 575, 610, 789, 853, 1011, 783, 481, 706, 799, 804, 314, 964, 405, 635, 882, 617, 264, 643, 787, 872, 458, 251, 721, -1, 392, 606, 736, 845, 568, 1039, 623, 751, 641, 
299, 711, 698, 962, 1095, 481, 562, 375, 456, 866, 908, 792, 607, 836, 981, 1084, 1064, 545, 1032, 458, 593, 512, 988, 553, 310, 1020, 646, 393, 866, 727, 880, 701, 276, 811, 392, -1, 724, 798, 844, 527, 1138, 303, 793, 641, 
908, 1023, 1080, 990, 868, 992, 755, 690, 692, 1112, 600, 499, 1038, 1068, 1099, 1231, 1057, 389, 961, 1017, 1084, 790, 1191, 922, 777, 1042, 1002, 829, 825, 973, 955, 745, 516, 672, 606, 724, -1, 944, 720, 736, 1184, 903, 1161, 879, 
689, 624, 632, 611, 729, 644, 871, 844, 962, 377, 838, 813, 854, 154, 732, 754, 923, 654, 695, 916, 644, 654, 719, 684, 906, 405, 743, 900, 352, 1113, 223, 1147, 710, 602, 736, 798, 944, -1, 1018, 828, 723, 787, 368, 623, 
941, 1226, 766, 805, 691, 1192, 966, 888, 454, 1164, 775, 492, 763, 1138, 747, 826, 901, 504, 1070, 842, 875, 1109, 772, 1193, 700, 927, 707, 983, 950, 494, 996, 881, 838, 1153, 845, 844, 720, 1018, -1, 1201, 817, 799, 1202, 550, 
653, 712, 1080, 1183, 1262, 506, 720, 615, 911, 933, 1004, 992, 1058, 856, 1295, 1400, 1303, 739, 1088, 892, 945, 444, 1329, 512, 758, 1156, 1061, 658, 893, 1219, 907, 943, 393, 504, 568, 527, 736, 828, 1201, -1, 1406, 760, 869, 1019, 
1014, 1064, 577, 362, 455, 1169, 1108, 1116, 1008, 766, 868, 772, 798, 795, 279, 180, 667, 842, 777, 1117, 844, 1142, 280, 1175, 1122, 377, 646, 1175, 672, 928, 741, 1232, 1110, 1206, 1039, 1138, 1184, 723, 817, 1406, -1, 1034, 863, 526, 
371, 851, 527, 952, 1092, 607, 784, 617, 433, 890, 1050, 883, 539, 816, 908, 959, 1114, 623, 1137, 183, 343, 730, 836, 744, 229, 979, 566, 617, 931, 648, 831, 908, 528, 961, 623, 303, 903, 787, 799, 760, 1034, -1, 775, 533, 
571, 452, 607, 716, 982, 477, 830, 816, 1045, 242, 1002, 1007, 769, 247, 792, 822, 954, 867, 767, 911, 625, 602, 778, 554, 956, 614, 698, 812, 563, 1142, 559, 1152, 781, 823, 751, 793, 1161, 368, 1202, 869, 863, 775, -1, 701, 
561, 819, 240, 475, 634, 801, 753, 689, 520, 689, 750, 577, 380, 695, 391, 461, 686, 502, 798, 634, 464, 804, 367, 840, 614, 572, 254, 738, 641, 519, 677, 863, 683, 991, 641, 641, 879, 623, 550, 1019, 526, 533, 701, -1]
