50
600, 59, 144, 44, 108, 358, 96, 265, 140, 268, -1, 90, 429, 170, 79, 182, 266, 64, 621, 5, 310, 180, 406, 495, 136, 91, 100, 290, 75, 573, 447, 101, 479, 129, 558, 8, 282, 289, 145, 526, 506, 29, 348, 347, 302, 366, 254, 446, 263, 487, 
510, 149, 54, 46, 18, 268, 186, 175, 50, 178, 90, -1, 339, 260, 169, 272, 356, 26, 531, 85, 220, 90, 316, 405, 226, 1, 10, 200, 15, 483, 357, 191, 389, 39, 468, 82, 372, 379, 235, 436, 416, 61, 258, 257, 212, 276, 164, 356, 353, 397, 
171, 488, 285, 385, 321, 71, 525, 164, 289, 161, 429, 339, -1, 599, 508, 611, 695, 365, 192, 424, 119, 249, 23, 66, 565, 338, 329, 139, 354, 144, 18, 530, 50, 300, 129, 421, 711, 718, 574, 97, 77, 400, 81, 82, 127, 63, 175, 17, 692, 58, 
770, 111, 314, 214, 278, 528, 74, 435, 310, 438, 170, 260, 599, -1, 91, 12, 96, 234, 791, 175, 480, 350, 576, 665, 34, 261, 270, 460, 245, 743, 617, 69, 649, 299, 728, 178, 112, 119, 25, 696, 676, 199, 518, 517, 472, 536, 424, 616, 93, 657, 
679, 20, 223, 123, 187, 437, 17, 344, 219, 347, 79, 169, 508, 91, -1, 103, 187, 143, 700, 84, 389, 259, 485, 574, 57, 170, 179, 369, 154, 652, 526, 22, 558, 208, 637, 87, 203, 210, 66, 605, 585, 108, 427, 426, 381, 445, 333, 525, 184, 566, 
782, 123, 326, 226, 290, 540, 86, 447, 322, 450, 182, 272, 611, 12, 103, -1, 84, 246, 803, 187, 492, 362, 588, 677, 46, 273, 282, 472, 257, 755, 629, 81, 661, 311, 740, 190, 100, 107, 37, 708, 688, 211, 530, 529, 484, 548, 436, 628, 81, 669, 
866, 207, 410, 310, 374, 624, 170, 531, 406, 534, 266, 356, 695, 96, 187, 84, -1, 330, 887, 271, 576, 446, 672, 761, 130, 357, 366, 556, 341, 839, 713, 165, 745, 395, 824, 274, 16, 23, 121, 792, 772, 295, 614, 613, 568, 632, 520, 712, 3, 753, 
536, 123, 80, 20, 44, 294, 160, 201, 76, 204, 64, 26, 365, 234, 143, 246, 330, -1, 557, 59, 246, 116, 342, 431, 200, 27, 36, 226, 11, 509, 383, 165, 415, 65, 494, 56, 346, 353, 209, 462, 442, 35, 284, 283, 238, 302, 190, 382, 327, 423, 
21, 680, 477, 577, 513, 263, 717, 356, 481, 353, 621, 531, 192, 791, 700, 803, 887, 557, -1, 616, 311, 441, 215, 126, 757, 530, 521, 331, 546, 48, 174, 722, 142, 492, 63, 613, 903, 910, 766, 95, 115, 592, 273, 274, 319, 255, 367, 175, 884, 134, 
595, 64, 139, 39, 103, 353, 101, 260, 135, 263, 5, 85, 424, 175, 84, 187, 271, 59, 616, -1, 305, 175, 401, 490, 141, 86, 95, 285, 70, 568, 442, 106, 474, 124, 553, 3, 287, 294, 150, 521, 501, 24, 343, 342, 297, 361, 249, 441, 268, 482, 
290, 369, 166, 266, 202, 48, 406, 45, 170, 42, 310, 220, 119, 480, 389, 492, 576, 246, 311, 305, -1, 130, 96, 185, 446, 219, 210, 20, 235, 263, 137, 411, 169, 181, 248, 302, 592, 599, 455, 216, 196, 281, 38, 37, 8, 56, 56, 136, 573, 177, 
420, 239, 36, 136, 72, 178, 276, 85, 40, 88, 180, 90, 249, 350, 259, 362, 446, 116, 441, 175, 130, -1, 226, 315, 316, 89, 80, 110, 105, 393, 267, 281, 299, 51, 378, 172, 462, 469, 325, 346, 326, 151, 168, 167, 122, 186, 74, 266, 443, 307, 
194, 465, 262, 362, 298, 48, 502, 141, 266, 138, 406, 316, 23, 576, 485, 588, 672, 342, 215, 401, 96, 226, -1, 89, 542, 315, 306, 116, 331, 167, 41, 507, 73, 277, 152, 398, 688, 695, 551, 120, 100, 377, 58, 59, 104, 40, 152, 40, 669, 81, 
105, 554, 351, 451, 387, 137, 591, 230, 355, 227, 495, 405, 66, 665, 574, 677, 761, 431, 126, 490, 185, 315, 89, -1, 631, 404, 395, 205, 420, 78, 48, 596, 16, 366, 63, 487, 777, 784, 640, 31, 11, 466, 147, 148, 193, 129, 241, 49, 758, 8, 
736, 77, 280, 180, 244, 494, 40, 401, 276, 404, 136, 226, 565, 34, 57, 46, 130, 200, 757, 141, 446, 316, 542, 631, -1, 227, 236, 426, 211, 709, 583, 35, 615, 265, 694, 144, 146, 153, 9, 662, 642, 165, 484, 483, 438, 502, 390, 582, 127, 623, 
509, 150, 53, 47, 17, 267, 187, 174, 49, 177, 91, 1, 338, 261, 170, 273, 357, 27, 530, 86, 219, 89, 315, 404, 227, -1, 9, 199, 16, 482, 356, 192, 388, 38, 467, 83, 373, 380, 236, 435, 415, 62, 257, 256, 211, 275, 163, 355, 354, 396, 
500, 159, 44, 56, 8, 258, 196, 165, 40, 168, 100, 10, 329, 270, 179, 282, 366, 36, 521, 95, 210, 80, 306, 395, 236, 9, -1, 190, 25, 473, 347, 201, 379, 29, 458, 92, 382, 389, 245, 426, 406, 71, 248, 247, 202, 266, 154, 346, 363, 387, 
310, 349, 146, 246, 182, 68, 386, 25, 150, 22, 290, 200, 139, 460, 369, 472, 556, 226, 331, 285, 20, 110, 116, 205, 426, 199, 190, -1, 215, 283, 157, 391, 189, 161, 268, 282, 572, 579, 435, 236, 216, 261, 58, 57, 12, 76, 36, 156, 553, 197, 
525, 134, 69, 31, 33, 283, 171, 190, 65, 193, 75, 15, 354, 245, 154, 257, 341, 11, 546, 70, 235, 105, 331, 420, 211, 16, 25, 215, -1, 498, 372, 176, 404, 54, 483, 67, 357, 364, 220, 451, 431, 46, 273, 272, 227, 291, 179, 371, 338, 412, 
27, 632, 429, 529, 465, 215, 669, 308, 433, 305, 573, 483, 144, 743, 652, 755, 839, 509, 48, 568, 263, 393, 167, 78, 709, 482, 473, 283, 498, -1, 126, 674, 94, 444, 15, 565, 855, 862, 718, 47, 67, 544, 225, 226, 271, 207, 319, 127, 836, 86, 
153, 506, 303, 403, 339, 89, 543, 182, 307, 179, 447, 357, 18, 617, 526, 629, 713, 383, 174, 442, 137, 267, 41, 48, 583, 356, 347, 157, 372, 126, -1, 548, 32, 318, 111, 439, 729, 736, 592, 79, 59, 418, 99, 100, 145, 81, 193, 1, 710, 40, 
701, 42, 245, 145, 209, 459, 5, 366, 241, 369, 101, 191, 530, 69, 22, 81, 165, 165, 722, 106, 411, 281, 507, 596, 35, 192, 201, 391, 176, 674, 548, -1, 580, 230, 659, 109, 181, 188, 44, 627, 607, 130, 449, 448, 403, 467, 355, 547, 162, 588, 
121, 538, 335, 435, 371, 121, 575, 214, 339, 211, 479, 389, 50, 649, 558, 661, 745, 415, 142, 474, 169, 299, 73, 16, 615, 388, 379, 189, 404, 94, 32, 580, -1, 350, 79, 471, 761, 768, 624, 47, 27, 450, 131, 132, 177, 113, 225, 33, 742, 8, 
471, 188, 15, 85, 21, 229, 225, 136, 11, 139, 129, 39, 300, 299, 208, 311, 395, 65, 492, 124, 181, 51, 277, 366, 265, 38, 29, 161, 54, 444, 318, 230, 350, -1, 429, 121, 411, 418, 274, 397, 377, 100, 219, 218, 173, 237, 125, 317, 392, 358, 
42, 617, 414, 514, 450, 200, 654, 293, 418, 290, 558, 468, 129, 728, 637, 740, 824, 494, 63, 553, 248, 378, 152, 63, 694, 467, 458, 268, 483, 15, 111, 659, 79, 429, -1, 550, 840, 847, 703, 32, 52, 529, 210, 211, 256, 192, 304, 112, 821, 71, 
592, 67, 136, 36, 100, 350, 104, 257, 132, 260, 8, 82, 421, 178, 87, 190, 274, 56, 613, 3, 302, 172, 398, 487, 144, 83, 92, 282, 67, 565, 439, 109, 471, 121, 550, -1, 290, 297, 153, 518, 498, 21, 340, 339, 294, 358, 246, 438, 271, 479, 
882, 223, 426, 326, 390, 640, 186, 547, 422, 550, 282, 372, 711, 112, 203, 100, 16, 346, 903, 287, 592, 462, 688, 777, 146, 373, 382, 572, 357, 855, 729, 181, 761, 411, 840, 290, -1, 7, 137, 808, 788, 311, 630, 629, 584, 648, 536, 728, 19, 769, 
889, 230, 433, 333, 397, 647, 193, 554, 429, 557, 289, 379, 718, 119, 210, 107, 23, 353, 910, 294, 599, 469, 695, 784, 153, 380, 389, 579, 364, 862, 736, 188, 768, 418, 847, 297, 7, -1, 144, 815, 795, 318, 637, 636, 591, 655, 543, 735, 26, 776, 
745, 86, 289, 189, 253, 503, 49, 410, 285, 413, 145, 235, 574, 25, 66, 37, 121, 209, 766, 150, 455, 325, 551, 640, 9, 236, 245, 435, 220, 718, 592, 44, 624, 274, 703, 153, 137, 144, -1, 671, 651, 174, 493, 492, 447, 511, 399, 591, 118, 632, 
74, 585, 382, 482, 418, 168, 622, 261, 386, 258, 526, 436, 97, 696, 605, 708, 792, 462, 95, 521, 216, 346, 120, 31, 662, 435, 426, 236, 451, 47, 79, 627, 47, 397, 32, 518, 808, 815, 671, -1, 20, 497, 178, 179, 224, 160, 272, 80, 789, 39, 
94, 565, 362, 462, 398, 148, 602, 241, 366, 238, 506, 416, 77, 676, 585, 688, 772, 442, 115, 501, 196, 326, 100, 11, 642, 415, 406, 216, 431, 67, 59, 607, 27, 377, 52, 498, 788, 795, 651, 20, -1, 477, 158, 159, 204, 140, 252, 60, 769, 19, 
571, 88, 115, 15, 79, 329, 125, 236, 111, 239, 29, 61, 400, 199, 108, 211, 295, 35, 592, 24, 281, 151, 377, 466, 165, 62, 71, 261, 46, 544, 418, 130, 450, 100, 529, 21, 311, 318, 174, 497, 477, -1, 319, 318, 273, 337, 225, 417, 292, 458, 
252, 407, 204, 304, 240, 10, 444, 83, 208, 80, 348, 258, 81, 518, 427, 530, 614, 284, 273, 343, 38, 168, 58, 147, 484, 257, 248, 58, 273, 225, 99, 449, 131, 219, 210, 340, 630, 637, 493, 178, 158, 319, -1, 1, 46, 18, 94, 98, 611, 139, 
253, 406, 203, 303, 239, 11, 443, 82, 207, 79, 347, 257, 82, 517, 426, 529, 613, 283, 274, 342, 37, 167, 59, 148, 483, 256, 247, 57, 272, 226, 100, 448, 132, 218, 211, 339, 629, 636, 492, 179, 159, 318, 1, -1, 45, 19, 93, 99, 610, 140, 
298, 361, 158, 258, 194, 56, 398, 37, 162, 34, 302, 212, 127, 472, 381, 484, 568, 238, 319, 297, 8, 122, 104, 193, 438, 211, 202, 12, 227, 271, 145, 403, 177, 173, 256, 294, 584, 591, 447, 224, 204, 273, 46, 45, -1, 64, 48, 144, 565, 185, 
234, 425, 222, 322, 258, 8, 462, 101, 226, 98, 366, 276, 63, 536, 445, 548, 632, 302, 255, 361, 56, 186, 40, 129, 502, 275, 266, 76, 291, 207, 81, 467, 113, 237, 192, 358, 648, 655, 511, 160, 140, 337, 18, 19, 64, -1, 112, 80, 629, 121, 
346, 313, 110, 210, 146, 104, 350, 11, 114, 14, 254, 164, 175, 424, 333, 436, 520, 190, 367, 249, 56, 74, 152, 241, 390, 163, 154, 36, 179, 319, 193, 355, 225, 125, 304, 246, 536, 543, 399, 272, 252, 225, 94, 93, 48, 112, -1, 192, 517, 233, 
154, 505, 302, 402, 338, 88, 542, 181, 306, 178, 446, 356, 17, 616, 525, 628, 712, 382, 175, 441, 136, 266, 40, 49, 582, 355, 346, 156, 371, 127, 1, 547, 33, 317, 112, 438, 728, 735, 591, 80, 60, 417, 98, 99, 144, 80, 192, -1, 709, 41, 
863, 204, 407, 307, 371, 621, 167, 528, 403, 531, 263, 353, 692, 93, 184, 81, 3, 327, 884, 268, 573, 443, 669, 758, 127, 354, 363, 553, 338, 836, 710, 162, 742, 392, 821, 271, 19, 26, 118, 789, 769, 292, 611, 610, 565, 629, 517, 709, -1, 750, 
113, 546, 343, 443, 379, 129, 583, 222, 347, 219, 487, 397, 58, 657, 566, 669, 753, 423, 134, 482, 177, 307, 81, 8, 623, 396, 387, 197, 412, 86, 40, 588, 8, 358, 71, 479, 769, 776, 632, 39, 19, 458, 139, 140, 185, 121, 233, 41, 750, -1]
