267, 839, 712, 605, 680, 958, 650, 538, 569, 602, -1, 1045, 1039, 727, 611, 587, 882, 472, 1033, 832, 520, 924, 723, 441, 700, 652, 488, 914, 736, 172, 713, 314, 656, 235, 895, 678, 779, 290, 877, 460, 530, 981, 905, 803, 769, 965, 554, 1086, 358, 939, 752, 903, 470, 1038, 773, 1035, 258, 
1096, 634, 475, 617, 454, 116, 575, 948, 891, 444, 1045, -1, 582, 1007, 638, 758, 412, 719, 201, 773, 724, 552, 664, 749, 479, 746, 1009, 322, 484, 983, 370, 983, 809, 855, 717, 930, 840, 954, 591, 653, 665, 139, 460, 327, 603, 710, 687, 264, 854, 298, 611, 800, 765, 459, 440, 530, 1169, 
1095, 642, 404, 944, 774, 617, 419, 970, 985, 649, 1039, 582, -1, 1327, 772, 827, 323, 939, 732, 1203, 841, 963, 789, 758, 390, 723, 959, 290, 798, 1002, 523, 843, 1147, 848, 698, 1075, 1042, 1090, 639, 840, 770, 560, 418, 454, 286, 942, 653, 655, 1046, 814, 454, 737, 870, 1005, 744, 186, 1215, 
657, 878, 930, 439, 705, 893, 953, 644, 936, 703, 727, 1007, 1327, -1, 884, 952, 1037, 606, 953, 358, 550, 562, 665, 678, 998, 1067, 1049, 1096, 796, 765, 809, 875, 503, 686, 924, 498, 508, 439, 879, 506, 600, 1009, 1172, 893, 1103, 706, 772, 957, 420, 740, 973, 961, 537, 732, 856, 1323, 609, 
803, 859, 563, 484, 286, 598, 562, 873, 255, 371, 611, 638, 772, 884, -1, 129, 681, 289, 562, 713, 676, 810, 799, 632, 405, 213, 403, 559, 232, 471, 503, 697, 490, 553, 952, 937, 940, 641, 861, 492, 631, 519, 428, 575, 635, 992, 662, 815, 529, 608, 730, 1006, 672, 687, 238, 667, 816, 
809, 944, 640, 581, 410, 722, 620, 922, 161, 477, 587, 758, 827, 952, 129, -1, 768, 347, 686, 808, 747, 927, 886, 684, 470, 150, 286, 646, 356, 430, 605, 692, 552, 571, 1034, 1007, 1026, 668, 952, 570, 706, 636, 488, 676, 683, 1095, 723, 936, 570, 736, 796, 1081, 736, 811, 363, 719, 812, 
891, 352, 170, 687, 580, 392, 254, 713, 913, 417, 882, 412, 323, 1037, 681, 768, -1, 755, 575, 934, 559, 651, 479, 519, 312, 718, 927, 225, 648, 868, 252, 707, 935, 660, 427, 778, 728, 858, 339, 583, 491, 432, 471, 165, 248, 623, 408, 401, 816, 566, 230, 489, 599, 771, 612, 402, 1010, 
625, 811, 616, 270, 271, 638, 620, 713, 352, 346, 472, 719, 939, 606, 289, 347, 755, -1, 637, 489, 522, 670, 684, 525, 551, 471, 503, 707, 305, 367, 519, 635, 258, 435, 897, 738, 754, 396, 816, 313, 504, 641, 665, 616, 742, 864, 601, 824, 261, 569, 749, 948, 506, 621, 364, 875, 607, 
1114, 774, 591, 555, 369, 217, 678, 1012, 799, 454, 1033, 201, 732, 953, 562, 686, 575, 637, -1, 669, 770, 568, 755, 807, 546, 702, 961, 452, 366, 949, 456, 1032, 684, 875, 862, 979, 895, 929, 734, 650, 719, 173, 491, 456, 727, 804, 775, 418, 807, 246, 749, 945, 804, 330, 329, 642, 1160, 
852, 885, 852, 296, 489, 674, 903, 819, 809, 576, 832, 773, 1203, 358, 713, 808, 934, 489, 669, -1, 625, 445, 708, 742, 875, 923, 990, 932, 555, 798, 693, 973, 317, 758, 955, 695, 645, 586, 867, 493, 638, 768, 978, 771, 1037, 733, 805, 784, 474, 483, 952, 1018, 631, 410, 613, 1161, 821, 
425, 385, 439, 395, 533, 617, 445, 245, 812, 368, 520, 724, 841, 550, 676, 747, 559, 522, 770, 625, -1, 475, 211, 160, 570, 792, 834, 680, 650, 582, 391, 455, 653, 317, 442, 278, 307, 372, 410, 212, 72, 728, 812, 464, 592, 446, 225, 656, 391, 600, 436, 474, 55, 743, 674, 884, 525, 
869, 540, 632, 409, 535, 445, 711, 671, 999, 489, 924, 552, 963, 562, 810, 927, 651, 670, 568, 445, 475, -1, 409, 610, 747, 986, 1123, 726, 642, 930, 484, 916, 660, 747, 598, 529, 402, 702, 503, 472, 472, 619, 886, 516, 827, 334, 607, 424, 636, 326, 682, 671, 518, 409, 663, 975, 921, 
609, 214, 421, 512, 617, 564, 458, 333, 973, 440, 723, 664, 789, 665, 799, 886, 479, 684, 755, 708, 211, 409, -1, 302, 606, 911, 1002, 647, 737, 781, 380, 600, 799, 504, 263, 308, 255, 580, 226, 377, 205, 706, 837, 410, 580, 267, 264, 528, 587, 577, 373, 312, 263, 741, 747, 861, 724, 
377, 398, 373, 477, 553, 656, 343, 260, 758, 369, 441, 749, 758, 678, 632, 684, 519, 525, 807, 742, 160, 610, 302, -1, 490, 708, 737, 634, 657, 507, 383, 310, 709, 212, 457, 399, 451, 394, 437, 262, 138, 734, 749, 453, 486, 566, 130, 713, 425, 678, 362, 475, 149, 835, 673, 807, 502, 
799, 567, 215, 597, 424, 455, 218, 744, 622, 306, 700, 479, 390, 998, 405, 470, 312, 551, 546, 875, 570, 747, 606, 490, -1, 407, 629, 230, 456, 639, 270, 592, 772, 526, 654, 843, 830, 739, 571, 500, 501, 403, 267, 285, 243, 810, 436, 600, 677, 586, 382, 704, 587, 761, 418, 351, 889, 
866, 935, 603, 678, 481, 727, 575, 958, 291, 510, 652, 746, 723, 1067, 213, 150, 718, 471, 702, 923, 792, 986, 911, 708, 407, -1, 313, 581, 428, 509, 602, 695, 690, 612, 1023, 1064, 1080, 763, 944, 639, 742, 619, 395, 656, 607, 1127, 724, 933, 679, 782, 758, 1067, 785, 881, 411, 609, 892, 
747, 1062, 778, 757, 656, 966, 721, 943, 254, 668, 488, 1009, 959, 1049, 403, 286, 927, 503, 961, 990, 834, 1123, 1002, 737, 629, 313, -1, 843, 628, 336, 787, 620, 715, 565, 1140, 1073, 1130, 680, 1085, 690, 804, 895, 696, 861, 778, 1242, 795, 1159, 635, 985, 894, 1168, 806, 1069, 642, 879, 736, 
984, 563, 275, 690, 502, 345, 343, 866, 802, 409, 914, 322, 290, 1096, 559, 646, 225, 707, 452, 932, 680, 726, 647, 634, 230, 581, 843, -1, 529, 857, 299, 790, 886, 721, 646, 928, 880, 910, 546, 632, 608, 281, 261, 241, 314, 789, 552, 455, 838, 534, 422, 710, 712, 720, 475, 249, 1080, 
876, 811, 563, 369, 123, 437, 604, 881, 443, 313, 736, 484, 798, 796, 232, 356, 648, 305, 366, 555, 650, 642, 737, 657, 456, 428, 628, 529, -1, 621, 442, 813, 408, 637, 906, 890, 858, 670, 797, 461, 606, 383, 462, 509, 689, 877, 677, 663, 536, 401, 736, 974, 660, 458, 71, 697, 890, 
431, 889, 700, 567, 590, 906, 645, 660, 398, 555, 172, 983, 1002, 765, 471, 430, 868, 367, 949, 798, 582, 930, 781, 507, 639, 509, 336, 857, 621, -1, 688, 414, 571, 303, 958, 780, 859, 358, 919, 463, 577, 901, 806, 780, 755, 1019, 606, 1065, 355, 887, 779, 978, 541, 974, 658, 968, 406, 
741, 381, 172, 436, 351, 291, 259, 603, 731, 173, 713, 370, 523, 809, 503, 605, 252, 519, 456, 693, 391, 484, 380, 383, 270, 602, 787, 299, 442, 688, -1, 620, 685, 502, 477, 639, 594, 647, 369, 353, 322, 361, 462, 102, 363, 552, 325, 395, 583, 390, 316, 546, 427, 586, 426, 531, 833, 
312, 648, 550, 703, 741, 906, 464, 418, 741, 585, 314, 983, 843, 875, 697, 692, 707, 635, 1032, 973, 455, 916, 600, 310, 592, 695, 620, 790, 813, 414, 620, -1, 856, 216, 688, 629, 725, 472, 698, 497, 447, 938, 839, 682, 560, 864, 371, 988, 545, 946, 528, 678, 421, 1096, 828, 889, 442, 
771, 957, 818, 293, 387, 724, 841, 845, 517, 520, 656, 809, 1147, 503, 490, 552, 935, 258, 684, 317, 653, 660, 799, 709, 772, 690, 715, 886, 408, 571, 685, 856, -1, 644, 1040, 804, 800, 493, 952, 457, 653, 750, 854, 778, 968, 916, 790, 899, 351, 584, 946, 1096, 642, 549, 479, 1076, 716, 
277, 606, 494, 492, 557, 766, 439, 378, 613, 422, 235, 855, 848, 686, 553, 571, 660, 435, 875, 758, 317, 747, 504, 212, 526, 612, 565, 721, 637, 303, 502, 216, 644, -1, 666, 528, 608, 291, 644, 295, 311, 809, 765, 586, 572, 759, 320, 871, 335, 771, 524, 680, 276, 902, 664, 866, 367, 
775, 96, 439, 751, 798, 648, 471, 476, 1144, 603, 895, 717, 698, 924, 952, 1034, 427, 897, 862, 955, 442, 598, 263, 457, 654, 1023, 1140, 646, 906, 958, 477, 688, 1040, 666, -1, 508, 460, 810, 129, 607, 418, 778, 877, 452, 535, 359, 355, 547, 827, 729, 303, 87, 486, 916, 899, 819, 916, 
485, 498, 688, 568, 769, 819, 698, 232, 1050, 630, 678, 930, 1075, 498, 937, 1007, 778, 738, 979, 695, 278, 529, 308, 399, 843, 1064, 1073, 928, 890, 780, 639, 629, 804, 528, 508, -1, 152, 477, 521, 447, 343, 961, 1083, 696, 834, 403, 451, 802, 540, 769, 638, 516, 281, 881, 922, 1139, 569, 
616, 447, 665, 542, 736, 730, 697, 350, 1082, 604, 779, 840, 1042, 508, 940, 1026, 728, 754, 895, 645, 307, 402, 255, 451, 830, 1080, 1130, 880, 858, 859, 594, 725, 800, 608, 460, 152, -1, 564, 453, 459, 355, 888, 1053, 639, 829, 265, 474, 687, 591, 673, 624, 488, 334, 784, 886, 1105, 697, 
284, 754, 705, 408, 587, 849, 682, 437, 654, 525, 290, 954, 1090, 439, 641, 668, 858, 396, 929, 586, 372, 702, 580, 394, 739, 763, 680, 910, 670, 358, 647, 472, 493, 291, 810, 477, 564, -1, 779, 304, 408, 916, 947, 744, 827, 774, 521, 957, 149, 779, 747, 831, 324, 853, 721, 1089, 248, 
787, 63, 361, 662, 690, 520, 418, 510, 1067, 504, 877, 591, 639, 879, 861, 952, 339, 816, 734, 867, 410, 503, 226, 437, 571, 944, 1085, 546, 797, 919, 369, 698, 952, 644, 129, 521, 453, 779, -1, 540, 373, 654, 780, 339, 490, 325, 334, 425, 774, 605, 273, 215, 460, 796, 787, 741, 917, 
473, 529, 447, 217, 349, 548, 459, 431, 624, 238, 460, 653, 840, 506, 492, 570, 583, 313, 650, 493, 212, 472, 377, 262, 500, 639, 690, 632, 461, 463, 353, 497, 457, 295, 607, 447, 459, 304, 540, -1, 199, 627, 706, 451, 608, 577, 339, 658, 243, 501, 523, 653, 208, 619, 497, 838, 523, 
463, 350, 368, 388, 491, 562, 377, 294, 782, 311, 530, 665, 770, 600, 631, 706, 491, 504, 719, 638, 72, 472, 205, 138, 501, 742, 804, 608, 606, 577, 322, 447, 653, 311, 418, 343, 355, 408, 373, 199, -1, 666, 743, 395, 525, 453, 177, 608, 410, 563, 377, 457, 110, 718, 625, 812, 567, 
1064, 688, 459, 590, 378, 186, 545, 957, 772, 399, 981, 139, 560, 1009, 519, 636, 432, 641, 173, 768, 728, 619, 706, 734, 403, 619, 895, 281, 383, 901, 361, 938, 750, 809, 778, 961, 888, 916, 654, 627, 666, -1, 344, 341, 571, 793, 684, 391, 809, 334, 623, 856, 763, 479, 328, 471, 1129, 
1042, 790, 452, 738, 494, 494, 477, 1005, 648, 481, 905, 460, 418, 1172, 428, 488, 471, 665, 491, 978, 812, 886, 837, 749, 267, 395, 696, 261, 462, 806, 462, 839, 854, 765, 877, 1083, 1053, 947, 780, 706, 743, 344, -1, 453, 447, 1004, 699, 671, 858, 638, 619, 936, 831, 779, 398, 263, 1112, 
822, 360, 163, 528, 429, 270, 269, 660, 811, 271, 803, 327, 454, 893, 575, 676, 165, 616, 456, 771, 464, 516, 410, 453, 285, 656, 861, 241, 509, 780, 102, 682, 778, 586, 452, 696, 639, 744, 339, 451, 395, 341, 453, -1, 336, 556, 370, 337, 684, 415, 293, 525, 504, 619, 482, 477, 923, 
810, 471, 196, 754, 637, 582, 151, 703, 827, 467, 769, 603, 286, 1103, 635, 683, 248, 742, 727, 1037, 592, 827, 580, 486, 243, 607, 778, 314, 689, 755, 363, 560, 968, 572, 535, 834, 829, 827, 490, 608, 525, 571, 447, 336, -1, 790, 389, 642, 805, 737, 235, 566, 612, 933, 655, 369, 934, 
833, 352, 624, 634, 759, 616, 687, 538, 1181, 624, 965, 710, 942, 706, 992, 1095, 623, 864, 804, 733, 446, 334, 267, 566, 810, 1127, 1242, 789, 877, 1019, 552, 864, 916, 759, 359, 403, 265, 774, 325, 577, 453, 793, 1004, 556, 790, -1, 528, 498, 769, 597, 578, 413, 494, 730, 888, 1017, 930, 
495, 292, 279, 538, 575, 603, 255, 322, 819, 369, 554, 687, 653, 772, 662, 723, 408, 601, 775, 805, 225, 607, 264, 130, 436, 724, 795, 552, 677, 606, 325, 371, 790, 320, 355, 451, 474, 521, 334, 339, 177, 684, 699, 370, 389, 528, -1, 636, 538, 661, 234, 378, 243, 839, 681, 721, 629, 
1071, 483, 492, 651, 589, 234, 599, 853, 1061, 514, 1086, 264, 655, 957, 815, 936, 401, 824, 418, 784, 656, 424, 528, 713, 600, 933, 1159, 455, 663, 1065, 395, 988, 899, 871, 547, 802, 687, 957, 425, 658, 608, 391, 671, 337, 642, 498, 636, -1, 884, 346, 556, 633, 708, 520, 637, 676, 1162, 
421, 758, 668, 284, 458, 752, 660, 528, 558, 437, 358, 854, 1046, 420, 529, 570, 816, 261, 807, 474, 391, 636, 587, 425, 677, 679, 635, 838, 536, 355, 583, 545, 351, 335, 827, 540, 591, 149, 774, 243, 410, 809, 858, 684, 805, 769, 538, 884, -1, 667, 744, 863, 357, 727, 592, 1025, 388, 
972, 645, 558, 391, 334, 209, 649, 841, 829, 376, 939, 298, 814, 740, 608, 736, 566, 569, 246, 483, 600, 326, 577, 678, 586, 782, 985, 534, 401, 887, 390, 946, 584, 771, 729, 769, 673, 779, 605, 501, 563, 334, 638, 415, 737, 597, 661, 346, 667, -1, 685, 812, 638, 206, 401, 771, 1017, 
717, 242, 184, 688, 650, 559, 184, 527, 923, 446, 752, 611, 454, 973, 730, 796, 230, 749, 749, 952, 436, 682, 373, 362, 382, 758, 894, 422, 736, 779, 316, 528, 946, 524, 303, 638, 624, 747, 273, 523, 377, 623, 619, 293, 235, 578, 234, 556, 744, 685, -1, 335, 467, 886, 717, 562, 856, 
766, 172, 491, 811, 865, 732, 508, 463, 1188, 666, 903, 800, 737, 961, 1006, 1081, 489, 948, 945, 1018, 474, 671, 312, 475, 704, 1067, 1168, 710, 974, 978, 546, 678, 1096, 680, 87, 516, 488, 831, 215, 653, 457, 856, 936, 525, 566, 413, 378, 633, 863, 812, 335, -1, 511, 998, 968, 868, 915, 
371, 432, 469, 401, 546, 659, 464, 225, 791, 388, 470, 765, 870, 537, 672, 736, 599, 506, 804, 631, 55, 518, 263, 149, 587, 785, 806, 712, 660, 541, 427, 421, 642, 276, 486, 281, 334, 324, 460, 208, 110, 763, 831, 504, 612, 494, 243, 708, 357, 638, 467, 511, -1, 773, 688, 910, 470, 
1084, 836, 756, 446, 423, 399, 841, 980, 875, 535, 1038, 459, 1005, 732, 687, 811, 771, 621, 330, 410, 743, 409, 741, 835, 761, 881, 1069, 720, 458, 974, 586, 1096, 549, 902, 916, 881, 784, 853, 796, 619, 718, 479, 779, 619, 933, 730, 839, 520, 727, 206, 886, 998, 773, -1, 474, 942, 1100, 
913, 803, 539, 422, 159, 406, 583, 906, 469, 319, 773, 440, 744, 856, 238, 363, 612, 364, 329, 613, 674, 663, 747, 673, 418, 411, 642, 475, 71, 658, 426, 828, 479, 664, 899, 922, 886, 721, 787, 497, 625, 328, 398, 482, 655, 888, 681, 637, 592, 401, 717, 968, 688, 474, -1, 635, 936, 
1131, 749, 452, 910, 700, 580, 473, 1044, 881, 622, 1035, 530, 186, 1323, 667, 719, 402, 875, 642, 1161, 884, 975, 861, 807, 351, 609, 879, 249, 697, 968, 531, 889, 1076, 866, 819, 1139, 1105, 1089, 741, 838, 812, 471, 263, 477, 369, 1017, 721, 676, 1025, 771, 562, 868, 910, 942, 635, -1, 1232, 
166, 878, 850, 655, 814, 1068, 802, 469, 782, 731, 258, 1169, 1215, 609, 816, 812, 1010, 607, 1160, 821, 525, 921, 724, 502, 889, 892, 736, 1080, 890, 406, 833, 442, 716, 367, 916, 569, 697, 248, 917, 523, 567, 1129, 1112, 923, 934, 930, 629, 1162, 388, 1017, 856, 915, 470, 1100, 936, 1232, -1]
