42
494, 566, 361, 271, 835, 167, 734, 274, 391, 725, 155, 810, 312, 686, 804, 233, -1, 662, 574, 383, 387, 230, 118, 183, 952, 223, 254, 560, 256, 594, 290, 264, 639, 763, 940, 755, 129, 682, 410, 336, 707, 343, 
741, 173, 545, 391, 463, 829, 254, 867, 395, 749, 667, 627, 390, 339, 599, 804, 662, -1, 88, 279, 344, 890, 771, 509, 564, 705, 916, 330, 515, 405, 463, 704, 399, 672, 540, 563, 558, 1007, 882, 326, 935, 365, 
682, 142, 478, 303, 485, 741, 284, 784, 330, 717, 580, 622, 304, 327, 596, 721, 574, 88, -1, 192, 264, 802, 684, 422, 594, 624, 828, 286, 431, 379, 380, 627, 369, 654, 572, 555, 470, 949, 807, 238, 886, 287, 
548, 204, 334, 114, 545, 550, 387, 595, 205, 648, 407, 616, 161, 410, 597, 533, 383, 279, 192, -1, 171, 612, 492, 246, 665, 442, 637, 311, 283, 356, 241, 449, 410, 618, 647, 549, 287, 810, 634, 59, 768, 127, 
687, 347, 476, 171, 705, 545, 527, 645, 368, 814, 342, 787, 75, 303, 768, 590, 387, 344, 264, 171, -1, 593, 505, 205, 822, 523, 632, 180, 176, 527, 123, 543, 273, 789, 803, 720, 260, 940, 728, 134, 913, 282, 
617, 796, 547, 499, 1050, 73, 961, 249, 610, 876, 266, 998, 522, 878, 997, 265, 230, 890, 802, 612, 593, -1, 147, 390, 1164, 342, 60, 752, 432, 806, 479, 383, 817, 938, 1154, 950, 337, 730, 439, 563, 794, 570, 
483, 663, 400, 383, 904, 74, 823, 174, 466, 736, 236, 851, 430, 804, 850, 154, 118, 771, 684, 492, 505, 147, -1, 301, 1017, 202, 149, 678, 369, 660, 406, 245, 755, 793, 1007, 803, 246, 629, 342, 449, 676, 434, 
576, 449, 389, 139, 768, 340, 630, 450, 346, 761, 161, 793, 132, 503, 781, 401, 183, 509, 422, 246, 205, 390, 301, -1, 889, 354, 427, 376, 95, 547, 111, 384, 457, 769, 873, 731, 55, 804, 559, 188, 803, 267, 
678, 476, 624, 752, 120, 1091, 312, 1016, 561, 482, 1040, 254, 826, 903, 229, 957, 952, 564, 594, 665, 822, 1164, 1017, 889, -1, 848, 1161, 881, 946, 358, 907, 819, 960, 354, 24, 252, 912, 867, 919, 722, 743, 624, 
282, 564, 224, 359, 741, 272, 696, 174, 335, 534, 378, 662, 450, 823, 664, 111, 223, 705, 624, 442, 523, 342, 202, 354, 848, -1, 323, 703, 447, 499, 463, 43, 794, 597, 841, 619, 315, 460, 206, 421, 485, 340, 
588, 812, 539, 525, 1049, 87, 972, 205, 615, 851, 316, 985, 559, 922, 986, 232, 254, 916, 828, 637, 632, 60, 149, 427, 1161, 323, -1, 796, 477, 805, 521, 361, 865, 920, 1152, 940, 372, 684, 394, 591, 754, 583, 
855, 417, 641, 348, 771, 711, 569, 824, 517, 954, 489, 894, 255, 126, 870, 770, 560, 330, 286, 311, 180, 752, 678, 376, 881, 703, 796, -1, 320, 638, 274, 723, 99, 912, 858, 826, 431, 1113, 908, 298, 1078, 437, 
672, 486, 480, 199, 825, 393, 670, 530, 422, 850, 169, 869, 128, 446, 854, 486, 256, 515, 431, 283, 176, 432, 369, 95, 946, 447, 477, 320, -1, 616, 52, 478, 388, 851, 928, 805, 133, 899, 650, 224, 898, 338, 
393, 238, 275, 417, 244, 733, 240, 671, 206, 343, 690, 260, 509, 704, 241, 610, 594, 405, 379, 356, 527, 806, 660, 547, 358, 499, 805, 638, 616, -1, 585, 474, 733, 275, 347, 193, 563, 641, 603, 404, 549, 280, 
671, 442, 472, 173, 787, 437, 625, 561, 399, 835, 220, 841, 81, 401, 825, 513, 290, 463, 380, 241, 123, 479, 406, 111, 907, 463, 521, 274, 52, 585, -1, 491, 348, 829, 889, 776, 161, 908, 669, 185, 899, 312, 
239, 557, 199, 376, 715, 314, 681, 197, 323, 492, 418, 626, 472, 840, 630, 138, 264, 704, 627, 449, 543, 383, 245, 384, 819, 43, 361, 723, 478, 474, 491, -1, 816, 558, 813, 586, 348, 423, 186, 434, 443, 340, 
953, 506, 739, 443, 853, 782, 648, 908, 616, 1052, 551, 986, 344, 90, 961, 856, 639, 399, 369, 410, 273, 817, 755, 457, 960, 794, 865, 99, 388, 733, 348, 816, -1, 1007, 937, 918, 510, 1210, 1000, 396, 1177, 536, 
360, 512, 402, 656, 315, 866, 459, 743, 430, 128, 889, 100, 760, 979, 126, 694, 763, 672, 654, 618, 789, 938, 793, 769, 354, 597, 920, 912, 851, 275, 829, 558, 1007, -1, 363, 126, 771, 514, 609, 658, 389, 517, 
678, 456, 617, 736, 105, 1081, 289, 1010, 548, 491, 1025, 263, 808, 879, 237, 951, 940, 540, 572, 647, 803, 1154, 1007, 873, 24, 841, 1152, 858, 928, 347, 889, 813, 937, 363, -1, 255, 897, 873, 917, 704, 751, 610, 
426, 413, 403, 605, 192, 877, 337, 780, 385, 245, 866, 68, 701, 882, 50, 725, 755, 563, 555, 549, 720, 950, 803, 731, 252, 619, 940, 826, 805, 193, 776, 586, 918, 126, 255, -1, 742, 619, 670, 596, 500, 466, 
554, 486, 380, 175, 792, 285, 664, 399, 358, 754, 127, 802, 187, 558, 792, 352, 129, 558, 470, 287, 260, 337, 246, 55, 912, 315, 372, 431, 133, 563, 161, 348, 510, 771, 897, 742, -1, 771, 517, 233, 778, 287, 
266, 835, 477, 769, 808, 679, 881, 480, 620, 387, 837, 615, 876, 1220, 638, 476, 682, 1007, 949, 810, 940, 730, 629, 804, 867, 460, 684, 1113, 899, 641, 908, 423, 1210, 514, 873, 619, 771, -1, 291, 814, 134, 682, 
248, 726, 347, 562, 828, 388, 830, 190, 490, 510, 562, 695, 656, 1027, 706, 187, 410, 882, 807, 634, 728, 439, 342, 559, 919, 206, 394, 908, 650, 603, 669, 186, 1000, 609, 917, 670, 517, 291, -1, 620, 362, 520, 
557, 263, 344, 67, 602, 503, 447, 564, 234, 679, 350, 663, 105, 409, 645, 504, 336, 326, 238, 59, 134, 563, 449, 188, 722, 421, 591, 298, 224, 404, 185, 434, 396, 658, 704, 596, 233, 814, 620, -1, 782, 147, 
227, 761, 437, 745, 692, 735, 785, 549, 567, 260, 861, 489, 857, 1177, 514, 529, 707, 935, 886, 768, 913, 794, 676, 803, 743, 485, 754, 1078, 898, 549, 899, 443, 1177, 389, 751, 500, 778, 134, 362, 782, -1, 640, 
420, 231, 206, 139, 505, 501, 391, 505, 88, 532, 415, 531, 243, 538, 516, 441, 343, 365, 287, 127, 282, 570, 434, 267, 624, 340, 583, 437, 338, 280, 312, 340, 536, 517, 610, 466, 287, 682, 520, 147, 640, -1]
