613, 383, 594, 428, 458, 777, 518, 362, 528, 398, 618, 1129, 678, 524, 694, 720, 778, 311, -1, 802, 798, 625, 561, 331, 462, 890, 542, 956, 341, 811, 596, 448, 439, 443, 691, 690, 682, 758, 626, 255, 586, 917, 567, 534, 640, 908, 580, 658, 775, 916, 885, 703, 661, 241, 819, 174, 450, 626, 826, 287, 194, 911, 
439, 768, 911, 899, 953, 258, 960, 1030, 937, 794, 366, 487, 695, 791, 587, 466, 482, 530, 802, -1, 713, 668, 679, 599, 1020, 680, 657, 573, 799, 386, 419, 715, 753, 1061, 588, 730, 373, 131, 734, 740, 859, 377, 914, 912, 517, 340, 553, 324, 347, 671, 338, 806, 574, 748, 519, 659, 1146, 584, 534, 841, 869, 677, 
441, 724, 1243, 1160, 565, 465, 1177, 815, 1061, 453, 903, 1197, 1196, 831, 1132, 247, 948, 683, 798, 713, -1, 527, 306, 590, 977, 1294, 979, 890, 543, 550, 830, 957, 1021, 715, 524, 891, 343, 802, 1092, 598, 928, 1059, 994, 1046, 247, 725, 666, 730, 409, 1299, 1008, 945, 309, 686, 1013, 755, 830, 487, 213, 622, 739, 763, 
243, 808, 1102, 872, 503, 534, 779, 836, 609, 499, 681, 1048, 983, 343, 891, 459, 585, 616, 625, 668, 527, -1, 277, 309, 572, 1046, 576, 526, 610, 780, 822, 557, 647, 618, 118, 385, 469, 690, 676, 605, 1042, 972, 1072, 1069, 505, 527, 817, 779, 438, 1064, 942, 429, 630, 687, 649, 632, 743, 745, 555, 645, 694, 358, 
283, 631, 1071, 913, 345, 488, 894, 662, 763, 278, 745, 1133, 1022, 537, 958, 317, 764, 528, 561, 679, 306, 277, -1, 320, 672, 1133, 727, 746, 402, 643, 754, 688, 756, 493, 327, 633, 360, 724, 839, 435, 873, 995, 915, 938, 303, 654, 654, 697, 413, 1147, 952, 676, 407, 533, 829, 557, 618, 537, 397, 460, 551, 604, 
299, 541, 803, 603, 424, 531, 586, 597, 492, 355, 506, 974, 738, 327, 681, 480, 558, 335, 331, 599, 590, 309, 320, -1, 463, 864, 430, 660, 402, 679, 590, 378, 438, 502, 361, 447, 447, 583, 541, 352, 767, 824, 785, 770, 454, 614, 597, 590, 495, 885, 790, 485, 538, 410, 614, 325, 591, 583, 597, 414, 428, 590, 
715, 835, 921, 573, 548, 983, 401, 711, 241, 642, 808, 1291, 910, 301, 881, 924, 779, 697, 462, 1020, 977, 572, 672, 463, -1, 1046, 513, 890, 683, 1138, 962, 408, 442, 509, 666, 500, 905, 972, 561, 647, 1048, 1171, 1026, 981, 897, 970, 996, 1008, 931, 1081, 1152, 460, 973, 683, 814, 593, 544, 1005, 1035, 647, 597, 795, 
920, 988, 625, 637, 1265, 908, 735, 1205, 858, 1150, 393, 500, 272, 913, 197, 1065, 555, 742, 890, 680, 1294, 1046, 1133, 864, 1046, -1, 568, 854, 1109, 961, 606, 646, 606, 1302, 1009, 848, 968, 551, 538, 1003, 995, 426, 989, 914, 1070, 826, 893, 692, 966, 42, 464, 885, 1109, 954, 520, 779, 1335, 1043, 1164, 1098, 1039, 1029, 
568, 817, 719, 438, 817, 742, 340, 903, 328, 775, 366, 800, 520, 351, 430, 806, 325, 544, 542, 657, 979, 576, 727, 430, 513, 568, -1, 571, 787, 911, 662, 118, 169, 849, 581, 330, 740, 567, 113, 701, 965, 722, 958, 898, 815, 638, 833, 715, 729, 599, 719, 351, 897, 702, 340, 520, 904, 901, 926, 773, 725, 629, 
495, 1123, 1205, 1000, 1010, 600, 890, 1255, 771, 960, 603, 717, 937, 590, 790, 710, 314, 845, 956, 573, 890, 526, 746, 660, 890, 854, 571, -1, 1031, 894, 890, 652, 734, 1112, 433, 403, 670, 570, 616, 985, 1291, 799, 1323, 1299, 808, 272, 1023, 845, 546, 862, 796, 470, 930, 1028, 347, 901, 1220, 1013, 791, 1061, 1081, 244, 
566, 288, 830, 759, 314, 681, 843, 283, 799, 143, 771, 1227, 915, 690, 914, 546, 929, 374, 341, 799, 543, 610, 402, 402, 683, 1109, 787, 1031, -1, 665, 642, 714, 734, 369, 672, 845, 545, 809, 891, 111, 543, 1004, 570, 604, 430, 918, 472, 640, 674, 1125, 957, 875, 416, 203, 984, 351, 415, 413, 617, 81, 207, 943, 
548, 608, 969, 1035, 884, 313, 1150, 900, 1129, 685, 641, 817, 886, 970, 835, 375, 829, 523, 811, 386, 550, 780, 643, 679, 1138, 961, 911, 894, 665, -1, 437, 927, 956, 998, 731, 982, 319, 473, 1008, 639, 676, 620, 759, 805, 353, 644, 341, 296, 416, 951, 562, 1052, 317, 649, 875, 665, 1073, 295, 382, 723, 788, 916, 
627, 473, 549, 669, 893, 537, 844, 784, 902, 712, 365, 687, 468, 846, 461, 632, 679, 304, 596, 419, 830, 822, 754, 590, 962, 606, 662, 890, 642, 437, -1, 675, 663, 956, 798, 872, 540, 369, 735, 553, 483, 404, 524, 511, 583, 718, 292, 146, 625, 603, 357, 928, 568, 501, 707, 423, 994, 458, 710, 655, 642, 964, 
575, 758, 689, 375, 732, 772, 264, 808, 244, 705, 431, 901, 551, 301, 489, 806, 431, 509, 448, 715, 957, 557, 688, 378, 408, 646, 118, 652, 714, 927, 675, -1, 98, 750, 586, 355, 747, 633, 191, 630, 919, 795, 907, 846, 799, 709, 815, 734, 755, 679, 786, 361, 876, 632, 454, 457, 797, 878, 927, 693, 636, 672, 
651, 747, 609, 282, 776, 828, 206, 800, 276, 743, 438, 913, 488, 390, 448, 867, 488, 510, 439, 753, 1021, 647, 756, 438, 442, 606, 169, 734, 734, 956, 663, 98, -1, 781, 676, 450, 803, 661, 202, 642, 888, 791, 867, 797, 849, 781, 816, 740, 822, 642, 785, 451, 915, 629, 502, 446, 812, 898, 988, 704, 632, 768, 
714, 620, 1025, 831, 154, 931, 816, 385, 716, 317, 980, 1467, 1114, 627, 1108, 776, 1047, 655, 443, 1061, 715, 618, 493, 502, 509, 1302, 849, 1112, 369, 998, 956, 750, 781, -1, 724, 828, 796, 1061, 940, 422, 863, 1281, 862, 872, 698, 1082, 835, 967, 882, 1327, 1242, 827, 728, 497, 1101, 572, 138, 771, 850, 345, 378, 969, 
188, 845, 1122, 911, 603, 457, 827, 914, 669, 570, 642, 963, 972, 407, 866, 418, 526, 632, 691, 588, 524, 118, 327, 361, 666, 1009, 581, 433, 672, 731, 798, 586, 676, 724, -1, 389, 421, 620, 678, 660, 1064, 908, 1101, 1099, 491, 416, 811, 742, 355, 1023, 878, 449, 623, 736, 590, 671, 848, 742, 511, 713, 764, 279, 
486, 971, 1029, 729, 768, 730, 554, 1008, 385, 776, 588, 937, 839, 215, 729, 757, 373, 713, 690, 730, 891, 385, 633, 447, 500, 848, 330, 403, 845, 982, 872, 355, 450, 828, 389, -1, 723, 690, 383, 795, 1169, 919, 1177, 1138, 803, 558, 982, 875, 667, 873, 910, 79, 918, 839, 411, 701, 919, 984, 867, 850, 841, 362, 
246, 623, 1008, 950, 663, 150, 990, 821, 913, 502, 584, 859, 899, 709, 820, 100, 665, 468, 682, 373, 343, 469, 360, 447, 905, 968, 740, 670, 545, 319, 540, 747, 803, 796, 421, 723, -1, 459, 847, 534, 794, 718, 858, 887, 163, 461, 476, 432, 154, 969, 669, 792, 268, 588, 725, 581, 898, 379, 200, 610, 687, 633, 
482, 757, 813, 798, 968, 368, 866, 1017, 866, 816, 246, 424, 571, 754, 457, 557, 409, 496, 758, 131, 802, 690, 724, 583, 972, 551, 567, 570, 809, 473, 369, 633, 661, 1061, 620, 690, 459, -1, 635, 735, 837, 291, 881, 863, 592, 386, 566, 320, 443, 543, 260, 762, 646, 730, 438, 613, 1137, 634, 639, 839, 847, 697, 
676, 908, 736, 443, 917, 840, 318, 989, 343, 883, 422, 812, 518, 426, 430, 916, 358, 639, 626, 734, 1092, 676, 839, 541, 561, 538, 113, 616, 891, 1008, 735, 191, 202, 940, 678, 383, 847, 635, -1, 802, 1041, 757, 1028, 959, 926, 709, 926, 797, 831, 573, 762, 389, 1007, 796, 353, 610, 987, 1005, 1035, 873, 814, 695, 
544, 230, 723, 657, 379, 656, 759, 296, 736, 218, 676, 1145, 804, 647, 807, 554, 855, 273, 255, 740, 598, 605, 435, 352, 647, 1003, 701, 985, 111, 639, 553, 630, 642, 422, 660, 795, 534, 735, 802, -1, 487, 916, 506, 526, 445, 876, 420, 568, 659, 1019, 872, 826, 436, 107, 906, 240, 457, 406, 639, 106, 158, 921, 
903, 258, 568, 774, 851, 867, 1003, 532, 1078, 679, 794, 1165, 764, 1057, 834, 843, 1093, 460, 586, 859, 928, 1042, 873, 767, 1048, 995, 965, 1291, 543, 676, 483, 919, 888, 863, 1064, 1169, 794, 837, 1041, 487, -1, 871, 96, 193, 726, 1130, 341, 546, 933, 1000, 827, 1207, 642, 397, 1127, 482, 845, 477, 898, 528, 504, 1299, 
769, 874, 766, 857, 1205, 627, 978, 1168, 1038, 1042, 365, 302, 498, 985, 416, 818, 589, 650, 917, 377, 1059, 972, 995, 824, 1171, 426, 722, 799, 1004, 620, 404, 795, 791, 1281, 908, 919, 718, 291, 757, 916, 871, -1, 906, 876, 833, 641, 664, 410, 720, 398, 58, 983, 854, 881, 587, 759, 1336, 790, 886, 1022, 1009, 965, 
947, 289, 510, 726, 865, 933, 965, 515, 1056, 709, 812, 1200, 744, 1058, 829, 909, 1111, 485, 567, 914, 994, 1072, 915, 785, 1026, 989, 958, 1323, 570, 759, 524, 907, 867, 862, 1101, 1177, 858, 881, 1028, 506, 96, 906, -1, 112, 793, 1177, 420, 605, 995, 997, 866, 1210, 717, 408, 1143, 480, 830, 559, 971, 541, 494, 1332, 
952, 334, 401, 634, 884, 954, 885, 537, 995, 739, 766, 1166, 659, 1021, 756, 945, 1068, 472, 534, 912, 1046, 1069, 938, 770, 981, 914, 898, 1299, 604, 805, 511, 846, 797, 872, 1099, 1138, 887, 863, 959, 526, 193, 876, 112, -1, 836, 1169, 468, 614, 1014, 925, 841, 1167, 775, 420, 1095, 450, 836, 623, 1018, 566, 497, 1318, 
334, 537, 1015, 967, 564, 308, 1022, 710, 945, 388, 686, 1003, 963, 747, 906, 135, 793, 459, 640, 517, 247, 505, 303, 454, 897, 1070, 815, 808, 430, 353, 583, 799, 849, 698, 491, 803, 163, 592, 926, 445, 726, 833, 793, 836, -1, 618, 437, 487, 303, 1073, 780, 863, 134, 511, 855, 556, 796, 288, 196, 504, 601, 739, 
378, 981, 1134, 1008, 962, 355, 970, 1167, 880, 861, 519, 606, 886, 684, 747, 512, 379, 721, 908, 340, 725, 527, 654, 614, 970, 826, 638, 272, 918, 644, 718, 709, 781, 1082, 416, 558, 461, 386, 709, 876, 1130, 641, 1177, 1169, 618, -1, 827, 640, 330, 825, 623, 637, 728, 916, 426, 815, 1190, 807, 580, 962, 999, 381, 
630, 298, 698, 812, 764, 536, 982, 631, 1006, 559, 604, 934, 728, 912, 734, 535, 873, 314, 580, 553, 666, 817, 654, 597, 996, 893, 833, 1023, 472, 341, 292, 815, 816, 835, 811, 982, 476, 566, 926, 420, 341, 664, 420, 468, 437, 827, -1, 264, 613, 893, 609, 1037, 363, 383, 915, 430, 871, 201, 586, 503, 533, 1035, 
561, 510, 694, 785, 883, 417, 932, 825, 959, 692, 407, 670, 593, 862, 558, 523, 680, 347, 658, 324, 730, 779, 697, 590, 1008, 692, 715, 845, 640, 296, 146, 734, 740, 967, 742, 875, 432, 320, 797, 568, 546, 410, 605, 614, 487, 640, 264, -1, 517, 685, 354, 939, 472, 540, 715, 488, 1020, 383, 589, 670, 685, 911, 
218, 764, 1093, 1005, 746, 120, 1012, 949, 918, 613, 590, 806, 937, 696, 836, 184, 597, 573, 775, 347, 409, 438, 413, 495, 931, 966, 729, 546, 674, 416, 625, 755, 822, 882, 355, 667, 154, 443, 831, 659, 933, 720, 995, 1014, 303, 330, 613, 517, -1, 966, 679, 741, 416, 715, 657, 680, 994, 531, 255, 735, 805, 516, 
930, 999, 644, 673, 1287, 905, 775, 1226, 894, 1166, 403, 470, 294, 941, 221, 1068, 569, 756, 916, 671, 1299, 1064, 1147, 885, 1081, 42, 599, 862, 1125, 951, 603, 679, 642, 1327, 1023, 873, 969, 543, 573, 1019, 1000, 398, 997, 925, 1073, 825, 893, 685, 966, -1, 440, 912, 1110, 970, 534, 799, 1361, 1043, 1163, 1116, 1060, 1042, 
732, 827, 757, 850, 1163, 581, 976, 1126, 1030, 995, 355, 344, 508, 968, 431, 769, 593, 609, 885, 338, 1008, 942, 952, 790, 1152, 464, 719, 796, 957, 562, 357, 786, 785, 1242, 878, 910, 669, 260, 762, 872, 827, 58, 866, 841, 780, 623, 609, 354, 679, 440, -1, 976, 798, 837, 598, 723, 1298, 733, 836, 978, 968, 949, 
553, 1006, 1048, 727, 779, 805, 526, 1021, 341, 806, 644, 1002, 870, 203, 767, 823, 435, 757, 703, 806, 945, 429, 676, 485, 460, 885, 351, 470, 875, 1052, 928, 361, 451, 827, 449, 79, 792, 762, 389, 826, 1207, 983, 1210, 1167, 863, 637, 1037, 939, 741, 912, 976, -1, 977, 870, 467, 732, 913, 1041, 934, 874, 859, 419, 
462, 477, 1000, 998, 606, 392, 1084, 677, 1028, 411, 741, 1052, 983, 850, 944, 255, 891, 467, 661, 574, 309, 630, 407, 538, 973, 1109, 897, 930, 416, 317, 568, 876, 915, 728, 623, 918, 268, 646, 1007, 436, 642, 854, 717, 775, 134, 728, 363, 472, 416, 1110, 798, 977, -1, 488, 950, 568, 810, 179, 270, 491, 591, 872, 
610, 154, 628, 603, 476, 697, 742, 290, 752, 325, 655, 1126, 738, 696, 760, 621, 868, 239, 241, 748, 686, 687, 533, 410, 683, 954, 702, 1028, 203, 649, 501, 632, 629, 497, 736, 839, 588, 730, 796, 107, 397, 881, 408, 420, 511, 916, 383, 540, 715, 970, 837, 870, 488, -1, 914, 193, 509, 418, 707, 173, 152, 986, 
578, 1002, 920, 736, 1030, 660, 666, 1159, 634, 957, 350, 544, 619, 565, 468, 799, 66, 704, 819, 519, 1013, 649, 829, 614, 814, 520, 340, 347, 984, 875, 707, 454, 502, 1101, 590, 411, 725, 438, 353, 906, 1127, 587, 1143, 1095, 855, 426, 915, 715, 657, 534, 598, 467, 950, 914, -1, 746, 1179, 973, 903, 994, 975, 527, 
553, 301, 519, 441, 550, 660, 578, 439, 608, 425, 491, 988, 570, 578, 582, 636, 705, 146, 174, 659, 755, 632, 557, 325, 593, 779, 520, 901, 351, 665, 423, 457, 446, 572, 671, 701, 581, 613, 610, 240, 482, 759, 480, 450, 556, 815, 430, 488, 680, 799, 723, 732, 568, 193, 746, -1, 594, 508, 741, 323, 264, 888, 
827, 621, 997, 817, 285, 1033, 824, 327, 753, 408, 1037, 1537, 1127, 710, 1139, 885, 1129, 695, 450, 1146, 830, 743, 618, 591, 544, 1335, 904, 1220, 415, 1073, 994, 797, 812, 138, 848, 919, 898, 1137, 987, 457, 845, 1336, 830, 836, 796, 1190, 871, 1020, 994, 1361, 1298, 913, 810, 509, 1179, 594, -1, 828, 960, 369, 368, 1090, 
566, 359, 875, 934, 676, 475, 1065, 627, 1047, 466, 708, 1028, 894, 908, 879, 404, 921, 400, 626, 584, 487, 745, 537, 583, 1005, 1043, 901, 1013, 413, 295, 458, 878, 898, 771, 742, 984, 379, 634, 1005, 406, 477, 790, 559, 623, 288, 807, 201, 383, 531, 1043, 733, 1041, 179, 418, 973, 508, 828, -1, 432, 471, 548, 986, 
383, 727, 1185, 1133, 704, 281, 1168, 898, 1072, 556, 783, 1013, 1096, 848, 1019, 121, 841, 636, 826, 534, 213, 555, 397, 597, 1035, 1164, 926, 791, 617, 382, 710, 927, 988, 850, 511, 867, 200, 639, 1035, 639, 898, 886, 971, 1018, 196, 580, 586, 589, 255, 1163, 836, 934, 270, 707, 903, 741, 960, 432, -1, 694, 794, 718, 
614, 277, 785, 708, 324, 741, 799, 214, 767, 198, 777, 1250, 892, 685, 902, 617, 942, 377, 287, 841, 622, 645, 460, 414, 647, 1098, 773, 1061, 81, 723, 655, 693, 704, 345, 713, 850, 610, 839, 873, 106, 528, 1022, 541, 566, 504, 962, 503, 670, 735, 1116, 978, 874, 491, 173, 994, 323, 369, 471, 694, -1, 130, 979, 
670, 276, 683, 598, 397, 805, 708, 183, 706, 310, 750, 1242, 817, 669, 842, 708, 929, 361, 194, 869, 739, 694, 551, 428, 597, 1039, 725, 1081, 207, 788, 642, 636, 632, 378, 764, 841, 687, 847, 814, 158, 504, 1009, 494, 497, 601, 999, 533, 685, 805, 1060, 968, 859, 591, 152, 975, 264, 368, 548, 794, 130, -1, 1015, 
421, 1095, 1275, 1038, 860, 609, 905, 1173, 737, 846, 723, 931, 1060, 502, 928, 641, 478, 849, 911, 677, 763, 358, 604, 590, 795, 1029, 629, 244, 943, 916, 964, 672, 768, 969, 279, 362, 633, 697, 695, 921, 1299, 965, 1332, 1318, 739, 381, 1035, 911, 516, 1042, 949, 419, 872, 986, 527, 888, 1090, 986, 718, 979, 1015, -1]
