81
0, 836, 0, 0, 0, 4068, 683, 0, 643, 166, 1169, 912, 0, 662, 0, 0, 0, 0, 0, 576, 0, 0, 0, 0, 0, -1, 0, 746, 0, 513, 781, 0, 0, 750, 670, 0, 0, 497, 281, 512, 0, 942, 780, 809, 623, 0, 0, 822, 0, 610, 0, 0, 0, 605, 657, 0, 974, 246, 952, 0, 0, 0, 520, 0, 0, 0, 0, 0, 873, 0, 611, 722, 497, 0, 771, 0, 750, 512, 0, 664, 0, 
957, 2024, 609, 0, 0, 0, 884, 660, 584, 0, 0, 0, 0, 567, 665, 819, 650, 518, 715, 0, 770, 678, 0, 0, 910, 0, -1, 0, 815, 696, 0, 637, 1011, 0, 884, 1063, 0, 636, 352, 576, 760, 0, 0, 0, 553, 720, 131, 692, 0, 0, 0, 0, 713, 735, 0, 0, 0, 292, 0, 709, 541, 900, 516, 475, 0, 951, 0, 549, 1042, 0, 0, 0, 0, 796, 631, 715, 540, 412, 862, 601, 1190, 
442, 1518, 880, 0, 371, 698, 0, 605, 0, 687, 0, 0, 863, 0, 0, 0, 695, 0, 0, 949, 0, 537, 0, 679, 0, 746, 0, -1, 0, 585, 0, 1119, 413, 0, 390, 0, 0, 316, 612, 0, 600, 342, 464, 0, 794, 0, 901, 778, 0, 209, 1008, 539, 677, 495, 237, 577, 0, 749, 0, 619, 0, 0, 564, 980, 0, 0, 0, 0, 0, 538, 896, 739, 0, 0, 0, 848, 782, 0, 0, 735, 0, 
703, 2166, 0, 0, 0, 0, 1081, 0, 0, 0, 0, 0, 927, 1110, 0, 0, 627, 0, 1208, 0, 0, 725, 774, 797, 1320, 0, 815, 0, -1, 1064, 1041, 1189, 681, 0, 820, 0, 995, 649, 565, 914, 848, 0, 1081, 1023, 0, 0, 0, 1207, 0, 804, 1240, 0, 0, 687, 0, 0, 0, 561, 0, 0, 0, 0, 1030, 0, 684, 0, 1054, 0, 0, 352, 1032, 878, 792, 1175, 0, 0, 981, 0, 0, 0, 1279, 
739, 1992, 1005, 1005, 786, 0, 0, 0, 823, 429, 1099, 1111, 0, 889, 0, 1000, 0, 961, 674, 0, 0, 881, 652, 0, 789, 513, 696, 585, 1064, -1, 0, 0, 0, 897, 488, 775, 0, 0, 0, 371, 419, 0, 489, 910, 0, 0, 0, 776, 636, 431, 716, 709, 0, 0, 0, 412, 0, 691, 0, 615, 501, 0, 0, 745, 0, 0, 799, 0, 0, 883, 0, 0, 725, 0, 751, 417, 0, 569, 0, 0, 0, 
914, 2807, 355, 114, 898, 408, 1243, 0, 0, 898, 1148, 0, 911, 307, 436, 429, 596, 906, 0, 0, 0, 709, 0, 0, 746, 781, 0, 0, 1041, 0, -1, 0, 1120, 0, 1150, 0, 741, 731, 0, 689, 1168, 0, 824, 366, 1015, 469, 0, 599, 0, 0, 545, 838, 1067, 0, 0, 0, 0, 820, 0, 959, 1066, 1128, 761, 0, 869, 1011, 410, 792, 0, 949, 422, 0, 388, 443, 942, 0, 770, 0, 0, 0, 783, 
0, 0, 761, 0, 0, 1800, 1143, 714, 1050, 766, 0, 0, 0, 0, 0, 0, 956, 1086, 1107, 0, 0, 1037, 1276, 0, 0, 0, 637, 1119, 1189, 0, 0, -1, 0, 964, 0, 0, 1060, 0, 691, 769, 0, 0, 0, 0, 953, 873, 746, 809, 785, 0, 353, 0, 0, 794, 0, 0, 0, 796, 938, 1052, 0, 1136, 772, 0, 738, 0, 765, 975, 0, 0, 554, 0, 470, 0, 0, 0, 980, 655, 913, 1107, 1237, 
0, 927, 0, 0, 3495, 0, 697, 728, 719, 776, 908, 1199, 1027, 0, 931, 0, 855, 0, 1088, 1017, 773, 795, 381, 0, 1103, 0, 1011, 413, 681, 0, 1120, 0, -1, 0, 350, 0, 848, 431, 0, 692, 0, 0, 0, 1063, 0, 882, 0, 0, 876, 0, 0, 857, 0, 0, 587, 630, 868, 0, 0, 0, 881, 992, 0, 0, 0, 0, 0, 0, 731, 0, 1144, 787, 836, 1014, 1068, 900, 0, 1158, 1315, 807, 0, 
0, 0, 523, 1500, 0, 601, 1035, 832, 0, 0, 0, 0, 0, 0, 0, 0, 281, 0, 985, 1004, 920, 0, 719, 0, 833, 750, 0, 0, 0, 897, 0, 964, 0, -1, 795, 0, 0, 0, 0, 592, 0, 0, 706, 0, 0, 0, 0, 0, 945, 0, 0, 0, 956, 340, 458, 615, 617, 674, 505, 0, 0, 0, 759, 0, 741, 417, 537, 0, 891, 0, 0, 0, 0, 0, 0, 0, 726, 0, 800, 533, 700, 
504, 0, 0, 1165, 1247, 0, 0, 521, 723, 572, 0, 0, 819, 1172, 0, 1017, 939, 0, 0, 0, 510, 0, 0, 895, 0, 670, 884, 390, 820, 488, 1150, 0, 350, 795, -1, 0, 0, 0, 660, 0, 0, 573, 592, 0, 0, 0, 903, 0, 841, 0, 0, 0, 805, 0, 543, 555, 873, 715, 0, 801, 651, 738, 680, 970, 0, 0, 0, 654, 0, 593, 1065, 0, 0, 0, 900, 750, 0, 0, 1299, 0, 0, 
0, 0, 857, 0, 0, 1513, 971, 738, 0, 0, 0, 1209, 1137, 937, 0, 0, 851, 0, 0, 0, 0, 759, 0, 0, 514, 0, 1063, 0, 0, 775, 0, 0, 0, 0, 0, -1, 542, 617, 0, 0, 1025, 741, 343, 678, 1036, 810, 1167, 0, 0, 703, 913, 0, 953, 571, 0, 706, 847, 0, 258, 817, 1172, 0, 713, 0, 977, 0, 497, 759, 458, 0, 888, 587, 755, 426, 943, 0, 0, 0, 0, 0, 580, 
772, 0, 0, 801, 2147, 653, 0, 818, 0, 0, 0, 696, 0, 0, 0, 0, 0, 668, 0, 1068, 0, 0, 706, 0, 411, 0, 0, 0, 995, 0, 741, 1060, 848, 0, 0, 542, -1, 0, 0, 457, 965, 0, 658, 434, 766, 620, 0, 0, 0, 0, 867, 0, 609, 642, 0, 0, 0, 0, 545, 494, 1082, 0, 538, 1008, 934, 753, 364, 360, 804, 0, 661, 0, 0, 499, 520, 0, 0, 843, 570, 0, 501, 
347, 0, 1438937, 741, 381, 0, 0, 465, 0, 499, 0, 0, 700, 0, 619, 0, 0, 744, 0, 0, 637, 0, 0, 666, 770, 497, 636, 316, 649, 0, 731, 0, 431, 0, 0, 617, 0, -1, 335, 0, 540, 0, 448, 670, 0, 0, 694, 0, 708, 304, 818, 0, 0, 0, 0, 0, 684, 0, 569, 0, 677, 768, 509, 0, 0, 464, 590, 0, 602, 0, 715, 0, 478, 0, 747, 637, 0, 777, 0, 608, 0, 
0, 0, 0, 633, 2173, 0, 0, 0, 429, 0, 0, 0, 0, 623, 0, 0, 478, 0, 0, 0, 0, 526, 0, 0, 0, 281, 352, 612, 565, 0, 0, 691, 0, 0, 660, 0, 0, 335, -1, 445, 0, 0, 712, 626, 0, 513, 0, 731, 866, 548, 0, 0, 0, 0, 0, 0, 0, 0, 764, 0, 557, 0, 0, 0, 0, 629, 631, 459, 0, 522, 0, 557, 0, 709, 722, 635, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 535, 0, 0, 364, 0, 1899, 810, 0, 598, 714, 739, 659, 651, 0, 0, 0, 0, 0, 0, 636, 0, 512, 576, 0, 914, 371, 689, 769, 692, 592, 0, 0, 457, 0, 445, -1, 0, 0, 0, 564, 539, 0, 666, 0, 687, 363, 613, 0, 0, 0, 304, 0, 672, 600, 591, 0, 0, 511, 0, 0, 0, 750, 0, 0, 0, 0, 564, 603, 547, 464, 542, 578, 0, 0, 0, 0, 854, 
0, 0, 0, 1187, 0, 910, 0, 460, 0, 0, 1124, 0, 2322, 0, 1077, 1121, 0, 944, 0, 787, 0, 925, 484, 0, 0, 0, 760, 600, 848, 419, 1168, 0, 0, 0, 0, 1025, 965, 540, 0, 0, -1, 742, 0, 0, 724, 0, 761, 1059, 0, 397, 0, 772, 786, 0, 667, 536, 1001, 0, 0, 812, 400, 757, 652, 0, 0, 0, 0, 702, 759, 723, 0, 0, 857, 0, 0, 0, 998, 0, 0, 850, 1396, 
779, 1890, 1039, 1214, 0, 933, 646, 785, 655, 0, 507, 0, 948, 1245, 0, 952, 883, 0, 0, 1158, 0, 659, 0, 0, 717, 942, 0, 342, 0, 0, 0, 0, 0, 0, 573, 741, 0, 0, 0, 0, 742, -1, 682, 0, 0, 0, 0, 806, 1077, 0, 1132, 542, 0, 0, 0, 846, 505, 0, 853, 500, 0, 500, 615, 1220, 939, 0, 0, 0, 0, 834, 1017, 1037, 0, 0, 618, 1060, 0, 958, 0, 892, 0, 
498, 1921, 931, 858, 0, 0, 681, 443, 846, 0, 960, 1220, 0, 0, 0, 0, 889, 1096, 894, 660, 818, 803, 0, 0, 0, 780, 0, 464, 1081, 489, 824, 0, 0, 706, 592, 343, 658, 448, 712, 0, 0, 682, -1, 792, 898, 864, 1022, 753, 409, 492, 0, 0, 873, 0, 0, 463, 0, 903, 0, 0, 895, 0, 585, 859, 718, 804, 624, 0, 187, 0, 878, 0, 657, 544, 914, 0, 0, 0, 0, 0, 878, 
0, 0, 229, 1114, 0, 0, 1152, 863, 614, 872, 0, 726, 0, 543, 0, 360, 0, 0, 0, 955, 0, 0, 1007, 614, 501, 809, 0, 0, 1023, 910, 366, 0, 1063, 0, 0, 678, 434, 670, 626, 564, 0, 0, 792, -1, 839, 447, 777, 341, 996, 0, 0, 0, 811, 0, 590, 0, 682, 0, 0, 0, 1084, 0, 0, 0, 921, 927, 189, 0, 948, 909, 0, 0, 0, 361, 0, 0, 0, 750, 276, 783, 564, 
0, 705, 1443371, 1092, 0, 0, 669, 0, 0, 0, 1018, 747, 401, 0, 1070, 1068, 936, 662, 267, 0, 0, 803, 0, 660, 749, 623, 553, 794, 0, 0, 1015, 953, 0, 0, 0, 1036, 766, 0, 0, 539, 724, 0, 898, 839, -1, 1058, 588, 0, 0, 680, 0, 484, 0, 959, 659, 0, 0, 0, 0, 0, 665, 463, 0, 898, 0, 1128, 815, 0, 946, 1087, 660, 1085, 0, 0, 0, 832, 555, 329, 944, 890, 1225, 
0, 0, 338, 0, 0, 1029, 1202, 0, 518, 0, 881, 811, 935, 0, 144, 215, 217, 0, 0, 0, 1068, 424, 0, 0, 0, 0, 720, 0, 0, 0, 469, 873, 882, 0, 0, 810, 620, 0, 513, 0, 0, 0, 864, 447, 1058, -1, 0, 0, 1042, 0, 878, 0, 0, 489, 627, 707, 0, 696, 0, 0, 1069, 0, 826, 0, 0, 647, 0, 637, 1048, 0, 0, 497, 0, 0, 903, 1002, 0, 982, 687, 569, 721, 
1007, 2134, 693, 0, 0, 0, 0, 0, 595, 391, 1158, 0, 0, 684, 0, 0, 693, 495, 757, 847, 773, 0, 922, 0, 0, 0, 131, 901, 0, 0, 0, 746, 0, 0, 903, 1167, 0, 694, 0, 666, 761, 0, 1022, 777, 588, 0, -1, 801, 1152, 0, 670, 583, 747, 0, 0, 650, 929, 0, 0, 0, 530, 962, 604, 0, 539, 0, 837, 593, 0, 0, 525, 905, 660, 0, 672, 798, 584, 0, 0, 566, 0, 
0, 690, 1442835, 703, 0, 0, 0, 0, 719, 0, 0, 0, 0, 0, 800, 0, 700, 0, 0, 909, 852, 597, 0, 0, 274, 822, 692, 778, 1207, 776, 599, 809, 0, 0, 0, 0, 0, 0, 731, 0, 1059, 806, 753, 341, 0, 0, 801, -1, 0, 0, 526, 0, 0, 793, 592, 772, 711, 867, 701, 461, 0, 665, 0, 868, 954, 0, 0, 531, 861, 0, 396, 796, 0, 349, 0, 0, 0, 0, 363, 933, 695, 
0, 1319, 0, 887, 0, 0, 878, 0, 0, 2597, 0, 0, 1084, 0, 0, 965, 1128, 1362, 1186, 472, 1128, 1112, 1020, 1294, 927, 0, 0, 0, 0, 636, 0, 785, 876, 945, 841, 0, 0, 708, 866, 687, 0, 1077, 409, 996, 0, 1042, 1152, 0, -1, 815, 0, 0, 1177, 0, 0, 0, 0, 0, 674, 1078, 0, 0, 824, 0, 0, 0, 847, 1024, 383, 1006, 1007, 585, 0, 0, 0, 463, 1246, 995, 0, 1285, 1150, 
0, 0, 930, 0, 431, 0, 413, 471, 0, 1442023, 760, 943, 0, 0, 0, 0, 766, 798, 0, 0, 400, 628, 242, 700, 798, 610, 0, 209, 804, 431, 0, 0, 0, 0, 0, 703, 0, 304, 548, 363, 397, 0, 492, 0, 680, 0, 0, 0, 815, -1, 0, 0, 0, 0, 0, 491, 0, 0, 0, 592, 674, 0, 491, 0, 553, 578, 0, 436, 0, 569, 0, 782, 0, 791, 0, 0, 0, 800, 0, 728, 0, 
1097, 2175, 673, 630, 0, 0, 0, 655, 0, 0, 0, 1024, 632, 330, 838, 861, 0, 0, 0, 0, 1026, 905, 0, 0, 711, 0, 0, 1008, 1240, 716, 545, 353, 0, 0, 0, 913, 867, 818, 0, 613, 0, 1132, 0, 0, 0, 878, 670, 526, 0, 0, -1, 0, 0, 830, 861, 0, 1117, 0, 900, 0, 0, 0, 0, 0, 0, 1241, 606, 0, 0, 1161, 359, 0, 0, 0, 0, 0, 0, 0, 706, 1054, 0, 
857, 2055, 620, 0, 406, 785, 800, 745, 306, 606, 0, 0, 583, 877, 752, 712, 525, 0, 0, 1025, 477, 0, 0, 225, 0, 0, 0, 539, 0, 709, 838, 0, 857, 0, 0, 0, 0, 0, 0, 0, 772, 542, 0, 0, 484, 0, 583, 0, 0, 0, 0, -1, 371, 722, 322, 713, 0, 578, 0, 353, 827, 630, 0, 901, 761, 767, 0, 121, 936, 0, 0, 0, 785, 0, 0, 0, 0, 626, 731, 531, 0, 
1062, 2145, 0, 0, 707, 936, 0, 0, 661, 681, 0, 666, 0, 1042, 1084, 0, 888, 0, 0, 0, 374, 695, 721, 0, 652, 0, 713, 677, 0, 0, 1067, 0, 0, 956, 805, 953, 609, 0, 0, 0, 786, 0, 873, 811, 0, 0, 747, 0, 1177, 0, 0, 371, -1, 959, 0, 0, 633, 791, 1040, 154, 852, 370, 0, 1065, 0, 0, 0, 427, 0, 0, 749, 0, 0, 0, 213, 986, 497, 0, 900, 865, 1085, 
0, 0, 0, 595, 2005, 403, 0, 573, 603, 0, 927, 0, 854, 0, 516, 482, 556, 0, 0, 0, 0, 0, 0, 815, 823, 605, 735, 495, 687, 0, 0, 794, 0, 340, 0, 571, 642, 0, 0, 0, 0, 0, 0, 0, 959, 489, 0, 793, 0, 0, 830, 722, 959, -1, 0, 340, 0, 640, 0, 877, 820, 0, 666, 0, 0, 506, 569, 610, 0, 0, 740, 282, 356, 602, 0, 652, 859, 900, 0, 713, 850, 
0, 0, 676, 1102, 275, 0, 0, 617, 0, 617, 538, 716, 0, 900, 707, 0, 517, 0, 0, 929, 501, 335, 423, 466, 0, 657, 0, 237, 0, 0, 0, 0, 587, 458, 543, 0, 0, 0, 0, 304, 667, 0, 0, 590, 659, 627, 0, 592, 0, 0, 861, 322, 0, 0, -1, 560, 405, 631, 0, 476, 0, 0, 0, 0, 678, 551, 517, 0, 693, 0, 693, 698, 683, 0, 521, 0, 0, 761, 0, 0, 765, 
