0, 0, 0, 936, 611, 0, 0, 884, 126, 0, 946, 380, 0, 0, 0, 0, 0, -1, 798, 0, 0, 0, 0, 0, 190, 761, 387, 0, 511, 0, 365, 578, 0, 663, 352, 762, 3, 376, 161, 820, 247, 0, 27, 641, 0, 577, 325, 762, 0, 218, 
923, 0, 0, 0, 0, 0, 0, 411, 641, 0, 749, 0, 0, 183, 839, 0, 0, 290, -1, 459, 923, 0, 1, 0, 759, 0, 0, 0, 0, 551, 0, 506, 77, 200, 205, 629, 0, 510, 0, 219, 816, 0, 0, 0, 703, 380, 590, 0, 0, 710, 
940, 961, 0, 0, 65, 546, 0, 0, 90, 0, 426, 792, 0, 950, 0, 0, 0, 77, 0, -1, 0, 0, 262, 284, 0, 0, 827, 727, 0, 0, 0, 580, 24, 865, 0, 0, 0, 0, 931, 537, 102, 0, 553, 0, 0, 0, 0, 0, 0, 0, 
95, 62, 0, 689, 0, 0, 0, 860, 870, 0, 0, 691, 364, 839, 0, 0, 0, 814, 0, 0, -1, 955, 0, 569, 250, 74, 0, 733, 699, 126, 0, 0, 0, 0, 650, 94, 462, 740, 663, 0, 0, 360, 857, 722, 0, 939, 0, 918, 0, 422, 
371, 716, 534, 0, 0, 214, 749, 0, 494, 0, 614, 0, 788, 0, 0, 0, 0, 0, 864, 0, 245, -1, 931, 766, 0, 0, 524, 0, 0, 290, 0, 642, 0, 0, 0, 785, 262, 12, 552, 0, 976, 0, 0, 0, 0, 111, 663, 673, 191, 279, 
909, 0, 987, 0, 889, 858, 0, 550, 0, 561, 933, 598, 922, 0, 96, 0, 0, 121, 0, 0, 0, 0, -1, 923, 572, 967, 699, 662, 428, 0, 0, 0, 0, 242, 585, 0, 211, 709, 262, 973, 0, 0, 0, 0, 531, 329, 317, 0, 0, 0, 
676, 396, 380, 251, 936, 0, 0, 0, 0, 916, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 383, -1, 0, 228, 71, 475, 212, 362, 0, 0, 0, 945, 388, 0, 788, 0, 0, 695, 169, 506, 0, 20, 938, 0, 948, 799, 814, 347, 
142, 0, 0, 0, 0, 0, 554, 0, 668, 879, 95, 47, 0, 0, 0, 821, 889, 0, 0, 340, 0, 0, 0, 361, -1, 957, 0, 929, 0, 0, 571, 0, 797, 0, 0, 0, 0, 955, 0, 176, 512, 46, 0, 0, 665, 0, 0, 0, 0, 295, 
0, 0, 531, 993, 0, 0, 0, 0, 0, 801, 107, 0, 615, 0, 0, 703, 105, 0, 0, 0, 193, 0, 341, 72, 648, -1, 998, 0, 663, 0, 917, 678, 321, 186, 0, 0, 734, 0, 0, 0, 0, 0, 0, 0, 954, 206, 843, 0, 0, 12, 
82, 150, 0, 0, 0, 0, 397, 0, 279, 0, 346, 784, 54, 387, 407, 193, 0, 0, 0, 700, 0, 0, 917, 0, 518, 0, -1, 765, 0, 0, 318, 588, 0, 938, 639, 149, 0, 908, 0, 355, 0, 0, 0, 0, 814, 790, 0, 0, 0, 0, 
0, 633, 0, 440, 986, 0, 688, 409, 0, 955, 751, 891, 0, 714, 741, 74, 0, 866, 0, 0, 318, 593, 0, 180, 0, 0, 0, -1, 0, 289, 0, 0, 0, 28, 197, 254, 138, 294, 214, 356, 313, 0, 251, 468, 889, 693, 0, 0, 0, 0, 
409, 65, 366, 905, 742, 318, 691, 0, 0, 0, 0, 0, 951, 0, 0, 402, 87, 0, 514, 128, 924, 151, 0, 624, 554, 0, 0, 486, -1, 886, 0, 0, 875, 0, 953, 0, 0, 0, 938, 0, 0, 0, 0, 524, 0, 185, 0, 330, 972, 32, 
103, 635, 0, 0, 68, 699, 0, 628, 606, 0, 0, 0, 0, 60, 0, 0, 426, 505, 0, 509, 432, 365, 0, 0, 26, 138, 923, 0, 0, -1, 292, 710, 549, 0, 0, 0, 741, 776, 844, 358, 240, 377, 956, 563, 629, 989, 0, 350, 0, 751, 
0, 0, 0, 0, 187, 206, 0, 0, 426, 0, 0, 649, 0, 0, 849, 0, 227, 197, 911, 750, 0, 0, 769, 0, 0, 771, 0, 0, 0, 0, -1, 675, 128, 0, 0, 570, 0, 259, 0, 0, 68, 785, 0, 525, 782, 0, 795, 0, 774, 0, 
860, 0, 491, 0, 964, 59, 544, 120, 0, 948, 0, 0, 0, 0, 0, 525, 501, 985, 0, 798, 0, 0, 0, 542, 0, 0, 0, 0, 316, 0, 0, -1, 446, 0, 424, 389, 0, 998, 206, 628, 906, 0, 0, 503, 268, 43, 150, 0, 0, 787, 
0, 0, 0, 0, 682, 0, 181, 330, 0, 51, 839, 0, 679, 0, 357, 774, 0, 0, 373, 327, 318, 0, 567, 568, 533, 301, 0, 246, 381, 128, 946, 660, -1, 192, 0, 0, 802, 948, 0, 524, 243, 0, 788, 0, 0, 354, 0, 0, 0, 40, 
0, 923, 0, 0, 0, 20, 0, 394, 988, 127, 0, 0, 0, 0, 207, 700, 741, 885, 0, 0, 517, 0, 0, 390, 0, 0, 145, 0, 807, 0, 616, 0, 177, -1, 705, 617, 0, 0, 0, 289, 363, 0, 0, 917, 376, 0, 0, 14, 0, 0, 
957, 0, 207, 0, 950, 820, 269, 904, 169, 302, 885, 356, 240, 0, 408, 0, 555, 677, 955, 579, 0, 217, 0, 0, 472, 832, 0, 140, 198, 693, 0, 0, 0, 0, -1, 457, 0, 0, 929, 810, 0, 343, 847, 0, 901, 0, 462, 0, 0, 0, 
418, 0, 647, 0, 999, 228, 0, 947, 155, 399, 0, 0, 0, 7, 830, 0, 940, 105, 717, 0, 610, 0, 467, 13, 955, 836, 0, 0, 412, 854, 840, 296, 523, 0, 623, -1, 336, 738, 421, 727, 0, 147, 0, 63, 836, 270, 0, 480, 32, 111, 
0, 252, 0, 773, 754, 0, 229, 0, 0, 852, 0, 0, 713, 0, 436, 0, 226, 0, 0, 617, 123, 101, 0, 0, 129, 631, 0, 126, 349, 286, 0, 145, 221, 193, 0, 402, -1, 867, 0, 368, 214, 470, 5, 0, 92, 355, 261, 0, 855, 134, 
0, 791, 0, 0, 253, 909, 0, 0, 655, 0, 103, 54, 0, 519, 0, 0, 319, 874, 0, 0, 728, 0, 0, 486, 0, 0, 299, 0, 0, 0, 0, 920, 0, 775, 0, 0, 342, -1, 0, 0, 0, 782, 140, 418, 0, 0, 720, 0, 158, 719, 
0, 574, 667, 583, 479, 188, 534, 935, 846, 0, 801, 0, 0, 207, 755, 559, 0, 737, 0, 944, 0, 0, 594, 72, 0, 830, 0, 687, 0, 0, 162, 819, 0, 0, 463, 0, 0, 0, -1, 269, 0, 0, 333, 0, 47, 330, 122, 0, 0, 0, 
35, 0, 0, 0, 0, 969, 576, 355, 0, 773, 0, 499, 0, 610, 0, 513, 307, 425, 857, 777, 0, 0, 770, 0, 632, 940, 536, 803, 980, 668, 0, 270, 0, 0, 0, 755, 0, 0, 315, -1, 70, 247, 0, 0, 0, 0, 0, 324, 468, 0, 
0, 682, 0, 875, 0, 0, 145, 0, 7, 0, 324, 939, 48, 896, 0, 357, 1000, 748, 0, 888, 0, 0, 866, 482, 0, 972, 0, 0, 57, 604, 0, 727, 954, 718, 784, 0, 444, 0, 575, 114, -1, 0, 966, 30, 149, 0, 811, 915, 751, 0, 
0, 0, 0, 0, 0, 545, 0, 938, 957, 748, 0, 981, 974, 0, 906, 0, 0, 0, 311, 0, 842, 832, 0, 587, 0, 0, 0, 0, 553, 0, 0, 0, 459, 0, 388, 315, 225, 0, 727, 0, 687, -1, 0, 0, 629, 28, 755, 999, 924, 835, 
528, 959, 0, 0, 0, 0, 0, 0, 953, 318, 0, 0, 0, 0, 0, 501, 0, 699, 0, 0, 614, 744, 0, 6, 933, 340, 0, 0, 758, 53, 0, 345, 0, 0, 0, 566, 623, 0, 241, 663, 613, 0, -1, 0, 0, 0, 0, 0, 631, 534, 
436, 614, 0, 0, 782, 112, 0, 11, 723, 0, 0, 94, 157, 0, 556, 947, 0, 860, 953, 296, 92, 0, 191, 982, 287, 0, 0, 0, 442, 962, 0, 214, 0, 0, 639, 508, 564, 0, 755, 0, 472, 0, 0, -1, 0, 0, 0, 638, 336, 310, 
725, 745, 862, 137, 0, 369, 48, 549, 318, 330, 0, 387, 0, 181, 0, 144, 0, 0, 527, 0, 201, 0, 0, 308, 239, 0, 0, 678, 0, 0, 0, 0, 0, 681, 225, 174, 815, 0, 80, 843, 0, 0, 0, 976, -1, 0, 0, 919, 829, 0, 
364, 414, 464, 769, 0, 0, 82, 0, 62, 0, 90, 254, 0, 0, 79, 0, 808, 0, 0, 89, 328, 0, 775, 738, 231, 504, 725, 0, 481, 762, 0, 472, 71, 981, 28, 958, 0, 618, 0, 825, 641, 243, 0, 0, 0, -1, 203, 33, 0, 0, 
247, 669, 0, 788, 149, 0, 974, 845, 0, 623, 0, 0, 0, 281, 28, 0, 0, 395, 351, 0, 0, 371, 177, 526, 149, 0, 810, 0, 0, 271, 714, 0, 394, 0, 0, 0, 0, 984, 947, 543, 0, 133, 482, 143, 67, 0, -1, 92, 0, 52, 
0, 0, 0, 0, 0, 591, 844, 0, 0, 360, 0, 0, 0, 575, 0, 0, 473, 201, 431, 0, 766, 456, 107, 510, 0, 0, 0, 31, 0, 997, 0, 858, 309, 731, 619, 295, 968, 885, 502, 904, 0, 0, 627, 0, 0, 0, 0, -1, 0, 589, 
648, 970, 0, 0, 158, 215, 556, 0, 0, 0, 506, 0, 0, 0, 901, 0, 0, 0, 0, 0, 486, 21, 0, 731, 125, 290, 0, 0, 888, 0, 241, 88, 0, 414, 813, 474, 607, 786, 0, 104, 450, 0, 903, 0, 0, 0, 498, 923, -1, 743, 
577, 646, 964, 0, 0, 749, 61, 89, 0, 404, 25, 0, 0, 307, 0, 936, 779, 0, 712, 194, 233, 817, 0, 797, 0, 0, 453, 0, 0, 57, 627, 0, 100, 0, 0, 0, 606, 711, 346, 0, 917, 239, 321, 0, 934, 864, 0, 729, 0, -1]
