72
433, 0, 26, 0, 0, 0, 0, 0, 430, 0, 475, 0, 420, 0, 376, 0, 577, 0, 31, 578, 394, 0, 420, 132, 0, 844, -1, 930, 158, 94, 808, 0, 0, 739, 0, 334, 587, 756, 529, 0, 884, 50, 0, 880, 0, 0, 882, 413, 805, 416, 0, 631, 0, 0, 572, 0, 0, 0, 715, 0, 0, 394, 0, 0, 0, 0, 0, 782, 838, 767, 391, 688, 
0, 0, 0, 0, 973, 0, 133, 683, 51, 0, 347, 0, 398, 0, 260, 888, 0, 764, 0, 791, 0, 0, 0, 52, 260, 0, 0, -1, 0, 0, 0, 0, 0, 917, 0, 617, 0, 880, 381, 0, 0, 57, 746, 0, 442, 0, 0, 321, 779, 570, 545, 744, 82, 436, 0, 555, 0, 95, 0, 388, 174, 147, 341, 634, 0, 0, 0, 0, 889, 260, 620, 248, 
0, 0, 0, 934, 79, 366, 0, 596, 0, 0, 664, 0, 47, 0, 848, 404, 136, 0, 0, 118, 0, 762, 0, 698, 243, 0, 274, 284, -1, 0, 0, 0, 536, 0, 0, 0, 0, 309, 0, 131, 901, 889, 0, 967, 949, 977, 0, 0, 293, 867, 0, 441, 0, 12, 495, 484, 0, 0, 0, 0, 926, 43, 0, 0, 19, 0, 242, 709, 957, 0, 0, 0, 
866, 0, 0, 59, 462, 843, 0, 169, 27, 0, 927, 632, 374, 0, 0, 732, 722, 681, 900, 0, 0, 0, 168, 0, 0, 0, 337, 26, 0, -1, 0, 396, 0, 297, 0, 332, 0, 703, 0, 0, 0, 874, 328, 0, 248, 0, 0, 0, 753, 0, 338, 407, 0, 0, 257, 429, 0, 0, 0, 417, 0, 622, 289, 0, 576, 649, 0, 285, 0, 0, 0, 0, 
405, 505, 47, 0, 803, 185, 872, 0, 0, 0, 0, 212, 710, 746, 539, 211, 82, 0, 864, 724, 0, 0, 415, 0, 874, 0, 0, 275, 987, 604, -1, 635, 459, 591, 569, 0, 0, 0, 0, 0, 0, 865, 404, 0, 0, 0, 0, 0, 842, 0, 0, 0, 515, 0, 0, 589, 0, 135, 0, 0, 0, 0, 190, 0, 0, 330, 0, 0, 0, 0, 0, 0, 
814, 0, 0, 330, 0, 23, 207, 0, 639, 82, 907, 0, 567, 974, 368, 667, 0, 890, 588, 0, 235, 0, 918, 0, 170, 0, 922, 263, 0, 521, 379, -1, 0, 782, 0, 945, 0, 0, 0, 0, 0, 0, 0, 0, 560, 0, 0, 564, 0, 995, 0, 0, 0, 733, 0, 169, 90, 0, 647, 346, 568, 125, 0, 441, 14, 100, 0, 730, 0, 873, 578, 884, 
0, 481, 0, 381, 295, 0, 0, 466, 0, 737, 0, 0, 918, 0, 603, 0, 498, 0, 0, 315, 0, 0, 0, 0, 0, 0, 0, 255, 0, 786, 911, 0, -1, 110, 331, 559, 0, 148, 123, 20, 616, 67, 0, 653, 0, 736, 182, 976, 630, 552, 0, 0, 552, 0, 956, 0, 0, 0, 0, 760, 68, 599, 0, 323, 409, 0, 0, 0, 0, 509, 429, 649, 
788, 435, 0, 291, 893, 0, 0, 0, 171, 0, 0, 0, 587, 0, 98, 718, 0, 0, 0, 92, 0, 0, 770, 493, 330, 895, 0, 702, 0, 0, 182, 807, 0, -1, 0, 81, 218, 0, 154, 228, 956, 0, 0, 372, 0, 0, 0, 637, 0, 502, 0, 0, 298, 889, 0, 537, 368, 0, 140, 539, 0, 0, 0, 423, 167, 531, 0, 432, 730, 535, 123, 715, 
110, 950, 0, 0, 58, 0, 454, 0, 245, 825, 456, 20, 0, 286, 0, 0, 265, 257, 452, 0, 0, 380, 979, 0, 888, 0, 96, 0, 0, 518, 543, 625, 573, 386, -1, 0, 0, 55, 834, 0, 365, 0, 0, 34, 606, 881, 0, 27, 0, 0, 741, 506, 130, 0, 0, 0, 493, 0, 94, 866, 299, 0, 0, 918, 0, 882, 705, 127, 0, 0, 0, 3, 
521, 208, 0, 836, 884, 620, 0, 0, 0, 0, 442, 607, 0, 0, 0, 939, 857, 885, 0, 291, 21, 0, 202, 209, 0, 646, 0, 0, 293, 0, 0, 850, 190, 0, 0, -1, 692, 0, 0, 0, 0, 0, 0, 868, 889, 0, 800, 0, 0, 0, 0, 0, 0, 969, 105, 361, 336, 0, 0, 0, 915, 0, 0, 0, 528, 353, 974, 121, 0, 0, 666, 0, 
483, 0, 0, 591, 0, 0, 0, 0, 0, 0, 0, 922, 0, 123, 760, 266, 777, 198, 279, 0, 0, 0, 0, 583, 283, 0, 10, 0, 0, 0, 0, 0, 596, 933, 725, 76, -1, 0, 258, 0, 0, 0, 466, 111, 0, 774, 546, 0, 48, 401, 806, 0, 0, 0, 292, 109, 30, 0, 540, 361, 0, 443, 397, 0, 0, 826, 0, 0, 0, 0, 487, 471, 
0, 0, 277, 0, 0, 0, 0, 753, 0, 859, 0, 0, 0, 397, 263, 0, 129, 756, 0, 671, 0, 0, 0, 0, 210, 605, 0, 0, 692, 40, 755, 0, 0, 876, 115, 537, 0, -1, 0, 629, 0, 0, 616, 0, 539, 0, 0, 464, 0, 0, 602, 0, 0, 779, 217, 516, 966, 408, 0, 0, 740, 0, 0, 848, 0, 853, 282, 396, 0, 0, 364, 0, 
0, 165, 180, 0, 792, 0, 0, 0, 463, 622, 536, 815, 10, 0, 597, 0, 846, 0, 696, 0, 69, 0, 0, 87, 538, 0, 0, 57, 395, 0, 342, 310, 226, 34, 0, 26, 0, 805, -1, 995, 0, 45, 931, 677, 0, 367, 0, 0, 0, 0, 0, 930, 599, 531, 241, 0, 988, 0, 0, 0, 0, 0, 0, 0, 800, 294, 0, 441, 432, 0, 172, 696, 
0, 0, 0, 0, 0, 933, 23, 619, 696, 0, 0, 871, 831, 695, 0, 662, 291, 805, 625, 757, 152, 0, 0, 130, 0, 0, 0, 335, 0, 0, 245, 0, 484, 392, 738, 0, 0, 803, 0, -1, 421, 0, 0, 0, 0, 211, 0, 0, 27, 902, 162, 407, 0, 0, 962, 0, 709, 0, 0, 515, 0, 373, 844, 192, 940, 73, 919, 0, 186, 0, 649, 0, 
602, 0, 692, 0, 0, 717, 0, 121, 210, 16, 471, 0, 0, 243, 0, 943, 0, 0, 119, 27, 0, 473, 969, 0, 0, 306, 219, 0, 133, 538, 468, 0, 422, 344, 354, 0, 0, 948, 0, 0, -1, 204, 373, 0, 0, 977, 541, 503, 0, 657, 368, 0, 175, 0, 312, 728, 0, 0, 985, 502, 32, 429, 427, 613, 842, 0, 0, 0, 298, 138, 830, 746, 
0, 0, 393, 0, 710, 0, 0, 0, 435, 391, 0, 878, 720, 0, 0, 0, 0, 864, 0, 652, 494, 484, 128, 967, 0, 844, 0, 0, 131, 0, 0, 0, 923, 0, 0, 0, 0, 364, 0, 0, 941, -1, 459, 0, 921, 0, 161, 350, 705, 0, 786, 0, 580, 90, 0, 481, 0, 920, 400, 0, 77, 151, 0, 0, 0, 0, 957, 0, 485, 673, 0, 0, 
0, 0, 796, 209, 102, 0, 784, 957, 0, 0, 708, 0, 0, 123, 0, 976, 0, 0, 426, 0, 839, 0, 0, 260, 382, 791, 0, 804, 461, 0, 0, 0, 0, 0, 0, 55, 0, 719, 545, 0, 0, 654, -1, 254, 0, 77, 804, 211, 760, 142, 258, 0, 0, 0, 0, 955, 0, 0, 0, 830, 753, 600, 0, 0, 761, 0, 0, 0, 0, 60, 0, 0, 
989, 190, 0, 0, 0, 152, 92, 455, 117, 0, 561, 199, 0, 322, 0, 0, 0, 0, 0, 159, 115, 0, 321, 0, 754, 0, 0, 0, 3, 0, 315, 185, 0, 0, 0, 0, 0, 639, 0, 448, 0, 101, 803, -1, 0, 0, 0, 873, 0, 362, 0, 407, 598, 100, 305, 0, 176, 914, 0, 0, 626, 442, 0, 231, 947, 0, 0, 579, 0, 0, 30, 669, 
798, 759, 787, 956, 0, 161, 0, 0, 548, 0, 0, 0, 991, 0, 0, 861, 978, 310, 754, 16, 772, 535, 0, 0, 135, 247, 0, 818, 922, 983, 0, 0, 0, 72, 57, 0, 76, 800, 0, 446, 0, 717, 0, 486, -1, 214, 495, 0, 0, 0, 290, 0, 991, 426, 737, 306, 190, 0, 371, 222, 249, 786, 517, 511, 27, 988, 0, 315, 0, 350, 0, 0, 
0, 749, 87, 798, 247, 235, 139, 647, 0, 0, 0, 880, 0, 0, 176, 0, 0, 577, 0, 514, 960, 0, 0, 756, 0, 184, 0, 0, 911, 626, 0, 0, 205, 33, 119, 0, 248, 0, 689, 693, 0, 401, 626, 0, 93, -1, 0, 0, 0, 803, 0, 637, 786, 17, 559, 143, 227, 984, 0, 0, 585, 490, 78, 938, 248, 0, 0, 805, 0, 0, 810, 625, 
847, 0, 0, 0, 212, 0, 0, 0, 0, 417, 765, 132, 0, 804, 0, 0, 74, 0, 785, 0, 287, 902, 961, 267, 0, 0, 751, 0, 922, 0, 0, 0, 291, 0, 0, 131, 0, 604, 0, 754, 0, 687, 629, 70, 250, 0, -1, 203, 645, 0, 339, 809, 0, 0, 180, 0, 864, 420, 0, 0, 0, 0, 0, 566, 777, 0, 129, 994, 0, 0, 0, 726, 
691, 0, 0, 0, 210, 0, 402, 0, 0, 0, 0, 0, 0, 0, 288, 522, 0, 0, 0, 862, 0, 0, 736, 112, 0, 608, 29, 0, 0, 218, 683, 0, 542, 0, 0, 0, 0, 0, 0, 637, 444, 0, 0, 0, 0, 0, 119, -1, 276, 888, 319, 853, 724, 0, 0, 0, 776, 0, 0, 0, 0, 375, 0, 0, 116, 931, 0, 515, 230, 619, 0, 0, 
878, 0, 71, 0, 588, 0, 317, 0, 0, 299, 0, 0, 0, 761, 0, 0, 0, 51, 426, 0, 819, 0, 0, 0, 0, 865, 0, 0, 0, 129, 190, 0, 0, 503, 0, 260, 0, 0, 0, 838, 0, 0, 28, 0, 0, 0, 0, 0, -1, 258, 0, 0, 183, 939, 88, 0, 0, 461, 0, 433, 0, 0, 425, 0, 426, 223, 765, 0, 258, 0, 267, 0, 
0, 0, 629, 497, 0, 140, 106, 670, 0, 0, 725, 27, 41, 71, 0, 593, 0, 289, 0, 0, 972, 429, 36, 283, 89, 716, 812, 0, 0, 581, 351, 663, 0, 101, 482, 0, 185, 0, 737, 0, 132, 550, 245, 92, 795, 0, 342, 280, 210, -1, 0, 0, 0, 0, 317, 0, 0, 0, 172, 0, 0, 0, 0, 915, 110, 629, 0, 72, 0, 0, 129, 715, 
396, 505, 774, 775, 514, 0, 0, 0, 0, 981, 666, 0, 0, 707, 95, 557, 304, 0, 146, 0, 0, 0, 0, 0, 774, 936, 702, 0, 893, 0, 689, 0, 854, 0, 258, 0, 0, 0, 0, 0, 389, 577, 350, 568, 0, 968, 117, 10, 911, 713, -1, 0, 379, 34, 0, 0, 308, 0, 0, 90, 160, 214, 0, 0, 751, 0, 551, 0, 0, 316, 0, 0, 
961, 1, 92, 630, 0, 396, 0, 0, 497, 696, 819, 436, 824, 0, 0, 482, 0, 0, 998, 669, 0, 0, 0, 0, 0, 536, 0, 0, 0, 0, 805, 0, 0, 0, 0, 731, 324, 0, 774, 0, 951, 0, 18, 0, 0, 40, 0, 0, 133, 297, 736, -1, 724, 390, 0, 0, 0, 740, 492, 0, 415, 0, 851, 464, 766, 489, 0, 131, 281, 0, 0, 871, 
0, 0, 0, 0, 257, 811, 556, 0, 233, 0, 0, 0, 0, 0, 0, 0, 746, 118, 0, 0, 968, 255, 0, 843, 0, 567, 0, 852, 0, 296, 820, 0, 448, 0, 0, 290, 269, 892, 27, 0, 0, 858, 604, 557, 0, 634, 765, 625, 708, 0, 0, 95, -1, 796, 0, 996, 392, 0, 758, 0, 0, 0, 224, 0, 46, 0, 393, 0, 0, 0, 0, 468, 
883, 880, 0, 0, 317, 909, 0, 690, 735, 0, 676, 0, 0, 0, 919, 0, 307, 0, 0, 504, 0, 0, 527, 0, 503, 339, 0, 0, 0, 233, 0, 908, 0, 4, 0, 0, 0, 0, 313, 525, 0, 0, 657, 880, 823, 0, 0, 294, 839, 603, 89, 0, 0, -1, 0, 0, 0, 291, 0, 0, 381, 185, 0, 0, 0, 0, 772, 311, 0, 79, 0, 0, 
174, 70, 0, 0, 0, 369, 430, 0, 741, 251, 0, 846, 179, 258, 201, 0, 407, 816, 234, 28, 135, 408, 832, 0, 0, 342, 53, 0, 453, 0, 349, 0, 962, 0, 636, 0, 675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 527, 0, 382, 857, 0, 641, 271, 0, -1, 0, 0, 747, 175, 91, 0, 505, 427, 0, 0, 82, 0, 0, 0, 901, 430, 163, 
0, 0, 526, 599, 984, 913, 0, 118, 387, 0, 0, 657, 0, 541, 0, 371, 0, 0, 196, 945, 0, 723, 662, 0, 196, 0, 0, 924, 617, 865, 331, 0, 687, 783, 564, 726, 736, 0, 0, 0, 0, 257, 8, 963, 715, 852, 891, 0, 518, 981, 179, 0, 0, 485, 894, -1, 0, 990, 382, 0, 0, 0, 0, 560, 187, 0, 0, 903, 0, 193, 0, 72, 
121, 31, 0, 4, 235, 527, 159, 228, 492, 0, 0, 49, 0, 498, 214, 797, 491, 0, 0, 664, 850, 492, 0, 493, 0, 0, 0, 187, 589, 0, 735, 524, 382, 926, 0, 0, 149, 844, 697, 0, 361, 688, 124, 0, 0, 76, 0, 0, 355, 0, 0, 749, 0, 0, 0, 789, -1, 560, 729, 523, 589, 0, 0, 0, 122, 0, 439, 361, 0, 649, 12, 404, 
0, 0, 0, 83, 0, 33, 23, 0, 951, 252, 0, 0, 0, 153, 0, 356, 0, 0, 198, 0, 0, 0, 74, 0, 0, 0, 0, 412, 70, 0, 0, 0, 704, 0, 0, 899, 770, 851, 0, 0, 641, 566, 57, 148, 0, 339, 0, 0, 656, 985, 0, 971, 0, 874, 0, 0, 813, -1, 580, 852, 29, 0, 0, 0, 0, 778, 136, 0, 0, 834, 370, 0, 
136, 92, 0, 235, 9, 0, 530, 0, 0, 0, 478, 0, 0, 884, 0, 8, 0, 0, 0, 0, 931, 0, 886, 430, 0, 0, 0, 0, 95, 559, 356, 629, 906, 0, 734, 0, 23, 0, 102, 0, 0, 541, 402, 777, 737, 729, 190, 235, 663, 265, 442, 0, 0, 0, 751, 202, 0, 0, -1, 849, 0, 328, 583, 645, 0, 0, 272, 0, 883, 0, 0, 0, 
552, 339, 0, 698, 485, 525, 359, 83, 0, 285, 0, 355, 0, 0, 0, 960, 0, 435, 272, 101, 0, 0, 0, 331, 193, 822, 360, 145, 0, 821, 429, 335, 277, 406, 148, 0, 439, 0, 542, 0, 0, 0, 604, 0, 653, 0, 0, 0, 577, 420, 0, 930, 0, 6, 456, 0, 0, 0, 0, -1, 0, 481, 0, 821, 0, 652, 12, 0, 44, 79, 0, 0, 
0, 960, 0, 714, 0, 573, 0, 0, 0, 913, 0, 192, 672, 223, 0, 0, 0, 428, 312, 0, 0, 0, 22, 924, 0, 0, 476, 0, 0, 386, 159, 0, 0, 689, 303, 0, 879, 899, 0, 0, 729, 0, 0, 787, 0, 612, 0, 0, 686, 0, 787, 0, 0, 476, 660, 0, 877, 0, 0, 976, -1, 493, 0, 0, 527, 0, 0, 370, 0, 0, 975, 0, 
946, 0, 0, 0, 0, 563, 0, 710, 0, 0, 0, 0, 0, 0, 0, 160, 649, 592, 0, 0, 0, 822, 0, 750, 276, 0, 549, 0, 45, 0, 0, 0, 0, 0, 0, 761, 552, 0, 0, 383, 98, 0, 0, 327, 0, 0, 0, 563, 0, 0, 565, 0, 0, 0, 238, 523, 365, 0, 694, 0, 974, -1, 0, 0, 50, 0, 362, 0, 0, 0, 450, 0, 
739, 538, 0, 0, 0, 0, 0, 176, 0, 244, 45, 0, 924, 416, 0, 898, 0, 389, 0, 0, 0, 608, 337, 0, 28, 0, 360, 0, 0, 121, 0, 793, 0, 0, 0, 80, 0, 0, 0, 419, 932, 0, 0, 734, 906, 520, 0, 0, 0, 382, 168, 0, 0, 0, 905, 381, 0, 106, 0, 0, 284, 293, -1, 0, 586, 418, 49, 0, 674, 983, 270, 939, 
484, 0, 0, 0, 0, 0, 0, 844, 0, 951, 0, 479, 879, 0, 0, 636, 847, 158, 818, 0, 928, 822, 0, 0, 123, 177, 0, 0, 64, 0, 0, 379, 0, 0, 556, 696, 0, 462, 0, 911, 0, 0, 0, 0, 999, 0, 0, 45, 1, 321, 359, 0, 0, 91, 551, 0, 0, 0, 616, 437, 0, 841, 0, -1, 248, 0, 0, 636, 208, 216, 0, 30, 
