0, 621, 785, 0, 0, 0, 95, 846, 178, 0, -1, 230, 297, 0, 230, 0, 609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 723, 0, 0, 795, 0, 0, 0, 0, 554, 0, 66, 887, 278, 0, 0, 0, 405, 8, 324, 0, 607, 0, 0, 876, 0, 0, 0, 375, 0, 0, 0, 0, 0, 0, 748, 871, 440, 807, 0, 652, 0, 0, 564, 0, 0, 380, 0, 0, 468, 0, 
0, 744, 721, 94, 108, 442, 0, 704, 0, 384, 0, -1, 0, 0, 288, 986, 0, 339, 0, 630, 0, 0, 40, 0, 0, 639, 0, 749, 897, 0, 933, 290, 805, 74, 0, 549, 0, 603, 0, 695, 448, 855, 0, 692, 0, 924, 0, 649, 209, 0, 378, 0, 183, 980, 0, 0, 0, 0, 0, 0, 0, 525, 367, 811, 0, 275, 0, 0, 0, 0, 529, 225, 593, 0, 875, 634, 
476, 0, 0, 82, 0, 0, 403, 490, 0, 0, 0, 860, -1, 0, 921, 0, 892, 0, 0, 0, 0, 620, 0, 0, 0, 720, 0, 0, 572, 779, 0, 0, 0, 0, 260, 243, 0, 134, 663, 0, 628, 0, 814, 0, 0, 0, 359, 0, 317, 0, 0, 717, 0, 723, 12, 0, 16, 0, 0, 439, 67, 914, 632, 0, 117, 527, 28, 0, 0, 282, 787, 0, 886, 11, 681, 0, 
207, 239, 830, 0, 190, 314, 0, 1, 362, 863, 368, 0, 0, -1, 23, 430, 0, 0, 227, 212, 85, 575, 0, 103, 318, 983, 299, 814, 219, 0, 249, 0, 758, 0, 24, 0, 356, 224, 0, 0, 0, 454, 0, 0, 0, 0, 252, 0, 0, 552, 925, 222, 0, 904, 0, 671, 0, 0, 87, 551, 706, 615, 0, 0, 0, 0, 430, 0, 0, 0, 0, 459, 876, 0, 0, 673, 
585, 0, 0, 241, 545, 0, 0, 0, 436, 577, 0, 64, 0, 23, -1, 904, 699, 285, 0, 0, 497, 44, 736, 879, 0, 695, 6, 0, 0, 473, 677, 956, 0, 18, 231, 584, 0, 434, 957, 54, 430, 420, 538, 0, 207, 0, 0, 0, 0, 0, 926, 0, 0, 0, 0, 0, 220, 0, 0, 20, 393, 0, 0, 760, 976, 0, 0, 0, 0, 0, 885, 25, 140, 0, 0, 0, 
347, 0, 179, 523, 0, 32, 0, 985, 0, 261, 440, 502, 0, 567, 109, -1, 940, 0, 96, 524, 0, 611, 0, 0, 462, 456, 0, 0, 0, 0, 0, 879, 402, 0, 0, 0, 0, 28, 0, 453, 0, 12, 0, 235, 0, 0, 0, 220, 955, 284, 12, 0, 0, 0, 323, 768, 0, 622, 0, 0, 0, 0, 0, 352, 0, 0, 329, 154, 872, 210, 528, 0, 0, 426, 0, 0, 
741, 911, 0, 498, 213, 28, 0, 0, 760, 870, 0, 670, 69, 590, 503, 0, -1, 0, 727, 0, 0, 0, 934, 0, 193, 104, 0, 0, 920, 0, 0, 0, 0, 0, 0, 871, 0, 0, 155, 307, 0, 0, 0, 0, 886, 638, 575, 713, 0, 806, 607, 0, 539, 971, 913, 514, 0, 0, 55, 784, 0, 0, 916, 0, 0, 583, 0, 0, 781, 0, 771, 0, 0, 997, 0, 809, 
0, 813, 0, 760, 0, 0, 0, 847, 0, 0, 0, 0, 0, 542, 0, 0, 510, -1, 0, 0, 496, 198, 990, 0, 903, 0, 147, 0, 0, 0, 291, 637, 118, 316, 0, 0, 815, 483, 988, 269, 0, 437, 0, 0, 0, 148, 0, 0, 654, 0, 0, 360, 0, 158, 144, 0, 0, 0, 225, 150, 0, 429, 0, 698, 455, 797, 0, 0, 0, 0, 199, 0, 24, 0, 0, 268, 
0, 580, 0, 99, 0, 320, 0, 0, 0, 209, 0, 0, 0, 0, 0, 213, 0, 598, -1, 814, 0, 0, 860, 596, 0, 51, 411, 0, 0, 0, 657, 0, 896, 0, 0, 0, 952, 0, 0, 0, 0, 0, 0, 571, 0, 330, 367, 0, 0, 624, 816, 0, 494, 317, 0, 0, 0, 407, 0, 0, 0, 131, 635, 92, 0, 0, 194, 0, 0, 0, 188, 0, 0, 0, 0, 0, 
0, 743, 332, 834, 11, 0, 0, 0, 976, 0, 905, 970, 0, 590, 0, 308, 0, 69, 772, -1, 0, 978, 497, 0, 119, 0, 0, 669, 462, 638, 0, 0, 0, 520, 0, 798, 436, 0, 0, 902, 0, 430, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 613, 446, 35, 0, 0, 0, 0, 324, 0, 133, 635, 389, 0, 590, 43, 0, 0, 0, 0, 247, 160, 0, 523, 603, 
901, 0, 0, 779, 0, 0, 48, 0, 429, 0, 611, 844, 0, 97, 380, 0, 0, 0, 189, 0, -1, 0, 748, 922, 0, 893, 279, 0, 0, 0, 746, 0, 60, 0, 0, 100, 0, 956, 587, 218, 0, 907, 0, 478, 26, 0, 0, 0, 0, 0, 0, 0, 728, 831, 388, 793, 582, 0, 0, 0, 0, 0, 849, 416, 396, 664, 0, 922, 608, 906, 627, 0, 0, 649, 0, 347, 
441, 0, 0, 0, 0, 238, 811, 814, 160, 1000, 376, 753, 56, 787, 0, 74, 0, 0, 0, 0, 0, -1, 0, 963, 611, 0, 0, 0, 0, 996, 0, 133, 0, 597, 67, 701, 941, 0, 101, 347, 0, 133, 0, 202, 323, 138, 251, 709, 0, 832, 0, 283, 0, 0, 0, 620, 0, 0, 0, 57, 0, 0, 0, 981, 0, 0, 0, 0, 0, 741, 0, 0, 353, 0, 0, 0, 
0, 663, 0, 0, 0, 0, 108, 97, 0, 283, 0, 504, 0, 215, 0, 0, 0, 0, 307, 0, 281, 658, -1, 0, 0, 679, 0, 21, 545, 441, 123, 269, 0, 0, 144, 0, 106, 260, 558, 192, 382, 0, 0, 89, 0, 0, 0, 0, 179, 580, 836, 598, 98, 0, 509, 624, 727, 0, 0, 42, 0, 844, 0, 226, 887, 0, 0, 0, 62, 0, 408, 971, 116, 761, 253, 763, 
0, 307, 0, 0, 57, 0, 0, 771, 0, 0, 0, 0, 0, 0, 0, 834, 0, 367, 810, 776, 0, 855, 852, -1, 567, 0, 309, 0, 0, 0, 740, 285, 0, 736, 288, 123, 619, 0, 0, 450, 264, 0, 546, 947, 0, 0, 0, 638, 257, 0, 0, 651, 0, 605, 0, 843, 0, 0, 796, 0, 550, 0, 633, 0, 0, 485, 385, 0, 782, 0, 710, 0, 0, 908, 608, 150, 
0, 0, 0, 790, 0, 395, 38, 598, 370, 0, 291, 0, 0, 3, 0, 677, 502, 0, 0, 887, 0, 0, 97, 246, -1, 0, 328, 646, 697, 597, 964, 105, 514, 859, 0, 0, 71, 931, 952, 4, 28, 0, 397, 0, 0, 270, 978, 44, 0, 0, 0, 315, 411, 772, 878, 774, 0, 16, 778, 214, 162, 0, 0, 0, 644, 425, 322, 796, 0, 938, 0, 0, 876, 10, 0, 966, 
173, 31, 0, 0, 0, 0, 627, 0, 0, 954, 334, 0, 732, 0, 0, 22, 0, 962, 822, 0, 472, 0, 226, 253, 0, -1, 0, 0, 911, 118, 492, 0, 0, 846, 669, 0, 567, 133, 50, 0, 0, 593, 0, 366, 889, 161, 534, 33, 391, 772, 0, 0, 0, 110, 632, 223, 0, 0, 0, 0, 278, 484, 650, 0, 352, 0, 73, 843, 0, 0, 196, 0, 690, 505, 49, 0, 
674, 0, 0, 496, 0, 967, 0, 404, 0, 0, 0, 0, 506, 344, 0, 0, 796, 0, 109, 271, 0, 0, 0, 281, 136, 0, -1, 0, 958, 0, 172, 0, 559, 0, 0, 0, 517, 174, 230, 857, 866, 801, 867, 682, 531, 966, 839, 0, 0, 26, 685, 721, 0, 0, 0, 550, 151, 361, 835, 0, 58, 0, 72, 372, 533, 0, 553, 0, 467, 0, 0, 0, 0, 0, 921, 193, 
0, 0, 34, 453, 272, 0, 0, 0, 0, 936, 0, 156, 861, 326, 0, 981, 0, 0, 38, 388, 873, 0, 732, 737, 661, 0, 911, -1, 143, 34, 0, 10, 789, 386, 619, 766, 944, 821, 0, 675, 0, 742, 0, 697, 366, 0, 778, 613, 156, 382, 0, 0, 0, 575, 0, 0, 761, 0, 585, 0, 0, 213, 339, 0, 533, 123, 648, 990, 0, 0, 0, 243, 0, 190, 978, 0, 
797, 602, 0, 472, 40, 0, 455, 0, 0, 0, 0, 0, 0, 769, 0, 0, 0, 0, 56, 0, 0, 0, 0, 999, 989, 849, 460, 613, -1, 105, 417, 0, 800, 235, 434, 0, 0, 156, 493, 761, 705, 233, 964, 132, 0, 0, 82, 0, 0, 0, 336, 761, 0, 0, 0, 882, 488, 53, 431, 0, 348, 966, 0, 0, 0, 700, 0, 860, 952, 161, 0, 83, 152, 0, 0, 0, 
75, 0, 123, 0, 246, 465, 686, 0, 0, 0, 0, 0, 234, 0, 0, 0, 0, 0, 488, 0, 798, 386, 0, 0, 0, 21, 23, 702, 0, -1, 784, 450, 0, 353, 0, 0, 119, 0, 364, 0, 0, 279, 0, 0, 95, 0, 0, 0, 672, 411, 0, 0, 580, 652, 0, 0, 0, 0, 0, 226, 0, 0, 0, 0, 0, 844, 720, 705, 0, 0, 825, 313, 0, 0, 478, 406, 
982, 70, 0, 0, 0, 784, 285, 0, 799, 582, 0, 942, 895, 0, 0, 0, 712, 0, 581, 914, 42, 0, 0, 0, 0, 0, 382, 78, 0, 786, -1, 231, 0, 0, 32, 0, 75, 378, 0, 193, 0, 0, 0, 0, 0, 898, 242, 0, 205, 0, 402, 0, 595, 875, 631, 0, 172, 93, 0, 0, 591, 221, 0, 421, 0, 507, 0, 149, 852, 599, 279, 0, 0, 689, 202, 0, 
0, 0, 585, 0, 0, 0, 0, 816, 588, 0, 523, 575, 694, 226, 0, 587, 963, 554, 0, 721, 918, 0, 0, 0, 0, 486, 979, 87, 0, 0, 241, -1, 0, 0, 325, 133, 709, 0, 0, 856, 0, 361, 457, 0, 588, 0, 498, 252, 129, 0, 0, 0, 244, 23, 804, 260, 510, 578, 0, 819, 0, 377, 0, 63, 0, 0, 0, 0, 0, 874, 0, 0, 495, 0, 499, 938, 
956, 0, 571, 249, 675, 0, 0, 921, 717, 222, 0, 0, 0, 0, 0, 0, 579, 0, 0, 288, 0, 257, 582, 938, 0, 43, 591, 155, 0, 0, 0, 897, -1, 0, 62, 477, 247, 0, 319, 862, 688, 690, 0, 0, 236, 0, 0, 733, 0, 335, 0, 97, 453, 628, 0, 0, 0, 199, 0, 718, 125, 0, 47, 295, 777, 0, 227, 0, 414, 0, 15, 807, 0, 729, 16, 953, 
0, 714, 0, 456, 0, 0, 549, 927, 185, 0, 21, 0, 772, 0, 674, 149, 253, 40, 0, 0, 867, 0, 117, 683, 196, 599, 0, 0, 761, 0, 0, 0, 603, -1, 0, 0, 0, 0, 476, 819, 214, 0, 426, 34, 0, 0, 312, 809, 0, 14, 0, 754, 0, 100, 929, 347, 0, 0, 971, 361, 0, 624, 283, 286, 512, 0, 509, 0, 0, 0, 217, 0, 0, 0, 43, 0, 
527, 0, 311, 75, 201, 0, 0, 0, 0, 527, 642, 281, 954, 0, 50, 382, 0, 0, 212, 0, 153, 0, 0, 668, 0, 0, 0, 796, 0, 0, 0, 850, 0, 409, -1, 0, 828, 0, 817, 0, 87, 898, 0, 0, 0, 900, 157, 0, 0, 906, 0, 592, 693, 0, 514, 0, 0, 0, 855, 0, 31, 886, 0, 353, 0, 0, 494, 624, 0, 0, 0, 0, 0, 0, 0, 567, 
0, 476, 0, 0, 711, 0, 0, 849, 706, 723, 0, 0, 648, 542, 262, 733, 0, 0, 0, 502, 166, 334, 271, 0, 0, 795, 425, 0, 819, 293, 986, 0, 946, 0, 607, -1, 0, 0, 493, 502, 504, 328, 684, 0, 0, 0, 0, 0, 0, 891, 0, 892, 0, 0, 0, 0, 0, 249, 641, 584, 0, 962, 118, 0, 812, 942, 0, 0, 240, 0, 358, 82, 865, 0, 196, 0, 
0, 139, 396, 0, 0, 458, 0, 0, 0, 0, 0, 0, 428, 818, 425, 0, 0, 0, 87, 214, 0, 0, 437, 0, 888, 629, 333, 319, 0, 163, 227, 297, 559, 0, 540, 158, -1, 0, 0, 120, 0, 782, 288, 0, 445, 780, 851, 0, 540, 0, 673, 0, 246, 0, 0, 230, 0, 0, 907, 0, 0, 0, 0, 625, 0, 0, 0, 0, 0, 615, 146, 314, 966, 0, 0, 784, 
192, 183, 0, 0, 352, 921, 0, 676, 0, 0, 0, 0, 0, 238, 120, 0, 360, 945, 306, 0, 892, 36, 662, 0, 667, 0, 0, 0, 0, 996, 598, 0, 0, 500, 0, 653, 384, -1, 0, 55, 0, 273, 0, 0, 0, 877, 0, 570, 781, 0, 0, 0, 529, 0, 716, 140, 266, 1, 0, 0, 0, 0, 173, 593, 145, 0, 82, 0, 0, 659, 294, 0, 0, 0, 799, 0, 
106, 66, 730, 679, 0, 901, 228, 388, 0, 0, 0, 411, 836, 519, 488, 209, 738, 41, 490, 0, 100, 419, 914, 0, 164, 0, 629, 520, 953, 538, 0, 612, 0, 0, 933, 895, 0, 0, -1, 0, 0, 0, 0, 256, 163, 992, 0, 698, 0, 180, 0, 966, 0, 454, 0, 0, 215, 0, 523, 0, 212, 80, 0, 0, 742, 0, 367, 0, 809, 0, 648, 269, 706, 774, 901, 0, 
0, 285, 106, 0, 0, 490, 0, 469, 0, 578, 0, 801, 372, 0, 0, 750, 0, 743, 509, 337, 357, 556, 0, 541, 330, 491, 0, 0, 316, 582, 0, 432, 0, 874, 507, 0, 0, 285, 0, -1, 0, 0, 595, 128, 0, 84, 373, 0, 874, 0, 236, 707, 0, 887, 118, 960, 0, 0, 0, 561, 125, 0, 635, 0, 0, 0, 621, 0, 0, 0, 31, 0, 0, 508, 0, 0, 
0, 0, 173, 0, 165, 676, 550, 86, 0, 0, 856, 523, 206, 794, 384, 518, 0, 809, 0, 899, 919, 739, 0, 529, 719, 938, 0, 118, 176, 512, 304, 0, 0, 0, 512, 0, 787, 0, 0, 434, -1, 391, 0, 529, 0, 473, 125, 915, 0, 291, 626, 45, 0, 0, 0, 231, 591, 0, 940, 612, 330, 0, 281, 0, 0, 0, 0, 884, 0, 332, 665, 0, 0, 0, 0, 0, 
365, 991, 0, 0, 0, 0, 0, 0, 893, 632, 0, 0, 334, 419, 0, 138, 0, 0, 0, 499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 621, 0, 0, 473, 930, 526, 0, 72, 931, 750, -1, 932, 109, 53, 914, 0, 0, 630, 0, 324, 0, 274, 416, 275, 0, 36, 629, 212, 0, 0, 0, 0, 0, 567, 0, 0, 221, 568, 0, 0, 0, 0, 376, 287, 0, 
828, 0, 0, 0, 0, 668, 0, 0, 0, 0, 203, 530, 0, 0, 669, 0, 108, 0, 0, 363, 0, 0, 159, 0, 62, 779, 380, 0, 0, 0, 636, 0, 73, 827, 10, 425, 216, 429, 1000, 0, 0, 799, -1, 815, 461, 882, 0, 0, 280, 118, 0, 323, 165, 222, 630, 748, 0, 815, 0, 0, 670, 0, 571, 0, 994, 0, 275, 0, 388, 0, 0, 0, 581, 497, 887, 656, 
967, 0, 0, 0, 115, 155, 0, 0, 837, 32, 978, 97, 0, 0, 337, 86, 0, 575, 0, 215, 0, 218, 0, 268, 878, 975, 0, 0, 0, 0, 0, 0, 204, 0, 311, 312, 943, 0, 161, 0, 594, 36, 513, -1, 0, 712, 0, 85, 955, 0, 296, 557, 305, 0, 0, 0, 373, 0, 982, 154, 0, 0, 226, 475, 362, 324, 992, 0, 528, 0, 0, 0, 312, 0, 0, 0, 
11, 851, 0, 0, 0, 0, 0, 0, 692, 298, 0, 0, 0, 599, 0, 943, 891, 151, 825, 0, 0, 66, 517, 814, 0, 120, 122, 0, 899, 0, 668, 0, 711, 812, 646, 0, 0, 0, 687, 0, 62, 0, 0, 61, -1, 569, 43, 935, 427, 0, 923, 270, 0, 0, 0, 0, 255, 316, 249, 0, 615, 0, 819, 468, 219, 0, 0, 192, 0, 332, 0, 0, 0, 0, 0, 612, 
0, 0, 0, 522, 355, 86, 0, 0, 0, 380, 423, 951, 132, 0, 0, 0, 0, 73, 0, 936, 266, 384, 680, 0, 371, 0, 0, 648, 0, 304, 0, 428, 778, 944, 187, 901, 857, 0, 29, 579, 224, 94, 782, 0, 0, -1, 0, 0, 0, 0, 216, 816, 659, 0, 957, 471, 0, 997, 0, 893, 936, 0, 0, 0, 239, 0, 0, 0, 0, 0, 262, 425, 0, 885, 826, 0, 
0, 0, 799, 0, 0, 549, 0, 946, 0, 0, 341, 0, 0, 0, 874, 0, 853, 317, 584, 0, 0, 751, 746, 0, 0, 0, 0, 0, 753, 0, 0, 0, 639, 58, 280, 0, 0, 0, 720, 992, 0, 897, 0, 378, 710, 813, -1, 0, 748, 884, 648, 0, 975, 612, 168, 496, 0, 0, 0, 696, 312, 0, 39, 0, 0, 747, 570, 532, 0, 819, 0, 0, 53, 0, 999, 936, 
0, 265, 0, 739, 0, 0, 0, 0, 0, 0, 0, 748, 829, 518, 608, 0, 0, 0, 762, 966, 0, 0, 574, 0, 676, 516, 898, 704, 835, 773, 485, 0, 449, 715, 0, 818, 0, 529, 352, 217, 582, 150, 0, 455, 0, 504, 0, -1, 0, 697, 0, 547, 513, 296, 0, 0, 0, 0, 0, 593, 160, 90, 79, 706, 647, 852, 0, 0, 424, 0, 584, 359, 342, 0, 0, 881, 
0, 628, 0, 57, 709, 802, 0, 0, 0, 552, 482, 679, 0, 908, 0, 137, 0, 0, 0, 746, 0, 718, 578, 0, 0, 0, 0, 0, 734, 846, 778, 0, 0, 0, 643, 862, 466, 398, 0, 0, 0, 599, 915, 0, 0, 0, 0, 211, -1, 468, 175, 182, 713, 0, 0, 0, 105, 0, 0, 0, 664, 241, 0, 0, 727, 0, 0, 900, 357, 0, 310, 666, 0, 410, 0, 715, 
0, 695, 929, 523, 110, 746, 209, 782, 107, 0, 0, 0, 909, 431, 0, 0, 0, 0, 256, 712, 0, 0, 974, 0, 0, 0, 0, 0, 620, 0, 0, 463, 0, 0, 510, 0, 116, 0, 0, 447, 0, 163, 0, 522, 319, 395, 0, 0, 39, -1, 0, 0, 0, 565, 866, 0, 0, 606, 299, 335, 0, 251, 796, 649, 654, 0, 0, 0, 0, 842, 0, 0, 286, 0, 311, 0, 
283, 60, 426, 182, 597, 862, 0, 189, 0, 0, 657, 0, 560, 685, 946, 0, 127, 0, 514, 871, 0, 164, 932, 890, 32, 49, 0, 697, 531, 646, 0, 597, 613, 645, 0, 0, 309, 15, 172, 0, 653, 850, 492, 538, 0, 0, 752, 467, 0, 632, -1, 0, 742, 0, 57, 0, 300, 565, 426, 594, 0, 168, 400, 0, 0, 128, 0, 0, 0, 0, 923, 433, 676, 0, 0, 659, 
0, 717, 734, 0, 0, 592, 514, 0, 0, 324, 0, 184, 0, 662, 0, 0, 0, 0, 0, 0, 74, 962, 0, 738, 229, 0, 0, 210, 0, 0, 0, 0, 471, 415, 846, 335, 764, 0, 638, 631, 137, 921, 0, 0, 0, 0, 499, 553, 0, 529, 0, -1, 0, 972, 926, 973, 0, 138, 0, 844, 23, 0, 669, 655, 0, 147, 0, 618, 24, 0, 926, 118, 0, 0, 0, 637, 
0, 683, 0, 0, 729, 0, 992, 0, 0, 446, 559, 0, 322, 764, 0, 234, 680, 0, 988, 463, 927, 0, 0, 0, 923, 0, 468, 298, 169, 0, 922, 822, 0, 540, 43, 0, 544, 984, 1, 0, 0, 0, 0, 0, 0, 0, 995, 0, 0, 0, 0, 0, -1, 356, 0, 225, 0, 0, 0, 787, 243, 0, 0, 0, 43, 0, 260, 0, 221, 231, 619, 879, 0, 0, 0, 0, 
0, 644, 583, 103, 0, 666, 0, 0, 0, 0, 792, 631, 0, 0, 0, 0, 0, 515, 549, 0, 0, 0, 0, 500, 0, 0, 880, 0, 988, 0, 104, 831, 0, 307, 810, 590, 397, 727, 0, 0, 0, 0, 919, 721, 61, 0, 343, 119, 0, 32, 0, 295, 947, -1, 0, 676, 550, 648, 396, 4, 0, 488, 0, 515, 0, 0, 133, 0, 0, 999, 0, 987, 551, 0, 508, 0, 
0, 0, 234, 0, 0, 0, 478, 0, 0, 0, 0, 7, 0, 815, 526, 576, 0, 0, 280, 813, 0, 389, 0, 598, 151, 259, 514, 117, 0, 0, 653, 0, 0, 76, 561, 0, 457, 980, 0, 0, 0, 0, 0, 0, 245, 863, 504, 0, 0, 370, 0, 0, 428, 999, -1, 951, 0, 0, 0, 0, 333, 0, 0, 0, 0, 0, 948, 569, 791, 807, 89, 948, 12, 161, 212, 750, 
0, 148, 0, 585, 664, 827, 0, 116, 0, 831, 0, 0, 0, 0, 818, 0, 159, 0, 84, 0, 0, 0, 0, 845, 0, 524, 0, 0, 247, 4, 0, 0, 0, 0, 0, 0, 0, 0, 222, 0, 711, 0, 0, 0, 0, 918, 306, 741, 257, 0, 749, 33, 0, 0, 0, -1, 0, 764, 0, 0, 0, 0, 0, 0, 428, 978, 0, 0, 0, 0, 0, 589, 0, 605, 946, 967, 
0, 0, 0, 0, 682, 418, 367, 0, 528, 890, 0, 0, 0, 0, 180, 0, 0, 0, 0, 0, 0, 872, 278, 797, 0, 0, 0, 0, 0, 0, 0, 0, 655, 378, 0, 203, 392, 0, 0, 0, 289, 0, 998, 0, 0, 0, 32, 908, 0, 622, 58, 348, 365, 208, 0, 611, -1, 252, 764, 0, 64, 0, 894, 480, 628, 397, 236, 296, 0, 84, 901, 392, 0, 0, 0, 957, 
0, 815, 352, 0, 490, 0, 0, 0, 1, 66, 804, 493, 0, 530, 787, 0, 491, 879, 0, 0, 964, 0, 0, 0, 0, 0, 0, 0, 587, 0, 0, 0, 663, 0, 0, 0, 993, 304, 0, 0, 962, 0, 0, 434, 0, 0, 919, 325, 0, 956, 90, 634, 0, 0, 0, 0, 946, -1, 806, 0, 0, 619, 438, 0, 0, 921, 0, 696, 843, 627, 0, 91, 0, 937, 346, 0, 
872, 0, 967, 0, 478, 0, 242, 0, 0, 935, 969, 0, 0, 256, 996, 0, 1000, 0, 0, 0, 0, 0, 0, 937, 288, 120, 665, 681, 936, 0, 441, 619, 0, 197, 737, 437, 815, 0, 86, 334, 451, 341, 31, 55, 350, 714, 0, 835, 0, 694, 0, 0, 0, 750, 0, 938, 802, 0, -1, 61, 0, 193, 0, 0, 0, 236, 505, 0, 739, 863, 666, 464, 0, 0, 8, 418, 
422, 990, 9, 0, 0, 260, 77, 802, 334, 0, 0, 822, 0, 461, 125, 45, 105, 302, 0, 0, 0, 342, 0, 0, 470, 616, 85, 0, 0, 869, 0, 0, 300, 0, 725, 0, 757, 0, 531, 0, 563, 0, 0, 0, 42, 0, 616, 0, 0, 0, 0, 0, 0, 0, 613, 0, 849, 0, 266, -1, 0, 0, 521, 0, 0, 0, 0, 0, 970, 537, 707, 0, 330, 485, 0, 0, 
0, 0, 0, 0, 0, 191, 410, 203, 0, 15, 26, 0, 787, 0, 0, 696, 0, 0, 623, 539, 276, 739, 0, 792, 216, 799, 117, 232, 0, 0, 0, 0, 533, 0, 0, 294, 862, 868, 424, 0, 279, 408, 954, 35, 0, 0, 0, 0, 22, 401, 881, 819, 921, 0, 808, 668, 99, 0, 0, 0, -1, 0, 0, 0, 0, 562, 0, 628, 408, 876, 0, 0, 0, 0, 0, 0, 
