0, 0, 618, 0, 166, 812, 0, 0, 0, 0, 884, 0, 0, 0, 0, 228, 406, 0, 0, 0, -1, 0, 0, 0, 931, 0, 3, 544, 244, 756, 0, 0, 0, 0, 0, 0, 0, 340, 42, 0, 0, 305, 0, 0, 965, 0, 0, 630, 685, 0, 85, 286, 0, 774, 77, 189, 0, 7, 780, 290, 734, 0, 273, 0, 0, 897, 0, 0, 794, 658, 9, 0, 0, 970, 227, 0, 0, 866, 834, 674, 0, 0, 0, 0, 0, 773, 0, 828, 474, 0, 0, 0, 0, 0, 0, 0, 
0, 616, 0, 337, 0, 0, 0, 569, 0, 270, 72, 864, 588, 0, 556, 234, 121, 0, 0, 0, 0, -1, 0, 0, 0, 783, 0, 0, 624, 783, 0, 0, 871, 0, 0, 0, 0, 0, 0, 0, 518, 0, 0, 623, 0, 0, 126, 942, 431, 0, 0, 0, 0, 0, 0, 0, 412, 166, 847, 795, 24, 155, 0, 155, 0, 788, 574, 490, 175, 0, 982, 0, 585, 695, 0, 0, 147, 585, 0, 331, 513, 0, 0, 0, 611, 226, 582, 0, 0, 671, 993, 658, 0, 0, 0, 0, 
666, 0, 279, 0, 141, 585, 477, 0, 0, 63, 139, 0, 183, 309, 0, 0, 955, 945, 0, 0, 512, 0, -1, 192, 0, 764, 0, 764, 131, 492, 0, 146, 894, 0, 0, 887, 0, 166, 527, 439, 0, 301, 787, 0, 217, 0, 0, 455, 348, 84, 0, 712, 396, 836, 0, 0, 0, 0, 139, 61, 450, 503, 0, 0, 0, 0, 691, 0, 0, 0, 0, 251, 763, 678, 19, 1000, 172, 0, 0, 796, 961, 0, 0, 283, 0, 345, 425, 82, 0, 0, 463, 596, 914, 828, 41, 342, 
186, 53, 563, 0, 357, 948, 0, 0, 0, 976, 790, 0, 756, 0, 62, 993, 0, 336, 0, 716, 159, 951, 327, -1, 138, 55, 368, 0, 484, 0, 955, 0, 184, 72, 222, 0, 93, 117, 0, 0, 931, 0, 796, 857, 0, 0, 848, 358, 277, 0, 0, 776, 0, 0, 0, 0, 867, 0, 0, 698, 0, 760, 0, 606, 0, 0, 390, 542, 322, 721, 451, 0, 0, 609, 545, 0, 365, 0, 0, 997, 0, 0, 69, 551, 0, 0, 0, 708, 0, 332, 0, 329, 0, 0, 0, 265, 
0, 691, 894, 24, 0, 97, 0, 0, 107, 0, 891, 0, 893, 180, 22, 428, 959, 0, 0, 0, 37, 0, 0, 135, -1, 0, 550, 0, 586, 0, 0, 10, 0, 935, 0, 74, 0, 784, 468, 936, 0, 350, 0, 267, 633, 0, 137, 0, 0, 0, 921, 605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 691, 0, 75, 193, 0, 82, 487, 0, 30, 895, 13, 765, 0, 879, 0, 170, 155, 151, 922, 994, 0, 0, 0, 0, 518, 
0, 0, 80, 0, 0, 154, 159, 389, 0, 0, 0, 0, 0, 966, 631, 967, 423, 0, 0, 0, 868, 363, 0, 0, 597, -1, 133, 605, 0, 391, 0, 241, 372, 0, 826, 0, 0, 0, 851, 218, 512, 0, 0, 19, 0, 801, 0, 0, 0, 401, 0, 0, 296, 0, 667, 458, 25, 547, 0, 710, 236, 0, 0, 0, 441, 686, 0, 556, 774, 835, 881, 0, 168, 0, 102, 226, 656, 0, 341, 0, 0, 62, 0, 946, 0, 961, 200, 0, 0, 178, 0, 905, 702, 0, 638, 0, 
14, 0, 999, 461, 106, 0, 409, 0, 565, 718, 216, 0, 0, 426, 255, 18, 0, 675, 0, 0, 734, 667, 0, 578, 76, 842, -1, 0, 489, 813, 57, 0, 396, 0, 0, 0, 926, 542, 0, 0, 656, 242, 791, 0, 443, 13, 99, 0, 810, 760, 0, 0, 585, 643, 188, 0, 202, 643, 303, 707, 987, 915, 0, 0, 0, 147, 850, 718, 0, 529, 0, 391, 500, 0, 0, 0, 311, 707, 0, 351, 474, 320, 865, 76, 0, 0, 711, 0, 0, 0, 881, 0, 0, 0, 0, 0, 
586, 469, 0, 0, 179, 0, 0, 0, 498, 159, 0, 816, 0, 736, 34, 337, 670, 0, 0, 267, 0, 331, 780, 0, 0, 536, 468, -1, 856, 0, 0, 911, 0, 0, 241, 241, 0, 196, 0, 0, 580, 0, 546, 0, 0, 0, 971, 899, 0, 889, 167, 250, 914, 289, 207, 677, 0, 0, 174, 0, 0, 0, 508, 531, 798, 0, 0, 272, 170, 555, 0, 0, 0, 386, 0, 0, 0, 792, 802, 666, 0, 902, 0, 0, 382, 125, 0, 240, 91, 0, 435, 330, 136, 920, 189, 0, 
0, 739, 147, 0, 254, 0, 840, 656, 0, 0, 0, 0, 801, 939, 0, 794, 0, 0, 482, 0, 0, 0, 703, 411, 98, 597, 705, 337, -1, 0, 808, 586, 0, 73, 809, 0, 0, 0, 218, 497, 238, 549, 669, 0, 318, 796, 0, 0, 0, 606, 0, 200, 0, 0, 0, 954, 0, 0, 0, 670, 819, 0, 610, 167, 0, 0, 253, 0, 156, 0, 305, 0, 984, 0, 0, 757, 0, 772, 0, 0, 0, 570, 0, 0, 0, 0, 327, 0, 38, 566, 282, 380, 0, 908, 842, 0, 
0, 15, 0, 0, 0, 0, 412, 881, 0, 654, 0, 903, 0, 314, 614, 0, 0, 0, 0, 425, 0, 750, 629, 0, 175, 522, 0, 0, 0, -1, 857, 348, 848, 454, 0, 457, 44, 0, 808, 121, 7, 0, 0, 445, 0, 0, 887, 134, 632, 0, 917, 0, 961, 567, 0, 788, 792, 0, 714, 311, 0, 0, 33, 94, 0, 0, 0, 590, 0, 0, 0, 0, 888, 202, 0, 0, 903, 423, 0, 823, 0, 928, 505, 0, 250, 495, 130, 0, 980, 526, 88, 50, 470, 688, 0, 0, 
0, 788, 0, 844, 0, 791, 0, 0, 0, 0, 0, 213, 953, 0, 622, 969, 0, 160, 0, 0, 795, 299, 152, 363, 59, 928, 0, 205, 901, 766, -1, 132, 0, 0, 904, 0, 0, 0, 874, 0, 0, 0, 897, 835, 0, 0, 0, 305, 0, 0, 0, 136, 705, 176, 0, 310, 0, 879, 927, 102, 0, 451, 618, 0, 481, 0, 243, 673, 0, 0, 0, 984, 132, 0, 0, 0, 0, 201, 966, 317, 791, 609, 336, 0, 201, 972, 533, 0, 913, 0, 313, 738, 302, 310, 800, 631, 
0, 0, 70, 228, 0, 379, 0, 215, 411, 294, 453, 900, 819, 442, 0, 254, 51, 343, 0, 685, 470, 0, 0, 0, 0, 0, 0, 783, 644, 551, 0, -1, 0, 425, 334, 0, 366, 0, 905, 0, 0, 0, 0, 0, 139, 384, 0, 579, 797, 0, 0, 0, 0, 633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 454, 0, 0, 0, 803, 0, 0, 0, 0, 802, 0, 0, 697, 165, 52, 618, 661, 520, 485, 958, 0, 0, 0, 0, 0, 958, 0, 0, 0, 0, 354, 425, 0, 
123, 0, 359, 736, 145, 0, 422, 0, 161, 0, 0, 894, 0, 0, 0, 0, 233, 970, 877, 0, 0, 0, 0, 134, 0, 284, 0, 0, 0, 147, 0, 696, -1, 663, 0, 0, 186, 0, 172, 140, 0, 797, 0, 0, 468, 0, 623, 0, 0, 0, 87, 0, 0, 551, 0, 476, 483, 0, 0, 0, 487, 183, 0, 553, 0, 95, 0, 0, 130, 0, 471, 63, 194, 559, 256, 0, 0, 780, 0, 404, 0, 0, 0, 0, 0, 804, 400, 713, 537, 835, 497, 973, 281, 125, 0, 108, 
79, 0, 230, 352, 0, 654, 0, 0, 822, 430, 631, 145, 568, 653, 0, 824, 21, 0, 463, 0, 0, 592, 207, 0, 0, 81, 0, 466, 0, 0, 0, 889, 264, -1, 0, 0, 750, 0, 0, 279, 601, 152, 0, 0, 0, 503, 0, 0, 524, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 567, 0, 407, 742, 0, 925, 798, 282, 0, 0, 364, 991, 0, 553, 685, 175, 979, 449, 0, 814, 0, 0, 821, 286, 0, 178, 145, 0, 0, 0, 0, 0, 538, 635, 636, 0, 609, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 273, 161, 606, 652, 21, 1000, 0, 0, 0, 491, 776, 453, 0, 0, 0, 498, 0, 264, 0, 524, 991, 0, 773, 0, 0, -1, 517, 498, 0, 287, 0, 305, 140, 0, 0, 424, 309, 0, 13, 0, 0, 560, 222, 707, 744, 757, 0, 835, 0, 560, 0, 0, 0, 0, 943, 188, 261, 0, 321, 775, 0, 0, 0, 88, 815, 0, 0, 326, 6, 394, 0, 0, 0, 0, 0, 0, 0, 0, 633, 327, 436, 0, 180, 971, 283, 0, 0, 
211, 33, 0, 0, 204, 243, 802, 0, 0, 620, 0, 322, 0, 948, 0, 0, 880, 369, 0, 0, 318, 0, 207, 0, 283, 0, 81, 0, 175, 0, 0, 29, 0, 555, 243, -1, 0, 663, 0, 189, 0, 0, 0, 831, 245, 842, 0, 723, 0, 0, 0, 636, 0, 0, 0, 0, 0, 0, 613, 445, 675, 565, 0, 0, 497, 0, 0, 393, 941, 613, 0, 0, 82, 0, 593, 0, 0, 562, 132, 0, 0, 44, 271, 0, 0, 0, 0, 73, 0, 0, 525, 809, 124, 0, 0, 0, 
0, 532, 0, 0, 741, 0, 0, 0, 0, 123, 482, 0, 711, 632, 0, 0, 0, 460, 0, 0, 693, 220, 0, 368, 803, 0, 0, 594, 684, 0, 795, 761, 669, 28, 687, 303, -1, 0, 789, 0, 446, 0, 0, 0, 0, 0, 0, 0, 829, 215, 917, 0, 0, 230, 0, 861, 103, 376, 0, 0, 0, 347, 0, 613, 0, 0, 0, 0, 379, 0, 236, 273, 280, 0, 75, 0, 649, 0, 0, 177, 988, 0, 542, 0, 863, 0, 798, 52, 0, 33, 801, 373, 501, 586, 0, 928, 
997, 0, 0, 748, 0, 725, 0, 93, 330, 683, 902, 0, 870, 618, 0, 744, 0, 444, 0, 0, 0, 0, 358, 601, 848, 651, 0, 916, 0, 0, 676, 236, 265, 0, 9, 997, 0, -1, 377, 0, 0, 0, 0, 162, 0, 0, 181, 0, 217, 0, 520, 0, 0, 759, 0, 0, 268, 0, 419, 0, 298, 0, 916, 887, 269, 486, 0, 706, 33, 382, 407, 0, 512, 940, 0, 283, 0, 0, 393, 515, 0, 137, 449, 528, 0, 114, 0, 682, 423, 125, 0, 317, 0, 244, 0, 471, 
902, 0, 365, 0, 571, 0, 491, 0, 0, 535, 891, 0, 0, 650, 425, 318, 268, 0, 559, 0, 421, 0, 0, 0, 0, 0, 691, 927, 143, 0, 881, 91, 984, 208, 318, 0, 0, 275, -1, 89, 555, 388, 0, 0, 0, 0, 701, 608, 0, 493, 0, 334, 0, 295, 382, 803, 84, 0, 873, 165, 0, 0, 422, 814, 0, 0, 298, 134, 911, 943, 209, 0, 0, 0, 451, 780, 461, 0, 971, 0, 0, 840, 171, 709, 0, 0, 41, 0, 0, 671, 472, 874, 25, 0, 0, 0, 
0, 0, 30, 0, 357, 542, 17, 77, 852, 602, 154, 689, 919, 0, 0, 896, 0, 700, 0, 36, 473, 865, 0, 0, 468, 856, 0, 205, 0, 0, 0, 0, 254, 0, 854, 0, 0, 430, 59, -1, 0, 644, 905, 911, 712, 180, 388, 755, 507, 583, 964, 0, 0, 0, 509, 0, 489, 753, 0, 0, 0, 0, 0, 0, 0, 0, 847, 0, 0, 0, 511, 465, 0, 252, 709, 0, 380, 274, 0, 0, 342, 687, 0, 628, 749, 0, 0, 0, 0, 0, 770, 79, 0, 0, 59, 0, 
387, 585, 0, 0, 934, 0, 436, 0, 594, 0, 0, 83, 70, 0, 64, 0, 0, 178, 0, 0, 236, 683, 0, 0, 0, 0, 747, 0, 240, 422, 0, 38, 408, 0, 126, 213, 0, 0, 941, 272, -1, 508, 0, 429, 0, 309, 979, 0, 0, 528, 0, 324, 0, 884, 0, 0, 0, 0, 0, 0, 657, 0, 280, 0, 730, 0, 0, 595, 84, 546, 0, 0, 540, 0, 0, 435, 616, 0, 0, 633, 561, 0, 192, 472, 335, 0, 821, 614, 749, 940, 0, 783, 913, 794, 0, 0, 
959, 0, 0, 0, 0, 0, 399, 208, 0, 0, 672, 0, 319, 86, 0, 122, 374, 556, 0, 0, 0, 0, 0, 180, 0, 727, 0, 0, 0, 0, 235, 990, 946, 851, 442, 0, 0, 0, 735, 585, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 856, 742, 0, 0, 521, 637, 0, 987, 0, 13, 0, 614, 143, 0, 630, 945, 0, 727, 238, 0, 289, 0, 0, 0, 131, 728, 210, 0, 334, 700, 0, 939, 752, 124, 92, 0, 960, 0, 254, 933, 0, 0, 95, 0, 266, 
0, 362, 0, 57, 828, 607, 396, 0, 746, 183, 588, 115, 0, 0, 0, 546, 771, 0, 0, 0, 825, 739, 0, 0, 0, 686, 20, 0, 22, 0, 0, 861, 624, 0, 0, 310, 0, 237, 520, 0, 0, 0, -1, 0, 0, 0, 488, 664, 738, 0, 0, 318, 0, 0, 21, 0, 880, 430, 17, 0, 961, 153, 940, 0, 0, 0, 34, 0, 501, 0, 0, 526, 909, 0, 0, 0, 306, 600, 0, 0, 0, 101, 0, 112, 0, 805, 0, 762, 0, 117, 448, 0, 826, 0, 0, 0, 
768, 0, 120, 0, 122, 570, 0, 0, 0, 543, 0, 0, 497, 0, 610, 0, 842, 0, 0, 0, 768, 0, 270, 0, 0, 940, 0, 0, 0, 471, 0, 550, 0, 301, 0, 0, 0, 115, 211, 0, 502, 0, 0, -1, 0, 0, 335, 442, 829, 0, 0, 428, 543, 849, 198, 904, 731, 0, 752, 397, 448, 672, 379, 716, 477, 449, 0, 724, 939, 54, 915, 679, 0, 419, 45, 778, 0, 0, 140, 0, 598, 442, 753, 676, 0, 206, 0, 0, 0, 482, 0, 939, 0, 0, 122, 525, 
406, 0, 0, 993, 796, 0, 0, 0, 0, 0, 454, 377, 976, 0, 623, 0, 159, 0, 110, 104, 0, 799, 0, 0, 572, 0, 765, 550, 0, 0, 0, 0, 80, 0, 965, 374, 371, 0, 281, 433, 961, 746, 0, 826, -1, 706, 843, 826, 87, 124, 591, 0, 0, 0, 365, 0, 0, 102, 687, 888, 606, 0, 361, 797, 0, 514, 354, 0, 0, 0, 0, 313, 0, 0, 827, 787, 580, 766, 0, 0, 0, 191, 434, 0, 121, 699, 0, 710, 383, 989, 21, 581, 0, 360, 0, 397, 
0, 911, 815, 0, 576, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 370, 704, 0, 0, 0, 775, 0, 390, 565, 0, 0, 441, 0, 0, 7, 575, 0, 0, 0, 78, 0, 0, 637, 0, 0, 549, 984, 0, 257, -1, 885, 465, 0, 555, 0, 688, 456, 296, 0, 0, 0, 933, 0, 375, 0, 451, 684, 762, 0, 447, 0, 397, 484, 0, 0, 0, 0, 921, 0, 561, 0, 356, 727, 0, 142, 0, 0, 935, 164, 0, 618, 802, 0, 515, 1000, 0, 352, 731, 0, 826, 
0, 0, 0, 0, 0, 299, 688, 0, 0, 0, 0, 0, 351, 738, 710, 0, 282, 0, 0, 0, 0, 0, 0, 0, 0, 173, 430, 0, 0, 0, 43, 0, 569, 0, 727, 0, 0, 59, 0, 575, 0, 0, 0, 838, 572, 0, -1, 0, 519, 809, 0, 220, 651, 308, 279, 0, 526, 970, 0, 0, 864, 0, 723, 0, 810, 1, 790, 913, 931, 724, 0, 0, 0, 177, 802, 0, 390, 178, 41, 0, 480, 266, 0, 25, 941, 0, 0, 0, 51, 0, 259, 913, 243, 0, 0, 0, 
476, 0, 116, 0, 203, 0, 732, 0, 357, 241, 677, 898, 0, 0, 813, 0, 0, 0, 533, 0, 0, 0, 141, 707, 0, 0, 574, 279, 160, 115, 604, 0, 496, 0, 0, 330, 0, 844, 13, 0, 0, 414, 545, 600, 673, 48, 658, -1, 0, 0, 0, 969, 862, 0, 0, 0, 0, 122, 556, 496, 688, 0, 0, 538, 0, 0, 439, 0, 433, 0, 616, 616, 439, 7, 774, 60, 35, 228, 953, 60, 0, 797, 0, 0, 0, 524, 0, 0, 0, 0, 0, 0, 820, 0, 441, 0, 
