122, 0, 0, 757, 990, 0, 942, 30, 0, 361, 0, 469, 0, 530, 0, 0, 876, -1, 232, 772, 581, 0, 454, 0, 0, 0, 997, 0, 0, 222, 0, 115, 0, 0, 745, 523, 479, 532, 876, 101, 67, 500, 0, 943, 0, 
0, 349, 605, 495, 718, 0, 0, 800, 0, 472, 705, 0, 0, 663, 0, 0, 0, 0, -1, 85, 0, 900, 0, 765, 804, 0, 938, 0, 976, 968, 0, 138, 0, 934, 0, 859, 803, 0, 0, 0, 417, 235, 119, 165, 490, 
0, 477, 0, 337, 0, 962, 242, 0, 795, 0, 551, 208, 0, 0, 161, 24, 0, 427, 977, -1, 484, 631, 198, 0, 0, 12, 611, 0, 744, 0, 517, 454, 0, 0, 752, 260, 495, 91, 0, 614, 83, 0, 0, 168, 298, 
616, 244, 0, 631, 437, 0, 0, 548, 0, 0, 788, 626, 175, 0, 556, 439, 0, 0, 745, 0, -1, 17, 0, 19, 0, 0, 0, 0, 0, 424, 0, 558, 0, 0, 597, 26, 108, 0, 214, 0, 0, 526, 341, 763, 0, 
78, 734, 0, 894, 979, 656, 652, 779, 0, 624, 0, 0, 0, 537, 978, 693, 0, 847, 0, 0, 586, -1, 0, 882, 0, 795, 0, 139, 0, 0, 0, 0, 0, 871, 278, 0, 0, 0, 584, 0, 482, 941, 0, 436, 611, 
936, 124, 745, 43, 0, 0, 974, 243, 323, 0, 0, 696, 22, 966, 0, 0, 0, 0, 777, 0, 172, 950, -1, 74, 0, 439, 199, 0, 0, 690, 458, 611, 942, 104, 62, 910, 683, 0, 267, 703, 0, 787, 0, 0, 0, 
313, 0, 0, 0, 458, 0, 388, 0, 370, 0, 0, 796, 245, 0, 0, 0, 899, 0, 164, 0, 0, 0, 0, -1, 0, 675, 788, 0, 0, 217, 858, 274, 0, 0, 395, 0, 0, 0, 985, 0, 333, 0, 589, 633, 165, 
44, 226, 0, 0, 0, 0, 0, 0, 190, 0, 971, 0, 0, 816, 671, 0, 0, 10, 0, 53, 0, 0, 348, 246, -1, 349, 0, 232, 0, 0, 0, 0, 0, 383, 883, 0, 0, 0, 9, 0, 0, 384, 0, 181, 698, 
473, 0, 499, 0, 0, 0, 0, 892, 745, 442, 565, 638, 571, 528, 0, 611, 886, 0, 85, 0, 436, 925, 0, 466, 72, -1, 136, 194, 878, 0, 868, 600, 0, 0, 0, 393, 0, 791, 618, 596, 990, 53, 948, 0, 0, 
0, 304, 271, 975, 610, 0, 767, 515, 731, 0, 74, 339, 0, 0, 0, 0, 144, 0, 0, 369, 93, 238, 526, 600, 815, 321, -1, 0, 0, 975, 205, 68, 0, 0, 829, 0, 184, 645, 0, 0, 28, 0, 957, 0, 757, 
688, 404, 0, 0, 0, 625, 0, 223, 0, 29, 122, 0, 981, 679, 0, 0, 0, 120, 0, 0, 996, 0, 966, 978, 391, 789, 0, -1, 0, 745, 350, 0, 0, 0, 47, 490, 136, 464, 0, 0, 0, 34, 390, 0, 0, 
299, 40, 334, 0, 551, 389, 21, 0, 167, 0, 0, 807, 886, 695, 93, 0, 0, 341, 0, 537, 0, 233, 0, 182, 0, 827, 0, 0, -1, 950, 0, 311, 0, 0, 367, 0, 148, 293, 0, 0, 0, 664, 0, 885, 0, 
360, 0, 0, 0, 0, 0, 0, 0, 0, 489, 0, 186, 152, 0, 0, 702, 396, 596, 483, 0, 0, 916, 75, 0, 0, 0, 0, 466, 299, -1, 0, 0, 0, 90, 515, 492, 45, 0, 0, 0, 0, 256, 375, 0, 648, 
32, 713, 326, 0, 519, 0, 0, 0, 318, 527, 0, 454, 0, 0, 0, 214, 569, 0, 424, 0, 643, 0, 0, 687, 0, 0, 0, 919, 0, 152, -1, 425, 270, 529, 0, 0, 0, 376, 0, 58, 720, 860, 0, 342, 0, 
961, 69, 0, 0, 0, 0, 564, 17, 110, 0, 106, 820, 0, 378, 0, 0, 869, 654, 0, 0, 0, 504, 0, 0, 608, 633, 0, 0, 344, 0, 0, -1, 602, 909, 0, 512, 0, 146, 0, 0, 622, 0, 425, 448, 231, 
834, 976, 0, 136, 0, 0, 685, 0, 861, 701, 0, 69, 841, 0, 0, 120, 0, 0, 0, 0, 0, 342, 787, 0, 0, 0, 600, 965, 400, 112, 452, 702, -1, 0, 21, 536, 534, 517, 0, 41, 393, 0, 0, 831, 0, 
0, 191, 856, 0, 759, 53, 0, 0, 0, 674, 0, 962, 692, 0, 494, 638, 0, 329, 0, 125, 829, 467, 0, 0, 0, 0, 0, 0, 0, 482, 439, 849, 0, -1, 141, 0, 0, 176, 0, 261, 0, 980, 439, 0, 636, 
307, 0, 654, 94, 214, 45, 0, 0, 424, 924, 0, 0, 59, 0, 0, 626, 245, 826, 354, 926, 0, 0, 819, 674, 0, 997, 536, 0, 331, 0, 0, 695, 0, 539, -1, 0, 0, 0, 496, 627, 0, 0, 285, 0, 683, 
180, 937, 858, 521, 629, 0, 411, 0, 875, 0, 600, 32, 662, 0, 743, 0, 0, 0, 137, 0, 0, 0, 572, 0, 0, 0, 31, 0, 0, 685, 942, 0, 0, 0, 936, -1, 0, 423, 0, 660, 113, 0, 0, 182, 0, 
7, 0, 0, 0, 0, 0, 0, 138, 0, 0, 82, 536, 0, 26, 774, 883, 25, 0, 920, 380, 0, 0, 0, 0, 0, 79, 0, 246, 669, 417, 0, 747, 489, 0, 108, 681, -1, 0, 360, 185, 75, 0, 505, 0, 664, 
0, 671, 653, 0, 0, 60, 867, 914, 0, 0, 444, 694, 0, 294, 62, 459, 0, 642, 0, 225, 162, 0, 769, 466, 0, 967, 0, 0, 0, 894, 325, 699, 305, 0, 0, 746, 218, -1, 0, 0, 57, 0, 0, 0, 0, 
0, 954, 580, 0, 0, 0, 959, 822, 0, 817, 0, 394, 0, 0, 679, 738, 0, 0, 0, 0, 320, 918, 0, 0, 0, 0, 493, 0, 0, 673, 0, 809, 426, 0, 377, 0, 942, 901, -1, 482, 578, 0, 0, 0, 0, 
0, 619, 705, 470, 0, 0, 0, 962, 761, 744, 319, 0, 0, 148, 0, 0, 645, 926, 530, 0, 780, 913, 0, 387, 431, 934, 0, 0, 385, 0, 836, 0, 0, 0, 0, 0, 0, 292, 0, -1, 0, 0, 0, 201, 0, 
589, 547, 591, 0, 0, 87, 192, 911, 616, 0, 989, 592, 67, 581, 169, 0, 648, 0, 614, 0, 575, 430, 815, 77, 0, 0, 0, 596, 0, 0, 743, 453, 133, 0, 69, 0, 0, 0, 773, 421, -1, 454, 148, 21, 53, 
0, 520, 0, 745, 145, 698, 166, 0, 500, 800, 213, 0, 878, 0, 0, 542, 758, 784, 0, 245, 192, 148, 406, 661, 0, 0, 0, 118, 0, 336, 719, 0, 0, 862, 563, 519, 0, 0, 6, 0, 0, -1, 0, 718, 0, 
853, 713, 0, 5, 110, 0, 408, 889, 590, 500, 746, 0, 817, 0, 0, 809, 0, 197, 0, 723, 0, 0, 0, 226, 147, 279, 0, 505, 0, 925, 399, 0, 618, 534, 0, 556, 316, 521, 860, 0, 262, 0, -1, 108, 0, 
0, 0, 334, 0, 427, 296, 109, 897, 597, 451, 0, 883, 23, 268, 0, 0, 0, 0, 204, 0, 633, 699, 0, 594, 489, 0, 287, 326, 482, 606, 0, 811, 0, 0, 0, 0, 261, 0, 0, 98, 0, 0, 0, -1, 475, 
0, 0, 0, 0, 375, 0, 99, 775, 0, 544, 0, 0, 942, 748, 209, 0, 247, 369, 0, 0, 0, 0, 79, 0, 0, 0, 0, 227, 0, 939, 0, 0, 0, 0, 485, 0, 320, 431, 0, 682, 0, 0, 0, 0, -1]
