638, 639, 623, 0, 302, 0, 0, 0, 564, 0, -1, 237, 389, 405, 0, 0, 0, 0, 0, 825, 297, 5, 0, 609, 145, 0, 0, 0, 0, 0, 310, 0, 190, 0, 0, 0, 0, 904, 143, 0, 0, 0, 0, 173, 0, 663, 0, 0, 855, 0, 0, 383, 658, 565, 142, 537, 0, 0, 0, 755, 0, 907, 0, 0, 1000, 521, 0, 0, 0, 
446, 548, 0, 523, 265, 0, 487, 0, 0, 0, 549, -1, 0, 596, 0, 0, 0, 40, 0, 0, 0, 235, 401, 0, 792, 0, 0, 0, 789, 774, 569, 191, 0, 54, 792, 907, 745, 0, 0, 0, 0, 107, 429, 751, 0, 0, 0, 0, 0, 59, 1, 0, 830, 906, 0, 0, 506, 0, 411, 221, 0, 0, 0, 0, 0, 0, 56, 0, 378, 
0, 0, 0, 522, 167, 455, 0, 0, 58, 0, 605, 0, -1, 984, 0, 0, 371, 0, 110, 0, 168, 646, 0, 0, 367, 356, 274, 641, 0, 0, 0, 0, 0, 0, 300, 0, 678, 0, 0, 993, 942, 8, 276, 814, 0, 313, 0, 875, 828, 1, 619, 311, 668, 0, 0, 0, 762, 576, 0, 0, 628, 272, 838, 71, 0, 858, 112, 0, 0, 
280, 0, 318, 0, 0, 879, 0, 329, 0, 0, 0, 65, 685, -1, 0, 962, 815, 0, 0, 0, 921, 0, 260, 977, 0, 0, 272, 0, 326, 664, 759, 0, 0, 579, 0, 0, 0, 839, 0, 122, 0, 0, 851, 0, 512, 0, 0, 167, 327, 0, 0, 0, 965, 0, 0, 134, 423, 864, 770, 0, 72, 0, 30, 554, 773, 456, 20, 712, 0, 
754, 644, 0, 829, 479, 0, 0, 388, 0, 0, 265, 926, 670, 0, -1, 242, 445, 485, 0, 0, 0, 825, 313, 210, 0, 506, 343, 0, 109, 0, 892, 11, 0, 18, 478, 0, 372, 842, 48, 989, 996, 0, 195, 0, 816, 0, 967, 0, 884, 88, 0, 0, 0, 0, 0, 247, 551, 644, 710, 0, 0, 132, 0, 945, 0, 159, 414, 0, 0, 
0, 40, 0, 0, 522, 0, 3, 268, 0, 103, 355, 147, 0, 964, 0, -1, 0, 0, 0, 0, 985, 0, 0, 0, 0, 0, 351, 962, 0, 0, 54, 0, 0, 510, 474, 353, 685, 0, 18, 0, 0, 0, 0, 0, 0, 991, 0, 0, 0, 0, 0, 994, 547, 0, 839, 648, 0, 815, 0, 0, 44, 0, 0, 697, 343, 349, 750, 368, 0, 
0, 113, 0, 611, 733, 277, 305, 0, 0, 629, 0, 0, 0, 0, 0, 387, -1, 490, 339, 0, 0, 0, 721, 0, 0, 116, 582, 443, 333, 21, 778, 345, 0, 879, 827, 698, 0, 132, 124, 0, 284, 248, 27, 0, 835, 0, 892, 0, 0, 0, 0, 465, 466, 458, 744, 0, 0, 829, 78, 0, 0, 0, 546, 667, 0, 0, 475, 0, 0, 
806, 543, 0, 0, 780, 0, 788, 99, 854, 0, 0, 0, 688, 34, 374, 900, 663, -1, 982, 45, 933, 0, 382, 0, 83, 959, 227, 0, 0, 255, 564, 0, 0, 376, 0, 0, 763, 0, 391, 66, 661, 686, 379, 550, 105, 0, 724, 336, 0, 723, 0, 106, 0, 729, 0, 89, 552, 0, 203, 844, 0, 0, 0, 0, 907, 125, 0, 0, 315, 
0, 0, 858, 993, 46, 0, 370, 721, 0, 0, 0, 0, 583, 0, 828, 714, 0, 341, -1, 242, 0, 96, 505, 0, 558, 981, 481, 250, 0, 0, 0, 791, 0, 872, 0, 664, 820, 522, 0, 0, 358, 581, 122, 358, 652, 0, 0, 0, 537, 801, 74, 0, 0, 0, 237, 0, 987, 0, 64, 993, 2, 253, 0, 629, 0, 407, 142, 286, 0, 
0, 406, 402, 403, 0, 0, 0, 65, 562, 0, 0, 530, 516, 753, 0, 0, 803, 0, 397, -1, 199, 0, 206, 784, 0, 0, 297, 0, 865, 0, 713, 0, 0, 764, 652, 264, 0, 0, 0, 642, 632, 0, 818, 51, 0, 228, 0, 381, 0, 0, 98, 0, 635, 609, 0, 514, 82, 0, 0, 822, 675, 0, 578, 0, 0, 0, 474, 0, 0, 
0, 0, 0, 716, 0, 457, 0, 575, 556, 536, 721, 551, 0, 0, 0, 717, 906, 0, 629, 969, -1, 980, 0, 676, 915, 0, 0, 0, 913, 0, 353, 0, 0, 286, 0, 0, 950, 0, 956, 121, 951, 155, 172, 0, 949, 0, 135, 415, 0, 64, 434, 0, 491, 486, 0, 0, 0, 38, 288, 0, 0, 511, 0, 406, 0, 82, 0, 114, 0, 
649, 0, 106, 87, 884, 84, 0, 0, 0, 573, 496, 79, 973, 0, 58, 0, 129, 687, 0, 0, 275, -1, 289, 571, 0, 0, 0, 221, 900, 77, 0, 0, 817, 541, 0, 85, 0, 0, 527, 0, 132, 152, 604, 0, 0, 177, 57, 0, 66, 170, 152, 0, 76, 865, 756, 683, 0, 0, 0, 0, 714, 484, 526, 0, 0, 360, 0, 119, 683, 
812, 619, 763, 0, 0, 847, 594, 0, 58, 0, 587, 919, 0, 0, 389, 0, 477, 0, 312, 139, 829, 362, -1, 173, 647, 361, 0, 613, 0, 0, 0, 926, 437, 0, 0, 0, 63, 943, 0, 988, 560, 0, 980, 0, 509, 917, 0, 0, 0, 718, 0, 0, 859, 525, 297, 677, 808, 0, 392, 876, 766, 0, 844, 824, 418, 804, 968, 0, 555, 
0, 106, 0, 0, 0, 112, 795, 0, 0, 0, 825, 0, 739, 975, 0, 55, 841, 698, 0, 202, 0, 0, 773, -1, 377, 0, 0, 0, 0, 989, 0, 515, 557, 0, 0, 487, 0, 809, 0, 0, 0, 0, 786, 0, 857, 865, 703, 0, 963, 0, 0, 662, 985, 0, 0, 155, 0, 937, 0, 513, 170, 0, 0, 9, 0, 0, 803, 383, 970, 
0, 162, 0, 0, 0, 798, 671, 722, 0, 0, 475, 299, 993, 734, 626, 260, 191, 0, 182, 0, 0, 414, 0, 0, -1, 127, 0, 0, 0, 0, 0, 822, 342, 695, 855, 388, 510, 0, 0, 828, 616, 813, 483, 0, 11, 47, 735, 564, 0, 0, 0, 76, 872, 0, 607, 693, 941, 25, 287, 8, 0, 0, 409, 69, 0, 673, 561, 0, 0, 
18, 885, 988, 0, 558, 0, 270, 537, 598, 991, 0, 483, 0, 870, 0, 919, 0, 122, 730, 0, 689, 160, 0, 671, 83, -1, 778, 0, 761, 841, 584, 0, 988, 0, 961, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 814, 0, 0, 0, 249, 737, 876, 742, 0, 441, 0, 0, 0, 804, 744, 224, 474, 0, 0, 0, 0, 0, 108, 0, 
495, 573, 457, 0, 0, 0, 0, 0, 604, 817, 0, 415, 0, 0, 0, 0, 0, 18, 0, 348, 672, 0, 0, 0, 34, 843, -1, 787, 554, 119, 0, 0, 348, 336, 0, 0, 0, 0, 0, 0, 773, 585, 0, 0, 0, 0, 0, 127, 662, 977, 335, 809, 104, 0, 674, 742, 912, 753, 694, 0, 487, 874, 887, 568, 0, 0, 0, 826, 0, 
518, 864, 659, 0, 0, 801, 0, 0, 127, 0, 444, 925, 0, 0, 0, 0, 822, 588, 0, 0, 506, 0, 0, 550, 877, 18, 0, -1, 565, 13, 0, 656, 325, 0, 0, 0, 0, 295, 529, 0, 676, 0, 0, 0, 0, 772, 0, 0, 991, 0, 841, 970, 0, 203, 232, 0, 0, 721, 0, 0, 768, 234, 838, 0, 652, 0, 0, 549, 935, 
0, 683, 0, 369, 862, 667, 0, 0, 56, 500, 308, 0, 0, 0, 179, 726, 0, 0, 892, 324, 166, 362, 0, 0, 834, 0, 21, 177, -1, 0, 0, 907, 365, 0, 8, 374, 440, 0, 0, 72, 0, 169, 526, 880, 0, 0, 430, 0, 821, 344, 521, 0, 560, 0, 765, 0, 0, 584, 0, 109, 169, 922, 0, 0, 0, 0, 977, 908, 0, 
122, 0, 0, 225, 618, 665, 326, 252, 49, 0, 0, 0, 0, 0, 797, 32, 678, 0, 0, 69, 446, 728, 0, 107, 0, 887, 128, 528, 813, -1, 315, 968, 110, 0, 859, 0, 0, 509, 934, 0, 985, 0, 595, 0, 0, 275, 401, 0, 0, 0, 160, 0, 441, 444, 70, 916, 0, 241, 365, 0, 0, 0, 17, 967, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 247, 656, 0, 0, 0, 215, 110, 0, 0, 0, 0, 308, 530, 0, 841, 984, 0, 15, 841, 0, 0, 41, 658, 0, 107, 0, -1, 0, 431, 407, 855, 0, 73, 453, 0, 0, 815, 902, 0, 0, 0, 709, 471, 379, 258, 510, 875, 0, 341, 603, 0, 956, 0, 444, 123, 0, 0, 0, 0, 442, 489, 650, 0, 0, 935, 
0, 0, 46, 960, 68, 0, 0, 0, 433, 525, 0, 789, 0, 0, 0, 713, 0, 0, 0, 0, 0, 0, 151, 32, 215, 180, 341, 0, 0, 0, 0, -1, 0, 502, 965, 0, 0, 0, 0, 0, 0, 0, 0, 441, 0, 0, 0, 0, 0, 0, 0, 294, 0, 948, 0, 0, 946, 0, 421, 0, 154, 0, 133, 0, 0, 781, 553, 221, 299, 
810, 479, 578, 79, 0, 0, 332, 171, 863, 458, 0, 0, 0, 0, 825, 0, 32, 0, 0, 0, 332, 508, 0, 731, 212, 240, 0, 0, 359, 0, 0, 279, -1, 154, 903, 0, 767, 930, 0, 971, 0, 0, 0, 0, 900, 0, 796, 0, 0, 0, 51, 0, 254, 942, 815, 815, 0, 0, 0, 0, 118, 0, 0, 576, 524, 845, 54, 0, 0, 
535, 0, 239, 0, 0, 0, 45, 55, 0, 773, 17, 722, 606, 0, 0, 0, 150, 313, 0, 0, 182, 0, 240, 115, 0, 0, 0, 0, 0, 950, 0, 123, 0, -1, 0, 662, 0, 127, 0, 428, 0, 0, 0, 765, 0, 0, 0, 0, 0, 604, 315, 0, 815, 777, 948, 0, 286, 36, 593, 376, 514, 196, 0, 0, 0, 0, 0, 0, 722, 
0, 882, 835, 62, 953, 192, 0, 0, 0, 0, 752, 88, 0, 0, 304, 0, 0, 0, 0, 202, 0, 0, 0, 0, 658, 0, 333, 15, 800, 0, 668, 0, 648, 162, -1, 0, 0, 167, 256, 0, 313, 209, 0, 587, 65, 424, 732, 0, 0, 0, 270, 558, 977, 598, 980, 611, 0, 0, 0, 189, 734, 744, 0, 148, 0, 0, 114, 0, 859, 
558, 341, 0, 0, 92, 0, 871, 0, 0, 0, 459, 715, 654, 445, 0, 0, 0, 0, 0, 59, 992, 0, 0, 192, 304, 0, 705, 0, 866, 313, 0, 0, 67, 61, 0, -1, 0, 729, 630, 0, 846, 181, 0, 75, 823, 0, 958, 745, 0, 0, 170, 0, 0, 866, 12, 0, 0, 353, 0, 0, 0, 0, 943, 0, 0, 0, 738, 0, 75, 
470, 451, 521, 686, 0, 0, 939, 411, 35, 0, 0, 537, 675, 344, 853, 620, 0, 0, 0, 0, 0, 0, 0, 0, 878, 0, 86, 902, 0, 282, 714, 0, 152, 0, 77, 194, -1, 0, 0, 584, 0, 325, 239, 996, 0, 0, 0, 0, 545, 0, 579, 0, 214, 0, 0, 794, 965, 485, 985, 0, 735, 0, 0, 320, 0, 207, 0, 273, 240, 
0, 775, 0, 0, 831, 136, 694, 0, 490, 244, 780, 130, 482, 0, 116, 114, 94, 17, 0, 717, 981, 558, 277, 0, 0, 79, 819, 541, 850, 623, 0, 332, 501, 0, 220, 177, 730, -1, 0, 701, 0, 0, 0, 0, 104, 0, 702, 0, 778, 306, 592, 0, 336, 0, 0, 0, 0, 904, 454, 0, 116, 712, 592, 733, 380, 0, 0, 0, 566, 
0, 0, 614, 942, 0, 0, 0, 0, 0, 355, 0, 591, 657, 0, 0, 843, 615, 246, 456, 206, 296, 0, 139, 0, 0, 126, 902, 0, 0, 0, 0, 758, 0, 259, 8, 0, 0, 0, -1, 138, 191, 0, 0, 885, 477, 0, 0, 0, 386, 578, 42, 0, 0, 955, 779, 0, 0, 0, 0, 523, 0, 941, 497, 751, 355, 0, 856, 950, 0, 
696, 0, 0, 0, 0, 250, 842, 209, 667, 0, 85, 0, 173, 523, 0, 191, 948, 188, 0, 0, 90, 0, 849, 648, 0, 416, 0, 0, 566, 0, 0, 153, 243, 127, 758, 243, 0, 636, 0, -1, 198, 147, 0, 120, 0, 0, 0, 0, 428, 684, 0, 0, 317, 0, 646, 0, 0, 0, 0, 0, 100, 0, 583, 614, 0, 0, 400, 0, 0, 
0, 0, 0, 0, 284, 0, 0, 140, 555, 578, 392, 66, 0, 0, 905, 357, 0, 0, 603, 0, 460, 455, 0, 0, 0, 65, 0, 252, 0, 20, 971, 0, 0, 978, 0, 0, 0, 0, 195, 671, -1, 0, 0, 0, 0, 261, 510, 23, 0, 601, 380, 112, 0, 176, 0, 0, 432, 0, 0, 438, 0, 0, 0, 330, 0, 0, 556, 183, 692, 
0, 0, 0, 628, 0, 0, 0, 0, 491, 0, 172, 725, 0, 0, 934, 385, 0, 0, 0, 0, 650, 375, 0, 0, 226, 0, 45, 0, 0, 622, 148, 47, 534, 814, 0, 789, 0, 10, 322, 361, 673, -1, 0, 847, 0, 276, 0, 0, 0, 0, 615, 108, 105, 0, 750, 584, 659, 0, 334, 629, 430, 0, 692, 0, 0, 345, 0, 0, 0, 
0, 0, 264, 0, 0, 759, 548, 0, 0, 462, 0, 837, 0, 833, 195, 917, 703, 0, 0, 412, 0, 647, 702, 442, 758, 2, 0, 157, 75, 127, 0, 450, 288, 364, 105, 290, 0, 351, 942, 0, 0, 0, -1, 850, 281, 0, 0, 0, 0, 0, 150, 0, 0, 906, 0, 0, 0, 208, 0, 21, 0, 0, 0, 546, 141, 0, 0, 110, 428, 
0, 0, 0, 508, 0, 432, 0, 452, 11, 542, 0, 0, 859, 0, 801, 0, 74, 89, 0, 99, 528, 0, 0, 45, 680, 276, 0, 0, 394, 0, 589, 0, 335, 0, 0, 602, 0, 0, 0, 0, 548, 150, 0, -1, 0, 122, 151, 593, 606, 0, 0, 408, 0, 0, 129, 0, 528, 244, 0, 0, 391, 0, 0, 0, 658, 164, 0, 0, 0, 
0, 564, 0, 870, 0, 0, 0, 0, 0, 0, 926, 0, 969, 794, 0, 0, 0, 666, 676, 723, 0, 0, 0, 591, 162, 0, 382, 0, 0, 870, 599, 0, 731, 0, 0, 273, 349, 579, 0, 176, 173, 0, 0, 0, -1, 0, 706, 146, 492, 853, 0, 247, 299, 510, 717, 447, 671, 0, 216, 0, 0, 10, 0, 489, 374, 0, 775, 26, 209, 
0, 45, 264, 56, 962, 0, 0, 0, 223, 0, 383, 0, 0, 0, 0, 0, 219, 0, 105, 0, 0, 0, 429, 0, 0, 0, 0, 0, 0, 207, 926, 284, 830, 0, 0, 831, 218, 0, 883, 0, 0, 97, 0, 438, 361, -1, 0, 755, 0, 0, 0, 0, 530, 0, 940, 858, 0, 0, 0, 0, 0, 0, 0, 722, 504, 86, 0, 631, 207, 
77, 0, 660, 0, 990, 314, 0, 0, 0, 0, 0, 375, 610, 959, 0, 0, 974, 965, 100, 0, 0, 854, 675, 519, 503, 0, 206, 676, 0, 822, 914, 0, 0, 0, 0, 350, 0, 0, 0, 0, 0, 804, 463, 0, 0, 0, -1, 416, 47, 0, 0, 642, 0, 0, 0, 21, 7, 0, 99, 0, 0, 485, 641, 308, 472, 0, 0, 0, 603, 
555, 399, 0, 134, 168, 720, 0, 517, 815, 192, 551, 0, 0, 626, 0, 817, 0, 851, 489, 0, 0, 201, 322, 0, 814, 242, 123, 978, 585, 0, 786, 0, 88, 956, 434, 0, 878, 0, 0, 314, 0, 0, 492, 916, 0, 0, 152, -1, 168, 0, 598, 0, 0, 358, 0, 3, 463, 0, 0, 0, 565, 0, 817, 0, 0, 59, 0, 689, 60, 
410, 620, 0, 0, 0, 0, 0, 0, 0, 0, 992, 115, 746, 584, 61, 0, 0, 164, 0, 570, 0, 0, 586, 460, 0, 0, 0, 565, 851, 0, 819, 859, 0, 131, 226, 145, 0, 0, 251, 133, 673, 177, 0, 0, 522, 193, 988, 143, -1, 0, 0, 0, 0, 855, 0, 949, 106, 448, 0, 0, 0, 640, 0, 0, 178, 0, 550, 0, 0, 
675, 91, 991, 0, 0, 197, 0, 0, 250, 209, 760, 0, 547, 0, 151, 669, 319, 0, 0, 520, 167, 661, 0, 804, 893, 0, 0, 897, 0, 0, 0, 0, 644, 789, 480, 0, 388, 877, 486, 0, 0, 147, 554, 949, 0, 0, 590, 83, 325, -1, 25, 437, 856, 545, 857, 482, 978, 99, 385, 650, 17, 305, 0, 508, 357, 173, 989, 0, 261, 
406, 511, 0, 574, 0, 239, 932, 594, 0, 0, 359, 0, 0, 577, 686, 0, 0, 923, 897, 672, 870, 507, 764, 0, 0, 0, 152, 771, 926, 0, 0, 0, 155, 0, 0, 0, 0, 0, 944, 0, 0, 0, 189, 501, 0, 748, 177, 763, 230, 962, -1, 0, 450, 402, 0, 200, 672, 0, 519, 0, 0, 574, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 352, 868, 932, 746, 825, 805, 156, 0, 966, 469, 0, 0, 597, 0, 69, 321, 868, 0, 903, 116, 0, 486, 218, 534, 172, 0, 0, 71, 19, 836, 0, 0, 0, 354, 918, 894, 369, 0, 0, 907, 364, 0, 198, 692, 983, 0, 0, 950, 0, -1, 552, 0, 810, 0, 169, 0, 364, 0, 208, 892, 117, 0, 594, 479, 994, 781, 0, 
0, 184, 176, 931, 47, 293, 108, 33, 0, 0, 0, 0, 832, 0, 0, 0, 0, 0, 0, 0, 0, 919, 744, 0, 861, 283, 154, 31, 644, 0, 0, 0, 0, 0, 201, 401, 0, 979, 801, 0, 236, 830, 278, 0, 394, 78, 0, 0, 0, 0, 366, 0, -1, 0, 0, 281, 783, 0, 0, 127, 709, 839, 0, 582, 124, 575, 233, 0, 714, 
298, 326, 0, 171, 0, 619, 381, 891, 0, 0, 0, 271, 0, 468, 0, 0, 0, 0, 0, 0, 220, 0, 0, 724, 256, 605, 370, 247, 515, 902, 518, 36, 145, 0, 509, 0, 517, 927, 0, 0, 896, 593, 0, 192, 593, 910, 517, 848, 0, 624, 234, 847, 269, -1, 0, 763, 0, 0, 0, 237, 0, 0, 671, 88, 0, 336, 280, 0, 0, 
0, 0, 0, 0, 572, 0, 0, 0, 156, 461, 0, 517, 0, 94, 104, 652, 448, 28, 0, 0, 0, 0, 193, 267, 0, 396, 570, 0, 360, 496, 0, 0, 637, 0, 0, 156, 0, 482, 548, 0, 0, 450, 342, 0, 727, 557, 0, 0, 0, 0, 958, 0, 771, 504, -1, 0, 0, 231, 835, 0, 0, 725, 0, 0, 461, 317, 0, 490, 0, 
0, 713, 57, 0, 328, 236, 0, 882, 0, 480, 0, 907, 148, 0, 0, 108, 160, 1, 54, 0, 587, 207, 614, 469, 677, 0, 0, 0, 151, 0, 9, 0, 272, 0, 395, 331, 247, 843, 0, 0, 37, 160, 0, 0, 0, 256, 156, 985, 505, 441, 623, 0, 0, 646, 0, -1, 0, 77, 0, 0, 1000, 0, 907, 697, 453, 0, 0, 0, 0, 
685, 438, 0, 784, 868, 0, 244, 493, 0, 0, 641, 381, 0, 913, 0, 698, 0, 929, 0, 0, 359, 414, 0, 443, 127, 467, 0, 536, 684, 0, 0, 547, 0, 630, 33, 26, 0, 142, 0, 936, 0, 924, 821, 926, 0, 0, 0, 0, 779, 926, 669, 0, 0, 0, 0, 0, -1, 0, 600, 845, 0, 0, 0, 0, 0, 0, 78, 0, 232, 
0, 834, 140, 668, 470, 12, 0, 183, 899, 0, 978, 0, 0, 266, 854, 117, 0, 884, 537, 0, 178, 0, 547, 370, 0, 0, 0, 216, 0, 0, 250, 432, 809, 235, 714, 104, 0, 629, 0, 822, 0, 593, 0, 72, 713, 0, 0, 71, 129, 0, 738, 0, 0, 0, 75, 0, 842, -1, 0, 0, 489, 0, 864, 798, 970, 38, 0, 0, 0, 
0, 931, 931, 343, 0, 419, 907, 0, 144, 0, 0, 0, 269, 0, 0, 194, 0, 916, 0, 967, 0, 631, 200, 648, 0, 0, 195, 542, 0, 726, 418, 652, 882, 587, 286, 506, 930, 0, 974, 0, 13, 0, 347, 870, 809, 0, 666, 0, 0, 51, 199, 809, 438, 188, 0, 0, 0, 0, -1, 0, 0, 346, 0, 0, 586, 0, 140, 431, 966, 
460, 0, 256, 951, 374, 528, 880, 40, 0, 0, 0, 0, 848, 0, 0, 0, 0, 148, 0, 221, 0, 481, 0, 0, 688, 409, 0, 0, 695, 167, 0, 503, 0, 0, 0, 33, 0, 48, 0, 307, 0, 706, 0, 854, 414, 0, 964, 0, 841, 0, 0, 0, 0, 0, 0, 627, 714, 0, 352, -1, 0, 395, 0, 0, 0, 0, 110, 793, 0, 
941, 919, 900, 134, 758, 796, 984, 224, 0, 0, 111, 651, 62, 0, 0, 675, 0, 618, 512, 0, 0, 778, 0, 0, 0, 415, 0, 0, 61, 955, 856, 0, 0, 956, 82, 19, 0, 874, 0, 8, 0, 719, 401, 0, 508, 92, 0, 0, 0, 0, 399, 911, 0, 557, 287, 715, 766, 309, 400, 929, -1, 0, 63, 0, 0, 381, 0, 0, 0, 
0, 0, 953, 0, 0, 0, 873, 0, 0, 0, 98, 0, 0, 167, 0, 967, 0, 0, 373, 0, 0, 167, 0, 942, 276, 0, 665, 379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 867, 378, 529, 610, 0, 747, 0, 326, 0, 0, 0, 66, 277, 551, 920, 0, 0, 0, 570, 0, 0, 974, 0, 0, -1, 835, 0, 0, 799, 688, 0, 0, 
961, 0, 252, 513, 13, 710, 0, 12, 904, 0, 616, 0, 0, 573, 565, 380, 0, 0, 631, 0, 584, 25, 0, 871, 0, 0, 519, 697, 0, 43, 0, 936, 0, 769, 680, 996, 0, 992, 843, 287, 588, 0, 706, 880, 0, 0, 0, 0, 0, 0, 0, 91, 730, 0, 327, 131, 591, 573, 569, 0, 954, 0, -1, 0, 30, 399, 0, 509, 0, 
0, 10, 0, 0, 209, 0, 0, 611, 218, 472, 0, 0, 232, 0, 63, 747, 0, 0, 0, 0, 0, 0, 430, 226, 0, 577, 0, 634, 935, 963, 593, 0, 280, 255, 0, 0, 0, 735, 630, 0, 216, 771, 0, 251, 0, 0, 611, 0, 0, 96, 0, 0, 0, 0, 0, 443, 0, 0, 0, 0, 222, 360, 64, -1, 0, 0, 0, 0, 6, 
753, 0, 645, 850, 0, 312, 535, 0, 0, 0, 602, 0, 0, 640, 170, 234, 326, 448, 0, 0, 0, 108, 0, 0, 154, 0, 0, 0, 32, 747, 722, 785, 668, 0, 0, 304, 424, 0, 952, 454, 0, 996, 4, 660, 0, 32, 0, 738, 0, 0, 0, 0, 0, 0, 0, 79, 0, 452, 0, 327, 455, 153, 0, 0, -1, 683, 263, 0, 99, 
0, 251, 0, 214, 0, 649, 0, 995, 157, 654, 468, 518, 90, 327, 0, 572, 0, 166, 0, 209, 0, 0, 99, 40, 0, 730, 0, 321, 687, 0, 0, 411, 905, 523, 890, 533, 765, 887, 533, 838, 0, 0, 0, 247, 0, 0, 0, 0, 0, 0, 594, 0, 0, 493, 88, 742, 0, 0, 0, 0, 871, 407, 0, 0, 0, -1, 0, 0, 744, 
0, 0, 822, 0, 436, 571, 871, 0, 77, 0, 12, 148, 0, 0, 707, 972, 405, 341, 160, 956, 0, 0, 42, 0, 0, 0, 0, 41, 460, 947, 285, 150, 0, 0, 0, 933, 330, 0, 0, 215, 0, 171, 347, 30, 490, 932, 538, 0, 0, 0, 0, 0, 150, 553, 33, 509, 53, 0, 334, 0, 46, 0, 0, 290, 0, 0, -1, 827, 695, 
