880, 0, 19, 0, 598, 473, 140, 0, 481, 650, -1, 0, 0, 494, 245, 198, 666, 0, 0, 0, 215, 651, 463, 330, 0, 0, 0, 388, 412, 285, 710, 0, 157, 0, 496, 95, 0, 831, 933, 283, 0, 0, 238, 207, 0, 380, 730, 0, 468, 0, 784, 0, 20, 0, 363, 0, 0, 0, 0, 935, 0, 0, 566, 0, 0, 809, 779, 0, 378, 0, 0, 0, 0, 492, 0, 0, 997, 707, 0, 0, 28, 0, 0, 0, 0, 0, 288, 0, 259, 495, 
59, 0, 0, 184, 896, 0, 147, 768, 155, 0, 0, -1, 0, 538, 0, 0, 77, 0, 937, 986, 0, 350, 753, 0, 0, 0, 0, 0, 0, 0, 960, 0, 0, 787, 408, 0, 617, 138, 533, 853, 0, 0, 243, 860, 0, 170, 0, 683, 0, 673, 258, 494, 162, 0, 0, 973, 615, 489, 898, 0, 363, 0, 0, 0, 0, 0, 323, 694, 380, 0, 0, 756, 0, 811, 870, 272, 689, 898, 0, 120, 0, 0, 0, 0, 0, 0, 0, 908, 666, 968, 
631, 0, 390, 555, 794, 141, 0, 0, 0, 90, 878, 739, -1, 0, 0, 0, 541, 672, 907, 914, 0, 0, 0, 0, 340, 133, 576, 0, 724, 815, 742, 23, 300, 916, 961, 0, 72, 0, 0, 480, 493, 234, 399, 0, 0, 562, 0, 781, 0, 219, 617, 1000, 0, 0, 891, 0, 0, 0, 559, 0, 69, 750, 877, 0, 108, 747, 119, 244, 0, 72, 0, 942, 638, 0, 773, 534, 124, 777, 608, 486, 457, 591, 964, 141, 897, 0, 962, 0, 143, 731, 
220, 0, 0, 0, 149, 0, 456, 569, 0, 885, 0, 758, 646, -1, 0, 611, 761, 0, 0, 901, 0, 698, 135, 732, 917, 729, 0, 0, 375, 0, 0, 221, 0, 803, 0, 942, 318, 847, 398, 491, 0, 599, 292, 0, 0, 694, 662, 0, 428, 0, 0, 894, 0, 493, 0, 180, 454, 557, 204, 0, 785, 0, 215, 958, 0, 0, 0, 706, 588, 0, 0, 0, 0, 965, 465, 0, 183, 540, 885, 0, 999, 0, 0, 0, 610, 848, 0, 0, 0, 727, 
969, 323, 453, 0, 0, 0, 421, 421, 954, 739, 740, 0, 868, 0, -1, 0, 7, 0, 481, 0, 0, 0, 115, 0, 852, 541, 403, 0, 0, 0, 0, 608, 593, 0, 0, 0, 582, 0, 0, 0, 0, 0, 863, 569, 818, 0, 213, 516, 442, 0, 718, 0, 208, 0, 0, 51, 177, 0, 0, 0, 0, 0, 0, 744, 0, 886, 0, 274, 866, 0, 0, 0, 0, 0, 122, 0, 58, 0, 0, 0, 210, 0, 729, 1000, 10, 672, 372, 0, 0, 371, 
0, 0, 138, 234, 0, 820, 971, 0, 925, 0, 126, 0, 0, 384, 0, -1, 0, 0, 169, 0, 0, 0, 0, 0, 697, 46, 151, 605, 0, 647, 0, 406, 0, 289, 964, 541, 8, 0, 939, 42, 0, 30, 22, 0, 0, 134, 0, 473, 0, 762, 0, 0, 0, 613, 1, 0, 238, 728, 457, 731, 841, 0, 513, 0, 511, 833, 0, 0, 453, 724, 956, 558, 964, 475, 17, 0, 0, 19, 335, 309, 0, 0, 0, 0, 729, 0, 514, 0, 212, 514, 
164, 0, 0, 0, 0, 176, 0, 424, 29, 841, 0, 0, 415, 0, 0, 0, -1, 723, 0, 721, 0, 870, 0, 0, 64, 500, 813, 0, 0, 0, 0, 12, 0, 168, 703, 769, 0, 0, 0, 0, 215, 0, 0, 0, 557, 0, 0, 391, 0, 0, 0, 769, 732, 0, 0, 56, 0, 391, 118, 0, 0, 0, 271, 378, 0, 0, 0, 0, 336, 877, 710, 709, 747, 0, 166, 396, 0, 0, 857, 0, 0, 50, 0, 0, 0, 535, 313, 160, 674, 0, 
0, 0, 66, 0, 0, 0, 560, 503, 664, 0, 66, 0, 0, 686, 0, 701, 0, -1, 0, 623, 608, 672, 132, 491, 410, 0, 0, 0, 1000, 238, 524, 675, 917, 0, 867, 421, 832, 0, 651, 38, 0, 0, 152, 0, 899, 472, 0, 560, 0, 0, 0, 0, 0, 511, 114, 0, 0, 0, 0, 464, 0, 398, 0, 249, 0, 0, 333, 0, 928, 271, 137, 382, 220, 0, 100, 923, 73, 0, 0, 618, 336, 0, 0, 0, 0, 0, 194, 23, 0, 0, 
206, 0, 902, 631, 87, 488, 398, 343, 80, 0, 783, 342, 0, 0, 24, 949, 291, 166, -1, 0, 0, 0, 400, 0, 0, 314, 0, 901, 0, 10, 0, 222, 503, 221, 540, 0, 0, 0, 0, 0, 105, 0, 439, 985, 0, 147, 406, 153, 0, 523, 58, 0, 89, 292, 0, 241, 0, 0, 265, 108, 0, 649, 0, 0, 189, 627, 0, 0, 0, 194, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 662, 198, 0, 0, 219, 0, 0, 47, 
519, 0, 0, 0, 36, 0, 453, 197, 798, 752, 0, 186, 789, 910, 712, 465, 0, 93, 0, -1, 339, 0, 0, 0, 0, 15, 0, 0, 0, 410, 391, 0, 0, 0, 167, 0, 0, 0, 726, 0, 204, 23, 0, 0, 0, 492, 728, 0, 389, 0, 327, 0, 0, 530, 785, 637, 93, 0, 0, 0, 226, 0, 984, 966, 471, 121, 424, 585, 0, 0, 428, 328, 850, 343, 925, 0, 488, 995, 941, 799, 0, 223, 0, 213, 481, 0, 353, 1, 59, 813, 
137, 852, 133, 770, 740, 0, 0, 0, 0, 56, 454, 0, 0, 878, 0, 0, 0, 635, 352, 844, -1, 0, 712, 966, 0, 618, 0, 0, 0, 572, 842, 0, 0, 525, 0, 146, 858, 807, 133, 915, 349, 860, 0, 606, 0, 0, 535, 262, 95, 0, 0, 0, 0, 995, 824, 649, 319, 660, 0, 416, 403, 136, 701, 795, 541, 0, 0, 155, 0, 12, 835, 626, 0, 0, 101, 727, 0, 0, 486, 151, 0, 404, 0, 0, 2, 801, 0, 0, 579, 317, 
459, 0, 963, 0, 344, 0, 157, 0, 259, 576, 715, 0, 813, 0, 571, 0, 222, 0, 0, 0, 0, -1, 0, 0, 0, 757, 0, 0, 809, 0, 0, 0, 762, 0, 0, 786, 0, 0, 0, 0, 708, 812, 661, 0, 10, 80, 0, 0, 0, 50, 0, 260, 837, 41, 0, 0, 0, 0, 0, 859, 0, 0, 0, 0, 0, 0, 0, 901, 0, 292, 403, 533, 0, 0, 0, 0, 65, 0, 31, 144, 0, 194, 143, 0, 0, 0, 0, 0, 0, 187, 
176, 0, 0, 29, 0, 0, 0, 779, 595, 545, 345, 809, 2, 335, 885, 0, 0, 916, 0, 114, 0, 0, -1, 0, 493, 999, 555, 0, 239, 910, 0, 283, 0, 0, 0, 340, 0, 0, 0, 805, 900, 506, 696, 857, 0, 0, 0, 0, 0, 936, 570, 0, 87, 861, 0, 0, 558, 555, 170, 780, 874, 183, 119, 0, 784, 369, 315, 714, 411, 0, 454, 478, 0, 0, 128, 0, 0, 355, 0, 155, 0, 244, 197, 203, 0, 0, 0, 86, 714, 0, 
0, 262, 357, 214, 449, 573, 0, 0, 979, 785, 89, 0, 0, 0, 599, 0, 0, 0, 0, 171, 955, 622, 0, -1, 928, 0, 0, 276, 0, 484, 0, 0, 0, 0, 0, 0, 0, 213, 0, 157, 0, 954, 0, 752, 0, 175, 565, 405, 0, 0, 0, 0, 702, 385, 0, 442, 626, 290, 0, 0, 625, 0, 696, 0, 0, 0, 150, 76, 0, 0, 0, 0, 938, 535, 450, 0, 893, 660, 0, 0, 317, 0, 0, 0, 605, 982, 0, 384, 992, 0, 
0, 0, 802, 0, 287, 727, 645, 0, 0, 0, 38, 860, 0, 0, 108, 0, 488, 0, 451, 0, 611, 0, 0, 100, -1, 518, 510, 0, 0, 0, 0, 0, 486, 711, 0, 0, 911, 0, 544, 653, 446, 0, 0, 643, 638, 0, 0, 969, 350, 0, 289, 93, 0, 10, 242, 0, 0, 722, 590, 922, 592, 293, 0, 733, 947, 0, 311, 0, 0, 0, 0, 0, 355, 826, 436, 483, 0, 636, 42, 93, 101, 0, 274, 0, 0, 0, 0, 0, 0, 966, 
0, 487, 0, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 431, 0, 592, 929, 0, 533, 149, 0, 0, 0, 0, 0, -1, 0, 450, 693, 0, 0, 0, 560, 0, 0, 0, 401, 0, 0, 47, 749, 0, 0, 458, 424, 275, 0, 0, 0, 0, 918, 0, 156, 0, 0, 154, 16, 0, 0, 912, 809, 8, 0, 135, 909, 462, 0, 931, 0, 0, 584, 466, 355, 0, 453, 882, 0, 656, 0, 0, 997, 0, 514, 0, 169, 0, 655, 487, 0, 158, 
823, 147, 0, 0, 608, 677, 884, 558, 0, 314, 0, 0, 923, 0, 579, 0, 19, 357, 376, 0, 266, 0, 0, 0, 105, 0, -1, 612, 337, 0, 0, 0, 0, 145, 837, 72, 0, 724, 281, 0, 0, 617, 969, 0, 0, 89, 0, 0, 115, 0, 508, 0, 536, 218, 0, 299, 802, 547, 204, 0, 597, 0, 0, 573, 43, 358, 198, 287, 385, 166, 184, 0, 0, 529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 379, 0, 0, 490, 200, 181, 0, 
807, 0, 819, 393, 708, 802, 661, 894, 0, 0, 0, 97, 0, 753, 616, 427, 817, 0, 0, 0, 387, 511, 822, 0, 0, 0, 889, -1, 0, 0, 186, 0, 0, 90, 0, 652, 0, 0, 0, 0, 837, 0, 0, 0, 792, 801, 0, 0, 102, 481, 80, 0, 0, 0, 0, 0, 350, 0, 0, 0, 0, 0, 0, 0, 773, 292, 0, 273, 531, 710, 0, 801, 712, 809, 302, 0, 0, 443, 0, 944, 0, 922, 0, 0, 0, 0, 0, 0, 761, 0, 
0, 0, 0, 626, 172, 0, 0, 503, 430, 0, 0, 452, 264, 930, 226, 494, 738, 0, 0, 0, 0, 0, 0, 0, 336, 0, 721, 478, -1, 17, 0, 40, 693, 578, 273, 0, 139, 0, 0, 0, 0, 0, 0, 0, 132, 808, 973, 0, 730, 787, 0, 0, 832, 945, 0, 0, 307, 401, 0, 64, 0, 0, 354, 542, 901, 0, 0, 0, 0, 0, 0, 735, 503, 304, 698, 116, 0, 0, 0, 0, 0, 809, 915, 780, 0, 671, 0, 52, 820, 0, 
508, 429, 703, 449, 0, 0, 0, 780, 0, 0, 0, 0, 865, 0, 0, 0, 0, 0, 0, 0, 189, 995, 0, 622, 437, 473, 120, 265, 0, -1, 0, 435, 660, 0, 0, 829, 745, 722, 610, 0, 471, 687, 0, 502, 764, 0, 0, 631, 0, 628, 292, 0, 890, 0, 0, 286, 506, 0, 660, 0, 848, 803, 0, 0, 0, 0, 886, 0, 0, 0, 0, 132, 0, 844, 262, 0, 0, 0, 16, 287, 0, 0, 0, 0, 0, 0, 22, 625, 0, 741, 
0, 0, 64, 0, 350, 949, 646, 0, 0, 0, 0, 292, 0, 0, 0, 0, 399, 0, 840, 0, 239, 0, 0, 0, 263, 0, 0, 0, 0, 168, -1, 758, 367, 706, 427, 477, 251, 0, 412, 733, 0, 377, 0, 291, 0, 0, 0, 0, 0, 414, 578, 353, 156, 697, 0, 437, 0, 0, 704, 0, 0, 513, 0, 225, 0, 0, 0, 314, 0, 412, 0, 0, 0, 33, 0, 0, 8, 0, 778, 526, 190, 796, 334, 909, 0, 867, 217, 0, 945, 0, 
0, 306, 0, 748, 0, 996, 0, 461, 0, 128, 0, 0, 0, 0, 463, 0, 0, 0, 0, 0, 0, 0, 0, 499, 549, 0, 152, 0, 233, 753, 970, -1, 421, 0, 0, 0, 768, 244, 554, 0, 293, 446, 162, 658, 0, 0, 0, 654, 446, 884, 923, 467, 390, 653, 48, 166, 568, 0, 0, 0, 0, 0, 425, 663, 0, 805, 0, 0, 0, 273, 0, 0, 0, 0, 875, 0, 595, 0, 0, 0, 445, 715, 331, 0, 77, 147, 502, 106, 555, 0, 
883, 738, 113, 0, 0, 788, 0, 213, 834, 966, 0, 971, 717, 0, 0, 268, 0, 0, 0, 250, 0, 0, 0, 803, 322, 0, 0, 359, 717, 0, 0, 0, -1, 157, 693, 0, 506, 0, 0, 465, 54, 131, 0, 636, 878, 0, 966, 307, 289, 0, 841, 10, 0, 487, 542, 0, 0, 0, 0, 634, 678, 0, 724, 0, 0, 608, 112, 0, 219, 0, 0, 0, 882, 10, 549, 730, 0, 0, 726, 0, 0, 606, 613, 641, 0, 0, 514, 668, 0, 0, 
0, 216, 306, 259, 0, 166, 0, 595, 401, 916, 0, 534, 0, 0, 693, 321, 0, 0, 787, 607, 501, 490, 0, 0, 754, 0, 0, 0, 375, 0, 0, 777, 83, -1, 111, 502, 805, 0, 125, 0, 0, 615, 813, 0, 0, 0, 0, 463, 0, 311, 149, 0, 0, 882, 0, 348, 304, 0, 134, 698, 0, 0, 213, 789, 0, 0, 68, 246, 0, 483, 0, 0, 25, 714, 904, 0, 964, 0, 0, 0, 174, 0, 0, 0, 94, 941, 943, 668, 0, 0, 
0, 29, 0, 123, 0, 0, 0, 0, 95, 0, 906, 206, 0, 817, 0, 0, 475, 0, 907, 0, 936, 0, 0, 0, 0, 0, 472, 0, 559, 184, 0, 0, 0, 0, -1, 784, 0, 698, 585, 0, 226, 0, 878, 0, 620, 18, 0, 0, 0, 862, 0, 903, 356, 835, 344, 0, 0, 0, 607, 365, 626, 901, 56, 0, 0, 539, 552, 0, 249, 0, 423, 0, 27, 0, 568, 0, 0, 0, 0, 0, 0, 0, 0, 355, 982, 0, 184, 0, 0, 608, 
0, 73, 213, 15, 0, 0, 0, 0, 28, 473, 0, 460, 0, 0, 0, 95, 812, 0, 0, 0, 0, 0, 0, 517, 0, 0, 0, 912, 982, 0, 0, 0, 0, 0, 169, -1, 0, 870, 833, 49, 0, 0, 394, 0, 119, 854, 0, 75, 0, 134, 0, 925, 0, 0, 0, 934, 928, 0, 0, 0, 0, 190, 24, 973, 0, 150, 0, 548, 402, 0, 0, 0, 768, 0, 0, 0, 276, 699, 77, 0, 0, 104, 344, 97, 0, 543, 313, 821, 338, 946, 
742, 178, 795, 881, 0, 862, 721, 0, 225, 581, 0, 0, 0, 0, 963, 0, 686, 687, 0, 0, 811, 553, 0, 0, 0, 918, 0, 0, 0, 0, 0, 578, 0, 612, 353, 288, -1, 0, 790, 269, 0, 426, 325, 0, 0, 0, 0, 721, 519, 0, 282, 517, 0, 34, 0, 0, 124, 0, 0, 0, 0, 0, 0, 628, 0, 0, 584, 988, 677, 0, 757, 0, 328, 0, 706, 205, 0, 0, 783, 0, 0, 0, 0, 0, 930, 637, 0, 0, 443, 0, 
713, 0, 814, 0, 0, 0, 0, 0, 440, 130, 79, 0, 0, 0, 0, 863, 0, 0, 0, 79, 911, 268, 971, 0, 0, 0, 50, 926, 72, 0, 981, 475, 0, 31, 131, 424, 502, -1, 0, 648, 0, 480, 653, 0, 0, 0, 437, 376, 998, 357, 345, 0, 0, 6, 970, 0, 374, 0, 0, 0, 0, 48, 15, 327, 0, 0, 0, 299, 0, 729, 0, 0, 219, 219, 0, 503, 0, 728, 0, 0, 0, 797, 0, 595, 0, 0, 0, 782, 0, 0, 
502, 978, 0, 474, 0, 0, 0, 541, 0, 227, 0, 0, 916, 0, 598, 444, 498, 338, 475, 0, 0, 121, 0, 0, 669, 629, 412, 0, 948, 0, 890, 0, 862, 0, 0, 658, 0, 164, -1, 839, 0, 871, 0, 0, 0, 395, 0, 0, 858, 0, 0, 121, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 973, 0, 603, 612, 0, 65, 0, 985, 679, 698, 0, 879, 0, 0, 0, 0, 403, 667, 0, 0, 0, 0, 245, 0, 908, 622, 
798, 0, 853, 79, 0, 378, 0, 380, 0, 919, 575, 813, 168, 0, 0, 0, 274, 468, 416, 577, 626, 0, 367, 0, 0, 518, 355, 0, 0, 949, 70, 0, 0, 999, 747, 0, 0, 107, 0, -1, 0, 635, 873, 761, 755, 33, 737, 275, 587, 622, 0, 716, 0, 348, 0, 0, 125, 0, 0, 0, 0, 60, 655, 461, 0, 146, 92, 0, 95, 304, 0, 514, 0, 189, 56, 570, 0, 162, 650, 506, 0, 829, 0, 862, 0, 0, 26, 0, 997, 437, 
484, 0, 0, 340, 0, 132, 0, 713, 0, 0, 92, 925, 369, 666, 0, 0, 651, 389, 581, 0, 167, 709, 445, 0, 11, 870, 0, 303, 48, 868, 95, 96, 698, 0, 657, 901, 0, 0, 786, 0, -1, 362, 776, 0, 0, 807, 0, 0, 0, 0, 0, 0, 0, 924, 0, 0, 244, 645, 0, 0, 4, 221, 821, 684, 0, 0, 752, 144, 55, 96, 0, 0, 0, 0, 0, 0, 0, 938, 869, 604, 823, 0, 947, 949, 698, 0, 0, 0, 685, 43, 
894, 567, 114, 0, 681, 0, 477, 0, 168, 0, 980, 0, 0, 520, 926, 0, 178, 154, 0, 981, 819, 665, 0, 0, 0, 529, 164, 0, 0, 0, 0, 812, 270, 210, 888, 0, 569, 934, 0, 0, 744, -1, 529, 0, 802, 619, 0, 0, 0, 0, 0, 384, 513, 0, 0, 0, 0, 33, 893, 225, 561, 647, 0, 0, 496, 323, 602, 700, 132, 735, 365, 850, 257, 0, 0, 0, 817, 18, 0, 0, 149, 675, 0, 436, 14, 711, 0, 0, 0, 153, 
182, 173, 233, 991, 494, 0, 0, 980, 243, 0, 319, 0, 0, 0, 35, 0, 0, 0, 0, 146, 609, 0, 0, 352, 0, 448, 0, 810, 0, 548, 0, 210, 0, 774, 0, 271, 838, 903, 527, 0, 343, 0, -1, 0, 0, 0, 744, 524, 385, 907, 835, 778, 46, 829, 972, 621, 452, 582, 147, 0, 0, 54, 131, 768, 0, 0, 227, 584, 420, 0, 177, 0, 94, 8, 75, 951, 529, 0, 0, 0, 904, 147, 207, 664, 0, 850, 0, 0, 51, 853, 
467, 0, 268, 0, 848, 0, 0, 519, 180, 0, 182, 516, 0, 534, 0, 108, 0, 413, 62, 361, 0, 0, 0, 943, 0, 0, 0, 245, 682, 265, 0, 0, 448, 0, 645, 0, 0, 0, 319, 0, 410, 292, 133, -1, 416, 0, 0, 0, 551, 291, 0, 0, 0, 479, 0, 0, 334, 0, 0, 0, 29, 918, 765, 653, 0, 0, 917, 0, 0, 0, 140, 0, 0, 0, 933, 236, 0, 0, 0, 763, 0, 478, 662, 0, 722, 54, 0, 0, 0, 0, 
859, 0, 0, 178, 0, 0, 144, 90, 0, 902, 0, 0, 93, 0, 0, 0, 0, 0, 0, 828, 699, 369, 315, 217, 0, 261, 0, 0, 0, 610, 627, 589, 678, 0, 885, 45, 705, 867, 286, 0, 695, 190, 412, 0, -1, 0, 0, 0, 738, 3, 476, 0, 280, 868, 241, 0, 0, 390, 0, 661, 406, 330, 0, 0, 818, 0, 274, 231, 892, 816, 0, 0, 0, 575, 0, 173, 0, 0, 0, 0, 309, 0, 0, 0, 865, 623, 795, 0, 720, 877, 
573, 81, 942, 24, 265, 758, 0, 0, 462, 962, 0, 0, 128, 0, 0, 0, 0, 914, 0, 0, 470, 0, 282, 0, 0, 257, 0, 0, 0, 320, 0, 890, 47, 0, 59, 0, 0, 0, 144, 907, 122, 0, 38, 0, 0, -1, 69, 0, 0, 0, 0, 983, 0, 940, 0, 638, 513, 198, 0, 0, 0, 534, 824, 0, 0, 0, 186, 0, 0, 126, 0, 256, 0, 0, 0, 72, 175, 0, 0, 0, 783, 287, 547, 0, 0, 728, 920, 916, 0, 320, 
380, 0, 996, 765, 54, 49, 0, 0, 0, 0, 0, 807, 493, 0, 0, 0, 475, 0, 0, 0, 240, 0, 0, 412, 0, 611, 184, 0, 722, 0, 641, 0, 0, 732, 0, 0, 543, 497, 0, 0, 0, 312, 855, 256, 0, 0, -1, 0, 633, 368, 0, 0, 687, 0, 0, 0, 0, 826, 27, 539, 0, 75, 0, 0, 818, 0, 884, 0, 653, 131, 0, 343, 0, 0, 774, 0, 443, 0, 101, 445, 16, 0, 286, 0, 0, 862, 539, 0, 974, 0, 
573, 0, 230, 847, 216, 0, 0, 880, 254, 0, 0, 0, 0, 926, 0, 0, 881, 0, 0, 737, 0, 0, 0, 975, 682, 0, 370, 827, 0, 82, 843, 0, 0, 0, 0, 0, 518, 765, 394, 738, 417, 0, 0, 0, 148, 895, 0, -1, 735, 0, 0, 0, 0, 0, 537, 0, 0, 622, 0, 584, 0, 0, 0, 605, 0, 0, 0, 0, 441, 0, 142, 10, 0, 0, 0, 941, 0, 671, 0, 0, 0, 808, 593, 376, 198, 0, 0, 0, 0, 0, 
0, 0, 958, 0, 0, 0, 93, 0, 691, 0, 834, 385, 704, 151, 0, 0, 0, 419, 0, 100, 527, 78, 0, 592, 856, 0, 900, 576, 0, 31, 0, 948, 120, 0, 0, 388, 888, 0, 710, 0, 0, 0, 144, 0, 0, 0, 0, 174, -1, 0, 0, 856, 291, 0, 944, 0, 0, 0, 909, 0, 811, 358, 895, 632, 0, 0, 971, 284, 0, 0, 0, 0, 25, 798, 402, 0, 367, 0, 712, 328, 978, 0, 0, 471, 633, 0, 659, 0, 0, 379, 
0, 732, 85, 516, 0, 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 317, 0, 358, 442, 0, 810, 0, 542, 0, 0, 0, 0, 207, 0, 261, 949, 464, 0, 886, 460, 250, 570, 0, 0, 0, 0, 172, 0, 391, 0, 415, 0, 822, 0, -1, 579, 54, 0, 0, 0, 913, 0, 0, 0, 0, 799, 761, 0, 0, 0, 740, 0, 0, 657, 241, 0, 990, 744, 797, 0, 690, 237, 0, 838, 154, 341, 0, 0, 120, 956, 110, 0, 0, 249, 278, 
857, 139, 0, 191, 110, 0, 0, 220, 0, 0, 0, 0, 100, 891, 122, 711, 813, 105, 0, 0, 0, 646, 161, 0, 645, 490, 144, 119, 0, 0, 0, 654, 0, 0, 0, 149, 0, 0, 422, 200, 232, 612, 742, 0, 0, 0, 0, 766, 800, 818, -1, 0, 102, 0, 0, 0, 0, 0, 0, 658, 0, 205, 210, 137, 924, 547, 354, 285, 0, 563, 741, 0, 0, 0, 0, 0, 551, 0, 207, 687, 0, 853, 0, 109, 0, 0, 541, 0, 0, 0, 
