0, 783, 0, 244, 0, 0, 536, 0, 970, 0, 745, 230, -1, 0, 0, 39, 0, 685, 0, 0, 386, 922, 0, 0, 576, 498, 342, 0, 0, 174, 761, 102, 0, 0, 0, 888, 914, 0, 321, 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 14, 883, 813, 0, 0, 640, 947, 0, 0, 0, 967, 51, 0, 0, 84, 0, 341, 969, 0, 0, 0, 4, 0, 150, 0, 859, 96, 0, 623, 0, 850, 792, 0, 0, 922, 0, 657, 
0, 0, 808, 175, 234, 0, 0, 388, 0, 883, 620, 0, 442, -1, 0, 0, 0, 0, 0, 46, 571, 0, 0, 0, 0, 0, 986, 0, 0, 0, 338, 769, 0, 0, 0, 974, 0, 0, 636, 717, 0, 0, 173, 504, 957, 0, 601, 633, 27, 864, 227, 0, 0, 0, 0, 679, 600, 0, 0, 239, 485, 883, 0, 0, 410, 209, 875, 0, 0, 0, 575, 0, 752, 905, 905, 0, 0, 709, 770, 59, 0, 0, 974, 114, 657, 0, 258, 936, 0, 
0, 0, 355, 0, 460, 153, 785, 0, 741, 133, 354, 475, 0, 201, -1, 459, 0, 403, 964, 767, 0, 0, 0, 713, 483, 177, 0, 0, 0, 398, 733, 0, 0, 734, 0, 0, 781, 313, 308, 739, 337, 536, 348, 946, 297, 0, 0, 0, 988, 0, 470, 0, 361, 0, 599, 0, 0, 948, 603, 518, 77, 0, 706, 34, 0, 0, 0, 47, 0, 493, 0, 0, 517, 49, 0, 0, 0, 423, 230, 0, 239, 0, 9, 0, 0, 894, 418, 117, 432, 
0, 354, 0, 0, 272, 0, 0, 192, 0, 125, 0, 0, 0, 0, 0, -1, 630, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 586, 0, 0, 256, 524, 418, 0, 0, 0, 605, 60, 0, 0, 0, 349, 0, 634, 410, 0, 879, 764, 0, 960, 0, 49, 0, 445, 0, 97, 205, 0, 0, 0, 300, 0, 0, 701, 395, 0, 192, 810, 866, 0, 431, 401, 330, 0, 0, 0, 36, 0, 272, 0, 0, 553, 0, 0, 23, 0, 460, 0, 416, 
0, 0, 0, 0, 0, 0, 0, 419, 0, 0, 965, 904, 0, 911, 0, 678, -1, 28, 0, 0, 595, 0, 0, 831, 940, 10, 494, 242, 722, 850, 0, 279, 100, 0, 0, 670, 83, 32, 0, 678, 0, 460, 353, 0, 378, 0, 142, 186, 475, 920, 20, 216, 286, 606, 0, 0, 0, 834, 0, 514, 936, 0, 0, 294, 533, 878, 0, 725, 0, 0, 0, 0, 904, 0, 913, 0, 0, 0, 992, 103, 0, 669, 0, 536, 231, 534, 713, 0, 0, 
0, 312, 845, 0, 0, 294, 864, 0, 259, 0, 0, 78, 484, 0, 62, 0, 896, -1, 259, 662, 0, 0, 760, 531, 0, 0, 543, 0, 0, 0, 812, 400, 441, 363, 0, 479, 0, 0, 985, 468, 0, 52, 704, 0, 0, 0, 220, 0, 0, 648, 0, 999, 0, 578, 66, 793, 0, 546, 312, 895, 867, 0, 0, 435, 534, 360, 498, 0, 320, 267, 680, 840, 0, 0, 0, 596, 1000, 855, 0, 195, 0, 0, 573, 0, 239, 0, 0, 0, 0, 
0, 571, 0, 942, 932, 340, 760, 409, 441, 0, 0, 0, 427, 280, 107, 0, 0, 0, -1, 209, 946, 0, 0, 125, 0, 225, 0, 0, 0, 501, 0, 436, 279, 283, 610, 0, 0, 499, 190, 0, 0, 231, 243, 0, 0, 914, 0, 782, 0, 0, 399, 543, 672, 0, 949, 161, 0, 124, 846, 734, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 256, 0, 0, 381, 0, 0, 0, 481, 0, 0, 0, 412, 0, 0, 905, 527, 466, 
511, 0, 277, 378, 0, 169, 0, 0, 174, 0, 625, 0, 633, 0, 0, 81, 305, 668, 0, -1, 341, 703, 0, 0, 715, 0, 80, 622, 0, 289, 0, 0, 994, 0, 409, 894, 0, 655, 0, 715, 874, 375, 31, 0, 892, 143, 0, 0, 588, 557, 0, 78, 0, 781, 32, 583, 0, 196, 0, 0, 0, 0, 0, 0, 741, 0, 0, 0, 0, 0, 0, 224, 272, 0, 822, 515, 169, 514, 613, 0, 0, 0, 0, 48, 845, 0, 826, 756, 0, 
0, 0, 0, 424, 372, 264, 0, 0, 662, 823, 0, 265, 374, 0, 748, 0, 0, 744, 238, 0, -1, 432, 419, 466, 0, 0, 0, 819, 0, 745, 0, 548, 0, 786, 526, 450, 138, 893, 0, 0, 226, 0, 0, 0, 10, 0, 0, 510, 697, 436, 0, 0, 654, 912, 941, 38, 0, 0, 909, 830, 551, 0, 215, 0, 0, 0, 0, 708, 0, 800, 0, 0, 876, 0, 959, 860, 0, 0, 143, 0, 646, 575, 371, 0, 0, 218, 0, 17, 0, 
709, 0, 0, 0, 675, 0, 764, 622, 987, 0, 473, 0, 827, 141, 0, 0, 157, 0, 0, 0, 0, -1, 0, 0, 453, 0, 72, 559, 0, 786, 0, 0, 0, 621, 296, 0, 732, 0, 466, 0, 825, 910, 680, 0, 0, 690, 658, 743, 0, 153, 0, 815, 0, 820, 0, 0, 0, 604, 796, 345, 183, 53, 332, 228, 0, 294, 274, 0, 0, 0, 0, 741, 0, 0, 275, 4, 184, 790, 0, 955, 0, 826, 501, 379, 0, 0, 0, 762, 0, 
3, 0, 0, 54, 719, 11, 0, 97, 32, 90, 0, 0, 597, 0, 0, 240, 0, 0, 347, 0, 720, 0, -1, 197, 249, 259, 0, 0, 0, 0, 0, 340, 143, 634, 872, 874, 0, 829, 199, 0, 128, 0, 0, 0, 0, 0, 0, 511, 0, 0, 541, 795, 269, 827, 663, 0, 0, 471, 608, 546, 173, 0, 819, 0, 0, 205, 0, 0, 843, 0, 757, 805, 0, 136, 663, 768, 519, 552, 0, 775, 307, 0, 0, 625, 0, 535, 138, 0, 996, 
448, 833, 673, 122, 142, 807, 0, 0, 871, 456, 0, 487, 0, 228, 0, 411, 0, 960, 944, 0, 0, 0, 0, -1, 935, 575, 0, 443, 445, 0, 756, 0, 993, 535, 336, 300, 0, 756, 0, 996, 639, 0, 0, 0, 52, 0, 0, 0, 0, 206, 218, 853, 740, 0, 270, 939, 0, 0, 0, 182, 0, 0, 459, 35, 755, 0, 144, 0, 954, 0, 0, 657, 0, 67, 0, 0, 951, 0, 0, 765, 0, 0, 0, 0, 0, 133, 0, 724, 0, 
858, 884, 0, 0, 945, 907, 0, 293, 498, 0, 0, 906, 184, 0, 927, 788, 0, 0, 0, 0, 0, 70, 899, 785, -1, 814, 575, 0, 0, 68, 422, 0, 0, 195, 0, 0, 183, 0, 0, 0, 0, 0, 533, 0, 574, 0, 580, 801, 0, 0, 235, 650, 0, 0, 0, 0, 0, 256, 0, 317, 99, 106, 0, 0, 128, 748, 240, 0, 101, 748, 742, 323, 0, 388, 254, 105, 56, 43, 942, 0, 0, 0, 0, 188, 298, 0, 147, 339, 0, 
0, 372, 0, 0, 0, 39, 120, 0, 0, 473, 189, 0, 507, 495, 687, 417, 156, 0, 0, 0, 963, 590, 681, 0, 62, -1, 710, 124, 337, 13, 0, 949, 178, 0, 215, 0, 0, 0, 501, 0, 54, 902, 0, 962, 951, 0, 342, 464, 0, 0, 0, 0, 0, 0, 0, 0, 792, 633, 0, 824, 895, 0, 713, 733, 561, 3, 0, 161, 319, 131, 992, 776, 0, 744, 481, 0, 152, 0, 981, 0, 737, 832, 0, 0, 0, 638, 0, 900, 10, 
0, 0, 362, 0, 160, 932, 216, 737, 546, 0, 729, 575, 0, 185, 0, 617, 314, 950, 190, 289, 853, 68, 144, 0, 974, 0, -1, 647, 107, 101, 0, 0, 0, 166, 0, 0, 0, 0, 0, 675, 0, 0, 0, 865, 174, 937, 0, 235, 0, 598, 0, 0, 356, 300, 108, 0, 0, 247, 0, 0, 0, 228, 173, 785, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 118, 10, 733, 0, 317, 0, 25, 146, 0, 0, 0, 496, 840, 
891, 0, 551, 0, 0, 884, 546, 931, 0, 0, 603, 0, 0, 0, 434, 549, 771, 595, 0, 159, 905, 594, 0, 589, 0, 0, 704, -1, 0, 0, 660, 0, 437, 948, 462, 0, 651, 0, 68, 0, 310, 507, 0, 231, 354, 921, 0, 0, 0, 0, 682, 0, 0, 0, 0, 0, 0, 0, 315, 813, 0, 0, 342, 0, 0, 570, 0, 0, 0, 0, 918, 0, 156, 0, 352, 0, 0, 0, 598, 0, 692, 0, 0, 0, 457, 316, 0, 0, 0, 
758, 0, 0, 590, 0, 608, 0, 464, 0, 0, 0, 0, 953, 0, 423, 0, 373, 0, 580, 0, 0, 501, 807, 991, 0, 0, 0, 0, -1, 915, 754, 813, 44, 0, 0, 0, 17, 0, 286, 255, 0, 123, 610, 613, 139, 766, 0, 0, 492, 0, 0, 0, 0, 691, 0, 266, 373, 973, 0, 0, 79, 806, 778, 802, 120, 716, 0, 410, 412, 0, 0, 0, 0, 0, 520, 0, 955, 0, 0, 510, 0, 598, 803, 848, 712, 453, 844, 0, 397, 
441, 362, 913, 0, 127, 0, 756, 703, 566, 0, 650, 914, 802, 872, 723, 245, 0, 149, 851, 0, 73, 0, 0, 0, 0, 856, 607, 425, 0, -1, 676, 41, 170, 0, 584, 0, 0, 0, 0, 641, 0, 0, 0, 0, 0, 0, 0, 993, 712, 0, 0, 968, 20, 758, 0, 0, 0, 501, 4, 731, 116, 365, 0, 0, 641, 0, 0, 750, 0, 521, 0, 0, 274, 0, 0, 601, 666, 944, 319, 0, 392, 0, 437, 0, 694, 535, 255, 464, 933, 
0, 572, 370, 0, 0, 545, 0, 713, 954, 0, 0, 757, 0, 99, 0, 340, 0, 781, 811, 787, 344, 383, 0, 792, 0, 0, 529, 0, 0, 0, -1, 0, 726, 0, 207, 0, 953, 706, 457, 0, 0, 957, 867, 752, 0, 249, 0, 320, 650, 0, 889, 991, 0, 0, 94, 0, 111, 0, 0, 3, 857, 941, 0, 862, 0, 333, 0, 706, 0, 0, 0, 0, 396, 0, 516, 694, 0, 0, 0, 249, 0, 0, 54, 0, 0, 851, 0, 0, 0, 
258, 650, 0, 221, 537, 80, 0, 0, 0, 769, 279, 0, 191, 207, 0, 695, 307, 0, 148, 0, 0, 0, 14, 601, 656, 228, 216, 0, 366, 94, 0, -1, 0, 0, 727, 741, 0, 0, 692, 667, 0, 166, 363, 0, 0, 911, 545, 907, 0, 0, 645, 0, 470, 987, 480, 214, 0, 0, 649, 0, 584, 0, 921, 9, 106, 0, 725, 813, 91, 857, 12, 0, 0, 0, 0, 978, 772, 281, 72, 297, 0, 0, 0, 0, 0, 718, 909, 0, 198, 
310, 804, 0, 386, 59, 0, 0, 949, 0, 0, 0, 0, 0, 0, 770, 601, 681, 0, 0, 85, 123, 229, 0, 606, 297, 172, 0, 311, 240, 338, 844, 717, -1, 0, 322, 0, 0, 485, 680, 93, 201, 0, 0, 284, 227, 0, 564, 774, 548, 0, 0, 750, 399, 877, 60, 0, 0, 0, 0, 423, 0, 0, 0, 0, 0, 0, 0, 0, 762, 817, 865, 0, 0, 0, 384, 662, 0, 0, 623, 761, 857, 0, 0, 811, 695, 0, 0, 0, 185, 
238, 0, 623, 0, 136, 982, 0, 0, 469, 0, 0, 269, 616, 886, 0, 0, 4, 0, 0, 152, 0, 0, 821, 824, 706, 0, 462, 582, 923, 628, 314, 505, 888, -1, 0, 0, 0, 861, 707, 0, 0, 0, 0, 668, 871, 283, 816, 0, 0, 777, 0, 314, 746, 0, 0, 0, 777, 303, 0, 759, 0, 499, 387, 137, 0, 114, 604, 0, 0, 0, 0, 0, 272, 0, 0, 0, 0, 0, 0, 320, 284, 0, 0, 162, 479, 375, 0, 0, 0, 
0, 0, 461, 173, 851, 0, 152, 675, 338, 975, 698, 675, 0, 669, 0, 363, 0, 399, 0, 0, 971, 0, 0, 340, 0, 344, 0, 0, 469, 0, 915, 713, 0, 303, -1, 0, 577, 0, 0, 34, 0, 369, 60, 996, 509, 0, 156, 333, 0, 0, 0, 931, 676, 0, 0, 0, 0, 941, 215, 371, 582, 0, 26, 0, 0, 0, 113, 561, 60, 884, 606, 0, 19, 0, 0, 0, 0, 0, 0, 0, 74, 0, 578, 844, 276, 678, 204, 0, 0, 
750, 620, 0, 575, 0, 0, 55, 0, 771, 0, 704, 507, 988, 0, 0, 0, 0, 0, 0, 0, 220, 121, 486, 0, 125, 0, 643, 0, 30, 0, 236, 824, 11, 844, 831, -1, 0, 242, 0, 0, 0, 455, 575, 922, 226, 1000, 0, 208, 0, 693, 644, 864, 0, 0, 689, 421, 914, 0, 0, 295, 0, 158, 0, 290, 0, 188, 0, 261, 972, 0, 0, 0, 0, 119, 939, 760, 953, 0, 43, 742, 32, 0, 0, 0, 0, 416, 0, 608, 0, 
0, 0, 0, 277, 950, 0, 0, 0, 920, 498, 189, 0, 66, 548, 948, 0, 569, 0, 881, 0, 0, 993, 611, 989, 886, 848, 0, 0, 0, 0, 968, 502, 0, 33, 0, 0, -1, 84, 308, 985, 0, 881, 0, 0, 0, 0, 0, 0, 938, 386, 0, 280, 0, 0, 0, 0, 860, 59, 591, 278, 0, 0, 474, 0, 0, 0, 24, 116, 694, 296, 868, 359, 0, 279, 701, 0, 661, 0, 800, 0, 131, 460, 0, 804, 0, 963, 323, 0, 0, 
0, 0, 390, 879, 0, 0, 0, 438, 695, 914, 0, 501, 0, 0, 316, 0, 95, 0, 785, 0, 390, 0, 55, 413, 39, 624, 375, 881, 881, 23, 0, 929, 960, 88, 0, 211, 0, -1, 905, 506, 860, 0, 64, 480, 540, 899, 829, 291, 0, 336, 0, 0, 678, 4, 0, 947, 0, 0, 0, 391, 0, 265, 0, 125, 114, 0, 0, 0, 345, 230, 0, 0, 0, 0, 0, 294, 0, 0, 341, 0, 798, 883, 0, 277, 0, 447, 773, 389, 0, 
0, 675, 779, 837, 0, 745, 969, 146, 0, 474, 754, 0, 0, 757, 0, 211, 0, 293, 345, 167, 428, 0, 548, 722, 0, 0, 976, 550, 0, 0, 0, 48, 0, 0, 0, 859, 0, 0, -1, 0, 511, 641, 248, 0, 0, 667, 639, 0, 181, 320, 960, 0, 932, 0, 0, 0, 0, 0, 431, 363, 0, 0, 0, 0, 808, 783, 0, 76, 660, 0, 0, 722, 367, 0, 0, 750, 555, 0, 0, 235, 0, 0, 0, 375, 0, 618, 0, 0, 0, 
0, 0, 576, 293, 0, 0, 185, 430, 0, 375, 0, 223, 186, 0, 366, 0, 902, 0, 706, 0, 0, 448, 700, 0, 0, 125, 0, 478, 0, 0, 0, 0, 432, 778, 748, 845, 146, 0, 0, -1, 0, 602, 691, 0, 23, 507, 0, 0, 812, 0, 0, 63, 426, 985, 305, 0, 0, 787, 0, 0, 89, 640, 97, 868, 693, 0, 0, 339, 0, 707, 0, 0, 891, 801, 561, 756, 795, 569, 838, 0, 71, 0, 0, 0, 0, 0, 919, 433, 0, 
611, 0, 301, 122, 0, 0, 0, 0, 165, 141, 470, 0, 18, 0, 805, 586, 0, 481, 695, 0, 0, 0, 0, 0, 0, 902, 0, 350, 0, 352, 0, 0, 649, 971, 0, 980, 720, 0, 0, 162, -1, 276, 0, 0, 263, 0, 0, 205, 370, 0, 0, 601, 952, 0, 777, 0, 0, 0, 214, 0, 351, 374, 724, 278, 0, 0, 0, 0, 85, 0, 428, 795, 777, 0, 0, 120, 562, 0, 700, 0, 477, 0, 431, 0, 715, 0, 94, 0, 995, 
0, 514, 0, 0, 0, 180, 0, 0, 228, 551, 575, 656, 99, 785, 842, 0, 685, 307, 0, 0, 992, 0, 0, 0, 377, 0, 540, 0, 218, 63, 0, 206, 993, 767, 980, 852, 960, 887, 0, 1000, 550, -1, 908, 39, 182, 982, 0, 0, 0, 237, 629, 0, 335, 0, 0, 9, 0, 0, 0, 0, 435, 0, 471, 0, 562, 691, 594, 0, 0, 222, 0, 550, 121, 0, 0, 0, 166, 645, 0, 0, 357, 0, 126, 0, 0, 0, 466, 0, 0, 
0, 31, 0, 114, 0, 0, 344, 0, 911, 347, 527, 518, 0, 520, 23, 228, 0, 0, 915, 0, 428, 0, 30, 0, 0, 633, 0, 736, 0, 0, 263, 0, 0, 0, 654, 882, 381, 480, 215, 0, 0, 0, -1, 570, 775, 0, 648, 0, 760, 10, 677, 424, 250, 244, 541, 0, 0, 914, 176, 980, 95, 0, 0, 770, 112, 0, 0, 0, 829, 320, 508, 0, 306, 446, 0, 0, 58, 29, 0, 750, 152, 0, 0, 148, 839, 969, 0, 546, 528, 
500, 0, 257, 713, 0, 0, 0, 0, 317, 263, 247, 0, 0, 284, 0, 0, 644, 242, 64, 981, 0, 0, 0, 0, 689, 300, 830, 370, 70, 0, 681, 465, 0, 592, 0, 0, 0, 963, 296, 815, 0, 707, 577, -1, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 51, 0, 694, 0, 0, 0, 0, 121, 830, 0, 0, 0, 0, 0, 0, 0, 0, 92, 407, 0, 0, 158, 0, 369, 0, 616, 0, 0, 912, 510, 0, 0, 0, 0, 336, 
0, 0, 0, 916, 637, 0, 936, 250, 0, 14, 463, 0, 73, 0, 0, 0, 321, 0, 886, 0, 0, 962, 502, 0, 0, 0, 0, 527, 734, 0, 44, 0, 0, 0, 575, 0, 74, 0, 0, 0, 0, 0, 0, 0, -1, 0, 158, 509, 398, 390, 931, 354, 0, 0, 804, 0, 322, 750, 114, 91, 0, 0, 0, 374, 653, 945, 0, 0, 0, 143, 0, 0, 0, 74, 741, 0, 0, 0, 0, 0, 0, 0, 0, 404, 0, 0, 566, 0, 0, 
0, 212, 0, 598, 0, 0, 728, 0, 0, 397, 791, 297, 0, 0, 990, 0, 0, 0, 703, 40, 0, 0, 432, 0, 0, 252, 6, 744, 0, 1, 0, 0, 0, 0, 0, 926, 0, 567, 0, 0, 0, 0, 0, 0, 3, -1, 0, 537, 0, 0, 87, 0, 0, 397, 871, 611, 277, 0, 0, 0, 0, 0, 0, 0, 0, 554, 0, 0, 645, 154, 355, 259, 0, 81, 286, 0, 0, 227, 855, 872, 0, 0, 0, 285, 667, 0, 989, 887, 407, 
834, 2, 843, 538, 282, 184, 341, 0, 751, 0, 0, 655, 850, 0, 448, 0, 0, 626, 0, 0, 0, 0, 0, 485, 954, 0, 0, 0, 474, 611, 992, 0, 0, 68, 154, 0, 0, 0, 0, 0, 0, 618, 422, 0, 0, 443, -1, 0, 496, 947, 0, 406, 625, 0, 728, 0, 546, 586, 0, 0, 375, 507, 554, 0, 0, 0, 909, 935, 0, 1, 587, 983, 138, 0, 327, 0, 959, 0, 0, 980, 0, 992, 381, 84, 494, 989, 0, 565, 43, 
235, 894, 75, 324, 0, 0, 0, 0, 208, 0, 312, 0, 529, 0, 0, 738, 737, 0, 0, 339, 0, 856, 51, 391, 0, 0, 0, 373, 0, 0, 0, 257, 396, 0, 0, 0, 0, 724, 115, 0, 0, 454, 931, 0, 0, 420, 781, -1, 0, 190, 384, 0, 0, 507, 962, 638, 155, 812, 199, 297, 775, 240, 0, 231, 272, 0, 781, 0, 0, 441, 0, 0, 0, 4, 662, 441, 0, 0, 471, 51, 0, 703, 0, 0, 462, 0, 784, 0, 235, 
0, 64, 0, 0, 0, 0, 654, 668, 12, 0, 0, 0, 0, 649, 0, 0, 335, 0, 289, 96, 0, 265, 0, 0, 0, 0, 0, 250, 244, 119, 979, 714, 211, 667, 391, 0, 998, 152, 0, 0, 810, 228, 0, 863, 714, 0, 0, 0, -1, 0, 370, 0, 846, 881, 0, 245, 0, 759, 442, 332, 563, 0, 780, 691, 663, 972, 610, 200, 0, 0, 0, 133, 0, 973, 0, 0, 5, 0, 0, 552, 110, 630, 0, 0, 0, 351, 0, 891, 0, 
361, 0, 0, 0, 844, 808, 0, 0, 970, 666, 996, 945, 289, 626, 0, 0, 850, 0, 945, 383, 0, 0, 0, 0, 0, 792, 554, 510, 0, 0, 0, 0, 585, 0, 779, 0, 267, 0, 0, 0, 940, 957, 842, 0, 0, 0, 639, 346, 45, -1, 379, 547, 12, 923, 937, 535, 242, 0, 0, 0, 0, 742, 0, 738, 203, 844, 0, 0, 994, 616, 141, 0, 598, 0, 0, 0, 0, 683, 102, 118, 625, 193, 448, 0, 0, 644, 955, 585, 0, 
654, 0, 796, 0, 0, 0, 74, 361, 0, 0, 402, 914, 0, 0, 0, 732, 0, 334, 728, 654, 490, 116, 932, 0, 260, 0, 316, 0, 0, 0, 501, 0, 224, 0, 797, 379, 798, 222, 0, 233, 843, 779, 95, 320, 878, 680, 537, 0, 0, 377, -1, 0, 448, 0, 525, 0, 0, 151, 0, 115, 0, 0, 0, 655, 58, 592, 0, 0, 0, 890, 67, 0, 0, 195, 127, 0, 0, 0, 0, 476, 296, 0, 0, 271, 0, 992, 0, 525, 107, 
0, 0, 563, 891, 180, 259, 0, 936, 696, 0, 0, 0, 0, 0, 0, 809, 124, 0, 557, 0, 0, 447, 80, 558, 0, 0, 0, 808, 0, 307, 0, 0, 0, 248, 446, 0, 0, 0, 656, 678, 888, 605, 0, 0, 0, 0, 492, 58, 531, 654, 414, -1, 908, 316, 0, 114, 0, 0, 0, 700, 0, 526, 0, 440, 0, 0, 0, 350, 0, 0, 338, 0, 0, 0, 0, 383, 921, 821, 0, 0, 0, 0, 0, 0, 415, 567, 0, 0, 364, 
