0, 0, 771, 292, 0, 0, 390, 489, 0, 0, -1, 0, 855, 0, 0, 0, 795, 479, 174, 585, 503, 214, 388, 0, 0, 834, 297, 819, 146, 0, 0, 213, 0, 0, 513, 502, 0, 468, 637, 510, 0, 233, 667, 139, 654, 0, 0, 951, 547, 298, 805, 886, 0, 644, 0, 300, 
417, 0, 0, 649, 0, 986, 0, 0, 0, 51, 0, -1, 0, 0, 946, 483, 0, 0, 0, 238, 131, 0, 624, 0, 0, 413, 0, 133, 0, 418, 154, 393, 1000, 0, 748, 803, 909, 0, 641, 954, 0, 0, 771, 471, 932, 0, 0, 0, 243, 913, 0, 491, 0, 0, 260, 522, 
791, 566, 223, 431, 0, 0, 0, 331, 0, 615, 458, 0, -1, 0, 306, 0, 583, 0, 10, 0, 607, 0, 217, 0, 0, 158, 0, 188, 0, 0, 556, 861, 0, 0, 168, 0, 789, 0, 280, 808, 391, 0, 0, 0, 0, 0, 916, 92, 0, 0, 0, 851, 836, 0, 771, 0, 
0, 0, 609, 386, 0, 0, 0, 517, 455, 0, 0, 353, 218, -1, 0, 892, 0, 0, 794, 579, 68, 55, 0, 249, 0, 0, 0, 268, 0, 132, 0, 0, 660, 533, 405, 0, 0, 0, 448, 0, 0, 732, 664, 837, 374, 254, 0, 0, 833, 81, 0, 0, 682, 0, 0, 294, 
492, 0, 0, 0, 48, 0, 742, 771, 0, 808, 0, 365, 0, 593, -1, 0, 0, 0, 918, 30, 0, 455, 0, 920, 0, 641, 0, 439, 504, 0, 9, 0, 0, 190, 0, 0, 0, 834, 0, 621, 216, 0, 591, 667, 0, 781, 462, 0, 982, 77, 0, 0, 139, 0, 0, 0, 
0, 558, 126, 0, 0, 814, 0, 958, 0, 0, 703, 0, 689, 0, 0, -1, 217, 56, 0, 0, 0, 1000, 478, 890, 0, 462, 0, 992, 0, 77, 0, 611, 956, 0, 163, 215, 396, 0, 0, 0, 546, 993, 275, 148, 0, 896, 0, 0, 276, 90, 403, 996, 0, 450, 148, 55, 
0, 685, 0, 635, 527, 191, 0, 0, 356, 364, 552, 619, 789, 39, 0, 342, -1, 769, 604, 392, 0, 680, 713, 0, 0, 0, 0, 0, 177, 54, 806, 401, 0, 506, 858, 816, 660, 0, 734, 89, 0, 172, 0, 445, 0, 0, 201, 0, 0, 438, 0, 825, 826, 187, 0, 0, 
0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 701, 0, 675, 883, 0, 160, -1, 0, 953, 0, 667, 0, 0, 0, 784, 0, 0, 189, 950, 832, 67, 0, 0, 0, 936, 0, 0, 165, 228, 288, 577, 390, 0, 703, 0, 0, 0, 0, 0, 0, 0, 918, 38, 693, 925, 
444, 0, 287, 0, 0, 611, 282, 0, 0, 0, 0, 0, 0, 536, 0, 253, 685, 0, -1, 593, 450, 0, 993, 0, 580, 0, 671, 27, 0, 0, 349, 0, 0, 0, 450, 0, 0, 487, 0, 0, 649, 32, 441, 90, 0, 0, 401, 0, 0, 0, 568, 376, 45, 216, 0, 164, 
223, 0, 207, 184, 0, 876, 740, 618, 359, 0, 869, 891, 0, 0, 424, 0, 230, 607, 784, -1, 751, 853, 0, 231, 0, 473, 0, 0, 640, 0, 0, 63, 0, 0, 0, 394, 0, 502, 0, 952, 619, 0, 0, 0, 0, 203, 28, 578, 264, 891, 42, 291, 0, 315, 269, 838, 
0, 128, 229, 838, 0, 0, 777, 0, 187, 0, 446, 410, 780, 0, 0, 41, 769, 982, 968, 0, -1, 192, 302, 0, 0, 0, 748, 0, 0, 773, 625, 711, 667, 221, 0, 0, 0, 883, 104, 408, 485, 89, 624, 0, 193, 0, 507, 0, 91, 0, 0, 292, 524, 19, 0, 0, 
0, 690, 0, 0, 0, 193, 0, 0, 741, 0, 0, 0, 0, 733, 282, 414, 0, 0, 0, 0, 0, -1, 187, 820, 0, 602, 350, 163, 0, 762, 24, 0, 0, 77, 229, 0, 0, 531, 0, 0, 0, 0, 457, 0, 0, 850, 679, 0, 0, 890, 0, 728, 287, 0, 395, 20, 
0, 767, 998, 0, 240, 0, 248, 243, 213, 0, 379, 0, 707, 628, 771, 712, 0, 934, 0, 0, 206, 0, -1, 0, 495, 461, 617, 0, 918, 891, 131, 391, 640, 220, 0, 660, 0, 547, 0, 8, 0, 0, 675, 83, 929, 21, 303, 0, 359, 890, 0, 18, 32, 0, 131, 0, 
567, 0, 185, 180, 0, 658, 0, 223, 63, 0, 340, 0, 625, 248, 155, 649, 0, 0, 0, 245, 0, 0, 976, -1, 0, 404, 93, 365, 0, 0, 756, 0, 0, 182, 0, 512, 613, 0, 397, 0, 830, 975, 258, 366, 0, 618, 0, 394, 0, 0, 0, 0, 0, 0, 0, 0, 
55, 0, 0, 0, 883, 968, 0, 0, 342, 0, 0, 917, 0, 980, 943, 572, 244, 486, 660, 973, 0, 306, 0, 0, -1, 783, 797, 168, 0, 0, 0, 0, 0, 74, 0, 602, 970, 0, 0, 0, 219, 174, 0, 952, 0, 0, 545, 0, 896, 999, 738, 0, 0, 0, 0, 210, 
548, 436, 331, 0, 592, 547, 458, 718, 0, 0, 135, 383, 454, 0, 0, 312, 0, 37, 102, 289, 61, 370, 633, 0, 0, -1, 646, 389, 967, 167, 0, 0, 50, 0, 0, 379, 248, 0, 30, 465, 742, 731, 644, 875, 998, 513, 340, 0, 758, 0, 791, 509, 630, 0, 617, 0, 
242, 548, 0, 415, 0, 637, 0, 477, 108, 0, 0, 917, 0, 754, 0, 0, 0, 0, 824, 0, 0, 790, 0, 497, 488, 962, -1, 0, 913, 70, 0, 377, 745, 0, 0, 593, 0, 0, 659, 275, 181, 0, 107, 400, 762, 466, 717, 0, 591, 0, 1, 994, 0, 0, 0, 0, 
0, 0, 251, 0, 0, 0, 301, 0, 416, 0, 190, 553, 725, 818, 0, 0, 0, 0, 813, 0, 0, 0, 0, 0, 0, 533, 298, -1, 0, 411, 67, 0, 383, 0, 991, 0, 0, 115, 0, 278, 0, 20, 232, 0, 422, 0, 387, 387, 0, 427, 349, 828, 223, 0, 0, 922, 
0, 783, 350, 0, 272, 0, 345, 767, 284, 581, 747, 0, 0, 75, 0, 510, 683, 921, 585, 910, 332, 0, 902, 0, 465, 0, 0, 0, -1, 0, 483, 0, 0, 0, 0, 976, 0, 175, 438, 0, 0, 0, 0, 0, 703, 0, 606, 268, 0, 0, 0, 0, 0, 754, 0, 328, 
0, 753, 0, 823, 489, 0, 795, 333, 165, 0, 0, 419, 0, 0, 301, 0, 779, 523, 0, 0, 0, 20, 946, 0, 0, 0, 739, 0, 494, -1, 257, 0, 588, 0, 401, 0, 22, 0, 0, 683, 0, 0, 0, 841, 761, 495, 0, 618, 0, 0, 0, 0, 896, 138, 0, 237, 
258, 613, 609, 0, 643, 454, 0, 0, 0, 748, 0, 0, 0, 0, 0, 963, 788, 669, 0, 557, 633, 84, 865, 0, 467, 0, 0, 181, 0, 0, -1, 0, 0, 0, 377, 0, 46, 0, 0, 495, 0, 848, 897, 0, 0, 0, 0, 350, 0, 0, 694, 0, 0, 0, 63, 14, 
0, 229, 342, 0, 0, 0, 0, 463, 0, 209, 0, 0, 0, 371, 544, 601, 0, 0, 445, 0, 0, 195, 672, 414, 829, 0, 68, 0, 806, 0, 0, -1, 0, 106, 188, 0, 0, 117, 0, 795, 271, 0, 0, 797, 897, 558, 0, 703, 0, 0, 787, 623, 0, 0, 222, 0, 
0, 65, 649, 197, 0, 542, 346, 0, 0, 912, 660, 0, 373, 0, 0, 638, 66, 835, 569, 0, 950, 0, 548, 0, 833, 85, 118, 0, 938, 0, 0, 577, -1, 778, 0, 12, 0, 0, 153, 0, 0, 660, 691, 0, 712, 212, 992, 540, 0, 0, 0, 0, 0, 525, 410, 0, 
0, 641, 729, 960, 909, 0, 0, 0, 71, 0, 93, 0, 622, 207, 245, 0, 220, 0, 0, 0, 440, 612, 473, 0, 0, 0, 691, 0, 396, 0, 310, 822, 0, -1, 766, 0, 0, 330, 0, 0, 0, 0, 537, 0, 745, 0, 893, 107, 0, 0, 571, 0, 70, 708, 586, 0, 
0, 125, 923, 75, 402, 0, 0, 0, 208, 492, 0, 129, 0, 809, 612, 693, 397, 0, 0, 0, 312, 452, 54, 0, 0, 0, 0, 0, 755, 442, 830, 169, 106, 0, -1, 0, 0, 173, 0, 0, 184, 95, 57, 0, 586, 265, 95, 634, 0, 0, 380, 0, 860, 0, 0, 509, 
753, 711, 548, 0, 916, 0, 491, 0, 945, 938, 0, 0, 0, 934, 458, 0, 0, 469, 203, 157, 770, 135, 0, 428, 0, 0, 469, 823, 735, 0, 0, 0, 119, 0, 0, -1, 0, 861, 0, 0, 0, 0, 497, 341, 793, 693, 0, 0, 0, 467, 259, 882, 228, 0, 0, 628, 
799, 598, 0, 823, 0, 0, 0, 758, 0, 0, 0, 244, 666, 507, 0, 0, 0, 825, 109, 0, 0, 0, 136, 239, 762, 0, 808, 0, 0, 0, 716, 0, 835, 0, 786, 0, -1, 165, 257, 692, 0, 0, 0, 0, 429, 406, 900, 0, 489, 49, 0, 0, 0, 0, 0, 0, 
475, 59, 354, 846, 0, 0, 433, 0, 0, 485, 0, 0, 855, 696, 612, 140, 14, 855, 131, 0, 0, 0, 712, 0, 581, 505, 0, 436, 0, 0, 0, 0, 0, 645, 586, 41, 0, -1, 420, 0, 454, 0, 901, 0, 0, 790, 0, 0, 0, 695, 182, 0, 0, 174, 0, 0, 
319, 0, 0, 169, 0, 751, 511, 870, 0, 0, 0, 612, 636, 936, 0, 0, 537, 811, 589, 494, 0, 0, 0, 0, 924, 0, 817, 0, 0, 122, 0, 0, 100, 0, 946, 0, 98, 0, -1, 246, 49, 306, 0, 122, 204, 181, 0, 0, 0, 731, 377, 0, 536, 83, 0, 771, 
189, 954, 680, 0, 0, 160, 544, 0, 121, 890, 177, 949, 0, 0, 916, 0, 511, 854, 104, 0, 0, 707, 0, 0, 476, 473, 4, 0, 0, 0, 702, 0, 0, 642, 0, 19, 0, 0, 893, -1, 226, 0, 76, 0, 566, 0, 840, 968, 875, 657, 655, 0, 361, 0, 98, 0, 
713, 0, 0, 0, 0, 904, 103, 59, 78, 251, 572, 635, 910, 271, 990, 695, 748, 0, 0, 943, 607, 0, 205, 292, 0, 0, 0, 0, 164, 0, 0, 861, 0, 0, 0, 81, 366, 0, 0, 0, -1, 881, 125, 281, 130, 0, 716, 885, 0, 836, 538, 0, 676, 0, 0, 0, 
0, 0, 988, 910, 51, 628, 0, 0, 820, 798, 0, 0, 0, 0, 0, 361, 528, 0, 860, 0, 0, 848, 603, 525, 578, 677, 270, 35, 0, 335, 0, 427, 0, 549, 0, 0, 898, 94, 91, 553, 0, -1, 0, 0, 0, 832, 0, 122, 435, 0, 477, 0, 693, 0, 875, 0, 
922, 0, 892, 0, 665, 209, 0, 507, 209, 960, 0, 0, 0, 474, 231, 476, 0, 799, 234, 0, 676, 110, 420, 363, 0, 0, 0, 0, 235, 0, 0, 25, 327, 0, 0, 0, 153, 0, 536, 828, 0, 9, -1, 0, 366, 94, 0, 0, 751, 0, 168, 569, 0, 0, 433, 0, 
0, 0, 0, 857, 573, 109, 0, 769, 0, 0, 0, 0, 0, 840, 127, 859, 431, 0, 950, 0, 35, 460, 796, 0, 0, 0, 753, 0, 485, 414, 0, 0, 975, 703, 0, 279, 0, 204, 993, 0, 869, 0, 0, -1, 818, 817, 974, 670, 0, 447, 0, 0, 0, 0, 159, 139, 
0, 0, 990, 960, 546, 943, 544, 419, 484, 0, 0, 196, 762, 318, 259, 633, 946, 0, 0, 0, 517, 175, 399, 0, 241, 0, 611, 0, 940, 0, 885, 0, 546, 56, 0, 313, 0, 564, 789, 0, 0, 0, 0, 0, -1, 497, 379, 0, 592, 11, 713, 312, 0, 0, 576, 0, 
39, 222, 236, 0, 0, 0, 622, 0, 0, 0, 0, 209, 0, 0, 122, 0, 167, 0, 0, 0, 909, 0, 262, 23, 0, 356, 0, 933, 0, 976, 662, 52, 807, 0, 0, 730, 0, 0, 307, 0, 747, 0, 374, 559, 746, -1, 531, 0, 0, 457, 603, 15, 0, 0, 0, 302, 
875, 314, 873, 899, 0, 0, 0, 70, 283, 5, 516, 958, 501, 0, 154, 0, 0, 962, 613, 0, 0, 175, 0, 0, 2, 0, 0, 0, 395, 105, 510, 498, 0, 0, 467, 627, 0, 0, 399, 278, 576, 0, 523, 765, 0, 24, -1, 94, 880, 0, 305, 948, 876, 836, 10, 690, 
531, 318, 94, 0, 0, 974, 222, 444, 0, 0, 406, 615, 813, 453, 0, 0, 702, 0, 126, 507, 843, 462, 867, 659, 750, 0, 0, 0, 696, 948, 869, 745, 57, 173, 45, 854, 0, 0, 0, 0, 963, 0, 0, 0, 788, 0, 0, -1, 105, 172, 0, 214, 53, 0, 595, 0, 
744, 0, 0, 128, 372, 0, 968, 744, 0, 0, 10, 0, 0, 0, 0, 0, 0, 916, 0, 910, 136, 234, 516, 720, 0, 0, 0, 0, 609, 419, 0, 0, 0, 643, 853, 0, 0, 14, 641, 558, 461, 168, 0, 0, 0, 731, 185, 0, -1, 0, 0, 405, 0, 536, 0, 571, 
557, 0, 695, 173, 994, 0, 0, 997, 0, 735, 0, 662, 0, 641, 0, 303, 510, 0, 396, 434, 312, 631, 0, 71, 0, 0, 0, 0, 0, 202, 913, 0, 0, 0, 209, 313, 0, 93, 857, 90, 0, 25, 0, 0, 407, 0, 581, 472, 0, -1, 770, 815, 0, 0, 0, 0, 
61, 0, 0, 0, 385, 0, 4, 0, 0, 603, 215, 0, 954, 0, 0, 283, 0, 807, 834, 0, 786, 0, 37, 327, 0, 33, 946, 406, 0, 988, 0, 0, 813, 420, 169, 0, 639, 0, 619, 0, 126, 0, 914, 0, 262, 0, 435, 348, 499, 181, -1, 0, 609, 0, 0, 553, 
468, 0, 0, 4, 438, 414, 0, 23, 229, 0, 792, 160, 932, 0, 227, 0, 0, 0, 584, 863, 82, 0, 0, 673, 0, 838, 820, 0, 843, 925, 0, 203, 0, 261, 707, 492, 98, 939, 168, 0, 526, 0, 605, 673, 0, 0, 0, 693, 129, 0, 0, -1, 0, 0, 234, 0, 
78, 667, 0, 889, 596, 678, 727, 0, 388, 0, 0, 0, 0, 331, 0, 485, 493, 0, 0, 0, 807, 518, 0, 662, 237, 0, 0, 0, 0, 833, 862, 0, 386, 992, 759, 0, 0, 527, 0, 0, 0, 31, 874, 0, 0, 824, 78, 673, 285, 0, 805, 276, -1, 320, 0, 0, 
636, 0, 323, 381, 592, 693, 0, 0, 534, 0, 810, 835, 353, 0, 749, 0, 0, 663, 176, 0, 0, 830, 338, 0, 418, 0, 0, 0, 87, 49, 68, 459, 0, 0, 765, 218, 0, 967, 0, 153, 856, 0, 397, 527, 0, 0, 0, 0, 332, 0, 0, 365, 0, -1, 37, 152, 
746, 0, 0, 562, 799, 0, 0, 0, 0, 0, 0, 0, 0, 62, 113, 85, 0, 0, 700, 887, 696, 818, 0, 91, 829, 676, 0, 0, 234, 0, 0, 0, 418, 0, 0, 0, 0, 57, 0, 722, 592, 160, 716, 634, 0, 847, 0, 0, 0, 0, 722, 0, 140, 0, -1, 0, 
635, 737, 520, 0, 207, 0, 0, 0, 0, 61, 682, 988, 486, 0, 0, 0, 306, 0, 0, 0, 469, 872, 0, 370, 368, 0, 0, 0, 0, 446, 0, 626, 0, 0, 0, 0, 636, 720, 157, 0, 0, 598, 592, 494, 0, 63, 115, 0, 855, 0, 843, 0, 0, 0, 763, -1]
