43
0, 0, 0, 0, 0, 982, 62, 919, 0, 0, 0, 0, 0, 0, 617, 20, 640, 0, 158, 0, -1, 0, 0, 0, 572, 0, 724, 118, 0, 0, 0, 0, 0, 47, 225, 318, 437, 0, 264, 918, 0, 0, 0, 
0, 821, 0, 423, 0, 0, 698, 50, 0, 403, 0, 920, 981, 0, 0, 0, 0, 0, 568, 0, 920, -1, 597, 0, 0, 396, 398, 0, 64, 0, 0, 905, 953, 0, 0, 755, 0, 574, 0, 0, 799, 42, 0, 
0, 610, 0, 215, 0, 861, 915, 609, 326, 0, 0, 0, 669, 0, 373, 0, 0, 277, 687, 0, 0, 0, -1, 0, 0, 0, 278, 562, 0, 37, 0, 0, 0, 0, 369, 0, 0, 0, 930, 102, 0, 0, 0, 
112, 0, 0, 0, 0, 0, 0, 0, 0, 313, 471, 418, 361, 970, 576, 0, 920, 0, 662, 783, 0, 0, 787, -1, 0, 621, 0, 653, 892, 886, 364, 693, 95, 591, 0, 236, 802, 741, 0, 820, 0, 0, 124, 
902, 718, 152, 0, 0, 613, 168, 335, 0, 927, 0, 436, 294, 6, 0, 0, 637, 0, 0, 12, 818, 0, 0, 225, -1, 538, 97, 847, 803, 724, 0, 290, 786, 363, 0, 89, 137, 504, 0, 441, 423, 0, 728, 
906, 759, 0, 153, 0, 0, 0, 805, 144, 603, 0, 0, 693, 805, 0, 252, 422, 0, 67, 0, 0, 833, 0, 0, 0, -1, 0, 0, 0, 554, 0, 0, 35, 0, 0, 510, 0, 0, 0, 0, 566, 0, 0, 
192, 715, 0, 177, 646, 0, 363, 263, 662, 243, 809, 0, 0, 199, 0, 557, 0, 250, 0, 151, 159, 0, 0, 321, 0, 978, -1, 738, 252, 0, 0, 0, 0, 0, 975, 0, 629, 0, 677, 312, 0, 814, 765, 
0, 0, 0, 0, 249, 75, 0, 0, 573, 874, 0, 674, 0, 0, 0, 291, 0, 704, 0, 0, 0, 513, 980, 0, 0, 990, 0, -1, 356, 0, 402, 0, 532, 0, 0, 0, 106, 400, 563, 202, 0, 321, 0, 
0, 49, 429, 368, 0, 0, 0, 814, 0, 317, 355, 0, 0, 0, 0, 0, 57, 0, 0, 602, 342, 785, 0, 735, 944, 0, 164, 825, -1, 0, 0, 949, 0, 698, 528, 0, 0, 0, 326, 92, 871, 0, 0, 
38, 591, 0, 0, 287, 0, 359, 0, 892, 0, 0, 827, 186, 0, 455, 0, 0, 0, 151, 0, 601, 0, 893, 0, 193, 0, 651, 856, 605, -1, 816, 196, 0, 281, 873, 0, 0, 612, 811, 0, 725, 0, 41, 
743, 0, 583, 0, 225, 137, 405, 0, 0, 436, 0, 770, 0, 0, 651, 816, 22, 980, 0, 714, 965, 909, 0, 0, 0, 877, 0, 191, 0, 732, -1, 0, 760, 0, 0, 742, 360, 863, 757, 96, 0, 0, 493, 
802, 2, 0, 786, 0, 0, 462, 0, 0, 0, 0, 483, 0, 0, 0, 185, 487, 0, 856, 339, 0, 0, 922, 0, 0, 34, 0, 259, 0, 848, 0, -1, 0, 480, 207, 0, 578, 0, 0, 164, 0, 500, 0, 
0, 929, 50, 429, 541, 701, 910, 155, 0, 793, 579, 0, 0, 0, 0, 854, 0, 0, 570, 0, 101, 681, 0, 572, 0, 0, 0, 896, 469, 0, 141, 147, -1, 0, 525, 279, 0, 852, 0, 385, 955, 0, 0, 
0, 702, 234, 0, 0, 110, 572, 0, 66, 916, 536, 407, 0, 78, 0, 474, 521, 0, 0, 0, 433, 0, 0, 0, 300, 0, 340, 0, 0, 0, 804, 0, 0, -1, 136, 0, 265, 0, 0, 0, 40, 0, 661, 
242, 0, 0, 309, 851, 925, 0, 0, 576, 670, 0, 296, 852, 0, 362, 0, 0, 0, 0, 636, 2, 0, 0, 70, 830, 60, 0, 0, 0, 0, 131, 93, 0, 0, -1, 913, 752, 544, 789, 0, 877, 0, 329, 
88, 0, 578, 0, 0, 0, 0, 718, 877, 978, 0, 190, 0, 97, 0, 0, 466, 197, 0, 433, 972, 566, 851, 0, 148, 0, 0, 332, 0, 0, 30, 0, 0, 0, 292, -1, 0, 0, 940, 791, 478, 832, 0, 
913, 0, 0, 67, 0, 774, 369, 122, 363, 260, 593, 0, 0, 987, 0, 261, 0, 465, 201, 0, 950, 501, 0, 0, 692, 202, 0, 110, 0, 589, 0, 0, 252, 459, 986, 0, -1, 32, 328, 345, 18, 1, 0, 
0, 531, 793, 0, 947, 0, 721, 154, 0, 0, 0, 0, 773, 0, 703, 395, 0, 0, 94, 874, 639, 0, 0, 0, 0, 0, 682, 0, 0, 0, 770, 0, 478, 0, 99, 0, 264, -1, 0, 20, 0, 360, 750, 
935, 0, 0, 0, 733, 141, 83, 0, 0, 0, 0, 0, 0, 849, 192, 0, 0, 0, 0, 748, 0, 110, 0, 632, 0, 405, 0, 245, 172, 0, 374, 866, 0, 0, 0, 0, 0, 334, -1, 105, 0, 0, 670, 
80, 164, 675, 379, 0, 743, 477, 29, 0, 464, 182, 0, 108, 50, 0, 792, 185, 0, 687, 771, 0, 0, 0, 0, 170, 731, 487, 0, 423, 759, 72, 657, 0, 778, 0, 0, 632, 0, 87, -1, 0, 0, 0, 
755, 0, 0, 0, 0, 172, 699, 0, 974, 109, 0, 659, 482, 491, 0, 0, 0, 0, 203, 0, 0, 0, 0, 75, 0, 0, 958, 0, 114, 914, 0, 0, 0, 964, 96, 900, 0, 0, 903, 0, -1, 104, 0, 
701, 973, 0, 232, 0, 503, 0, 144, 300, 0, 146, 0, 653, 0, 493, 447, 0, 754, 0, 0, 533, 0, 490, 229, 0, 10, 665, 0, 577, 347, 748, 0, 0, 993, 70, 0, 0, 0, 0, 0, 968, -1, 0, 
41, 222, 0, 0, 0, 0, 330, 0, 0, 894, 0, 0, 0, 577, 999, 31, 0, 540, 167, 911, 0, 0, 3, 23, 434, 0, 622, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 237, 458, 0, 0, 0, -1]
