43
625, 0, 0, 0, 0, 386062, 0, 0, 0, 392, 0, -1, 0, 432, 815, 0, 547, 0, 300, 707, 667, 887, 0, 0, 266, 0, 0, 0, 604, 0, 940, 0, 0, 0, 0, 0, 406, 0, 816, 386, 160, 238, 0, 
0, 0, 915, 0, 1837, 0, 0, 0, 0, 0, 283, 0, -1, 414, 0, 485, 442, 0, 0, 647, 380, 620, 0, 0, 189, 765, 148, 0, 458, 0, 0, 845, 502, 0, 0, 0, 354, 458, 0, 0, 338, 0, 0, 
473, 0, 0, 581, 665, 386344, 0, 0, 407, 611, 325, 432, 414, -1, 0, 594, 158, 0, 0, 275, 0, 679, 0, 291, 230, 698, 539, 66, 246, 0, 0, 693, 262, 0, 0, 316, 0, 0, 736, 442, 586, 499, 459, 
0, 517, 523, 0, 1866, 0, 2519, 0, 0, 0, 0, 815, 0, 0, -1, 59, 527, 0, 582, 0, 0, 0, 0, 417, 0, 319, 649, 0, 0, 25, 539, 0, 472, 0, 367, 0, 597, 0, 0, 446, 876, 646, 0, 
0, 512, 0, 767, 1481, 0, 638, 2414, 0, 0, 0, 0, 485, 594, 59, -1, 0, 571, 0, 0, 0, 0, 0, 0, 527, 334, 0, 563, 0, 0, 0, 0, 424, 257, 0, 280, 0, 378, 180, 0, 823, 595, 591, 
0, 0, 602, 668, 1485, 148, 290, 0, 318, 0, 0, 547, 442, 158, 527, 0, -1, 0, 535, 0, 0, 0, 0, 0, 0, 541, 586, 0, 90, 0, 397, 0, 104, 0, 192, 0, 146, 0, 0, 435, 0, 551, 0, 
440, 1010, 0, 233, 488, 0, 257, 678, 0, 0, 184, 0, 0, 0, 0, 571, 0, -1, 0, 633, 0, 702, 714, 0, 149, 0, 165, 0, 475, 0, 809, 895, 518, 0, 0, 0, 0, 0, 626, 0, 0, 0, 82, 
0, 0, 991, 238, 0, 385076, 0, 561, 853, 112, 0, 300, 0, 0, 582, 0, 535, 0, -1, 0, 379, 670, 717, 295, 0, 0, 68, 0, 548, 569, 866, 0, 593, 0, 0, 401, 444, 547, 0, 143, 302, 0, 0, 
553, 2011, 0, 0, 786, 0, 430, 980, 0, 0, 0, 707, 647, 275, 0, 0, 0, 633, 0, -1, 0, 0, 0, 0, 484, 590, 0, 0, 242, 0, 337, 0, 207, 775, 392, 415, 0, 0, 805, 644, 860, 0, 713, 
263, 0, 0, 611, 0, 0, 655, 202, 876, 0, 1645, 667, 380, 0, 0, 0, 0, 0, 379, 0, -1, 0, 0, 386, 0, 607, 434, 0, 0, 294, 775, 0, 0, 469, 418, 0, 611, 550, 184, 288, 0, 0, 0, 
262, 1167, 0, 903, 362, 661, 0, 443, 0, 686, 0, 887, 620, 679, 0, 0, 0, 702, 670, 0, 0, -1, 170, 476, 0, 225, 738, 658, 0, 103, 0, 0, 0, 133, 0, 0, 0, 0, 0, 530, 959, 0, 0, 
303, 0, 0, 935, 485, 0, 695, 602, 0, 1550, 813, 0, 0, 0, 0, 0, 0, 714, 717, 0, 0, 170, -1, 0, 623, 0, 785, 0, 355, 229, 308, 0, 354, 254, 0, 351, 564, 334, 0, 0, 0, 0, 0, 
0, 640, 716, 479, 0, 386926, 0, 0, 1508, 0, 357, 0, 0, 291, 417, 0, 0, 0, 295, 0, 386, 476, 0, -1, 169, 581, 0, 237, 0, 395, 573, 0, 300, 607, 111, 0, 0, 252, 465, 0, 518, 0, 304, 
0, 764, 851, 372, 2245, 0, 0, 717, 608, 0, 190, 266, 189, 230, 0, 527, 0, 149, 0, 484, 0, 0, 623, 169, -1, 0, 309, 163, 341, 0, 678, 0, 0, 776, 254, 273, 176, 350, 623, 240, 393, 0, 230, 
415, 0, 0, 1050, 577, 386208, 0, 668, 0, 0, 0, 0, 765, 698, 319, 334, 541, 0, 0, 590, 607, 225, 0, 581, 0, -1, 0, 698, 0, 313, 0, 0, 0, 0, 482, 0, 0, 431, 0, 688, 1097, 0, 0, 
486, 1035, 1057, 177, 449, 703, 422, 608, 0, 0, 321, 0, 148, 539, 649, 0, 586, 165, 68, 0, 434, 738, 785, 0, 309, 0, -1, 473, 605, 0, 0, 0, 650, 852, 0, 465, 485, 606, 0, 0, 0, 0, 85, 
436, 0, 1579, 520, 613, 0, 113, 822, 0, 545, 276, 0, 0, 66, 0, 563, 0, 0, 0, 0, 0, 658, 0, 237, 163, 698, 473, -1, 253, 596, 574, 709, 279, 0, 253, 282, 30, 270, 694, 379, 529, 0, 393, 
311, 0, 1102, 708, 544, 0, 0, 738, 0, 0, 0, 604, 458, 246, 0, 0, 90, 475, 548, 242, 0, 0, 355, 0, 341, 0, 605, 253, -1, 423, 0, 456, 0, 580, 0, 177, 222, 0, 567, 0, 735, 0, 0, 
0, 504, 0, 804, 0, 385311, 674, 0, 0, 0, 749, 0, 0, 0, 25, 0, 0, 0, 569, 0, 294, 103, 229, 395, 0, 313, 0, 596, 423, -1, 0, 457, 0, 219, 0, 0, 0, 402, 0, 431, 0, 632, 0, 
519, 0, 1964, 1042, 0, 0, 687, 895, 0, 0, 0, 940, 0, 0, 539, 0, 397, 809, 866, 337, 775, 0, 308, 573, 678, 0, 0, 574, 0, 0, -1, 197, 0, 0, 0, 466, 0, 329, 0, 0, 1071, 0, 874, 
522, 0, 0, 0, 716, 385769, 821, 0, 457, 0, 0, 0, 845, 693, 0, 0, 0, 895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 709, 456, 457, 197, -1, 432, 411, 0, 0, 678, 0, 625, 0, 1163, 0, 0, 
0, 396, 0, 0, 0, 387529, 0, 0, 0, 679, 0, 0, 502, 262, 472, 424, 104, 518, 593, 207, 0, 0, 354, 300, 0, 0, 650, 279, 0, 0, 0, 432, -1, 590, 0, 220, 248, 0, 0, 476, 0, 0, 0, 
0, 483, 0, 1022, 0, 384042, 878, 0, 770, 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 775, 469, 133, 254, 607, 776, 0, 852, 0, 580, 219, 0, 411, 590, -1, 0, 0, 764, 0, 293, 649, 1079, 0, 847, 
0, 0, 0, 0, 401, 0, 1445, 0, 478, 481, 0, 0, 0, 0, 367, 0, 192, 0, 0, 392, 418, 0, 0, 111, 254, 482, 0, 253, 0, 0, 0, 0, 0, 0, -1, 30, 0, 151, 0, 0, 0, 440, 415, 
158, 0, 0, 596, 374, 0, 364, 575, 0, 929, 463, 0, 0, 316, 0, 280, 0, 0, 401, 415, 0, 0, 351, 0, 273, 0, 465, 282, 177, 0, 466, 0, 220, 0, 30, -1, 0, 167, 0, 269, 636, 0, 0, 
0, 0, 745, 0, 2521, 221, 143, 0, 438, 551, 0, 406, 354, 0, 597, 0, 146, 0, 444, 0, 611, 0, 564, 0, 176, 0, 485, 30, 222, 0, 0, 678, 248, 764, 0, 0, -1, 0, 0, 0, 552, 446, 406, 
0, 0, 509, 0, 0, 384443, 380, 0, 330, 630, 524, 0, 458, 0, 0, 378, 0, 0, 547, 0, 550, 0, 334, 252, 350, 431, 606, 270, 0, 402, 329, 0, 0, 0, 151, 167, 0, -1, 548, 426, 742, 577, 547, 
0, 0, 677, 783, 2011, 777, 752, 0, 847, 524, 0, 816, 0, 736, 0, 180, 0, 626, 0, 805, 184, 0, 0, 465, 623, 0, 0, 694, 567, 0, 0, 625, 0, 293, 0, 0, 0, 548, -1, 430, 848, 0, 622, 
275, 0, 1646, 373, 0, 573, 382, 488, 747, 0, 0, 386, 0, 442, 446, 0, 435, 0, 143, 644, 288, 530, 0, 0, 240, 688, 0, 379, 0, 431, 0, 0, 476, 649, 0, 269, 0, 426, 430, -1, 0, 201, 0, 
698, 1752, 1233, 0, 0, 0, 434, 852, 990, 0, 0, 160, 338, 586, 876, 823, 0, 0, 302, 860, 0, 959, 0, 518, 393, 1097, 0, 529, 735, 0, 1071, 1163, 0, 1079, 0, 636, 552, 742, 848, 0, -1, 0, 232, 
476, 0, 1356, 0, 0, 0, 0, 629, 869, 154, 280, 238, 0, 499, 646, 595, 551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 632, 0, 0, 0, 0, 440, 0, 446, 577, 0, 201, 0, -1, 42, 
0, 944, 0, 179, 2053, 0, 0, 650, 0, 192, 0, 0, 0, 459, 0, 591, 0, 82, 0, 713, 0, 0, 0, 304, 230, 0, 85, 393, 0, 0, 874, 0, 0, 847, 415, 0, 406, 547, 622, 0, 232, 42, -1]
