154
30765, 42438, 20834, 34294, 45089, 19063, 12497, 33557, 32948, 28757, -1, 37197, 46281, 28148, 15479, 44482, 32767, 6263, 40370, 16185, 43612, 40524, 8251, 17264, 23941, 34331, 44794, 28218, 28469, 38222, 32621, 21229, 31135, 919, 44414, 33935, 38430, 39757, 26544, 5775, 19758, 30808, 38703, 42660, 31294, 13050, 34816, 38794, 11356, 42472, 37788, 34149, 29538, 38306, 40910, 22039, 5065, 37650, 39323, 8918, 8450, 24594, 30671, 42628, 45528, 27811, 25774, 17207, 34687, 3292, 45820, 44924, 22385, 23456, 43658, 28423, 31813, 17366, 23497, 19030, 21533, 39834, 22775, 28370, 41988, 27355, 22107, 31282, 45626, 39073, 26892, 30420, 4427, 30597, 25429, 28978, 42323, 39234, 32271, 33950, 14594, 25612, 36230, 22892, 31384, 26100, 45769, 34864, 39298, 41138, 29320, 11463, 42701, 34887, 25254, 42430, 42226, 46333, 30851, 21282, 14790, 23750, 38982, 41763, 5110, 36049, 39129, 44100, 34049, 20108, 40693, 35912, 22591, 24335, 18410, 31486, 45286, 18877, 31895, 33851, 44644, 42584, 39653, 34462, 7773, 38496, 38580, 22740, 40020, 40072, 19948, 36079, 15565, 42194, 
29771, 45385, 17885, 43229, 44226, 24320, 18275, 38492, 43687, 28789, 37197, -1, 33514, 27690, 32400, 45356, 42107, 34940, 22198, 42960, 29650, 40451, 15900, 32196, 39811, 18750, 31306, 44284, 34460, 34084, 35027, 22089, 20930, 46283, 42840, 36665, 32878, 41215, 43176, 18680, 11924, 17586, 24410, 34687, 45611, 31799, 20287, 23455, 16194, 7528, 45398, 37407, 11636, 15822, 26018, 24849, 32425, 20956, 38976, 29027, 30414, 21893, 20096, 43253, 25105, 29674, 27949, 36015, 38660, 35513, 14954, 25911, 20338, 31697, 37887, 39845, 28200, 38353, 45836, 14928, 13588, 23715, 44481, 36329, 46040, 15584, 40702, 12237, 17873, 24262, 18209, 13380, 23387, 39632, 25224, 34024, 24402, 36648, 39052, 32654, 44505, 33336, 17989, 29427, 35655, 39004, 33197, 43550, 40474, 18546, 40483, 43804, 45278, 44751, 37223, 23831, 24420, 37683, 35201, 45755, 23335, 26238, 18548, 22752, 46082, 43123, 28135, 24379, 20214, 31276, 31741, 36208, 38555, 39999, 18449, 29491, 41444, 6644, 29713, 11188, 5575, 15416, 13319, 10651, 24594, 38425, 35314, 24029, 42173, 36162, 44520, 26542, 42019, 37591, 
33503, 36399, 28179, 21790, 39603, 26780, 34826, 45242, 20126, 44035, 46281, 33514, -1, 39039, 30258, 24225, 26949, 27027, 34155, 13476, 18426, 17066, 10574, 39723, 40666, 42599, 35382, 30731, 44556, 24746, 36751, 33031, 28678, 20207, 39440, 40915, 28145, 41502, 33396, 24508, 36105, 4218, 40916, 26003, 15362, 36957, 38077, 19135, 32811, 30048, 43317, 32396, 37594, 13245, 44871, 42242, 45695, 34088, 22898, 12667, 35245, 32918, 26532, 46186, 36352, 14797, 22379, 9797, 37425, 44891, 32825, 21036, 32804, 44463, 43499, 24140, 39936, 29311, 38845, 42220, 34705, 43203, 9759, 46312, 29478, 35475, 11574, 38774, 42343, 38711, 40700, 8452, 30000, 45980, 31113, 28585, 21726, 40435, 35344, 38056, 32938, 22889, 29796, 32615, 40490, 44235, 33591, 33033, 26666, 43580, 41992, 18355, 33188, 24695, 7031, 41850, 26033, 34468, 38757, 39043, 34722, 34468, 35879, 34228, 34168, 43133, 39253, 39370, 44606, 5477, 13510, 33592, 45802, 3559, 39241, 12155, 45703, 27972, 34629, 24219, 37388, 32533, 45200, 43896, 21362, 30825, 45651, 45799, 30397, 24021, 13446, 21042, 42985, 26923, 
13332, 28907, 39420, 10298, 43288, 27904, 21707, 17741, 22330, 16558, 28148, 27690, 39039, -1, 43416, 15984, 22777, 19629, 20331, 38038, 35749, 29776, 23141, 34616, 35253, 18917, 14135, 44041, 31776, 35814, 39025, 26349, 26073, 45857, 12770, 30116, 5585, 30984, 10912, 40461, 39449, 28860, 30007, 37135, 18897, 44614, 14780, 40588, 29070, 27099, 13238, 43292, 36264, 24374, 29886, 44656, 31735, 44345, 45182, 18847, 38215, 36875, 35164, 18823, 41090, 9520, 25066, 37026, 20017, 11540, 38044, 40588, 44479, 16253, 41903, 41293, 38492, 15036, 21961, 10237, 36999, 29442, 32961, 32167, 17178, 43650, 32898, 36881, 36200, 5816, 44853, 23916, 29722, 21473, 11639, 36280, 45720, 19717, 46128, 32291, 15563, 34881, 41229, 27009, 30938, 38714, 34399, 23645, 41284, 44748, 36599, 36960, 28038, 30426, 41229, 13911, 14673, 5206, 44172, 39030, 14671, 8278, 18059, 29623, 22167, 35817, 41714, 32202, 15541, 21569, 39813, 23462, 32834, 38252, 34583, 27785, 36047, 24330, 11890, 11078, 33750, 40237, 35437, 39295, 24981, 33783, 40549, 36266, 45968, 37620, 33763, 11875, 44226, 19975, 
6342, 25694, 42255, 41146, 9415, 34533, 23223, 34939, 39427, 44797, 15479, 32400, 30258, 43416, -1, 33440, 38536, 42413, 25239, 7517, 4851, 42473, 32668, 18290, 38513, 42333, 34407, 37364, 45103, 25058, 13120, 38807, 40192, 19555, 27732, 32947, 19428, 19758, 22128, 38953, 45260, 30831, 23883, 42934, 44088, 30961, 27961, 40695, 40807, 20946, 7941, 36378, 35582, 24463, 27262, 4767, 22951, 35807, 44596, 23633, 25302, 7723, 25321, 16899, 44021, 25227, 19181, 36363, 43596, 39864, 46268, 33946, 43427, 42912, 29413, 14427, 27429, 34432, 24780, 24396, 45692, 45483, 45800, 43966, 36326, 40259, 30634, 32042, 28498, 33957, 36475, 23144, 42040, 34887, 45322, 40151, 27692, 35041, 23846, 34095, 24262, 15423, 16693, 34012, 28329, 13706, 7162, 30091, 31594, 39154, 41844, 35144, 44782, 1280, 31086, 28960, 35066, 12210, 31951, 37933, 25425, 27024, 27501, 21319, 33799, 38484, 41786, 42351, 43619, 23538, 40430, 32863, 43936, 11416, 41764, 24283, 16683, 42948, 42072, 38535, 42682, 33365, 27178, 41612, 35526, 28388, 28065, 20196, 34483, 27612, 10948, 36145, 10417, 26312, 
15848, 29117, 41927, 10618, 45689, 39722, 9048, 37479, 29803, 18891, 44482, 45356, 24225, 15984, 33440, -1, 18292, 39795, 41659, 32460, 43512, 12389, 46240, 34583, 18828, 24888, 41470, 24521, 28718, 30879, 40264, 38181, 43869, 42121, 11982, 29209, 12651, 24636, 34624, 32622, 35382, 35586, 34782, 23118, 37780, 37308, 36475, 31274, 40865, 33472, 29230, 18737, 33219, 26933, 42025, 37782, 23891, 35324, 32748, 26050, 38983, 21015, 15449, 11553, 36798, 42925, 41973, 44692, 41023, 43954, 17266, 45388, 41076, 26061, 37070, 42161, 25863, 29704, 20803, 41699, 19603, 45581, 40324, 28760, 38668, 28031, 31260, 1470, 31546, 19266, 26558, 23349, 38062, 38321, 40095, 44119, 41018, 24424, 32356, 29440, 40962, 45296, 14590, 9416, 29599, 35389, 32038, 15793, 32755, 18469, 17923, 37226, 35705, 43826, 24425, 45221, 6088, 44018, 33574, 40745, 34665, 33224, 12287, 28130, 35032, 34144, 42079, 32876, 33355, 35168, 32428, 45618, 18298, 20781, 33565, 41758, 29995, 34760, 37506, 36517, 19408, 32168, 40733, 30108, 25159, 40149, 34554, 36586, 37500, 39057, 45398, 45378, 41595, 29398, 
29564, 38201, 19669, 41990, 13220, 10402, 23073, 25990, 43664, 40009, 32767, 42107, 26949, 22777, 38536, 18292, -1, 37721, 29064, 41623, 24507, 14617, 42821, 40017, 2940, 45405, 3584, 23587, 16107, 35702, 41902, 16231, 40729, 16945, 35209, 41662, 22552, 45968, 31321, 33692, 41398, 12601, 13340, 22071, 26130, 11713, 33101, 44204, 20369, 45783, 42670, 45852, 30357, 43606, 26053, 19274, 43511, 40626, 40865, 25285, 36667, 43328, 35733, 22211, 30421, 12047, 14726, 38318, 33802, 34670, 38155, 14630, 40463, 30212, 28878, 40142, 44964, 31460, 24904, 34862, 38035, 14779, 33684, 29324, 30046, 35757, 35096, 32471, 35275, 33037, 38462, 34047, 15509, 39213, 30054, 20867, 37905, 39269, 16917, 34747, 35332, 41102, 28564, 25548, 35828, 42543, 8450, 45892, 19333, 36364, 44657, 34382, 39638, 45084, 44665, 34020, 45916, 38810, 23693, 33383, 40991, 31322, 40967, 38190, 37014, 45544, 37118, 27972, 40778, 40749, 38177, 39648, 21604, 11606, 21311, 21054, 32036, 14398, 19629, 6067, 4636, 30189, 43414, 45970, 46050, 38371, 32328, 29077, 17866, 27903, 27260, 22289, 35983, 41484, 
14899, 16977, 38135, 35708, 25509, 30071, 33592, 31873, 33492, 29780, 6263, 34940, 27027, 19629, 42413, 39795, 37721, -1, 45010, 35376, 39814, 30561, 43300, 42181, 8851, 34711, 44782, 20753, 38583, 29761, 18719, 46007, 24835, 21003, 44854, 18071, 35835, 40523, 38670, 44767, 37641, 33396, 40484, 45961, 26627, 31605, 37007, 36650, 39776, 11927, 24815, 41660, 33890, 20551, 28495, 46196, 43295, 23668, 11576, 25547, 30528, 38784, 32453, 31776, 44047, 8509, 21236, 31446, 29528, 44548, 23080, 44274, 23664, 27456, 30309, 39623, 16667, 41155, 45067, 31283, 26548, 45025, 23962, 41553, 22371, 40180, 38600, 22646, 27145, 40047, 39185, 15160, 17738, 45879, 40384, 42105, 11794, 42992, 34439, 32282, 40959, 41687, 28044, 32483, 31505, 41609, 38762, 26119, 38948, 25283, 42549, 41795, 24957, 35742, 10126, 19481, 37254, 31570, 19718, 32389, 24177, 45831, 38115, 42291, 7535, 28455, 38284, 43713, 43577, 18078, 15253, 40538, 42569, 41424, 11992, 16058, 25614, 19919, 43014, 42951, 27287, 41930, 35795, 34647, 37270, 20785, 26263, 44498, 37998, 40613, 15159, 1691, 31106, 22615, 
34034, 20148, 8795, 6790, 29157, 36997, 38303, 29342, 33494, 28194, 40370, 22198, 34155, 20331, 25239, 41659, 29064, 45010, -1, 9154, 20717, 24648, 33756, 41991, 15306, 38445, 30450, 29139, 43001, 34672, 3261, 34593, 23452, 11359, 45774, 21740, 23853, 18674, 25103, 34507, 28724, 28435, 43599, 42722, 43554, 27484, 35219, 23825, 30739, 42480, 30205, 29931, 33995, 32482, 8543, 33075, 10055, 28530, 39775, 17112, 39879, 21818, 38722, 28202, 6286, 28909, 31384, 36244, 41973, 35298, 17106, 12904, 21804, 42864, 28608, 24422, 39667, 9152, 18016, 43723, 22721, 30646, 36264, 38958, 39234, 11395, 44280, 44955, 35563, 38923, 45613, 20937, 40522, 29473, 40139, 43673, 17161, 43284, 38900, 25800, 44286, 13449, 30772, 33493, 35483, 36136, 14640, 41305, 12430, 23779, 15066, 32842, 32073, 11881, 44119, 27986, 20968, 37408, 34365, 28407, 16290, 45535, 40658, 33184, 7524, 26846, 40570, 8817, 35055, 38457, 34820, 35186, 42326, 35395, 33777, 8523, 27042, 27716, 7040, 37175, 6615, 31054, 35314, 35190, 19188, 37983, 46069, 16885, 26505, 13790, 14560, 18936, 45848, 23759, 
34455, 31625, 22050, 21185, 37085, 13050, 8844, 25422, 9529, 27426, 16185, 42960, 13476, 38038, 7517, 32460, 41623, 35376, 9154, -1, 28788, 34606, 33899, 21817, 27939, 46062, 28573, 42535, 32880, 30341, 43955, 45442, 24005, 21000, 13774, 34614, 46231, 29519, 24256, 28777, 39716, 39580, 34404, 32382, 45566, 39643, 11671, 29981, 40407, 4378, 7032, 21028, 38428, 15726, 40123, 38554, 26185, 23895, 29648, 38770, 15968, 45233, 44093, 12455, 20193, 40998, 41702, 37448, 33792, 27416, 26543, 31613, 36325, 16772, 9341, 20426, 30232, 43399, 36550, 23352, 36979, 44873, 22487, 37080, 43026, 24859, 31904, 26330, 7043, 40319, 12960, 36961, 37094, 8856, 15243, 17077, 27144, 43226, 31404, 22368, 42841, 31671, 26077, 34114, 16784, 12113, 43788, 35418, 36317, 12960, 16935, 25871, 42654, 30673, 33603, 8886, 41931, 44740, 9205, 35309, 19697, 44479, 44197, 43848, 37039, 27703, 46221, 12798, 8221, 37342, 39545, 23202, 34584, 37812, 41225, 23573, 17117, 10453, 41543, 41005, 22072, 40338, 45551, 26539, 45915, 29278, 45904, 22362, 41526, 41136, 29048, 8216, 19471, 42611, 
41642, 19248, 45081, 18649, 19030, 18654, 20767, 29737, 26826, 38417, 43612, 29650, 18426, 35749, 4851, 43512, 24507, 39814, 20717, 28788, -1, 37161, 26592, 41574, 26938, 31223, 28324, 27760, 34996, 18747, 39365, 27452, 5046, 33956, 26704, 41314, 42420, 12370, 34335, 27337, 42774, 44618, 32415, 38744, 28448, 32659, 41653, 40014, 35769, 35012, 44263, 28306, 6359, 26592, 44253, 42265, 32970, 41044, 34799, 29247, 26505, 25222, 22524, 42951, 45531, 44174, 34582, 32221, 8187, 37140, 41302, 38823, 20045, 41449, 9861, 21012, 28445, 6072, 37627, 43825, 28779, 27161, 40773, 39829, 15275, 43275, 30179, 33337, 43186, 46223, 24610, 36344, 33320, 38270, 41609, 24738, 34038, 25082, 40580, 33748, 22109, 25952, 27521, 39499, 37269, 11710, 24713, 40151, 45994, 46084, 23001, 36572, 38905, 14264, 15574, 46095, 19590, 31607, 36266, 30769, 24613, 42796, 16853, 37091, 45778, 44071, 42914, 42184, 7628, 34793, 16142, 37844, 29470, 27829, 24806, 38534, 40026, 27960, 45730, 31851, 20888, 36627, 39284, 21983, 39944, 16265, 37863, 40904, 43992, 37102, 35145, 31070, 18264, 42621, 
7881, 38421, 39215, 23408, 43377, 20269, 40627, 16014, 31052, 6002, 40524, 40451, 17066, 29776, 42473, 12389, 14617, 30561, 24648, 34606, 37161, -1, 42231, 43191, 16900, 45717, 13983, 24530, 27824, 28671, 32278, 41543, 24635, 13296, 31382, 34890, 16730, 32477, 24679, 43837, 40933, 20000, 10788, 43682, 43152, 20668, 11769, 24002, 44278, 7250, 8448, 34997, 31330, 27449, 32422, 33194, 32547, 36270, 45735, 43218, 27355, 26356, 26388, 25896, 22410, 13397, 43726, 40041, 23262, 36751, 27090, 44287, 6914, 18454, 43921, 42163, 12350, 39067, 39154, 19976, 29599, 36620, 39104, 36126, 30713, 32636, 38070, 252, 44342, 38795, 37855, 37931, 28294, 42191, 25786, 15046, 39913, 6101, 45254, 21983, 30997, 38150, 45412, 22548, 39316, 45812, 19203, 43863, 16164, 31775, 41840, 31966, 37932, 34567, 44117, 37568, 35396, 42073, 42958, 45101, 22701, 36445, 30352, 38833, 34124, 25419, 29201, 44023, 32935, 44839, 29817, 26109, 31098, 25175, 36718, 38752, 17777, 44745, 7120, 4019, 35396, 24245, 14476, 28906, 28462, 27702, 9017, 12294, 20783, 26412, 37620, 26763, 45912, 22357, 
