158
41435, 12948, 29181, 30670, 26503, 6878, 34036, 14844, 8900, 37636, -1, 38127, 43922, 39146, 30175, 25676, 31985, 44875, 39769, 11275, 30411, 17397, 15590, 7042, 16926, 45180, 41207, 30386, 37385, 32560, 18035, 26287, 41686, 41413, 11894, 36033, 18043, 26254, 44268, 39333, 17702, 22655, 9715, 19964, 26972, 38984, 29758, 31537, 37761, 31202, 37005, 40643, 19471, 34797, 18410, 39484, 36345, 12651, 30466, 22352, 9136, 42794, 34187, 35408, 26969, 30606, 44937, 14891, 23260, 20934, 37762, 42454, 28807, 23084, 25545, 40422, 43670, 45851, 24181, 26954, 45702, 41633, 26666, 32672, 21897, 35969, 34758, 37698, 16651, 40893, 42527, 24981, 31822, 39374, 25961, 24286, 21974, 45572, 27723, 30533, 31484, 18304, 14071, 41436, 35775, 28341, 41042, 35614, 39535, 6403, 14033, 32815, 8410, 39697, 34824, 44711, 32890, 37844, 32906, 30966, 46219, 17809, 45478, 36224, 42439, 13751, 15401, 28392, 9227, 45756, 34148, 46070, 16175, 32207, 27388, 10373, 36840, 5980, 39834, 42570, 14113, 30590, 19389, 43738, 39591, 40248, 24985, 36109, 39008, 39272, 41780, 17914, 32627, 31681, 45263, 32927, 19765, 8801, 
35496, 43091, 44307, 37887, 37948, 37342, 11828, 41609, 37922, 29399, 38127, -1, 29469, 25725, 41423, 7995, 22516, 33529, 10667, 13893, 24645, 40337, 39407, 24810, 45657, 4648, 33036, 38182, 43353, 27550, 40090, 24528, 27033, 38905, 28249, 19990, 20234, 45691, 17466, 40365, 42804, 28813, 45514, 21321, 41914, 14051, 39511, 43756, 27138, 34323, 35260, 45131, 24566, 21935, 42104, 33318, 14545, 32918, 43259, 44386, 18720, 11760, 39087, 17450, 37294, 27687, 26761, 13809, 12047, 26467, 13320, 8086, 19180, 39303, 25678, 7421, 21047, 41370, 38702, 17843, 30005, 17054, 8502, 34430, 20390, 36119, 24820, 30682, 40940, 18090, 37594, 19925, 34212, 29393, 40097, 34729, 44235, 24293, 36854, 30279, 40922, 45434, 40272, 36089, 37000, 30794, 45877, 10189, 12324, 10666, 41133, 4972, 27335, 29198, 30596, 26578, 12750, 22499, 22053, 44510, 37739, 18239, 34088, 22510, 16723, 43010, 38623, 17284, 29288, 44580, 24755, 42618, 46247, 9818, 41034, 16464, 18938, 8472, 11084, 29706, 31558, 37964, 46299, 10533, 33320, 42431, 23300, 11827, 20886, 40774, 18518, 20476, 14358, 13294, 12819, 42469, 32768, 40283, 
33134, 42303, 39384, 43192, 37341, 29328, 40674, 44094, 41869, 42530, 43922, 29469, -1, 29985, 38129, 8139, 22515, 40811, 17401, 30937, 18934, 36297, 25772, 24536, 44391, 45469, 38368, 37327, 44322, 18564, 27504, 32087, 25105, 45683, 29112, 36584, 33662, 43524, 41476, 39051, 6258, 22232, 45679, 20957, 23652, 21136, 21730, 33508, 29836, 11807, 39310, 24953, 38285, 42102, 18154, 27737, 46144, 29699, 18177, 34124, 32117, 5054, 40306, 44504, 28194, 30440, 20910, 5914, 36202, 45942, 34975, 38185, 26446, 31606, 41674, 43343, 44332, 21760, 25648, 9451, 32738, 27033, 20977, 41203, 45534, 32192, 42580, 32440, 27171, 43406, 43209, 32296, 21383, 18048, 18429, 30715, 31679, 36472, 31255, 23565, 26575, 36277, 33979, 38449, 38629, 28021, 18693, 43404, 42989, 33137, 37225, 23632, 20761, 45351, 8235, 16115, 39245, 33701, 16073, 32837, 35650, 26008, 17967, 25373, 44441, 28414, 43900, 742, 31862, 16183, 6704, 44876, 15041, 38474, 45729, 39318, 36724, 22305, 44702, 42344, 15548, 26348, 30497, 43831, 33574, 4263, 33407, 32129, 25100, 37243, 13323, 45883, 38779, 33936, 33386, 39489, 41417, 30136, 
15999, 38210, 6000, 8929, 28699, 12848, 34579, 35106, 16412, 32210, 39146, 25725, 29985, -1, 28166, 41184, 45971, 42893, 28163, 42877, 42776, 38600, 29604, 32544, 30900, 38842, 23389, 40293, 28444, 44903, 31272, 28024, 46207, 35046, 23899, 23233, 37903, 39919, 40698, 23285, 45349, 39675, 24310, 42599, 41292, 21708, 28017, 44423, 35564, 26386, 39357, 40229, 24694, 11132, 26968, 42978, 17326, 33598, 20805, 45247, 43715, 45373, 26851, 6362, 42996, 36638, 28681, 30869, 28395, 31698, 22284, 44926, 12037, 35479, 41648, 36973, 32942, 14884, 27549, 33563, 32275, 22991, 9258, 24173, 31359, 21440, 41010, 38184, 15965, 35993, 7011, 19460, 36935, 44026, 46141, 20263, 13124, 6652, 23074, 26908, 46131, 24419, 41041, 46265, 37355, 34808, 41969, 12783, 30854, 43437, 43902, 9375, 32503, 19966, 41129, 28931, 30187, 13196, 28937, 36444, 34674, 36458, 34983, 37059, 41646, 21447, 42566, 41486, 44538, 28031, 37521, 19750, 32950, 40272, 7416, 46152, 41040, 38183, 27295, 35455, 46273, 31389, 23208, 15743, 39430, 26065, 41564, 33605, 17080, 35043, 40395, 35603, 6909, 24443, 33415, 13636, 31255, 14826, 
31011, 31201, 32657, 34359, 32066, 34439, 35683, 40293, 43828, 37835, 30175, 41423, 38129, 28166, -1, 35756, 16535, 33492, 45741, 16400, 7862, 44502, 21411, 32374, 44759, 44215, 32206, 40936, 43634, 10453, 45620, 21279, 42792, 39979, 13923, 37354, 28411, 20289, 32357, 43223, 35890, 31588, 27778, 5075, 38898, 9432, 35613, 32377, 23153, 43924, 24764, 36845, 28804, 20465, 29714, 35867, 43323, 36410, 27058, 9986, 24345, 42133, 12319, 44615, 22605, 45656, 37793, 15467, 42412, 41292, 29154, 38831, 15198, 32423, 12969, 13690, 26959, 24805, 38677, 27841, 33402, 35586, 39101, 39645, 38274, 31092, 40597, 38180, 35347, 14246, 32649, 40960, 21040, 44167, 36408, 37123, 29537, 15219, 32941, 33737, 27544, 39188, 31855, 30194, 26760, 32292, 31190, 38303, 40054, 33708, 19549, 34215, 27607, 36739, 44707, 27153, 45300, 38110, 16905, 42348, 45626, 10769, 9920, 40597, 42758, 40723, 35337, 20330, 40685, 33209, 38156, 28637, 8378, 30386, 37428, 40051, 15722, 27166, 43848, 33328, 46020, 20296, 29517, 31647, 43413, 42319, 43002, 35815, 41257, 23037, 45881, 27925, 26413, 9798, 22235, 43858, 21341, 18488, 
39347, 29347, 41086, 30774, 29372, 42382, 40320, 26450, 36565, 46261, 25676, 7995, 8139, 41184, 35756, -1, 36047, 32012, 35867, 44353, 16978, 28931, 41160, 32962, 35606, 19553, 13203, 967, 44027, 34732, 32769, 40572, 24233, 20503, 31783, 41335, 12768, 41004, 24282, 21476, 42178, 26889, 20087, 34528, 29795, 36117, 31111, 23839, 19492, 39222, 38335, 42451, 43480, 27430, 16339, 21575, 23119, 7126, 41192, 18947, 26312, 43627, 11754, 41247, 21552, 45226, 39143, 38546, 33695, 26089, 23133, 35394, 16617, 34342, 12640, 46303, 26259, 27765, 36119, 17344, 21030, 15452, 43180, 36618, 44887, 16998, 44509, 25278, 13089, 23050, 45568, 34794, 41288, 26746, 34238, 34375, 41170, 31178, 39729, 41117, 16322, 35183, 34248, 42359, 35180, 36852, 10880, 32668, 41158, 14162, 33134, 28465, 41059, 39290, 7699, 26991, 40715, 39640, 35226, 32789, 19104, 17845, 43176, 26322, 27647, 14093, 36982, 34593, 39873, 44922, 44849, 42100, 42603, 38771, 26854, 38793, 37609, 19907, 38839, 41731, 17330, 15315, 32639, 20790, 42613, 45865, 41141, 18456, 30845, 11974, 9687, 18364, 18597, 36231, 32517, 24823, 16802, 41015, 
39773, 35555, 11048, 26229, 36573, 28300, 29066, 22315, 13524, 13520, 31985, 22516, 22515, 45971, 16535, 36047, -1, 18742, 22911, 13052, 44519, 19058, 40298, 19517, 11001, 28116, 17622, 24131, 12863, 20953, 35352, 17873, 22062, 29424, 30248, 45305, 44066, 8759, 22164, 6958, 24869, 43457, 8370, 31451, 29813, 19350, 37042, 43459, 22785, 23827, 20944, 38795, 18740, 41605, 27351, 6867, 34100, 28546, 38641, 35556, 32374, 14103, 8482, 33788, 27128, 43945, 26080, 45224, 22326, 10870, 40536, 33511, 41836, 45292, 24240, 42401, 18860, 25416, 45982, 43880, 27838, 39617, 19012, 45632, 22447, 24455, 30552, 5363, 4715, 18311, 43741, 46108, 40116, 22835, 30324, 28460, 44795, 20479, 15355, 32677, 36032, 12613, 17879, 45474, 17032, 42834, 41440, 24247, 12635, 44903, 3117, 26123, 44101, 24595, 45653, 17246, 44713, 21524, 30838, 12574, 14425, 44572, 38352, 34204, 43909, 29756, 39445, 44286, 37018, 16770, 44713, 19131, 16182, 45946, 27281, 23069, 28157, 23456, 36030, 32803, 35929, 26518, 26505, 35938, 28323, 23539, 40377, 35142, 2309, 14261, 22842, 39487, 41481, 7379, 36806, 43264, 33598, 39540, 
29773, 22673, 44693, 13103, 36537, 21286, 24325, 14712, 20133, 29070, 44875, 33529, 40811, 42893, 33492, 32012, 18742, -1, 37408, 21581, 40390, 10796, 32750, 38346, 45967, 24046, 34981, 43980, 29922, 22255, 26395, 10195, 37576, 33231, 23676, 27952, 24501, 31410, 41602, 21487, 23673, 32471, 31152, 30995, 20210, 42749, 27577, 32709, 23990, 43711, 14392, 36388, 27038, 17645, 22335, 44750, 43148, 45812, 35487, 23937, 10685, 46070, 16461, 36762, 23495, 43179, 35854, 15555, 24229, 36454, 27314, 19197, 40213, 38998, 18035, 21822, 44691, 30822, 43476, 43985, 32493, 34280, 28511, 41198, 23407, 29358, 28953, 26958, 39640, 15085, 22188, 17380, 28697, 32998, 16127, 42416, 8770, 38543, 19376, 30764, 46168, 26389, 35277, 42726, 40229, 32450, 12402, 33603, 25231, 46294, 42920, 32281, 43852, 15579, 39934, 45605, 44997, 41196, 38899, 9768, 25735, 17550, 42116, 41646, 15730, 41161, 25465, 33149, 5450, 27711, 8531, 33612, 35240, 36089, 28463, 33206, 25434, 26656, 38105, 42661, 34009, 28797, 34004, 23111, 5513, 34128, 32429, 44318, 45610, 14262, 18067, 35775, 41022, 18313, 19821, 42952, 25927, 44841, 
4734, 43081, 44639, 44313, 32879, 36048, 31673, 35199, 36770, 46283, 39769, 10667, 17401, 28163, 45741, 35867, 22911, 37408, -1, 39025, 43355, 34894, 41740, 23583, 37957, 38240, 39565, 26425, 28193, 26892, 31957, 46317, 42237, 17200, 44800, 29047, 29594, 36969, 28035, 34553, 31653, 21092, 26443, 36905, 15879, 35378, 45604, 44949, 21759, 24927, 35213, 29702, 24160, 42755, 18083, 42187, 42908, 38937, 31067, 5461, 42424, 37785, 37161, 36759, 41395, 36608, 40309, 10922, 45934, 10907, 8527, 13648, 42435, 14390, 25442, 32461, 5179, 20374, 43902, 32116, 38966, 33139, 39846, 32488, 45148, 44965, 41282, 17448, 22120, 42693, 29230, 41658, 25638, 38136, 29033, 45277, 37492, 42187, 19187, 45715, 41071, 36320, 45611, 32299, 43191, 25723, 41070, 8364, 34377, 30999, 21633, 45394, 40508, 34147, 31395, 44906, 17633, 45326, 17609, 38111, 30550, 25723, 16562, 24673, 6022, 43975, 7734, 43844, 45731, 44944, 38020, 37204, 27779, 45324, 29538, 14915, 20020, 31253, 16738, 19539, 14680, 21184, 26836, 37888, 44936, 34324, 10707, 34915, 42243, 43865, 40431, 41755, 27927, 14592, 13340, 15227, 39726, 43217, 
22658, 32800, 14202, 26311, 44696, 42944, 42698, 37619, 45013, 4313, 11275, 13893, 30937, 42877, 16400, 44353, 13052, 21581, 39025, -1, 37080, 43252, 21231, 45996, 38751, 44261, 18707, 41043, 12779, 37218, 31440, 34917, 25970, 35642, 41833, 38430, 16721, 12161, 40014, 38097, 18792, 24369, 23333, 29669, 32718, 15313, 27067, 38448, 40087, 36179, 2139, 43573, 44895, 16027, 40716, 8531, 32386, 36595, 28576, 23445, 33792, 43397, 37870, 38845, 33648, 38041, 40150, 30325, 15829, 32442, 18745, 26805, 38452, 33186, 18765, 7934, 31384, 36709, 36802, 41941, 40759, 33998, 31314, 28891, 23930, 8966, 34929, 34266, 25790, 42874, 45306, 25483, 44807, 30868, 45659, 37416, 12083, 6222, 2915, 44232, 40920, 22649, 38187, 46177, 27290, 45203, 37434, 20963, 15195, 12019, 31072, 36936, 41148, 43228, 25524, 39100, 37332, 22105, 45982, 19597, 42450, 16509, 45756, 40723, 14466, 39994, 27516, 33227, 25018, 31947, 13175, 19822, 38788, 31386, 13431, 22625, 40462, 32267, 33146, 46282, 39797, 41817, 28356, 42993, 43655, 31116, 36997, 36893, 42743, 16926, 46229, 38541, 4907, 39097, 37149, 41276, 20507, 39055, 
33706, 27911, 35721, 40204, 39212, 22461, 15981, 45867, 24281, 38052, 30411, 24645, 18934, 42776, 7862, 16978, 44519, 40390, 43355, 37080, -1, 35975, 13768, 41043, 33946, 37986, 20643, 39912, 19267, 44508, 28434, 41377, 25816, 44373, 25955, 38758, 25834, 36354, 19546, 27930, 31593, 44535, 16097, 42325, 17142, 44859, 39185, 37764, 34874, 38425, 14910, 28360, 42304, 35368, 7699, 45902, 14600, 36616, 22136, 39181, 12364, 42537, 44421, 24269, 10042, 21449, 19865, 22259, 19953, 26002, 24825, 4913, 39042, 31784, 36128, 33387, 33651, 45537, 28742, 16361, 34053, 15059, 18454, 44876, 39595, 37445, 26809, 29725, 30380, 32832, 42783, 41424, 43913, 34928, 28788, 26666, 39898, 5519, 33772, 30277, 41902, 20402, 24152, 10696, 24069, 45967, 40274, 44447, 33763, 33095, 21203, 26454, 13809, 8908, 35243, 8693, 38436, 39323, 28332, 20314, 20656, 19823, 33209, 5756, 40022, 45913, 22567, 40238, 34676, 25240, 8748, 26381, 40887, 4794, 42185, 45399, 42964, 39742, 45374, 20808, 39579, 16202, 33961, 44272, 43810, 38255, 5383, 43706, 40697, 26171, 37562, 24900, 42271, 29070, 31487, 41936, 35282, 36051, 
38865, 34344, 38174, 45713, 29126, 30444, 45766, 40589, 33502, 11796, 17397, 40337, 36297, 38600, 44502, 28931, 19058, 10796, 34894, 43252, 35975, -1, 38958, 43646, 9013, 15924, 43039, 13396, 45056, 45159, 32453, 45568, 44047, 29057, 36457, 42619, 40648, 37925, 31066, 44456, 44786, 23544, 40279, 10128, 42281, 33185, 27601, 41117, 13212, 32784, 17806, 37767, 45977, 31797, 29028, 42266, 34776, 35227, 19696, 36454, 31873, 44270, 40403, 38526, 40369, 44789, 45664, 10735, 26612, 40653, 24357, 44667, 23101, 39364, 11424, 12844, 39398, 15240, 28069, 42813, 5028, 19063, 38093, 35889, 38589, 18735, 37062, 46169, 32169, 36153, 45287, 36501, 15389, 16938, 25453, 13196, 24464, 33400, 19811, 39945, 19938, 42452, 33029, 32653, 35898, 38081, 43673, 40387, 39690, 44862, 43759, 19961, 26833, 28556, 35243, 11872, 43441, 20538, 42290, 38375, 39771, 29059, 34255, 42099, 44206, 19096, 37761, 33451, 27571, 22117, 30094, 26766, 11966, 31751, 42594, 13792, 31285, 20068, 31440, 19621, 34014, 4378, 12924, 45921, 44353, 14196, 33343, 30099, 23813, 35205, 19584, 8971, 45245, 45975, 36843, 29903, 33277, 23373, 
