152
23757, 42605, 19716, 33950, 26975, 44069, 20018, 24275, 8343, 13433, -1, 17195, 27225, 16244, 42163, 40569, 24758, 33155, 30361, 45552, 26122, 24323, 30614, 43634, 37006, 15143, 23267, 41590, 33601, 43168, 27011, 32599, 10790, 40757, 23629, 26441, 45216, 22490, 34949, 42260, 29693, 15611, 18864, 33523, 10594, 8176, 44404, 27837, 41639, 25776, 39083, 40243, 21701, 44009, 26743, 30606, 38045, 40610, 41242, 43430, 39832, 29709, 37278, 26662, 40808, 40152, 20563, 35482, 36564, 42403, 39544, 12331, 17849, 37221, 36897, 28202, 33237, 36229, 31076, 4340, 41366, 16152, 35175, 17055, 32158, 37325, 34095, 43030, 41424, 13234, 15843, 20810, 36696, 28985, 17716, 44014, 36369, 29319, 31624, 11931, 30493, 41469, 26674, 44442, 36403, 24299, 35699, 16182, 44158, 39957, 33778, 46221, 28365, 37518, 15821, 10021, 25911, 35825, 43097, 23147, 36467, 27182, 45434, 40307, 41317, 31987, 24804, 27919, 42278, 22374, 17420, 45311, 42161, 42420, 7056, 25028, 43066, 44015, 17009, 13702, 7258, 29775, 31737, 45359, 36373, 16391, 20441, 39987, 5362, 22134, 42207, 43911, 
26439, 10822, 17820, 42380, 35758, 42986, 31482, 38263, 31443, 44025, 17195, -1, 32645, 30757, 25241, 3549, 41749, 22649, 31440, 31188, 33745, 39994, 29953, 43601, 12680, 22035, 36719, 11410, 42810, 37876, 38189, 19438, 19598, 37920, 44791, 41650, 36587, 42123, 33414, 40950, 29839, 13170, 11244, 37912, 26387, 29802, 42099, 14828, 33945, 42821, 37795, 38425, 7474, 24946, 17119, 23632, 12208, 30046, 37459, 19260, 34076, 38619, 24245, 41043, 42364, 13604, 36206, 38643, 26536, 39341, 6342, 40861, 23170, 28401, 43301, 34928, 46245, 38898, 41350, 17864, 34951, 40600, 25889, 12930, 20521, 42571, 37147, 7874, 34057, 29478, 27002, 18952, 31265, 40994, 27030, 38053, 42258, 23528, 42354, 34092, 43876, 40004, 41042, 17578, 16696, 26922, 46144, 40140, 28558, 38550, 14387, 6311, 17738, 36860, 16026, 45533, 29940, 41542, 44172, 25780, 35295, 13700, 13500, 35590, 33427, 26659, 44622, 27912, 32641, 19018, 26741, 40249, 40825, 34924, 24158, 9291, 41270, 33882, 21934, 25466, 8683, 13087, 18947, 40647, 14664, 43882, 25153, 45716, 30367, 25091, 26008, 28260, 
11490, 34330, 31815, 14651, 34384, 35226, 44500, 42411, 27302, 28662, 27225, 32645, -1, 40725, 34565, 38816, 40577, 37299, 41592, 23605, 9728, 18415, 43741, 36724, 28222, 35400, 14051, 38194, 30485, 40769, 10870, 27648, 40061, 24668, 26676, 44741, 40488, 22726, 28230, 44793, 31486, 18379, 31083, 39208, 41985, 15944, 39754, 32920, 40970, 39477, 41251, 34610, 10696, 36497, 31323, 35901, 20851, 25180, 37373, 46142, 21426, 41342, 25921, 30664, 23398, 27900, 1801, 25507, 24930, 26998, 30548, 37458, 33853, 42276, 36962, 2605, 6786, 43788, 18196, 41684, 20874, 28157, 18520, 37318, 37738, 30737, 2004, 7249, 33092, 44971, 44225, 28527, 44568, 36675, 26403, 44449, 26083, 33615, 41650, 26211, 29987, 44731, 32590, 22574, 44320, 45778, 44818, 6853, 25767, 43593, 34593, 27085, 44774, 26435, 37695, 33677, 32267, 34658, 45424, 25954, 36466, 10225, 34730, 37449, 25819, 42189, 34580, 17345, 38186, 34629, 41261, 40604, 17581, 17607, 28293, 19274, 44964, 6813, 28531, 1940, 7597, 29370, 17589, 42574, 37125, 35824, 29343, 38206, 17677, 26254, 37791, 22904, 
43033, 20390, 24954, 28450, 32046, 12626, 17631, 37588, 32298, 10953, 16244, 30757, 40725, -1, 23914, 44220, 21951, 11706, 36308, 37230, 32561, 28685, 10447, 27095, 36449, 13957, 32254, 44950, 33343, 17599, 45666, 32644, 8413, 26400, 38634, 40648, 7381, 16847, 34135, 39163, 43882, 23776, 41657, 27390, 29610, 20496, 34621, 32581, 40219, 44124, 46317, 21103, 36602, 29023, 39400, 29141, 36982, 41479, 42191, 24369, 46334, 37246, 34016, 40431, 25441, 40680, 32443, 37416, 40626, 34593, 21662, 39452, 35451, 30578, 35147, 33194, 42327, 24807, 41526, 22439, 29526, 1560, 34139, 30627, 42480, 45535, 33694, 10580, 21862, 25083, 44647, 33248, 29648, 27732, 26475, 35972, 3361, 43617, 24745, 31035, 23987, 45023, 4152, 42458, 13919, 44196, 42014, 23127, 18949, 43710, 38989, 24521, 45710, 14033, 45332, 20591, 8497, 38290, 44945, 25752, 32987, 44847, 18367, 14542, 26293, 34324, 44926, 34500, 23582, 9410, 29984, 31469, 42744, 41379, 40225, 38696, 21049, 38396, 36475, 38625, 36036, 36366, 23126, 29566, 32057, 27949, 39064, 37407, 42746, 31909, 24216, 31606, 
27459, 36661, 7478, 28187, 27617, 22003, 46218, 18201, 43115, 43160, 42163, 25241, 34565, 23914, -1, 22873, 9807, 41055, 32924, 16053, 43398, 24828, 45029, 19711, 41629, 39961, 33932, 21357, 44936, 23837, 34823, 33719, 32253, 34824, 43271, 19049, 30796, 26482, 35204, 38228, 16166, 42765, 27109, 19782, 16049, 5745, 40585, 41864, 36480, 42883, 22318, 25696, 10031, 33927, 29876, 35386, 31428, 45307, 22796, 30522, 14164, 44952, 22891, 21380, 18320, 44864, 29271, 23522, 27203, 38443, 21874, 44379, 20740, 10024, 14743, 35741, 21575, 40892, 40955, 13061, 4802, 45789, 37062, 25887, 35565, 25115, 34441, 43005, 23378, 35467, 38093, 39283, 43880, 44296, 12778, 12956, 28914, 19315, 28183, 15649, 32889, 39468, 28231, 17438, 23910, 8848, 33060, 14068, 12038, 44560, 24596, 45031, 41880, 40140, 40964, 43999, 26261, 26159, 10136, 45448, 29677, 31561, 42611, 37537, 16384, 42129, 44982, 43278, 24656, 28528, 32473, 19806, 39094, 42604, 39076, 38535, 33829, 39343, 45061, 42750, 22110, 8809, 44413, 28283, 28512, 23455, 26856, 22571, 37209, 37441, 46012, 17321, 
11328, 36460, 29535, 17201, 42756, 31421, 28058, 35478, 30671, 41282, 40569, 3549, 38816, 44220, 22873, -1, 34693, 39089, 38407, 18633, 24342, 33415, 44731, 11421, 34710, 44404, 40093, 18428, 26780, 15434, 32181, 37383, 31586, 19728, 42071, 14403, 38705, 39760, 5876, 34847, 36324, 40409, 40360, 41230, 28874, 18179, 12008, 45186, 34145, 23515, 30708, 17224, 30959, 25748, 22859, 39165, 43007, 35646, 29258, 4851, 45097, 33214, 38470, 24763, 39501, 32202, 40189, 36291, 23790, 15953, 21650, 38124, 30253, 4795, 29807, 45427, 41540, 38663, 40969, 39745, 44725, 26216, 33262, 12865, 25758, 37502, 41102, 41813, 42723, 25907, 7427, 18026, 33878, 38586, 40286, 25609, 23862, 6985, 43831, 19298, 10234, 20819, 21279, 15353, 22232, 8585, 9243, 34325, 42608, 14305, 14034, 35544, 24105, 44771, 23211, 43838, 43312, 28276, 39523, 7946, 36500, 42026, 44605, 25518, 28266, 33774, 36099, 33424, 40215, 32830, 45678, 10002, 25836, 23614, 22550, 39046, 40691, 33322, 38607, 24187, 30032, 37260, 35301, 36435, 21793, 44492, 36671, 45948, 21484, 30322, 29325, 42729, 
39940, 40164, 11893, 34916, 40130, 33824, 41948, 34307, 44850, 38600, 24758, 41749, 40577, 21951, 9807, 34693, -1, 41885, 34127, 20324, 45494, 16715, 40687, 21521, 42618, 22464, 11134, 23304, 33978, 38249, 45067, 40870, 28994, 23698, 42667, 25519, 38989, 30718, 28673, 18048, 12465, 18341, 32832, 19263, 30177, 21226, 41855, 32919, 34090, 36322, 41699, 35104, 33978, 28970, 20330, 16900, 29551, 40082, 4153, 45203, 24884, 36919, 11653, 46125, 44208, 46174, 3941, 45051, 30910, 38659, 32288, 17407, 37681, 29217, 34587, 21072, 42885, 43545, 42409, 28327, 18898, 18160, 37930, 31708, 36452, 40234, 35880, 42250, 6356, 29049, 23951, 22575, 21738, 18057, 29409, 36286, 34360, 28767, 37412, 23366, 9840, 19599, 38414, 42973, 22196, 40393, 15588, 12885, 40970, 14136, 27004, 44145, 42072, 35695, 9042, 29531, 18501, 19572, 46050, 20498, 38395, 38988, 19344, 21347, 43917, 9424, 32271, 3996, 33622, 25857, 44205, 44497, 13375, 23133, 15521, 44449, 42795, 37675, 23762, 17461, 34998, 40186, 31266, 35920, 45583, 41145, 38004, 38032, 26032, 30309, 7138, 34934, 
41104, 28673, 42740, 26568, 33326, 34566, 28148, 44640, 27606, 45218, 33155, 22649, 37299, 11706, 41055, 39089, 41885, -1, 27166, 43412, 24811, 33441, 19118, 43915, 32050, 44522, 37842, 21828, 34447, 34777, 39808, 38542, 29678, 28115, 44250, 43562, 28149, 34109, 41196, 37100, 41267, 20346, 15325, 19151, 17400, 28182, 24924, 28536, 25177, 16536, 45679, 40900, 7210, 23491, 19952, 27360, 27430, 42892, 22385, 41464, 35748, 28069, 41325, 30735, 25353, 44704, 8763, 14455, 17319, 34212, 38431, 45105, 43985, 28702, 31662, 40081, 36756, 39570, 31799, 29920, 45290, 19471, 22848, 32854, 42061, 45565, 36409, 44860, 39169, 40849, 46142, 32411, 39363, 25192, 43586, 45211, 31955, 44489, 22980, 45251, 22236, 44839, 44680, 29405, 44766, 41543, 28765, 32326, 36385, 44920, 37542, 33864, 38771, 41202, 36822, 33637, 19381, 12641, 43841, 31335, 37668, 21445, 21312, 34534, 30211, 23867, 45011, 41525, 34345, 40960, 24398, 44086, 8241, 4385, 44864, 19991, 45110, 26533, 43012, 13831, 39854, 41406, 21150, 45876, 38801, 24502, 43339, 43361, 37510, 22566, 20748, 17200, 
30485, 43181, 36699, 34079, 37253, 19146, 24836, 45968, 40738, 28566, 30361, 31440, 41592, 36308, 32924, 38407, 34127, 27166, -1, 9412, 20305, 36144, 40439, 11123, 27139, 43830, 35896, 40685, 42173, 19801, 17015, 42178, 39299, 7357, 35681, 21809, 31325, 44758, 23406, 40446, 9084, 21033, 30914, 27397, 37264, 40502, 4488, 15789, 43856, 44413, 42157, 28773, 24529, 31404, 23480, 34857, 30288, 42716, 40316, 28064, 23286, 24098, 45735, 39833, 17358, 24279, 29438, 40093, 41074, 20016, 21132, 40926, 45681, 44373, 8097, 17727, 41675, 24539, 38337, 46021, 38334, 37956, 44984, 37410, 33459, 20531, 32114, 33278, 39883, 30036, 31757, 34244, 41417, 33620, 40909, 27092, 45229, 36287, 27950, 13428, 33755, 33583, 39444, 38039, 21654, 11662, 33813, 2558, 1660, 38147, 24436, 43429, 38323, 23641, 17158, 40439, 30752, 37868, 38656, 45489, 38129, 17629, 45480, 34749, 38052, 17921, 26788, 35139, 43139, 21111, 7479, 27173, 37204, 37507, 43458, 31762, 14462, 45464, 23273, 40983, 23872, 27899, 22912, 35633, 39048, 45823, 31926, 15834, 26861, 30338, 45546, 32463, 
32300, 40438, 39129, 24216, 43615, 28083, 38497, 43336, 36125, 19414, 45552, 31188, 23605, 37230, 16053, 18633, 20324, 43412, 9412, -1, 30758, 31318, 20458, 32803, 31948, 36191, 35732, 41335, 34468, 38157, 41013, 10869, 10552, 42875, 10938, 40483, 37705, 17918, 32256, 42836, 44981, 35673, 20037, 31566, 38421, 26852, 43035, 30294, 8177, 20221, 38554, 26992, 38434, 36318, 38598, 40404, 34830, 31352, 32028, 46030, 35318, 6790, 34334, 33408, 42410, 39488, 11984, 16693, 34024, 23163, 22076, 43591, 39920, 45699, 14918, 29221, 10391, 35370, 27025, 35472, 12391, 45719, 44730, 29216, 38275, 44598, 44879, 41996, 26866, 28582, 39551, 32624, 20876, 29860, 26414, 38339, 30396, 33295, 10479, 37851, 32853, 25667, 21105, 41911, 31831, 31516, 5083, 23994, 13920, 18751, 27120, 41814, 27580, 37807, 38727, 34357, 18662, 15659, 46251, 10625, 33994, 36491, 20165, 43833, 41589, 17245, 25756, 14710, 12896, 26787, 20338, 11615, 21550, 42855, 34059, 40155, 40452, 45509, 44526, 27871, 28195, 45794, 13914, 17831, 24142, 38263, 16020, 30140, 30827, 24723, 10072, 42884, 
39961, 21492, 35639, 45854, 13878, 38335, 39493, 38813, 25635, 21341, 26122, 33745, 9728, 32561, 43398, 24342, 45494, 24811, 20305, 30758, -1, 39933, 16925, 42797, 39504, 20116, 35426, 17540, 14161, 23682, 40664, 16854, 30705, 46127, 5910, 30108, 31202, 16226, 41235, 26359, 43214, 13941, 39536, 33570, 36541, 37152, 27151, 33607, 27224, 24515, 33944, 27886, 14169, 42871, 36895, 40168, 42871, 45548, 40632, 28029, 5435, 15841, 37090, 19242, 23299, 42442, 9068, 39070, 45227, 21835, 23875, 38700, 33025, 29021, 11948, 29533, 21155, 39744, 44930, 22765, 30099, 45759, 45980, 16179, 29853, 25828, 3270, 40656, 16481, 29689, 36567, 35915, 16754, 13727, 19890, 7879, 40448, 19511, 12248, 28655, 23991, 35552, 35287, 44578, 28602, 41452, 17716, 6735, 34025, 43169, 41002, 5817, 31114, 33798, 31682, 41089, 28556, 40971, 23723, 27012, 43250, 35816, 26904, 29740, 23508, 37022, 34392, 46161, 27974, 21979, 37704, 19736, 32745, 32736, 25609, 34301, 15085, 38060, 34356, 21132, 27972, 6228, 36498, 16673, 19425, 36128, 31319, 38141, 14592, 25197, 27700, 9174, 
34955, 43138, 36263, 37342, 33891, 44543, 12195, 38863, 24735, 43567, 24323, 39994, 18415, 28685, 24828, 33415, 16715, 33441, 36144, 31318, 39933, -1, 45252, 44231, 34324, 41815, 33541, 45199, 5078, 11051, 21244, 33380, 10168, 31057, 41030, 40783, 35488, 22160, 22109, 18611, 22234, 36829, 14891, 19946, 26210, 29846, 15410, 20688, 38199, 32292, 44204, 10441, 14957, 31524, 32085, 32030, 27665, 25770, 41098, 44550, 19337, 36947, 38351, 27817, 8622, 18534, 21695, 45302, 37730, 30228, 29068, 32084, 34774, 43561, 46087, 35288, 31645, 31782, 36318, 39522, 34614, 23154, 43702, 35456, 25577, 27434, 39109, 35139, 29376, 18528, 25142, 38901, 45345, 26887, 41980, 24208, 26380, 21921, 31877, 28354, 23444, 2704, 34073, 16025, 40785, 23108, 17025, 34910, 27721, 22453, 39570, 27253, 21144, 34006, 20127, 46245, 26499, 44174, 37360, 21653, 34727, 45342, 31782, 31811, 37581, 42914, 27368, 15983, 30615, 25290, 20634, 21719, 8928, 20382, 23481, 42931, 40872, 23332, 32022, 13311, 23020, 37744, 26911, 17731, 34763, 43748, 44569, 1855, 42109, 24881, 46244, 7426, 
30611, 17814, 42768, 22235, 15336, 42664, 29195, 27812, 33214, 35072, 30614, 29953, 43741, 10447, 45029, 44731, 40687, 19118, 40439, 20458, 16925, 45252, -1, 43056, 39622, 19410, 20789, 21340, 33253, 40093, 33893, 30191, 38587, 20207, 15463, 20000, 46020, 42198, 39880, 23036, 20699, 19813, 18741, 39552, 32195, 30281, 44541, 17886, 37791, 13017, 18610, 44506, 28534, 22961, 37855, 36179, 19376, 44581, 20503, 27681, 44108, 45728, 37069, 14484, 1212, 17097, 21929, 33131, 35054, 30731, 28211, 46072, 22554, 44333, 46329, 10947, 37845, 25448, 37441, 13923, 36155, 38832, 37436, 42859, 35191, 38055, 4418, 10315, 19041, 44856, 4337, 26658, 4859, 27451, 41856, 37800, 18704, 44442, 33135, 42321, 46304, 32928, 23076, 30924, 43192, 29765, 32624, 37836, 41532, 44531, 28987, 20930, 14595, 22229, 17797, 29772, 36026, 33704, 45302, 40817, 30888, 33795, 39191, 28569, 38550, 23866, 14909, 30030, 16568, 32484, 14591, 18114, 36643, 45427, 42876, 43349, 41543, 33011, 34120, 29060, 34297, 29218, 36112, 45947, 23777, 32984, 40866, 42838, 45233, 41602, 39720, 14104, 
